versao,dia,mercado,janela,barra,r_exf,r_net,r_bruto,risco_pct,atr_pct,saida
mean_reversion v1,2026-07-12,NEARUSDT,J2,2026-07-12T22:30:00Z,-1.209707,,-0.909736,0.006643,0.00604714,stop
mean_reversion v1,2026-07-13,ZECUSDT,J2,2026-07-13T01:45:00Z,-1.156925,,-0.932347,0.008863,0.00847374,stop
mean_reversion v1,2026-07-14,NEARUSDT,J2,2026-07-14T09:45:00Z,1.440047,,1.756692,0.006348,0.00675674,target
mean_reversion v1,2026-07-14,ARBUSDT,J2,2026-07-14T17:45:00Z,-1.157959,,-0.931904,0.008806,0.00734121,stop
mean_reversion v1,2026-07-14,TAOUSDT,J2,2026-07-14T18:30:00Z,1.467865,,1.827827,0.005581,0.00607017,target
mean_reversion v1,2026-07-14,DASHUSDT,J2,2026-07-14T18:45:00Z,-1.173012,,-0.925455,0.008044,0.00626973,stop
mean_reversion v1,2026-07-14,NEARUSDT,J2,2026-07-14T19:00:00Z,-1.181521,,-0.921810,0.007669,0.00658379,stop
mean_reversion v1,2026-07-14,ZECUSDT,J2,2026-07-14T20:45:00Z,1.070350,,1.289967,0.009155,0.00815429,target
mean_reversion v1,2026-07-14,TAOUSDT,J2,2026-07-14T22:30:00Z,-1.194698,,-0.916166,0.007153,0.00606293,stop
mean_reversion v1,2026-07-14,UNIUSDT,J2,2026-07-14T23:15:00Z,-1.307126,,-0.868003,0.004543,0.00612034,stop
mean_reversion v1,2026-07-15,ZECUSDT,J2,2026-07-15T05:15:00Z,1.084843,,1.367201,0.007113,0.00649968,target
mean_reversion v1,2026-07-15,ZECUSDT,J2,2026-07-15T07:45:00Z,1.039591,,1.330397,0.006905,0.00620100,target
mean_reversion v1,2026-07-15,SAHARAUSDT,J2,2026-07-15T16:30:00Z,-1.154287,,-0.933477,0.009014,0.00946539,stop
mean_reversion v1,2026-07-15,NEARUSDT,J2,2026-07-15T16:30:00Z,-1.259891,,-0.888237,0.005365,0.00717712,stop
mean_reversion v1,2026-07-15,NEARUSDT,J2,2026-07-15T17:00:00Z,-1.165061,,-0.928861,0.008429,0.00735355,stop
mean_reversion v1,2026-07-15,ZECUSDT,J2,2026-07-15T18:30:00Z,-1.136856,,-0.940944,0.010154,0.00815872,stop
mean_reversion v1,2026-07-15,DASHUSDT,J2,2026-07-15T19:15:00Z,-1.188243,,-0.918930,0.007397,0.00651342,stop
mean_reversion v1,2026-07-15,ZECUSDT,J2,2026-07-15T20:00:00Z,1.338739,,1.601220,0.007662,0.00773155,target
mean_reversion v1,2026-07-16,UNIUSDT,J2,2026-07-16T06:45:00Z,1.153343,,1.465986,0.006423,0.00609809,target
mean_reversion v1,2026-07-16,UNIUSDT,J2,2026-07-16T08:00:00Z,-1.123056,,-0.946856,0.011283,0.00665095,stop
mean_reversion v1,2026-07-16,UNIUSDT,J2,2026-07-16T15:30:00Z,-1.171104,,-0.926273,0.008133,0.00889321,stop
mean_reversion v1,2026-07-16,PROMUSDT,J2,2026-07-16T18:45:00Z,-1.200800,,-0.913551,0.006936,0.00710549,stop
mean_reversion v1,2026-07-16,SAHARAUSDT,J2,2026-07-16T20:00:00Z,-1.149896,,-0.935358,0.009276,0.00659709,stop
mean_reversion v1,2026-07-16,ARBUSDT,J2,2026-07-16T23:00:00Z,-1.204990,,-0.911756,0.006795,0.00631103,stop
mean_reversion v1,2026-07-16,ARBUSDT,J2,2026-07-16T23:45:00Z,1.624892,,1.958004,0.006036,0.00689580,target
mean_reversion v1,2026-07-17,ZECUSDT,J2,2026-07-17T21:00:00Z,-1.143402,,-0.938140,0.009694,0.00740042,stop
mean_reversion v1,2026-07-18,UNIUSDT,J2,2026-07-18T03:15:00Z,-1.234454,,-0.899135,0.005945,0.00618978,stop
mean_reversion v1,2026-07-18,ARBUSDT,J2,2026-07-18T03:45:00Z,-1.190238,,-0.918076,0.007319,0.00661387,stop
mean_reversion v1,2026-07-19,SAHARAUSDT,J2,2026-07-19T01:00:00Z,1.479928,,1.788682,0.006511,0.00701993,target
mean_reversion v1,2026-07-20,PROMUSDT,J2,2026-07-20T03:30:00Z,2.137459,,2.219441,0.025059,0.03180896,target
mean_reversion v1,2026-07-20,SAHARAUSDT,J2,2026-07-20T14:15:00Z,0.850688,,1.079859,0.008763,0.00706268,target
mean_reversion v1,2026-07-20,ARBUSDT,J2,2026-07-20T19:30:00Z,1.530680,,1.904175,0.005379,0.00600503,target
mean_reversion v1,2026-07-20,PROMUSDT,J2,2026-07-20T23:00:00Z,1.584852,,1.634939,0.041253,0.04315398,target
mean_reversion v1,2026-07-21,ZECUSDT,J2,2026-07-21T00:00:00Z,2.314475,,2.795563,0.004179,0.00609311,target
mean_reversion v1,2026-07-21,ZECUSDT,J2,2026-07-21T02:45:00Z,0.932249,,1.200863,0.007475,0.00634756,target
mean_reversion v1,2026-07-21,NEARUSDT,J2,2026-07-21T08:15:00Z,-1.177232,,-0.923648,0.007854,0.00627344,stop
mean_reversion v1,2026-07-21,NEARUSDT,J2,2026-07-21T09:15:00Z,-1.172109,,-0.925842,0.008086,0.00600582,stop
mean_reversion v1,2026-07-22,ARBUSDT,J2,2026-07-22T07:45:00Z,1.122123,,1.410815,0.006958,0.00647274,target
mean_reversion v1,2026-07-22,PROMUSDT,J2,2026-07-22T16:45:00Z,0.182867,,0.275448,0.021654,0.02430218,expired
mean_reversion v1,2026-07-22,ARBUSDT,J2,2026-07-22T23:45:00Z,0.835501,,1.081213,0.008171,0.00657270,target
mean_reversion v1,2026-07-23,PROMUSDT,J2,2026-07-23T00:45:00Z,-1.084974,,-0.963170,0.016281,0.01502319,stop
mean_reversion v1,2026-07-23,PROMUSDT,J2,2026-07-23T11:15:00Z,1.432058,,1.535477,0.019618,0.01965627,target
mean_reversion v1,2026-07-24,UNIUSDT,J2,2026-07-24T13:45:00Z,-1.189077,,-0.918573,0.007364,0.00624350,stop
mean_reversion v1,2026-07-25,PROMUSDT,J2,2026-07-25T00:15:00Z,1.494663,,1.578842,0.024198,0.02470879,target
mean_reversion v1,2026-07-25,SAHARAUSDT,J2,2026-07-25T06:45:00Z,-1.130422,,-0.999994,0.015208,0.01461749,stop
mean_reversion v1,2026-07-25,SAHARAUSDT,J2,2026-07-25T10:30:00Z,-1.123380,,-0.946717,0.011254,0.01066069,stop
mean_reversion v1,2026-07-25,PROMUSDT,J2,2026-07-25T15:15:00Z,-0.148788,,-0.089920,0.033902,0.03479482,expired
mean_reversion v1,2026-07-26,UNIUSDT,J2,2026-07-26T20:00:00Z,0.566811,,0.781854,0.009329,0.00642793,target
mean_reversion v1,2026-07-27,PROMUSDT,J2,2026-07-27T00:45:00Z,-1.102239,,-0.955774,0.013559,0.01346464,stop
mean_reversion v1,2026-07-28,UNIUSDT,J2,2026-07-28T18:30:00Z,1.221201,,1.468894,0.008118,0.00777961,target
mean_reversion v1,2026-07-29,TAOUSDT,J2,2026-07-29T04:30:00Z,1.394916,,1.703151,0.006521,0.00680872,target
mean_reversion v1,2026-07-29,PROMUSDT,J2,2026-07-29T05:00:00Z,-1.090405,,-0.960843,0.015314,0.01616983,stop
mean_reversion v1,2026-07-29,PROMUSDT,J2,2026-07-29T05:45:00Z,-1.083576,,-0.963769,0.016550,0.01644893,stop
mean_reversion v1,2026-07-29,UNIUSDT,J2,2026-07-29T16:00:00Z,-1.168383,,-0.927438,0.008264,0.00816924,stop
mean_reversion v1,2026-07-29,UNIUSDT,J2,2026-07-29T16:30:00Z,1.177320,,1.400293,0.009021,0.00842641,target
mean_reversion v1,2026-07-30,UNIUSDT,J2,2026-07-30T05:30:00Z,1.341611,,1.652217,0.006470,0.00662261,target
mean_reversion v1,2026-07-31,UNIUSDT,J2,2026-07-31T03:45:00Z,1.111816,,1.262514,0.013376,0.01188310,target
mean_reversion v1,2026-07-31,NEARUSDT,J2,2026-07-31T21:00:00Z,-1.174696,,-0.924734,0.007967,0.00737174,stop
mean_reversion v1,2026-08-01,DASHUSDT,J2,2026-08-01T10:45:00Z,-1.202196,,-0.912953,0.006889,0.00660893,stop
mean_reversion v1,2026-08-01,DASHUSDT,J2,2026-08-01T11:15:00Z,1.460234,,1.816070,0.005646,0.00664183,expired
mean_reversion v1,2026-08-01,SAHARAUSDT,J2,2026-08-01T15:00:00Z,-1.225331,,-0.903043,0.006185,0.00635331,stop
mean_reversion v1,2026-08-02,PROMUSDT,J2,2026-08-02T05:45:00Z,-1.094383,,-0.959139,0.014675,0.01923233,stop
mean_reversion v1,2026-08-02,PROMUSDT,J2,2026-08-02T06:45:00Z,-1.084984,,-0.963166,0.016279,0.01935997,stop
mean_reversion v1,2026-08-02,SAHARAUSDT,J2,2026-08-02T07:45:00Z,-1.196521,,-0.915385,0.007087,0.00785801,stop
mean_reversion v1,2026-08-02,SAHARAUSDT,J2,2026-08-02T11:00:00Z,-1.194433,,-0.916279,0.007162,0.00644084,stop
mean_reversion v1,2026-08-02,UNIUSDT,J2,2026-08-02T11:45:00Z,0.679313,,0.878516,0.010078,0.00735335,target
mean_reversion v1,2026-08-02,UNIUSDT,J2,2026-08-02T18:15:00Z,1.417167,,1.739838,0.006228,0.00658341,target
mean_reversion v1,2026-08-03,ZECUSDT,J2,2026-08-03T00:45:00Z,-1.185313,,-0.920186,0.007513,0.00658840,stop
mean_reversion v1,2026-08-03,ZECUSDT,J2,2026-08-03T01:45:00Z,-1.168816,,-0.927253,0.008243,0.00677934,stop
mean_reversion v1,2026-08-03,PROMUSDT,J2,2026-08-03T09:30:00Z,1.310538,,1.441649,0.015415,0.01482383,target
mean_reversion v1,2026-08-03,SAHARAUSDT,J2,2026-08-03T13:15:00Z,0.948962,,1.213778,0.007583,0.00648182,target
mean_reversion v1,2026-08-04,SAHARAUSDT,J2,2026-08-04T14:30:00Z,1.114682,,1.354786,0.008372,0.00765137,target
mean_reversion v1,2026-08-04,TAOUSDT,J2,2026-08-04T23:45:00Z,1.067052,,1.366061,0.006715,0.00611946,target
mean_reversion v1,2026-08-05,SAHARAUSDT,J2,2026-08-05T00:15:00Z,-1.213556,,-0.908087,0.006524,0.00630128,stop
mean_reversion v1,2026-08-05,UNIUSDT,J2,2026-08-05T09:00:00Z,1.261393,,1.554505,0.006856,0.00676582,target
mean_reversion v1,2026-08-05,PROMUSDT,J2,2026-08-05T13:00:00Z,-1.090597,,-0.960761,0.015282,0.01217996,stop
mean_reversion v1,2026-08-05,SAHARAUSDT,J2,2026-08-05T18:45:00Z,1.111162,,1.316476,0.009798,0.00884752,target
mean_reversion v1,2026-08-05,UNIUSDT,J2,2026-08-05T21:15:00Z,-1.158647,,-0.931609,0.008768,0.00890457,stop
mean_reversion v1,2026-08-05,UNIUSDT,J2,2026-08-05T23:15:00Z,1.148293,,1.391281,0.008273,0.00767824,target
mean_reversion v1,2026-08-06,SAHARAUSDT,J2,2026-08-06T01:30:00Z,-1.174610,,-0.924771,0.007971,0.00843891,stop
mean_reversion v1,2026-08-06,PROMUSDT,J2,2026-08-06T21:15:00Z,1.440402,,1.771132,0.006076,0.00649253,target
mean_reversion v1,2026-08-07,PROMUSDT,J2,2026-08-07T05:15:00Z,-1.138841,,-0.940094,0.010010,0.00941568,stop
mean_reversion v1,2026-08-07,UNIUSDT,J2,2026-08-07T14:30:00Z,-1.171710,,-0.926013,0.008105,0.00775832,stop
mean_reversion v1,2026-08-08,PROMUSDT,J2,2026-08-08T02:00:00Z,-1.111028,,-0.952009,0.012495,0.01190230,stop
mean_reversion v1,2026-08-08,PROMUSDT,J2,2026-08-08T05:30:00Z,-1.142584,,-0.938490,0.009749,0.00915457,stop
mean_reversion v1,2026-08-08,SAHARAUSDT,J2,2026-08-08T14:30:00Z,-0.958428,,-0.672983,0.006986,0.00639011,expired
mean_reversion v1,2026-08-09,PROMUSDT,J2,2026-08-09T17:30:00Z,-1.104616,-1.104616,-0.954755,0.013253,0.01357799,stop
mean_reversion v1,2026-08-09,PROMUSDT,J2,2026-08-09T19:15:00Z,-1.120926,-1.125266,-0.947769,0.011480,0.01227332,stop
mean_reversion v1,2026-08-09,PROMUSDT,J2,2026-08-09T21:00:00Z,-1.139259,-1.139259,-0.939915,0.009980,0.01174666,stop
mean_reversion v1,2026-08-11,LINKUSDT,J3,2026-08-11T16:00:00Z,1.407816,1.407816,1.811740,0.004971,0.00635057,expired
mean_reversion v1,2026-08-12,NEARUSDT,J3,2026-08-12T07:30:00Z,-1.365406,-1.391688,-0.843036,0.003820,0.00745900,stop
mean_reversion v1,2026-08-12,PROMUSDT,J3,2026-08-12T14:30:00Z,1.951546,1.951546,2.002461,0.040864,0.04845129,target
mean_reversion v1,2026-08-12,ZECUSDT,J3,2026-08-12T16:00:00Z,0.837643,0.837643,1.100086,0.007648,0.00619395,target
mean_reversion v1,2026-08-14,PROMUSDT,J3,2026-08-14T15:45:00Z,-1.058422,-1.058422,-0.974544,0.023556,0.02062832,stop
mean_reversion v1,2026-08-15,LINKUSDT,J3,2026-08-15T07:00:00Z,-1.256373,-1.256373,-0.889745,0.005439,0.00737843,stop
mean_reversion v1,2026-08-15,LINKUSDT,J3,2026-08-15T08:15:00Z,-1.188842,-1.188842,-0.918674,0.007373,0.00667118,stop
mean_reversion v1,2026-08-19,PROMUSDT,J3,2026-08-19T06:15:00Z,1.209777,1.209777,1.316044,0.019045,0.01743232,target
mean_reversion v1,2026-08-19,PROMUSDT,J3,2026-08-19T14:00:00Z,-1.096181,-1.096181,-0.958369,0.014404,0.01430893,stop
mean_reversion v1,2026-08-19,PROMUSDT,J3,2026-08-19T15:00:00Z,0.567997,0.674584,0.716738,0.013503,0.01341405,expired
mean_reversion v1,2026-08-20,ZECUSDT,J3,2026-08-20T01:30:00Z,-1.119635,-1.119635,-0.948321,0.011603,0.00979011,stop
mean_reversion v1,2026-08-20,ARBUSDT,J3,2026-08-20T02:45:00Z,0.450106,0.450106,0.613907,0.012248,0.01165583,expired
mean_reversion v1,2026-08-20,UNIUSDT,J3,2026-08-20T03:30:00Z,1.087600,1.087600,1.280231,0.010446,0.00929842,target
mean_reversion v1,2026-08-20,LINKUSDT,J3,2026-08-20T03:30:00Z,1.138408,1.138408,1.388213,0.008046,0.00745100,target
mean_reversion v1,2026-08-20,ZECUSDT,J3,2026-08-20T03:45:00Z,0.667083,0.667083,0.854146,0.010734,0.00774460,target
mean_reversion v1,2026-08-20,DOGEUSDT,J3,2026-08-20T03:45:00Z,0.109382,0.109382,0.344361,0.008519,0.00633295,expired
mean_reversion v1,2026-08-20,TAOUSDT,J3,2026-08-20T03:45:00Z,0.738800,0.733430,0.955310,0.009273,0.00702852,target
mean_reversion v1,2026-08-20,SUIUSDT,J3,2026-08-20T03:45:00Z,-0.220394,-0.220394,0.016939,0.008423,0.00683512,expired
mean_reversion v1,2026-08-20,NEARUSDT,J3,2026-08-20T03:45:00Z,0.889605,0.889605,1.100799,0.009514,0.00776851,target
mean_reversion v1,2026-08-20,XRPUSDT,J3,2026-08-20T03:45:00Z,0.606204,0.606204,0.826185,0.009121,0.00643981,target
mean_reversion v1,2026-08-20,DASHUSDT,J3,2026-08-20T12:45:00Z,0.975593,0.975593,1.261264,0.007028,0.00612248,target
mean_reversion v1,2026-08-20,ARBUSDT,J3,2026-08-20T13:00:00Z,1.348332,1.348332,1.601240,0.007954,0.00803520,target
mean_reversion v1,2026-08-20,TAOUSDT,J3,2026-08-20T13:45:00Z,1.156533,1.156533,1.375743,0.009176,0.00848576,target
mean_reversion v1,2026-08-20,ETHUSDT,J3,2026-08-20T13:45:00Z,1.322876,1.322876,1.602915,0.007179,0.00723391,target
mean_reversion v1,2026-08-20,DASHUSDT,J3,2026-08-20T13:45:00Z,1.192628,1.192628,1.482823,0.006923,0.00663765,target
mean_reversion v1,2026-08-20,UNIUSDT,J3,2026-08-20T14:00:00Z,-1.161744,-1.161744,-0.930282,0.008601,0.00854602,stop
mean_reversion v1,2026-08-20,UNIUSDT,J3,2026-08-20T15:00:00Z,0.915049,0.915049,1.101050,0.010810,0.00886263,target
mean_reversion v1,2026-08-20,LINKUSDT,J3,2026-08-20T15:00:00Z,0.974303,0.974303,1.266045,0.006881,0.00600260,target
mean_reversion v1,2026-08-20,PROMUSDT,J3,2026-08-20T18:30:00Z,-1.081369,-1.084297,-0.964714,0.016994,0.01688656,stop
mean_reversion v1,2026-08-20,XRPUSDT,J3,2026-08-20T19:30:00Z,1.675353,1.675353,1.803892,0.015771,0.01741948,target
mean_reversion v1,2026-08-20,SUIUSDT,J3,2026-08-20T19:45:00Z,1.189243,1.189243,1.403994,0.009369,0.00877438,target
mean_reversion v1,2026-08-20,TAOUSDT,J3,2026-08-20T20:15:00Z,1.321983,1.321983,1.563876,0.008317,0.00828981,target
mean_reversion v1,2026-08-20,PROMUSDT,J3,2026-08-20T21:00:00Z,1.121203,1.121203,1.262390,0.014285,0.01270760,target
mean_reversion v1,2026-08-20,LINKUSDT,J3,2026-08-20T21:00:00Z,-1.200881,-1.200881,-0.913517,0.006934,0.00624416,stop
mean_reversion v1,2026-08-20,ETHUSDT,J3,2026-08-20T21:00:00Z,1.261653,1.261653,1.593891,0.006045,0.00603241,target
mean_reversion v1,2026-08-20,LINKUSDT,J3,2026-08-20T21:45:00Z,-1.230564,-1.230564,-0.900801,0.006045,0.00601282,stop
mean_reversion v1,2026-08-21,ZECUSDT,J3,2026-08-21T00:00:00Z,1.675270,1.675270,1.912765,0.008484,0.00963428,target
mean_reversion v1,2026-08-21,ETHUSDT,J3,2026-08-21T11:45:00Z,1.005248,1.005248,1.204092,0.010113,0.00868889,target
mean_reversion v1,2026-08-21,SOLUSDT,J3,2026-08-21T11:45:00Z,1.064981,1.064981,1.256613,0.010499,0.00924891,target
mean_reversion v1,2026-08-21,DOGEUSDT,J3,2026-08-21T12:00:00Z,1.605363,1.605363,1.817062,0.009523,0.01048125,target
mean_reversion v1,2026-08-21,LINKUSDT,J3,2026-08-21T12:00:00Z,1.517569,1.517569,1.704037,0.010818,0.01145385,target
mean_reversion v1,2026-08-21,NEARUSDT,J3,2026-08-21T13:45:00Z,1.084799,1.084799,1.235068,0.013412,0.01177015,target
mean_reversion v1,2026-08-21,XRPUSDT,J3,2026-08-21T18:00:00Z,-1.097821,-1.097821,-0.957666,0.014165,0.01314623,stop
mean_reversion v1,2026-08-21,DASHUSDT,J3,2026-08-21T19:00:00Z,-1.176808,-1.176808,-0.923829,0.007872,0.00955981,stop
mean_reversion v1,2026-08-21,NEARUSDT,J3,2026-08-21T19:00:00Z,-1.155231,-1.155231,-0.933073,0.008960,0.00941766,stop
mean_reversion v1,2026-08-21,ARBUSDT,J3,2026-08-21T19:00:00Z,-1.144863,-1.144863,-0.937514,0.009596,0.01125166,stop
mean_reversion v1,2026-08-21,TAOUSDT,J3,2026-08-21T19:00:00Z,-1.140538,-1.140538,-0.939367,0.009890,0.01034435,stop
mean_reversion v1,2026-08-21,SUIUSDT,J3,2026-08-21T19:15:00Z,1.264404,1.264404,1.427327,0.012377,0.01178421,target
mean_reversion v1,2026-08-21,ARBUSDT,J3,2026-08-21T19:30:00Z,1.414044,1.414044,1.573791,0.012637,0.01276814,target
mean_reversion v1,2026-08-21,SAHARAUSDT,J3,2026-08-21T19:45:00Z,1.162190,1.157363,1.356994,0.010333,0.00950954,target
mean_reversion v1,2026-08-21,SOLUSDT,J3,2026-08-21T20:00:00Z,2.133435,2.133435,2.576902,0.004534,0.00623590,target
mean_reversion v1,2026-08-21,TAOUSDT,J3,2026-08-21T20:00:00Z,1.455259,1.455259,1.649550,0.010376,0.01075244,target
mean_reversion v1,2026-08-21,XRPUSDT,J3,2026-08-21T20:00:00Z,1.688355,1.688355,1.877797,0.010657,0.01201069,target
mean_reversion v1,2026-08-21,NEARUSDT,J3,2026-08-21T20:00:00Z,1.333333,1.333333,1.545960,0.009469,0.00940422,target
mean_reversion v1,2026-08-22,PROMUSDT,J3,2026-08-22T04:45:00Z,-1.079822,-1.079822,-0.965377,0.017319,0.01783095,stop
mean_reversion v1,2026-08-22,NEARUSDT,J3,2026-08-22T05:15:00Z,-1.034499,-1.034499,-0.984793,0.039431,0.03377458,stop
mean_reversion v1,2026-08-22,SAHARAUSDT,J3,2026-08-22T05:15:00Z,-1.048612,-1.048612,-0.978747,0.028214,0.02652056,stop
mean_reversion v1,2026-08-22,LINKUSDT,J3,2026-08-22T05:15:00Z,-1.045961,-1.045961,-0.979883,0.029807,0.02648608,stop
mean_reversion v1,2026-08-22,UNIUSDT,J3,2026-08-22T05:30:00Z,1.152864,1.148170,1.245951,0.021764,0.02759446,expired
mean_reversion v1,2026-08-22,BTCUSDT,J3,2026-08-22T05:30:00Z,0.030260,0.001670,0.600753,0.003507,0.00637036,expired
mean_reversion v1,2026-08-22,SUIUSDT,J3,2026-08-22T05:30:00Z,0.490204,0.486430,0.564141,0.027241,0.03880314,expired
mean_reversion v1,2026-08-22,DOGEUSDT,J3,2026-08-22T05:30:00Z,0.927279,0.922482,1.020790,0.021611,0.03564523,expired
mean_reversion v1,2026-08-22,ETHUSDT,J3,2026-08-22T05:30:00Z,-1.188015,-1.188015,-0.919028,0.007406,0.01050923,stop
mean_reversion v1,2026-08-22,LINKUSDT,J3,2026-08-22T06:00:00Z,-1.048642,-1.052160,-0.978734,0.028197,0.02786046,stop
mean_reversion v1,2026-08-22,ZECUSDT,J3,2026-08-22T06:45:00Z,-0.082840,-0.085533,-0.033115,0.040170,0.03536706,expired
mean_reversion v1,2026-08-22,TAOUSDT,J3,2026-08-22T06:45:00Z,-1.048588,-1.050342,-0.978757,0.028228,0.02430983,stop
mean_reversion v1,2026-08-22,XRPUSDT,J3,2026-08-22T08:45:00Z,-1.049887,-1.049887,-0.978201,0.027508,0.03116432,stop
mean_reversion v1,2026-08-22,DOGEUSDT,J3,2026-08-22T10:30:00Z,0.845709,0.845709,0.949258,0.019481,0.02097916,expired
mean_reversion v1,2026-08-22,DASHUSDT,J3,2026-08-22T10:30:00Z,-0.045112,-0.045112,0.027291,0.027617,0.02801065,expired
mean_reversion v1,2026-08-22,BNBUSDT,J3,2026-08-22T10:30:00Z,0.534187,0.534187,0.743940,0.009563,0.00952900,expired
mean_reversion v1,2026-08-22,SOLUSDT,J3,2026-08-22T10:30:00Z,0.896862,0.896862,1.030185,0.015109,0.01462454,expired
mean_reversion v1,2026-08-22,XRPUSDT,J3,2026-08-22T10:30:00Z,0.122939,0.122939,0.197831,0.026760,0.02828768,expired
mean_reversion v1,2026-08-22,UNIUSDT,J3,2026-08-22T10:45:00Z,1.374942,1.374942,1.484297,0.018529,0.01817964,target
mean_reversion v1,2026-08-22,ZECUSDT,J3,2026-08-22T11:30:00Z,0.535346,0.535346,0.621983,0.023238,0.02307612,expired
mean_reversion v1,2026-08-22,ZECUSDT,J3,2026-08-22T21:45:00Z,-1.136141,-1.136141,-0.941251,0.010207,0.01703327,stop
mean_reversion v1,2026-08-22,DASHUSDT,J3,2026-08-22T21:45:00Z,1.603203,1.597943,1.709283,0.019151,0.02048645,target
mean_reversion v1,2026-08-23,UNIUSDT,J3,2026-08-23T02:30:00Z,-1.107539,-1.107539,-0.953503,0.012896,0.01206983,stop
mean_reversion v1,2026-08-23,PROMUSDT,J3,2026-08-23T10:30:00Z,-1.090853,-1.090853,-0.960651,0.015239,0.01573385,stop
mean_reversion v1,2026-08-23,SAHARAUSDT,J3,2026-08-23T20:15:00Z,1.073171,1.073171,1.367959,0.006812,0.00621615,target
mean_reversion v1,2026-08-23,ARBUSDT,J3,2026-08-23T20:15:00Z,1.139366,1.139366,1.369121,0.008752,0.00805942,target
mean_reversion v1,2026-08-23,XRPUSDT,J3,2026-08-23T20:15:00Z,1.222386,1.222386,1.403922,0.011096,0.01043695,target
mean_reversion v1,2026-08-23,PROMUSDT,J3,2026-08-23T23:00:00Z,1.138635,,1.295019,0.012888,0.01160648,target
mean_reversion v1,2026-08-23,UNIUSDT,J3,2026-08-23T23:30:00Z,-1.081622,-1.087470,-0.964606,0.016942,0.01202160,stop
mean_reversion v1,2026-08-23,DASHUSDT,J3,2026-08-23T23:30:00Z,-1.068021,-1.072931,-0.970432,0.020280,0.01296534,stop
mean_reversion v1,2026-08-24,TAOUSDT,J3,2026-08-24T00:15:00Z,-1.106564,-1.106564,-0.953921,0.013013,0.01258637,stop
mean_reversion v1,2026-08-24,SOLUSDT,J3,2026-08-24T00:30:00Z,1.380014,1.380014,1.684164,0.006608,0.00685360,target
mean_reversion v1,2026-08-24,PROMUSDT,J3,2026-08-24T00:30:00Z,-1.081416,-1.081416,-0.964694,0.016984,0.01710788,stop
mean_reversion v1,2026-08-24,ARBUSDT,J3,2026-08-24T00:30:00Z,-1.187509,-1.187509,-0.919245,0.007425,0.00791673,stop
mean_reversion v1,2026-08-24,ZECUSDT,J3,2026-08-24T00:30:00Z,-1.129108,-1.129108,-0.944263,0.010758,0.01381442,stop
mean_reversion v1,2026-08-24,LINKUSDT,J3,2026-08-24T00:30:00Z,-1.184314,-1.184314,-0.920614,0.007553,0.00756556,stop
mean_reversion v1,2026-08-24,UNIUSDT,J3,2026-08-24T00:30:00Z,-1.113704,-1.113704,-0.950862,0.012203,0.01161058,stop
mean_reversion v1,2026-08-24,DASHUSDT,J3,2026-08-24T01:00:00Z,-1.102804,-1.102804,-0.955532,0.013485,0.01359697,stop
mean_reversion v1,2026-08-24,ZECUSDT,J3,2026-08-24T01:30:00Z,1.415796,1.415796,1.553667,0.014663,0.01473666,target
mean_reversion v1,2026-08-24,TAOUSDT,J3,2026-08-24T02:15:00Z,0.105947,0.102855,0.230717,0.016050,0.01314761,expired
mean_reversion v1,2026-08-24,NEARUSDT,J3,2026-08-24T02:15:00Z,1.095911,1.095911,1.198881,0.019640,0.01707916,target
mean_reversion v1,2026-08-24,NEARUSDT,J3,2026-08-24T08:45:00Z,-1.091464,-1.091464,-0.960390,0.015139,0.01504988,stop
mean_reversion v1,2026-08-24,PROMUSDT,J3,2026-08-24T13:00:00Z,1.344833,1.344833,1.394534,0.041377,0.03946969,target
mean_reversion v1,2026-08-24,ETHUSDT,J3,2026-08-24T17:15:00Z,-1.287647,-1.287647,-0.876347,0.004849,0.00756679,stop
mean_reversion v1,2026-08-24,ETHUSDT,J3,2026-08-24T18:00:00Z,0.165038,0.165038,0.386370,0.009047,0.00745963,expired
mean_reversion v1,2026-08-24,TAOUSDT,J3,2026-08-24T19:30:00Z,1.123764,1.120262,1.263740,0.014410,0.01282858,target
mean_reversion v1,2026-08-24,PROMUSDT,J3,2026-08-24T23:15:00Z,1.334523,1.332245,1.427448,0.021845,0.02098977,target
mean_reversion v1,2026-08-25,TAOUSDT,J3,2026-08-25T00:45:00Z,0.887581,0.887581,1.067018,0.011206,0.00904500,target
mean_reversion v1,2026-08-25,XRPUSDT,J3,2026-08-25T07:00:00Z,-1.148203,-1.148203,-0.936083,0.009382,0.00759990,stop
mean_reversion v1,2026-08-25,UNIUSDT,J3,2026-08-25T07:00:00Z,0.848312,0.848312,1.054857,0.009727,0.00777049,target
mean_reversion v1,2026-08-25,PROMUSDT,J3,2026-08-25T07:45:00Z,-1.028096,-1.019522,-0.987536,0.048109,0.04478723,stop
mean_reversion v1,2026-08-25,SOLUSDT,J3,2026-08-25T08:15:00Z,-1.130659,-1.130659,-0.943599,0.010632,0.00934709,stop
mean_reversion v1,2026-08-25,DASHUSDT,J3,2026-08-25T08:30:00Z,-1.089318,-1.089318,-0.961309,0.015498,0.01373802,stop
mean_reversion v1,2026-08-25,PROMUSDT,J3,2026-08-25T08:45:00Z,1.459743,1.461299,1.507742,0.042992,0.04289022,target
mean_reversion v1,2026-08-25,DOGEUSDT,J3,2026-08-25T09:15:00Z,-1.182057,-1.182057,-0.921580,0.007647,0.00672385,stop
