BEGIN
SET
Output format is unaligned.
Field separator is ",".
decisao,mercado,direcao,dia,entrada_utc,saida_utc,motivo,m_saida,entry_open,atr,atr_pct,preco_80,preco_240,ret80_atr,ret240_atr,ret80_pct,ret240_pct,n_minutos,max_close_80,min_close_80,max_close_240,min_close_240,n_antes,max_close_antes,min_close_antes,n_depois,max_close_depois,min_close_depois
29bb27f3-8f70-54b3-ad80-a5b055db1500,TAOUSDT,long,2026-06-15,2026-06-15 09:31:00,2026-06-15 11:30:00,target,119,268.7700000000,6.475732497855305581673940015,2.409396,270.7100000000,276.2500000000,0.29958001,1.15508168,0.72180675,2.78304870,240,271.5700000000,268.1900000000,284.2800000000,268.1900000000,119,279.3800000000,268.1900000000,121,284.2800000000,276.2500000000
f2e4c384-82ca-5329-af96-d6b204cd8477,SAHARAUSDT,long,2026-06-15,2026-06-15 11:46:00,2026-06-15 12:45:00,target,59,0.0144200000,0.0001282679236319801418948197734,0.889514,0.0147600000,0.0154700000,2.65070167,8.18599047,2.35783634,7.28155340,240,0.0147600000,0.0143800000,0.0156700000,0.0143800000,59,0.0145800000,0.0143800000,181,0.0156700000,0.0146000000
7381b1ab-e548-594e-b47b-3fe6b2221493,DASHUSDT,long,2026-06-15,2026-06-15 17:16:00,2026-06-15 17:33:00,stop,17,39.3000000000,0.3453570028371269418401452529,0.878771,39.1600000000,38.5900000000,-0.40537762,-2.05584365,-0.35623410,-1.80661578,240,39.4600000000,39.0400000000,39.4600000000,38.4200000000,17,39.4600000000,39.0800000000,223,39.4100000000,38.4200000000
31848fc7-fe84-55c8-a36f-a79351bed694,ZECUSDT,long,2026-06-15,2026-06-15 17:31:00,2026-06-15 19:20:00,stop,109,526.9700000000,6.243334342457144736802356534,1.184761,529.3100000000,518.9400000000,0.37479973,-1.28617171,0.44404805,-1.52380591,240,530.7500000000,524.5900000000,530.7500000000,516.5500000000,109,530.7500000000,516.5500000000,131,526.5300000000,516.7500000000
2c1ae4b8-e438-54ef-bf80-150c1b4212ff,SUIUSDT,long,2026-06-15,2026-06-15 17:46:00,2026-06-15 19:19:00,stop,93,0.8130000000,0.006010835788122315701501875604,0.739340,0.8119000000,0.8001000000,-0.18300284,-2.14612418,-0.13530135,-1.58671587,240,0.8153000000,0.8082000000,0.8153000000,0.7967000000,93,0.8153000000,0.8010000000,147,0.8054000000,0.7967000000
43bf86bb-b540-5955-a502-c815fa632adb,ARBUSDT,long,2026-06-15,2026-06-15 19:46:00,2026-06-15 20:00:00,stop,14,0.0875000000,0.0006752247390752672182004229949,0.771685,0.0868300000,0.0861600000,-0.99226222,-1.98452444,-0.76571429,-1.53142857,240,0.0874100000,0.0867700000,0.0874100000,0.0854200000,14,0.0874000000,0.0870600000,226,0.0874100000,0.0854200000
4244f733-1109-56af-b799-0c2ad5605fa8,DASHUSDT,long,2026-06-15,2026-06-15 19:46:00,2026-06-15 20:50:00,stop,64,38.8500000000,0.3464917181762285660015740694,0.891871,38.5700000000,38.2300000000,-0.80810012,-1.78936456,-0.72072072,-1.59588160,240,38.9200000000,38.5300000000,38.9200000000,37.8000000000,64,38.9200000000,38.6300000000,176,38.7400000000,37.8000000000
03a019dc-628a-5b70-a3b0-569c15903a2f,SUIUSDT,long,2026-06-15,2026-06-15 19:46:00,2026-06-15 21:31:00,stop,105,0.8029000000,0.005967498980294178408917547869,0.743243,0.7995000000,0.7929000000,-0.56975293,-1.67574390,-0.42346494,-1.24548512,240,0.8054000000,0.7992000000,0.8054000000,0.7878000000,105,0.8054000000,0.7982000000,135,0.8006000000,0.7878000000
d3f713da-40c9-5111-803d-7e84ecfa0ce9,UNIUSDT,long,2026-06-15,2026-06-15 19:46:00,2026-06-15 21:36:00,target,110,2.6910000000,0.02006927757513972075735735771,0.745793,2.6980000000,2.8200000000,0.34879183,6.42773510,0.26012635,4.79375697,240,2.7070000000,2.6780000000,2.8200000000,2.6780000000,110,2.7230000000,2.6780000000,130,2.8200000000,2.7220000000
f1d888e9-233b-5543-9f15-911d2f23d8ec,ZECUSDT,long,2026-06-15,2026-06-15 19:46:00,2026-06-15 20:55:00,stop,69,523.5500000000,5.901526936462781309601997429,1.127214,517.7500000000,518.5200000000,-0.98279650,-0.85232179,-1.10782160,-0.96074873,240,526.5300000000,516.7500000000,526.5300000000,511.5200000000,69,526.5300000000,519.0400000000,171,524.3700000000,511.5200000000
48290d3f-b429-5790-a08b-62e934498d8d,PROMUSDT,long,2026-06-15,2026-06-15 20:01:00,2026-06-15 20:52:00,target,51,1.1100000000,0.008352567321798857525516571286,0.752484,1.1240000000,1.1640000000,1.67613136,6.46507809,1.26126126,4.86486486,240,1.1240000000,1.1100000000,1.1640000000,1.1100000000,51,1.1210000000,1.1100000000,189,1.1640000000,1.1160000000
3072e32d-6be2-531d-8962-f9708748347d,LINKUSDT,long,2026-06-15,2026-06-15 20:16:00,2026-06-15 21:08:00,stop,52,8.4070000000,0.05472054570573504577377998394,0.650893,8.3620000000,8.3160000000,-0.82236022,-1.66299511,-0.53526823,-1.08243131,240,8.4010000000,8.3370000000,8.4010000000,8.2540000000,52,8.4010000000,8.3580000000,188,8.3910000000,8.2540000000
ad85965b-b7f0-5325-a95e-db95b3740ee6,SAHARAUSDT,long,2026-06-15,2026-06-15 20:46:00,2026-06-15 21:05:00,stop,19,0.0149000000,0.0001646790155984246577886496517,1.105228,0.0148000000,0.0147300000,-0.60724191,-1.03231125,-0.67114094,-1.14093960,240,0.0148700000,0.0147200000,0.0148700000,0.0145500000,19,0.0148700000,0.0147500000,221,0.0148300000,0.0145500000
e5d060c9-fac2-5e0f-907d-46fe6e1d3959,SOLUSDT,long,2026-06-15,2026-06-15 21:01:00,2026-06-15 21:30:00,stop,29,74.8700000000,0.4792933857770457696865536808,0.640167,74.2200000000,74.0300000000,-1.35616309,-1.75258000,-0.86817150,-1.12194470,240,74.9800000000,74.2200000000,74.9800000000,73.6200000000,29,74.9800000000,74.4200000000,211,74.5900000000,73.6200000000
26b78222-992a-51d2-93b5-1284a7888d5e,NEARUSDT,long,2026-06-15,2026-06-15 21:16:00,2026-06-15 21:34:00,stop,18,2.4700000000,0.02401803088034032693955567555,0.972390,2.4400000000,2.4130000000,-1.24906160,-2.37321703,-1.21457490,-2.30769231,240,2.4690000000,2.4230000000,2.4690000000,2.3680000000,18,2.4690000000,2.4350000000,222,2.4630000000,2.3680000000
e6064545-e43f-522a-b2d7-e6700f8400fa,ZECUSDT,long,2026-06-15,2026-06-15 21:16:00,2026-06-15 22:31:00,stop,75,520.4000000000,5.52484319720509417514245732,1.061653,518.8700000000,511.2600000000,-0.27693094,-1.65434559,-0.29400461,-1.75634128,240,524.3700000000,514.6700000000,524.3700000000,511.2600000000,75,524.3700000000,515.2300000000,165,519.6700000000,511.2600000000
9c88e508-2ce0-50d8-82c5-28895ea734ad,SAHARAUSDT,long,2026-06-15,2026-06-15 21:46:00,2026-06-15 22:27:00,stop,41,0.0147700000,0.0001515559315274280502111994559,1.026107,0.0146100000,0.0147400000,-1.05571586,-0.19794672,-1.08327691,-0.20311442,240,0.0148300000,0.0145500000,0.0148300000,0.0145500000,41,0.0148300000,0.0146200000,199,0.0148100000,0.0145500000
c1623af0-ba41-5fac-a60a-f0efa944aa0e,XRPUSDT,long,2026-06-15,2026-06-15 21:46:00,2026-06-15 22:28:00,stop,42,1.2502000000,0.009818137241099182392444674321,0.785325,1.2400000000,1.2307000000,-1.03889361,-1.98612013,-0.81586946,-1.55975044,240,1.2544000000,1.2375000000,1.2544000000,1.2305000000,42,1.2544000000,1.2436000000,198,1.2463000000,1.2305000000
94ca378e-c947-5dcf-a9c0-4756ea483759,SAHARAUSDT,long,2026-06-15,2026-06-15 22:46:00,2026-06-16 00:01:00,target,75,0.0145800000,0.0001438359698119862645854644179,0.986529,0.0147400000,0.0144700000,1.11237822,-0.76476003,1.09739369,-0.75445816,240,0.0147900000,0.0145500000,0.0148100000,0.0144000000,75,0.0147900000,0.0145500000,165,0.0148100000,0.0144000000
1cff8f39-19d2-5804-9488-d5a6b6a994cf,SOLUSDT,long,2026-06-15,2026-06-15 22:46:00,2026-06-16 02:13:00,stop,207,73.8000000000,0.4640390332909384282352513138,0.628779,73.8800000000,73.0400000000,0.17239929,-1.63779326,0.10840108,-1.02981030,240,74.0000000000,73.6200000000,74.3200000000,72.7800000000,207,74.3200000000,73.4100000000,33,73.4600000000,72.7800000000
7f68dad2-b7e6-57f3-8df1-840025af4ca7,XRPUSDT,long,2026-06-15,2026-06-15 23:16:00,2026-06-16 01:15:00,stop,119,1.2405000000,0.008573969996453550815540958671,0.691170,1.2389000000,1.2196000000,-0.18661134,-2.43761058,-0.12898025,-1.68480451,240,1.2417000000,1.2346000000,1.2417000000,1.2141000000,119,1.2417000000,1.2322000000,121,1.2329000000,1.2141000000
2a2ac039-1d75-5644-8b7e-a1688c0dbcb6,ZECUSDT,long,2026-06-15,2026-06-15 23:31:00,2026-06-16 02:12:00,stop,161,514.0900000000,5.178181517516999360554337964,1.007252,514.4200000000,526.1600000000,0.06372894,2.33093412,0.06419109,2.34783793,240,519.3400000000,512.6000000000,530.9600000000,507.5200000000,161,519.3400000000,509.2900000000,79,530.9600000000,507.5200000000
e373f2bd-57da-5076-9e2a-072bc35e5571,PROMUSDT,long,2026-06-16,2026-06-16 04:31:00,2026-06-16 06:20:00,target,109,1.1310000000,0.01338152765682175318334699456,1.183159,1.1390000000,1.1590000000,0.59783907,2.09243673,0.70733864,2.47568523,240,1.1440000000,1.1230000000,1.1610000000,1.1230000000,109,1.1540000000,1.1230000000,131,1.1610000000,1.1310000000
edac566f-0bde-5a8f-81d5-ca64eb25e388,PROMUSDT,long,2026-06-16,2026-06-16 11:31:00,2026-06-16 11:37:00,stop,6,1.1370000000,0.01138671207498076276410829737,1.001470,1.1290000000,1.1180000000,-0.70257331,-1.66861161,-0.70360598,-1.67106420,240,1.1390000000,1.1280000000,1.1390000000,1.0970000000,6,1.1380000000,1.1310000000,234,1.1390000000,1.0970000000
2778c0ee-6516-5442-a422-e77d02118d8b,TAOUSDT,long,2026-06-16,2026-06-16 13:31:00,2026-06-16 13:53:00,stop,22,264.9600000000,2.251663383658354816957517106,0.849813,254.6700000000,254.7600000000,-4.56995485,-4.52998440,-3.88360507,-3.84963768,240,265.7500000000,253.7000000000,265.7500000000,252.5400000000,22,265.7500000000,262.6300000000,218,263.1800000000,252.5400000000
f81cab1a-8512-5091-b270-e1f3240dc9d4,ARBUSDT,long,2026-06-16,2026-06-16 13:46:00,2026-06-16 14:15:00,stop,29,0.0860000000,0.0005873278473251867998880840988,0.682939,0.0844400000,0.0846300000,-2.65609745,-2.33259841,-1.81395349,-1.59302326,240,0.0861500000,0.0836000000,0.0861500000,0.0836000000,29,0.0861500000,0.0855300000,211,0.0855700000,0.0836000000
b3b9ecc3-54e4-52e7-ba21-7835b17fadcf,SUIUSDT,long,2026-06-16,2026-06-16 13:46:00,2026-06-16 14:15:00,stop,29,0.7910000000,0.005042463861920987400754471011,0.637480,0.7827000000,0.7839000000,-1.64602072,-1.40804182,-1.04930468,-0.89759798,240,0.7921000000,0.7734000000,0.7921000000,0.7734000000,29,0.7921000000,0.7869000000,211,0.7886000000,0.7734000000
696a0ea0-b6b8-5914-b86b-1d65fc9a2014,ETHUSDT,long,2026-06-16,2026-06-16 14:46:00,2026-06-16 17:53:00,target,187,1782.4700000000,12.40386247989370449877560233,0.695881,1781.4100000000,1794.7700000000,-0.08545725,0.99162660,-0.05946804,0.69005369,240,1786.9900000000,1774.0000000000,1807.0000000000,1772.9200000000,187,1798.4200000000,1772.9200000000,53,1807.0000000000,1792.6600000000
7e03ba80-68b2-58eb-82c5-1a127b8421ba,UNIUSDT,long,2026-06-16,2026-06-16 14:46:00,2026-06-16 15:30:00,target,44,2.9720000000,0.04762801445705758549556634624,1.602558,3.0400000000,3.2250000000,1.42773115,5.31199973,2.28802153,8.51278600,240,3.0620000000,2.9530000000,3.2440000000,2.9530000000,44,3.0410000000,2.9530000000,196,3.2440000000,3.0140000000
e87cf817-7ab0-54fb-85c7-d462ac8eb3c6,DASHUSDT,long,2026-06-17,2026-06-17 05:31:00,2026-06-17 05:50:00,stop,19,37.6600000000,0.230025573051369923903632979,0.610795,37.6400000000,37.1900000000,-0.08694685,-2.04325108,-0.05310674,-1.24800850,240,37.6600000000,37.3600000000,37.6600000000,36.8200000000,19,37.6600000000,37.5100000000,221,37.6600000000,36.8200000000
ebede0d6-729d-5162-9dfb-e9534901440b,PROMUSDT,long,2026-06-17,2026-06-17 05:31:00,2026-06-17 07:06:00,stop,95,1.1450000000,0.007207710447802284124798761136,0.629494,1.1480000000,1.1630000000,0.41622094,2.49732563,0.26200873,1.57205240,240,1.1490000000,1.1400000000,1.1690000000,1.1400000000,95,1.1500000000,1.1400000000,145,1.1690000000,1.1430000000
37d6c921-16e3-56ed-8745-618b04c63715,ARBUSDT,long,2026-06-17,2026-06-17 07:46:00,2026-06-17 08:17:00,stop,31,0.0876000000,0.0006635102440838361239978439054,0.757432,0.0863600000,0.0861200000,-1.86884831,-2.23056089,-1.41552511,-1.68949772,240,0.0877500000,0.0861500000,0.0877500000,0.0856300000,31,0.0877500000,0.0871300000,209,0.0874100000,0.0856300000
bed2a74f-e769-5c6f-a226-92beffb116eb,ZECUSDT,long,2026-06-17,2026-06-17 08:01:00,2026-06-17 08:21:00,stop,20,509.0500000000,4.495686351348146088151481491,0.883152,505.0500000000,488.2400000000,-0.88974179,-4.62888164,-0.78577743,-4.08800707,240,508.9800000000,501.2100000000,511.6900000000,486.1700000000,20,508.9800000000,504.7500000000,220,511.6900000000,486.1700000000
6cc0f165-dbd7-5ec6-9730-d8fb37e4686c,ARBUSDT,long,2026-06-17,2026-06-17 09:01:00,2026-06-17 11:03:00,stop,122,0.0866100000,0.0006595997072854984158391386163,0.761575,0.0864400000,0.0863000000,-0.25773207,-0.46998202,-0.19628218,-0.35792634,240,0.0867500000,0.0861500000,0.0867500000,0.0853700000,122,0.0867500000,0.0857600000,118,0.0863600000,0.0853700000
5b3941f1-55dc-5097-bec3-edfc35fc81d7,NEARUSDT,long,2026-06-17,2026-06-17 18:31:00,2026-06-17 18:43:00,target,12,2.2870000000,0.02754761550723404426635987154,1.204531,2.2480000000,2.2400000000,-1.41573052,-1.70613678,-1.70529077,-2.05509401,240,2.3430000000,2.2320000000,2.3430000000,2.2060000000,12,2.3320000000,2.2860000000,228,2.3430000000,2.2060000000
228573cf-3682-5385-be95-2e643d47b8b8,TAOUSDT,long,2026-06-17,2026-06-17 18:31:00,2026-06-17 19:19:00,stop,48,253.5600000000,2.450651475604995079927343709,0.966498,247.3000000000,246.7000000000,-2.55442280,-2.79925565,-2.46884367,-2.70547405,240,257.1600000000,246.5000000000,257.1600000000,241.9500000000,48,257.1600000000,251.2400000000,192,251.8500000000,241.9500000000
92b8f530-d238-5319-9ffb-600f47fba236,PROMUSDT,long,2026-06-18,2026-06-18 05:31:00,2026-06-18 06:04:00,target,33,1.1760000000,0.01321055920036195015433014815,1.123347,1.2050000000,1.1870000000,2.19521366,0.83266725,2.46598639,0.93537415,240,1.2120000000,1.1690000000,1.2150000000,1.1690000000,33,1.1930000000,1.1690000000,207,1.2150000000,1.1810000000
976d0beb-ca9a-58ac-b529-a9daae3989aa,NEARUSDT,long,2026-06-18,2026-06-18 17:46:00,2026-06-18 21:46:00,time-stop,240,2.1770000000,0.03485065067130662502604339507,1.600857,2.1670000000,2.1900000000,-0.28693869,0.37302030,-0.45934773,0.59715204,240,2.1880000000,2.1630000000,2.2290000000,2.1630000000,240,2.2290000000,2.1630000000,0,,
03b7c109-56bc-577c-821f-ef59890d8830,UNIUSDT,long,2026-06-19,2026-06-19 03:31:00,2026-06-19 04:03:00,stop,32,3.0720000000,0.03258708410948806669961537587,1.060777,3.0110000000,3.0580000000,-1.87190728,-0.42961806,-1.98567708,-0.45572917,240,3.0720000000,3.0030000000,3.0720000000,2.9930000000,32,3.0720000000,3.0480000000,208,3.0620000000,2.9930000000
cc07b75f-d3f3-51e9-b5cc-68f4d76fc70d,ARBUSDT,long,2026-06-19,2026-06-19 04:01:00,2026-06-19 04:03:00,stop,2,0.0845000000,0.0006239089750182511740086534082,0.738354,0.0832400000,0.0829300000,-2.01952536,-2.51639272,-1.49112426,-1.85798817,240,0.0848300000,0.0829500000,0.0848300000,0.0823800000,2,0.0842000000,0.0841600000,238,0.0848300000,0.0823800000
62f47fd7-2d42-571c-8fe2-e76ffc8a4fc9,ZECUSDT,long,2026-06-19,2026-06-19 19:46:00,2026-06-19 22:19:00,target,153,450.3900000000,4.131545206610170260699494166,0.917326,450.5200000000,473.6200000000,0.03146523,5.62259369,0.02886387,5.15775217,240,453.8900000000,447.0300000000,474.8900000000,447.0300000000,153,455.5700000000,447.0300000000,87,474.8900000000,456.3100000000
a489959e-dde0-5f2b-940d-67a55d6c71b0,NEARUSDT,long,2026-06-20,2026-06-20 07:31:00,2026-06-20 07:58:00,stop,27,2.1520000000,0.01337529237072217324779119316,0.621528,2.1410000000,2.1260000000,-0.82241193,-1.94388274,-0.51115242,-1.20817844,240,2.1540000000,2.1330000000,2.1560000000,2.1210000000,27,2.1540000000,2.1380000000,213,2.1560000000,2.1210000000
3ac146d6-a998-56dc-abc5-bd2f4121d883,TAOUSDT,long,2026-06-20,2026-06-20 11:31:00,2026-06-20 13:25:00,stop,114,229.8800000000,1.507654860445035868647119394,0.655844,230.5900000000,232.9600000000,0.47093006,2.04290788,0.30885679,1.33982948,240,231.2000000000,229.3800000000,233.0000000000,227.5600000000,114,231.7500000000,228.2900000000,126,233.0000000000,227.5600000000
1514f065-b7f3-5d5e-8f5c-918aef7e7018,DASHUSDT,long,2026-06-20,2026-06-20 13:46:00,2026-06-20 14:47:00,target,61,36.7000000000,0.272687101807312434426602925,0.743017,37.2400000000,36.6900000000,1.98029168,-0.03667207,1.47138965,-0.02724796,240,37.3200000000,36.4700000000,37.5400000000,36.4700000000,61,37.1800000000,36.4700000000,179,37.5400000000,36.5800000000
e7175dc4-2f57-527c-8c4b-0f0e46991fb2,UNIUSDT,long,2026-06-20,2026-06-20 13:46:00,2026-06-20 14:01:00,stop,15,2.9920000000,0.01956804789424212870211595621,0.654012,3.0330000000,2.9950000000,2.09525244,0.15331115,1.37032086,0.10026738,240,3.0490000000,2.9470000000,3.0570000000,2.9470000000,15,2.9930000000,2.9730000000,225,3.0570000000,2.9470000000
4c4a770d-4adc-5f3c-8aca-9b4c1b580975,ZECUSDT,long,2026-06-20,2026-06-20 13:46:00,2026-06-20 14:44:00,stop,58,467.0900000000,3.512830670789648548174355635,0.752067,475.1100000000,468.6500000000,2.28305909,0.44408631,1.71701385,0.33398274,240,477.7400000000,461.9500000000,485.4500000000,461.9500000000,58,467.6900000000,461.9500000000,182,485.4500000000,464.3300000000
76976fc1-52cb-57ed-9b0c-61525c957408,TAOUSDT,long,2026-06-20,2026-06-20 14:31:00,2026-06-20 14:47:00,target,16,228.8000000000,1.640785770883286412417734892,0.717127,233.9000000000,229.8700000000,3.10826684,0.65212657,2.22902098,0.46765734,240,234.3400000000,227.9900000000,234.3400000000,226.5500000000,16,232.7500000000,227.9900000000,224,234.3400000000,226.5500000000
c6261d31-4366-5f90-9345-5ed961a3bd0f,PROMUSDT,long,2026-06-20,2026-06-20 18:16:00,2026-06-20 22:16:00,time-stop,240,1.1920000000,0.02035496753542243626488462049,1.707632,1.1800000000,1.2080000000,-0.58953668,0.78604891,-1.00671141,1.34228188,240,1.1900000000,1.1750000000,1.2080000000,1.1750000000,240,1.2080000000,1.1750000000,0,,
d9d5b789-f144-5850-a588-2742c13a4130,PROMUSDT,long,2026-06-21,2026-06-21 01:01:00,2026-06-21 03:07:00,target,126,1.1820000000,0.0104002492312616231176949763,0.879886,1.1940000000,1.2060000000,1.15381850,2.30763701,1.01522843,2.03045685,240,1.1950000000,1.1800000000,1.2200000000,1.1680000000,126,1.2010000000,1.1800000000,114,1.2200000000,1.1680000000
8f10a062-905a-5c52-887c-e50fcf8aee67,NEARUSDT,long,2026-06-21,2026-06-21 03:01:00,2026-06-21 03:25:00,target,24,2.1720000000,0.01502570713208965575667471484,0.691791,2.2140000000,2.2300000000,2.79520955,3.86005128,1.93370166,2.67034991,240,2.2140000000,2.1680000000,2.2310000000,2.1680000000,24,2.2000000000,2.1680000000,216,2.2310000000,2.1860000000
d96f1df8-dae6-5812-8813-1bfa2ca805e8,TAOUSDT,long,2026-06-21,2026-06-21 08:46:00,2026-06-21 10:15:00,target,89,234.4300000000,1.784188996235055355332922549,0.761075,236.1900000000,233.3600000000,0.98644258,-0.59971225,0.75075716,-0.45642623,240,237.1500000000,233.3500000000,237.4700000000,232.3900000000,89,237.1500000000,233.3500000000,151,237.4700000000,232.3900000000
04f2afac-508b-5e3e-8dfc-2f75746d98c1,TAOUSDT,long,2026-06-21,2026-06-21 11:31:00,2026-06-21 12:15:00,stop,44,234.2500000000,1.68550818945762842859086638,0.719534,233.3300000000,236.3100000000,-0.54582945,1.22218332,-0.39274280,0.87940235,240,234.8300000000,232.3900000000,237.5300000000,232.3900000000,44,234.8300000000,232.4300000000,196,237.5300000000,232.3900000000
2c83952d-ad7a-5af6-bf8c-d2a62abcde59,SAHARAUSDT,long,2026-06-21,2026-06-21 11:46:00,2026-06-21 12:13:00,stop,27,0.0131500000,0.00008717084073710449684147810114,0.662896,0.0131600000,0.0131900000,0.11471726,0.45886904,0.07604563,0.30418251,240,0.0131700000,0.0130300000,0.0132600000,0.0130300000,27,0.0131500000,0.0130500000,213,0.0132600000,0.0130300000
d40dfa12-45e5-5a6e-84d5-9488d05a9684,SAHARAUSDT,long,2026-06-21,2026-06-21 12:31:00,2026-06-21 13:17:00,target,46,0.0130700000,0.00008498690211170490652151781829,0.650244,0.0131900000,0.0132300000,1.41198228,1.88264304,0.91813313,1.22417751,240,0.0132400000,0.0130500000,0.0132600000,0.0130500000,46,0.0132000000,0.0130500000,194,0.0132600000,0.0131600000
9ad8647e-fa86-5fe5-8f01-5d7ddcd7aa54,TAOUSDT,long,2026-06-21,2026-06-21 21:31:00,2026-06-21 23:03:00,stop,92,232.1300000000,1.896902748319451651347424696,0.817173,230.9800000000,234.6800000000,-0.60625143,1.34429664,-0.49541205,1.09852238,240,233.5300000000,230.6900000000,235.7800000000,228.2200000000,92,233.5300000000,230.3400000000,148,235.7800000000,228.2200000000
a7b443fb-5cfe-5234-8768-4f9b3a48d9b6,ARBUSDT,long,2026-06-22,2026-06-22 16:16:00,2026-06-22 18:53:00,stop,157,0.0844100000,0.0005698216146907878132044419449,0.675064,0.0841800000,0.0837600000,-0.40363509,-1.14070787,-0.27247956,-0.77005094,240,0.0850400000,0.0841800000,0.0850400000,0.0833500000,157,0.0850400000,0.0839800000,83,0.0840200000,0.0833500000
93d594a3-1006-5074-8bb7-a705d5f37034,ZECUSDT,long,2026-06-22,2026-06-22 16:16:00,2026-06-22 19:04:00,stop,168,450.3100000000,3.486122572999860563549162696,0.774161,450.2300000000,449.8200000000,-0.02294813,-0.14055731,-0.01776554,-0.10881393,240,454.0700000000,448.8400000000,455.0600000000,445.4300000000,168,455.0600000000,446.8500000000,72,450.3600000000,445.4300000000
