versao,coorte,dimensao,celula,n,dias,exp_liq,exp_resto,delta,ic_lo,ic_hi,p,holm,julgavel,pf,acerto_pct,pedagio_medio,exp_bruta,soma_r,n_resto,dias_resto
volume_anomaly (familia),prospective,mercado,HEMIUSDT,10,3,-0.852718,-0.313092,-0.539625,nan,nan,nan,0,0,0.000000,0.00,0.081461,-0.772077,-8.5272,2844,3
volume_anomaly (familia),prospective,mercado,HOMEUSDT,1,1,0.585947,-0.315299,0.901246,nan,nan,nan,0,0,inf,100.00,0.335461,0.918673,0.5859,2853,3
volume_anomaly (familia),prospective,mercado,HYPEUSDT,10,3,-0.625057,-0.313893,-0.311164,nan,nan,nan,0,0,0.172133,20.00,0.393302,-0.231300,-6.2506,2844,3
volume_anomaly (familia),prospective,mercado,ICPUSDT,13,2,-0.075622,-0.316078,0.240456,nan,nan,nan,0,0,0.846426,46.15,0.217959,0.142349,-0.9831,2841,3
volume_anomaly (familia),prospective,mercado,INJUSDT,16,2,0.138755,-0.317541,0.456296,nan,nan,nan,0,0,1.358661,43.75,0.194355,0.333327,2.2201,2838,3
volume_anomaly (familia),prospective,mercado,IOSTUSDT,29,3,-0.033889,-0.317868,0.283979,nan,nan,nan,0,0,0.943139,37.93,0.157238,0.123863,-0.9828,2825,3
volume_anomaly (familia),prospective,mercado,IOTAUSDT,3,2,-0.509994,-0.314778,-0.195216,nan,nan,nan,0,0,0.194933,0.00,0.246190,-0.264216,-1.5300,2851,3
volume_anomaly (familia),prospective,mercado,IOUSDT,6,2,-0.560681,-0.314465,-0.246216,nan,nan,nan,0,0,0.238258,16.67,0.235193,-0.325955,-3.3641,2848,3
volume_anomaly (familia),prospective,mercado,JASMYUSDT,15,3,-0.102179,-0.316107,0.213929,nan,nan,nan,0,0,0.801999,40.00,0.303170,0.199737,-1.5327,2839,3
volume_anomaly (familia),prospective,mercado,JSTUSDT,6,3,-0.166661,-0.315295,0.148634,nan,nan,nan,0,0,0.723709,50.00,0.431660,0.265005,-1.0000,2848,3
volume_anomaly (familia),prospective,mercado,JTOUSDT,16,3,-0.337537,-0.314856,-0.022681,nan,nan,nan,0,0,0.480119,25.00,0.256681,-0.080134,-5.4006,2838,3
volume_anomaly (familia),prospective,mercado,JUPUSDT,25,3,-0.353658,-0.314641,-0.039017,nan,nan,nan,0,0,0.519819,24.00,0.322527,-0.031010,-8.8415,2829,3
volume_anomaly (familia),prospective,mercado,KAITOUSDT,20,3,-0.220360,-0.315651,0.095291,nan,nan,nan,0,0,0.653845,35.00,0.360481,0.141487,-4.4072,2834,3
volume_anomaly (familia),prospective,mercado,KASUSDT,23,2,0.174333,-0.318958,0.493291,nan,nan,nan,0,0,1.232746,26.09,0.255970,0.432299,4.0097,2831,3
volume_anomaly (familia),prospective,mercado,KAVAUSDT,17,3,-0.675172,-0.312825,-0.362347,nan,nan,nan,0,0,0.296032,23.53,0.507847,-0.167797,-11.4779,2837,3
volume_anomaly (familia),prospective,mercado,KITEUSDT,8,3,0.141573,-0.316266,0.457839,nan,nan,nan,0,0,1.263015,37.50,0.479349,0.621256,1.1326,2846,3
volume_anomaly (familia),prospective,mercado,KOMAUSDT,11,2,-0.613272,-0.313829,-0.299444,nan,nan,nan,0,0,0.112609,9.09,0.150589,-0.462776,-6.7460,2843,3
volume_anomaly (familia),prospective,mercado,KSMUSDT,3,1,-0.540810,-0.314745,-0.226064,nan,nan,nan,0,0,0.202240,33.33,0.308553,-0.232674,-1.6224,2851,3
volume_anomaly (familia),prospective,mercado,LABUSDT,7,3,-0.375297,-0.314835,-0.060462,nan,nan,nan,0,0,0.245068,14.29,0.319383,-0.052049,-2.6271,2847,3
volume_anomaly (familia),prospective,mercado,LAUSDT,4,2,-0.329893,-0.314962,-0.014931,nan,nan,nan,0,0,0.403724,25.00,0.301590,-0.045694,-1.3196,2850,3
volume_anomaly (familia),prospective,mercado,LAYERUSDT,12,1,-0.909243,-0.312474,-0.596770,nan,nan,nan,0,0,0.055309,0.00,0.301997,-0.610458,-10.9109,2842,3
volume_anomaly (familia),prospective,mercado,LDOUSDT,8,3,0.577687,-0.317492,0.895179,nan,nan,nan,0,0,3.670999,62.50,0.223673,0.802578,4.6215,2846,3
volume_anomaly (familia),prospective,mercado,LINKUSDT,13,3,0.173797,-0.317220,0.491017,nan,nan,nan,0,0,1.425032,46.15,0.253277,0.429838,2.2594,2841,3
volume_anomaly (familia),prospective,mercado,LITUSDT,15,3,-0.430837,-0.314371,-0.116466,nan,nan,nan,0,0,0.226769,20.00,0.190742,-0.240308,-6.4626,2839,3
volume_anomaly (familia),prospective,mercado,LTCUSDT,14,3,-0.626156,-0.313449,-0.312707,nan,nan,nan,0,0,0.166564,21.43,0.386572,-0.237479,-8.7662,2840,3
volume_anomaly (familia),prospective,mercado,LUNA2USDT,10,2,-0.554309,-0.314141,-0.240167,nan,nan,nan,0,0,0.243619,10.00,0.252537,-0.301001,-5.5431,2844,3
volume_anomaly (familia),prospective,mercado,MAGMAUSDT,2,2,-0.869925,-0.314594,-0.555331,nan,nan,nan,0,0,0.000000,0.00,0.127908,-0.741820,-1.7399,2852,3
volume_anomaly (familia),prospective,mercado,MARSCOINUSDT,4,2,-0.365183,-0.314912,-0.050270,nan,nan,nan,0,0,0.297355,25.00,0.055666,-0.309468,-1.4607,2850,3
volume_anomaly (familia),prospective,mercado,MEGAUSDT,9,1,-0.566564,-0.314187,-0.252377,nan,nan,nan,0,0,0.122656,11.11,0.152345,-0.414766,-5.0991,2845,3
volume_anomaly (familia),prospective,mercado,METISUSDT,19,1,0.154955,-0.318132,0.473087,nan,nan,nan,0,0,1.217219,21.05,0.228071,0.383364,2.9441,2835,3
volume_anomaly (familia),prospective,mercado,METUSDT,20,3,-0.435421,-0.314133,-0.121288,nan,nan,nan,0,0,0.422508,20.00,0.257839,-0.177654,-8.7084,2834,3
volume_anomaly (familia),prospective,mercado,MINAUSDT,7,2,0.351901,-0.316623,0.668524,nan,nan,nan,0,0,1.904596,57.14,0.216275,0.559844,2.4633,2847,3
volume_anomaly (familia),prospective,mercado,MIRAUSDT,8,1,-0.126529,-0.315513,0.188984,nan,nan,nan,0,0,0.776439,37.50,0.186525,0.059944,-1.0122,2846,3
volume_anomaly (familia),prospective,mercado,MITOUSDT,6,3,-0.020030,-0.315604,0.295574,nan,nan,nan,0,0,0.954204,33.33,0.280439,0.261209,-0.1202,2848,3
volume_anomaly (familia),prospective,mercado,MONUSDT,15,3,-0.242947,-0.315364,0.072416,nan,nan,nan,0,0,0.637070,26.67,0.354787,0.112806,-3.6442,2839,3
volume_anomaly (familia),prospective,mercado,MOODENGUSDT,6,3,0.285637,-0.316248,0.601886,nan,nan,nan,0,0,1.688459,50.00,0.240259,0.528159,1.7138,2848,3
volume_anomaly (familia),prospective,mercado,MORPHOUSDT,15,3,-0.878591,-0.312005,-0.566586,nan,nan,nan,0,0,0.070399,6.67,0.497561,-0.381078,-13.1789,2839,3
volume_anomaly (familia),prospective,mercado,MOVRUSDT,6,1,-0.496430,-0.314601,-0.181829,nan,nan,nan,0,0,0.392338,16.67,0.194000,-0.302339,-2.9786,2848,3
volume_anomaly (familia),prospective,mercado,MUBARAKUSDT,3,2,0.309973,-0.315641,0.625614,nan,nan,nan,0,0,1.771638,0.00,0.246228,0.556610,0.9299,2851,3
volume_anomaly (familia),prospective,mercado,NAORISUSDT,24,2,-0.096468,-0.316836,0.220368,nan,nan,nan,0,0,0.814187,33.33,0.101180,0.005825,-2.3152,2830,3
volume_anomaly (familia),prospective,mercado,NEARUSDT,11,3,0.258132,-0.317200,0.575332,nan,nan,nan,0,0,1.447621,36.36,0.220022,0.478787,2.8394,2843,3
volume_anomaly (familia),prospective,mercado,NEIROUSDT,10,3,-0.757591,-0.313427,-0.444164,nan,nan,nan,0,0,0.214893,20.00,0.453852,-0.302933,-7.5759,2844,3
volume_anomaly (familia),prospective,mercado,NIGHTUSDT,6,2,-0.963050,-0.313618,-0.649432,nan,nan,nan,0,0,0.000000,0.00,0.266039,-0.697868,-5.7783,2848,3
volume_anomaly (familia),prospective,mercado,NILUSDT,2,1,-0.347226,-0.314960,-0.032266,nan,nan,nan,0,0,0.386359,50.00,0.164055,-0.181162,-0.6945,2852,3
volume_anomaly (familia),prospective,mercado,NOMUSDT,3,1,0.424692,-0.315761,0.740453,nan,nan,nan,0,0,2.192609,66.67,0.086607,0.511758,1.2741,2851,3
volume_anomaly (familia),prospective,mercado,ONDOUSDT,10,3,-0.494174,-0.314353,-0.179821,nan,nan,nan,0,0,0.316137,30.00,0.309588,-0.184611,-4.9417,2844,3
volume_anomaly (familia),prospective,mercado,ONGUSDT,6,2,-0.307983,-0.314998,0.007014,nan,nan,nan,0,0,0.584927,33.33,0.310187,-0.096131,-1.8479,2848,3
volume_anomaly (familia),prospective,mercado,ONUSDT,12,2,-0.804721,-0.312915,-0.491806,nan,nan,nan,0,0,0.125061,8.33,0.274750,-0.528521,-9.6567,2842,3
volume_anomaly (familia),prospective,mercado,OPUSDT,9,3,-0.617016,-0.314027,-0.302989,nan,nan,nan,0,0,0.154438,11.11,0.279541,-0.337984,-5.5531,2845,3
volume_anomaly (familia),prospective,mercado,ORDIUSDT,18,3,-0.798759,-0.311912,-0.486846,nan,nan,nan,0,0,0.096692,11.11,0.319224,-0.480206,-14.3777,2836,3
volume_anomaly (familia),prospective,mercado,PAXGUSDT,23,3,-1.212484,-0.307691,-0.904792,nan,nan,nan,0,0,0.064571,39.13,1.504916,0.291821,-27.8871,2831,3
volume_anomaly (familia),prospective,mercado,PENDLEUSDT,18,3,-0.327712,-0.314902,-0.012810,nan,nan,nan,0,0,0.480092,33.33,0.295020,-0.032249,-5.8988,2836,3
volume_anomaly (familia),prospective,mercado,PENGUUSDT,8,3,0.122447,-0.316213,0.438659,nan,nan,nan,0,0,1.225198,37.50,0.305418,0.428358,0.9796,2846,3
volume_anomaly (familia),prospective,mercado,PEOPLEUSDT,9,2,0.089172,-0.316261,0.405433,nan,nan,nan,0,0,1.168659,44.44,0.389859,0.478018,0.8025,2845,3
volume_anomaly (familia),prospective,mercado,PHAROSUSDT,14,1,-0.377143,-0.314676,-0.062467,nan,nan,nan,0,0,0.423874,14.29,0.298860,-0.077089,-5.2800,2840,3
volume_anomaly (familia),prospective,mercado,PHAUSDT,12,2,-0.557675,-0.313958,-0.243717,nan,nan,nan,0,0,0.276354,16.67,0.275108,-0.282170,-6.6921,2842,3
volume_anomaly (familia),prospective,mercado,PIEVERSEUSDT,23,3,0.120147,-0.318518,0.438665,nan,nan,nan,0,0,1.230700,34.78,0.190784,0.312551,2.7634,2831,3
volume_anomaly (familia),prospective,mercado,PLAYUSDT,4,1,-0.487006,-0.314741,-0.172264,nan,nan,nan,0,0,0.056863,0.00,0.094034,-0.392979,-1.9480,2850,3
volume_anomaly (familia),prospective,mercado,PLUMEUSDT,2,1,-1.285360,-0.314302,-0.971058,nan,nan,nan,0,0,0.000000,0.00,0.409156,-0.877327,-2.5707,2852,3
volume_anomaly (familia),prospective,mercado,PNUTUSDT,6,3,-0.729780,-0.314109,-0.415671,nan,nan,nan,0,0,0.131633,16.67,0.364742,-0.364740,-4.3787,2848,3
volume_anomaly (familia),prospective,mercado,POLUSDT,14,3,-0.589500,-0.313630,-0.275870,nan,nan,nan,0,0,0.321296,21.43,0.452993,-0.137872,-8.2530,2840,3
volume_anomaly (familia),prospective,mercado,PONSUSDT,7,2,-0.108532,-0.315491,0.206959,nan,nan,nan,0,0,0.809079,42.86,0.074005,-0.030587,-0.7597,2847,3
volume_anomaly (familia),prospective,mercado,PRLUSDT,6,2,-0.609500,-0.314362,-0.295137,nan,nan,nan,0,0,0.205153,16.67,0.243016,-0.366996,-3.6570,2848,3
volume_anomaly (familia),prospective,mercado,PROMUSDT,15,3,-0.288041,-0.315125,0.027084,nan,nan,nan,0,0,0.555915,20.00,0.183098,-0.104768,-4.3206,2839,3
volume_anomaly (familia),prospective,mercado,PROVEUSDT,4,1,-0.811351,-0.314286,-0.497065,nan,nan,nan,0,0,0.330701,25.00,0.998000,0.186236,-3.2454,2850,3
volume_anomaly (familia),prospective,mercado,PTBUSDT,4,1,-0.309663,-0.314990,0.005327,nan,nan,nan,0,0,0.489920,25.00,0.335101,0.030146,-1.2387,2850,3
volume_anomaly (familia),prospective,mercado,PUMPUSDT,11,3,0.014681,-0.316258,0.330940,nan,nan,nan,0,0,1.029962,36.36,0.164724,0.179486,0.1615,2843,3
volume_anomaly (familia),prospective,mercado,PYTHUSDT,10,3,-0.986904,-0.312620,-0.674283,nan,nan,nan,0,0,0.000000,0.00,0.413209,-0.572767,-9.8690,2844,3
volume_anomaly (familia),prospective,mercado,QUSDT,13,3,-0.550687,-0.313904,-0.236783,nan,nan,nan,0,0,0.202720,15.38,0.180496,-0.370670,-7.1589,2841,3
volume_anomaly (familia),prospective,mercado,RAYSOLUSDT,24,2,-0.200530,-0.315954,0.115424,nan,nan,nan,0,0,0.679061,25.00,0.172346,-0.028185,-4.8127,2830,3
volume_anomaly (familia),prospective,mercado,RENDERUSDT,20,3,-0.772408,-0.311755,-0.460653,nan,nan,nan,0,0,0.162731,15.00,0.366618,-0.406062,-15.4482,2834,3
volume_anomaly (familia),prospective,mercado,REUSDT,8,2,-0.965862,-0.313153,-0.652708,nan,nan,nan,0,0,0.000000,0.00,0.336097,-0.630596,-7.7269,2846,3
volume_anomaly (familia),prospective,mercado,REZUSDT,5,1,-0.775933,-0.314174,-0.461759,nan,nan,nan,0,0,0.000000,0.00,0.242227,-0.534385,-3.8797,2849,3
volume_anomaly (familia),prospective,mercado,RIVERUSDT,7,2,-0.175945,-0.315325,0.139380,nan,nan,nan,0,0,0.718091,42.86,0.260534,0.084518,-1.2316,2847,3
volume_anomaly (familia),prospective,mercado,ROBOUSDT,12,2,-0.423909,-0.314523,-0.109386,nan,nan,nan,0,0,0.374996,8.33,0.382154,-0.041512,-5.0869,2842,3
volume_anomaly (familia),prospective,mercado,ROSEUSDT,12,1,0.462971,-0.318268,0.781239,nan,nan,nan,0,0,1.945398,50.00,0.244713,0.708246,5.5557,2842,3
volume_anomaly (familia),prospective,mercado,SAHARAUSDT,13,3,-0.755818,-0.312966,-0.442852,nan,nan,nan,0,0,0.093224,7.69,0.396848,-0.359050,-9.8256,2841,3
volume_anomaly (familia),prospective,mercado,SANDUSDT,13,3,-1.653315,-0.308859,-1.344456,nan,nan,nan,0,0,0.085616,23.08,1.896305,0.241636,-21.4931,2841,3
volume_anomaly (familia),prospective,mercado,SCRUSDT,6,1,-0.439711,-0.314720,-0.124990,nan,nan,nan,0,0,0.214944,16.67,0.156497,-0.283162,-2.6383,2848,3
volume_anomaly (familia),prospective,mercado,SEIUSDT,16,3,-0.423340,-0.314372,-0.108968,nan,nan,nan,0,0,0.421279,25.00,0.397937,-0.024937,-6.7734,2838,3
volume_anomaly (familia),prospective,mercado,SENTUSDT,9,1,0.055321,-0.316154,0.371475,nan,nan,nan,0,0,1.129868,44.44,0.187385,0.243731,0.4979,2845,3
volume_anomaly (familia),prospective,mercado,SIGNUSDT,1,1,-0.600055,-0.314883,-0.285172,nan,nan,nan,0,0,0.000000,0.00,0.230443,-0.370120,-0.6001,2853,3
volume_anomaly (familia),prospective,mercado,SIRENUSDT,4,1,-0.090243,-0.315298,0.225055,nan,nan,nan,0,0,0.757694,25.00,0.261781,0.180290,-0.3610,2850,3
volume_anomaly (familia),prospective,mercado,SKRUSDT,6,3,-0.510722,-0.314571,-0.196151,nan,nan,nan,0,0,0.187431,16.67,0.203669,-0.310827,-3.0643,2848,3
volume_anomaly (familia),prospective,mercado,SKYAIUSDT,8,2,-0.507979,-0.314440,-0.193538,nan,nan,nan,0,0,0.294174,12.50,0.187637,-0.319109,-4.0638,2846,3
volume_anomaly (familia),prospective,mercado,SKYUSDT,7,3,-0.461705,-0.314622,-0.147082,nan,nan,nan,0,0,0.552738,14.29,0.583139,0.123222,-3.2319,2847,3
volume_anomaly (familia),prospective,mercado,SOLUSDT,8,3,-0.461193,-0.314572,-0.146621,nan,nan,nan,0,0,0.486071,25.00,0.721225,0.259629,-3.6895,2846,3
volume_anomaly (familia),prospective,mercado,SPKUSDT,9,2,0.177986,-0.316542,0.494528,nan,nan,nan,0,0,1.462110,33.33,0.228585,0.407638,1.6019,2845,3
volume_anomaly (familia),prospective,mercado,SPXUSDT,10,3,-0.373006,-0.314779,-0.058227,nan,nan,nan,0,0,0.398376,30.00,0.250779,-0.122126,-3.7301,2844,3
volume_anomaly (familia),prospective,mercado,STRKUSDT,11,3,-0.722615,-0.313406,-0.409209,nan,nan,nan,0,0,0.045287,9.09,0.319016,-0.403176,-7.9488,2843,3
volume_anomaly (familia),prospective,mercado,STXUSDT,8,2,0.187709,-0.316396,0.504105,nan,nan,nan,0,0,1.454419,50.00,0.316872,0.506100,1.5017,2846,3
volume_anomaly (familia),prospective,mercado,SUIUSDT,8,2,-0.092511,-0.315608,0.223097,nan,nan,nan,0,0,0.767862,37.50,0.217314,0.125221,-0.7401,2846,3
volume_anomaly (familia),prospective,mercado,SUSDT,5,2,-0.379914,-0.314869,-0.065045,nan,nan,nan,0,0,0.388292,20.00,0.344041,-0.034919,-1.8996,2849,3
volume_anomaly (familia),prospective,mercado,SUSHIUSDT,3,2,-0.770689,-0.314503,-0.456185,nan,nan,nan,0,0,0.000000,0.00,0.156760,-0.612195,-2.3121,2851,3
volume_anomaly (familia),prospective,mercado,SYRUPUSDT,6,1,0.127367,-0.315915,0.443282,nan,nan,nan,0,0,1.234155,50.00,0.258054,0.386252,0.7642,2848,3
volume_anomaly (familia),prospective,mercado,TACUSDT,10,3,-0.789915,-0.313313,-0.476602,nan,nan,nan,0,0,0.162406,10.00,0.340084,-0.450486,-7.8992,2844,3
volume_anomaly (familia),prospective,mercado,TAOUSDT,17,2,0.043479,-0.317131,0.360610,nan,nan,nan,0,0,1.074509,47.06,0.320466,0.364651,0.7391,2837,3
volume_anomaly (familia),prospective,mercado,THETAUSDT,3,2,-0.916940,-0.314350,-0.602590,nan,nan,nan,0,0,0.000000,0.00,0.297587,-0.620151,-2.7508,2851,3
volume_anomaly (familia),prospective,mercado,TIAUSDT,19,2,-0.139727,-0.316157,0.176431,nan,nan,nan,0,0,0.745296,31.58,0.251230,0.111796,-2.6548,2835,3
volume_anomaly (familia),prospective,mercado,TOSHIUSDT,1,1,-1.153010,-0.314689,-0.838321,nan,nan,nan,0,0,0.000000,0.00,0.220052,-0.934024,-1.1530,2853,3
volume_anomaly (familia),prospective,mercado,TRADOORUSDT,5,2,0.642346,-0.316663,0.959009,nan,nan,nan,0,0,3.435577,40.00,0.138215,0.782445,3.2117,2849,3
volume_anomaly (familia),prospective,mercado,TRBUSDT,14,3,-0.137122,-0.315860,0.178738,nan,nan,nan,0,0,0.737249,42.86,0.316291,0.179333,-1.9197,2840,3
volume_anomaly (familia),prospective,mercado,TRIAUSDT,5,2,-0.633676,-0.314424,-0.319252,nan,nan,nan,0,0,0.000000,0.00,0.230048,-0.404170,-3.1684,2849,3
volume_anomaly (familia),prospective,mercado,TRUMPUSDT,7,3,-0.521890,-0.314474,-0.207416,nan,nan,nan,0,0,0.261297,28.57,0.250984,-0.271287,-3.6532,2847,3
volume_anomaly (familia),prospective,mercado,TRXUSDT,18,3,-1.366739,-0.308307,-1.058432,nan,nan,nan,0,0,0.011701,22.22,1.345458,-0.023658,-24.6013,2836,3
volume_anomaly (familia),prospective,mercado,TSTUSDT,10,3,-3.772831,-0.302825,-3.470006,nan,nan,nan,0,0,0.034123,20.00,4.805926,1.036291,-37.7283,2844,3
volume_anomaly (familia),prospective,mercado,TUSDT,8,3,-0.151424,-0.315443,0.164019,nan,nan,nan,0,0,0.753334,37.50,0.265607,0.114138,-1.2114,2846,3
volume_anomaly (familia),prospective,mercado,TUTUSDT,3,1,-0.249745,-0.315052,0.065306,nan,nan,nan,0,0,0.572611,33.33,0.235920,-0.013980,-0.7492,2851,3
volume_anomaly (familia),prospective,mercado,TWTUSDT,6,2,-0.274891,-0.315067,0.040177,nan,nan,nan,0,0,0.625654,33.33,0.373920,0.098904,-1.6493,2848,3
volume_anomaly (familia),prospective,mercado,UAIUSDT,10,3,0.305036,-0.317163,0.622199,nan,nan,nan,0,0,1.859840,30.00,0.081153,0.386528,3.0504,2844,3
volume_anomaly (familia),prospective,mercado,UBUSDT,1,1,-0.645354,-0.314867,-0.330487,nan,nan,nan,0,0,0.000000,0.00,0.302069,-0.343810,-0.6454,2853,3
volume_anomaly (familia),prospective,mercado,UNIUSDT,5,3,-0.762661,-0.314197,-0.448463,nan,nan,nan,0,0,0.000000,0.00,0.184176,-0.577856,-3.8133,2849,3
volume_anomaly (familia),prospective,mercado,USELESSUSDT,19,3,-0.118515,-0.316300,0.197785,nan,nan,nan,0,0,0.782581,26.32,0.094949,-0.022867,-2.2518,2835,3
volume_anomaly (familia),prospective,mercado,VELODROMEUSDT,3,1,-0.742061,-0.314534,-0.427527,nan,nan,nan,0,0,0.000000,0.00,0.189943,-0.552784,-2.2262,2851,3
volume_anomaly (familia),prospective,mercado,VELVETUSDT,7,3,-0.659922,-0.314135,-0.345788,nan,nan,nan,0,0,0.000000,0.00,0.154585,-0.504714,-4.6195,2847,3
volume_anomaly (familia),prospective,mercado,VIRTUALUSDT,14,2,0.355795,-0.318290,0.674085,nan,nan,nan,0,0,1.704547,42.86,0.320521,0.679554,4.9811,2840,3
volume_anomaly (familia),prospective,mercado,WIFUSDT,10,3,-0.172302,-0.315485,0.143183,nan,nan,nan,0,0,0.681752,30.00,0.252935,0.081039,-1.7230,2844,3
volume_anomaly (familia),prospective,mercado,WLDUSDT,16,2,-0.146763,-0.315931,0.169168,nan,nan,nan,0,0,0.790880,31.25,0.241150,0.094337,-2.3482,2838,3
volume_anomaly (familia),prospective,mercado,WLFIUSDT,7,3,-0.587390,-0.314313,-0.273077,nan,nan,nan,0,0,0.131541,14.29,0.508446,-0.078395,-4.1117,2847,3
volume_anomaly (familia),prospective,mercado,WOOUSDT,15,1,0.349250,-0.318492,0.667742,nan,nan,nan,0,0,1.491637,13.33,0.285207,0.635562,5.2387,2839,3
volume_anomaly (familia),prospective,mercado,WUSDT,2,2,-0.876664,-0.314589,-0.562075,nan,nan,nan,0,0,0.000000,0.00,0.311783,-0.565633,-1.7533,2852,3
volume_anomaly (familia),prospective,mercado,XANUSDT,14,3,-0.793920,-0.312622,-0.481298,nan,nan,nan,0,0,0.043460,7.14,0.207461,-0.587366,-11.1149,2840,3
volume_anomaly (familia),prospective,mercado,XAUTUSDT,21,3,-1.306757,-0.307631,-0.999126,nan,nan,nan,0,0,0.055436,38.10,1.539509,0.232061,-27.4419,2833,3
volume_anomaly (familia),prospective,mercado,XLMUSDT,10,3,-0.353853,-0.314846,-0.039007,nan,nan,nan,0,0,0.511835,30.00,0.394097,0.040922,-3.5385,2844,3
volume_anomaly (familia),prospective,mercado,XMRUSDT,8,3,-0.665201,-0.313998,-0.351202,nan,nan,nan,0,0,0.226251,12.50,0.352724,-0.305347,-5.3216,2846,3
volume_anomaly (familia),prospective,mercado,XPLUSDT,9,3,0.409965,-0.317276,0.727241,nan,nan,nan,0,0,2.081614,55.56,0.164527,0.574948,3.6897,2845,3
volume_anomaly (familia),prospective,mercado,XRPUSDT,4,2,-0.210637,-0.315129,0.104492,nan,nan,nan,0,0,0.581763,50.00,0.310143,0.100496,-0.8425,2850,3
volume_anomaly (familia),prospective,mercado,XVGUSDT,19,3,0.016174,-0.317202,0.333376,nan,nan,nan,0,0,1.027493,31.58,0.266254,0.282880,0.3073,2835,3
volume_anomaly (familia),prospective,mercado,YBUSDT,3,2,-0.643388,-0.314637,-0.328751,nan,nan,nan,0,0,0.000000,0.00,0.204115,-0.439835,-1.9302,2851,3
volume_anomaly (familia),prospective,mercado,YGGUSDT,17,3,-0.609735,-0.313217,-0.296519,nan,nan,nan,0,0,0.229847,23.53,0.299666,-0.309789,-10.3655,2837,3
volume_anomaly (familia),prospective,mercado,ZAMAUSDT,16,2,0.557974,-0.319904,0.877879,nan,nan,nan,0,0,2.582025,62.50,0.250244,0.809522,8.9276,2838,3
volume_anomaly (familia),prospective,mercado,ZECUSDT,12,2,-0.203739,-0.315453,0.111713,nan,nan,nan,0,0,0.714147,16.67,0.213955,0.010098,-2.4449,2842,3
volume_anomaly (familia),prospective,mercado,ZENUSDT,7,3,-0.181628,-0.315311,0.133683,nan,nan,nan,0,0,0.638172,42.86,0.124526,-0.056105,-1.2714,2847,3
volume_anomaly (familia),prospective,mercado,ZILUSDT,4,1,-0.629576,-0.314541,-0.315034,nan,nan,nan,0,0,0.190310,0.00,0.344653,-0.285415,-2.5183,2850,3
volume_anomaly (familia),prospective,mercado,ZKCUSDT,15,3,-0.610451,-0.313422,-0.297029,nan,nan,nan,0,0,0.319588,26.67,0.491056,-0.120457,-9.1568,2839,3
volume_anomaly (familia),prospective,mercado,ZKUSDT,15,3,0.078992,-0.317065,0.396057,nan,nan,nan,0,0,1.158065,46.67,0.288170,0.367974,1.1849,2839,3
volume_anomaly (familia),prospective,mercado,ZORAUSDT,12,3,-0.284207,-0.315113,0.030906,nan,nan,nan,0,0,0.534298,25.00,0.220705,-0.063698,-3.4105,2842,3
volume_anomaly (familia),prospective,mercado,ZROUSDT,13,3,-0.437741,-0.314421,-0.123320,nan,nan,nan,0,0,0.334140,23.08,0.271445,-0.166117,-5.6906,2841,3
volume_anomaly (familia),prospective,mercado,哈基米USDT,9,2,-0.669875,-0.313860,-0.356014,nan,nan,nan,0,0,0.091557,0.00,0.096257,-0.574249,-6.0289,2845,3
volume_anomaly (familia),prospective,mercado,币安人生USDT,9,3,-0.558993,-0.314211,-0.244782,nan,nan,nan,0,0,0.382985,11.11,0.585472,0.028804,-5.0309,2845,3
volume_anomaly (familia),prospective,mercado,我踏马来了USDT,2,1,-0.813947,-0.314633,-0.499314,nan,nan,nan,0,0,0.000000,0.00,0.134739,-0.679968,-1.6279,2852,3
volume_anomaly (familia),prospective,mercado,牛来USDT,10,2,-0.142608,-0.315589,0.172981,nan,nan,nan,0,0,0.635144,20.00,0.104073,-0.038636,-1.4261,2844,3
volume_anomaly (familia),prospective,mercado,龙虾USDT,17,2,-0.287146,-0.315150,0.028003,nan,nan,nan,0,0,0.458255,17.65,0.114710,-0.172678,-4.8815,2837,3
volume_anomaly v1,prospective,mercado,SOLVUSDT,31,2,0.037234,-0.335629,0.372863,nan,nan,nan,0,0,1.053758,32.26,0.256416,0.294459,1.1542,2048,3
