versao,coorte,dia_utc,hora_utc,hora_brt,mercado,motivo,r_net,atr_pct,risco_pct,r_bruto,custo_r
momentum v10,replay:6eff77c0,2026-08-19,6,3,XRPUSDT,expired,-0.0313745194,0.003649504852160497046045697128,0.01132122833350119746,0.14986053757989671312,0.17670316849164919344192300196
momentum v10,replay:6eff77c0,2026-08-19,7,4,ETHUSDT,expired,-0.0260911252,0.003941940873021326081459403581,0.01190805476408916326,0.14412066996137651265,0.16799691840051549949339802660
momentum v10,replay:6eff77c0,2026-08-19,7,4,SOLUSDT,invalidated,-0.1787535441,0.005108610232881093952491119554,0.01553297124944975886,-0.05012249707303475683,0.1286310470178308284730917001
momentum v10,replay:6eff77c0,2026-08-19,8,5,DOGEUSDT,invalidated,-0.4831063127,0.003419511289583235551620056795,0.01207804561606283704,-0.31793376026734696641,0.1651725524252163863074799393
momentum v10,replay:6eff77c0,2026-08-19,8,5,SOLUSDT,expired,0.3937341516,0.004936050421479542233435226834,0.01619084027390017602,0.51770429402514305119,0.1239701424663748430711139259
momentum v10,replay:6eff77c0,2026-08-19,12,9,DOGEUSDT,target,1.4415879170,0.003599120489304601139774263208,0.01261362264013862734,1.60165283835045043305,0.160064921318658409967412446
momentum v10,replay:6eff77c0,2026-08-19,12,9,ETHUSDT,target,1.3846510292,0.00402254839052325200155253576,0.01446911973117774437,1.5243175048667238,0.139666475657964459071496557
momentum v10,replay:6eff77c0,2026-08-19,12,9,XRPUSDT,target,1.4652395820,0.003805928840463781061210926428,0.01322758288070764779,1.61796569804793408494,0.152726116081093511217053180
momentum v10,replay:6eff77c0,2026-08-19,13,10,SOLUSDT,invalidated,-0.2290785843,0.005858205346785139526449750362,0.01926617271872110949,-0.12545736977258371172,0.1036212145224611763758826564
momentum v10,replay:6eff77c0,2026-08-19,14,11,SOLUSDT,target,1.7300473009,0.005544608380449863110177478243,0.01758839088676365230,1.8455355763243803,0.115488275383307360397390937
momentum v10,replay:6eff77c0,2026-08-19,16,13,ETHUSDT,invalidated,-0.2901849359,0.01056021595256665974990385145,0.03527430777079933636,-0.23375414224999496427,0.0564307936492912181330284680
momentum v10,replay:6eff77c0,2026-08-19,20,17,ETHUSDT,target,1.8450394516,0.01037370263393880571269075062,0.03226403559559639040,1.9088992475895292,0.063859796008027086054420419
momentum v10,replay:6eff77c0,2026-08-19,20,17,XRPUSDT,target,1.7228264837,0.008333969477380092445779690251,0.02680430370742302084,1.79919538879774818287,0.076368905055667970083397289
momentum v10,replay:6eff77c0,2026-08-19,21,18,DOGEUSDT,expired,0.5368495859,0.009382043795501892304258150612,0.02820473258408689271,0.61191637340494794623,0.0714793345084358647778115361
momentum v10,replay:6eff77c0,2026-08-19,21,18,SOLUSDT,expired,0.4360687507,0.009994722402103390170496173746,0.03126018189730783710,0.50377129357754043904,0.0644444401808770251319634631
momentum v10,replay:6eff77c0,2026-08-20,6,3,SOLUSDT,expired,0.5685099775,0.01183941451362001237363579966,0.03577600140606260147,0.62782488367644859621,0.0564975490103699949747097565
momentum v10,replay:6eff77c0,2026-08-20,8,5,DOGEUSDT,expired,0.1535061895,0.01166076264330951518372812463,0.03301584523135902179,0.21426104875783942491,0.0607548592917934328236128020
momentum v10,replay:6eff77c0,2026-08-20,8,5,ETHUSDT,expired,-0.0628493797,0.01548326200857877506599903394,0.04262719722959414053,-0.01597508254214743671,0.04687429715928613693465126837
momentum v10,replay:6eff77c0,2026-08-20,8,5,XRPUSDT,expired,1.2556618941,0.0126358994711230375712384714,0.03631133401627909184,1.31201979251000688735,0.056357898437090261047691475
momentum v10,replay:6eff77c0,2026-08-20,13,10,DOGEUSDT,invalidated,-0.0507669680,0.01456319569165167469754450679,0.03937207202687950424,0.00000000000000000000,0.05076696797170512421948165010
momentum v10,replay:6eff77c0,2026-08-20,13,10,XRPUSDT,expired,2.0422818410,0.0170383001597637410036437562,0.04749415094052902924,2.08866497411326679112,0.044173361134328575068764922
momentum v10,replay:6eff77c0,2026-08-20,14,11,DOGEUSDT,invalidated,-0.1090940372,0.01446932202356794159259935486,0.04183305045874209578,-0.06137497748305513590,0.0477190597230699641028539365
momentum v10,replay:6eff77c0,2026-08-20,15,12,DOGEUSDT,expired,0.3503880523,0.01327997590033016604666932476,0.03980362006039137074,0.40357737390216944939,0.0506200366108738029873269597
momentum v10,replay:6eff77c0,2026-08-20,15,12,ETHUSDT,invalidated,-0.1661538647,0.01511915939571976154577528459,0.04641143921465025645,-0.12321006099866254307,0.0429438037139764054553001590
momentum v10,replay:6eff77c0,2026-08-20,16,13,ETHUSDT,invalidated,-0.2128085143,0.01575709266797834921577282243,0.04510003276522123778,-0.16865785742390799311,0.0441506568430213869256272059
momentum v10,replay:6eff77c0,2026-08-21,0,21,DOGEUSDT,expired,0.1842620773,0.01548839038765612432437587944,0.04726368321019222786,0.22677921588818314502,0.0425171385655416957850748747
momentum v10,replay:6eff77c0,2026-08-21,0,21,SOLUSDT,invalidated,-0.2313264894,0.008996037827113311632781209754,0.02624089778575084220,-0.15531056090358853250,0.0760159284723465597072699831
momentum v10,replay:6eff77c0,2026-08-21,1,22,ETHUSDT,invalidated,-0.1245589429,0.01132260312680763211684709431,0.03334149631920566785,-0.06467426098720114385,0.0598846818792674862010104876
momentum v10,replay:6eff77c0,2026-08-21,2,23,SOLUSDT,expired,0.5436538478,0.00977550282951171257361003909,0.02816124116366609169,0.61524595691774608496,0.0715921091459444296250601458
momentum v10,replay:6eff77c0,2026-08-21,2,23,XRPUSDT,invalidated,-0.0715537808,0.02150258107869084938080394049,0.06144690260299541976,-0.03906392605973018705,0.03248985471721397732674667178
momentum v10,replay:6eff77c0,2026-08-21,6,3,DOGEUSDT,expired,0.1173627661,0.01604787719826049852469903287,0.04844183450347208012,0.16085052212945601418,0.0414226827793356769551481192
momentum v10,replay:6eff77c0,2026-08-21,8,5,ETHUSDT,invalidated,-0.2229428271,0.01155080611045174357938364281,0.03515234873627583986,-0.16624794929997196969,0.0566948778071985594669751506
momentum v10,replay:6eff77c0,2026-08-21,8,5,SOLUSDT,invalidated,-0.3567813520,0.01124359947900697824617552535,0.03437875450749679281,-0.29893964010399194561,0.0578417118966987899195920134
momentum v10,replay:6eff77c0,2026-08-21,8,5,XRPUSDT,expired,0.0578211126,0.02212838235817888406532175699,0.06898002769375614581,0.08688448997316622942,0.02906337736775869022197117352
momentum v10,replay:6eff77c0,2026-08-21,17,14,ETHUSDT,expired,0.3458063946,0.01280267738315715692100495352,0.03787637155234630552,0.39897698118147706424,0.0531705865841174138000491842
momentum v10,replay:6eff77c0,2026-08-21,20,17,DOGEUSDT,expired,0.9409742462,0.01748460571347749040766883554,0.05153770702251934455,0.98279004781575807354,0.0397658224888197557940377056
momentum v10,replay:6eff77c0,2026-08-21,21,18,SOLUSDT,expired,0.2644062472,0.01427812155308503206282596265,0.04369604723221843786,0.31277038494913270518,0.0460559798086015548831578139
momentum v10,replay:6eff77c0,2026-08-21,22,19,XRPUSDT,expired,0.7457674318,0.02493566639832070702788946577,0.07347407332146434646,0.77513442830871882183,0.0279791121127231032831055651
momentum v10,replay:6eff77c0,2026-08-22,2,23,SOLUSDT,stop,-1.0307632939,0.01535878189511318801309442349,0.04406881041756944787,-0.98639309275225155917,0.044370201134084811749900528
momentum v10,replay:6eff77c0,2026-08-22,3,0,DOGEUSDT,stop,-1.0205932555,0.02205726380405931468711760977,0.06482466532902097228,-0.99074981393537517702,0.029843441514769379256022326
momentum v10,replay:6eff77c0,2026-08-22,3,0,XRPUSDT,stop,-1.0144390179,0.02904275281185352872660372182,0.09066520745364293126,-0.99338621470449870847,0.021052803182991335468375139
momentum v10,replay:6eff77c0,2026-08-22,17,14,DOGEUSDT,expired,0.0764024842,0.03323848157550394950733597559,0.10387900629011451971,0.09573982444625464402,0.01933734026005413067346782184
momentum v10,replay:6eff77c0,2026-08-22,20,17,ETHUSDT,invalidated,-0.1374933195,0.01200140782978306686668332395,0.03669290007866625054,-0.08310262894241103787,0.0543906905874389704723768664
momentum v10,replay:6eff77c0,2026-08-23,0,21,SOLUSDT,invalidated,-0.4028899940,0.02028714170441712636428284604,0.06313970970401521627,-0.37160471655808795054,0.0312852774588835987132543437
momentum v10,replay:6eff77c0,2026-08-23,8,5,ETHUSDT,invalidated,-0.2036133188,0.008718044096298182408257021174,0.02693320847987099408,-0.12952957527724358206,0.0740837435420860931745705552
momentum v10,replay:6eff77c0,2026-08-23,10,7,DOGEUSDT,expired,0.3841296608,0.01860923775113313792581588305,0.05639121581948102581,0.41999480439454820542,0.0358651435985355204980215486
momentum v10,replay:6eff77c0,2026-08-23,11,8,ETHUSDT,invalidated,-0.2125124741,0.008404728566784130722399646169,0.02614235223520410444,-0.13619029689798436929,0.0763221771853112751252614523
momentum v10,replay:6eff77c0,2026-08-23,11,8,SOLUSDT,expired,0.2297406735,0.01531954229799859306085234334,0.04700300832318405567,0.27253809917363623620,0.0427974256850567117527964262
momentum v10,replay:6eff77c0,2026-08-23,11,8,XRPUSDT,invalidated,-0.0624191289,0.02229213093277156284510405359,0.06735755387040904390,-0.03277741343641052472,0.02964171541757314258491508280
momentum v10,replay:6eff77c0,2026-08-23,13,10,XRPUSDT,invalidated,-0.1371253836,0.02105594326288271329332859155,0.06527262110903219342,-0.10660962268018717518,0.0305157609163382580131494975
momentum v10,replay:6eff77c0,2026-08-23,21,18,ETHUSDT,invalidated,-0.2933746076,0.01028070511195427047296076274,0.03159852901029050048,-0.23034876911839811161,0.0630258384350727986760907236
momentum v10,replay:6eff77c0,2026-08-23,21,18,SOLUSDT,invalidated,-0.1487086603,0.01483250391798524636538194231,0.04569873954465841489,-0.10507507009530972018,0.0436335901954213071163573037
momentum v10,replay:6eff77c0,2026-08-23,21,18,XRPUSDT,invalidated,-0.2378988378,0.02037522150288510546176423218,0.06110700439444818273,-0.20539433659214435475,0.0325045012248680620474813086
momentum v10,replay:6eff77c0,2026-08-24,7,4,ETHUSDT,invalidated,-0.2397420180,0.01110899111748433057347487561,0.03235136433024553134,-0.17813598678229759435,0.0616060312053782559830807090
momentum v10,replay:6eff77c0,2026-08-24,7,4,SOLUSDT,invalidated,-0.3192174241,0.01184385867433084311681406316,0.03420170910800865776,-0.26103685334596522073,0.0581805707269543454636560506
momentum v10,replay:6eff77c0,2026-08-24,7,4,XRPUSDT,invalidated,-0.2521596955,0.01960270362196055443726958369,0.05670021920703104682,-0.21712468708364755592,0.0350350084116286823378718470
momentum v10,replay:6eff77c0,2026-08-24,10,7,ETHUSDT,invalidated,-0.2361577165,0.01072993955520277337515729919,0.03121443370695695970,-0.17229546852795025244,0.0638622479442551109624857571
momentum v10,replay:6eff77c0,2026-08-24,11,8,DOGEUSDT,invalidated,-0.1059120982,0.01537272352519194890251228844,0.04333865129175982028,-0.05985142482301933680,0.0460606733843905888006888500
momentum v10,replay:6eff77c0,2026-08-24,11,8,ETHUSDT,expired,-0.0941417232,0.0109620030748077082612019103,0.03043895753149143508,-0.02850434770012257177,0.06563737549508283863815837594
momentum v10,replay:6eff77c0,2026-08-24,11,8,SOLUSDT,invalidated,-0.3079632491,0.01164586682573268269655959961,0.03314948827310254838,-0.24791452565616355623,0.0600487234036721024008480376
momentum v10,replay:6eff77c0,2026-08-24,11,8,XRPUSDT,invalidated,-0.1316186479,0.01898123384729294810311183264,0.05450800929025890108,-0.09504381535119070557,0.0365748325743790204159386940
momentum v10,replay:6eff77c0,2026-08-24,13,10,DOGEUSDT,invalidated,-0.1541219971,0.01650546907099700680304095478,0.04712234634687231560,-0.11181652888360141232,0.0423054682435809439627859184
momentum v10,replay:6eff77c0,2026-08-24,13,10,SOLUSDT,invalidated,-0.0723511955,0.01372185537552264563680105251,0.04054444174872234970,-0.02307525813610620845,0.04927593732893142157476612614
momentum v10,replay:6eff77c0,2026-08-24,13,10,XRPUSDT,invalidated,-0.3247510744,0.01980783789359894129301313182,0.05737723858247035250,-0.29020508369473155887,0.0345459906836429331755201138
momentum v10,replay:6eff77c0,2026-08-24,14,11,SOLUSDT,invalidated,-0.1300300955,0.01403789248513436504794550217,0.04165350827362725607,-0.08212583017002750900,0.0479042653145283171985604827
momentum v10,replay:6eff77c0,2026-08-24,14,11,XRPUSDT,invalidated,-0.1848289280,0.01942013740035529836173515361,0.05833192928725138711,-0.15071362547372315194,0.0341153024986504916431349703
momentum v10,replay:6eff77c0,2026-08-24,15,12,SOLUSDT,invalidated,-0.2300813652,0.01424067275009093891547189814,0.04127831374566922224,-0.17943503563323477251,0.0482431461170218676209794735
momentum v10,replay:6eff77c0,2026-08-24,22,19,SOLUSDT,invalidated,-0.1290392244,0.01449986330694012154828573349,0.04555257681587366598,-0.08524546696630927475,0.0437937574619723261623408485
momentum v10,replay:6eff77c0,2026-08-25,0,21,SOLUSDT,expired,0.3590200046,0.01463799377247453674258097631,0.03650003537448758955,0.41419571138056265117,0.0551757067812413065969052558
momentum v10,replay:6eff77c0,2026-08-25,0,21,XRPUSDT,expired,-0.0717319767,0.01733599886943919833593079531,0.05364325087974070962,-0.03450548235057270856,0.03722649438296220629416084125
momentum v10,replay:6eff77c0,2026-08-25,1,22,DOGEUSDT,invalidated,-0.1345451309,0.0162742148617440235755053188,0.05053568995090761083,-0.09508793656735617739,0.0394571943176227099545023191
momentum v10,replay:6eff77c0,2026-08-25,1,22,ETHUSDT,invalidated,-0.1311837633,0.01076689181588299390570017622,0.03351694407544675389,-0.07161983606052167288,0.0595639272228742125429612570
momentum v10,replay:6eff77c0,2026-08-25,2,23,DOGEUSDT,expired,-0.0950092583,0.01582791530033094970917081137,0.04484353508714620203,-0.05048695995150751538,0.04452229837124980156888837211
momentum v10,replay:6eff77c0,2026-08-25,2,23,ETHUSDT,invalidated,-0.4877528613,0.0106415245614951157520625159,0.03122925156845671279,-0.42417281376927003860,0.0635800475362004640378099225
momentum v10,replay:6eff77c0,2026-08-25,5,2,SOLUSDT,invalidated,-0.2081122385,0.01689119312343921939143668295,0.04936849749535943963,-0.16779261890731000428,0.0403196195782497946595120286
momentum v10,replay:6eff77c0,2026-08-26,10,7,SOLUSDT,invalidated,-0.2265102146,0.01062365706465935863228356331,0.03324401645972506780,-0.16655159899932331347,0.0599586156121401526840850640
momentum v10,replay:6eff77c0,2026-08-26,11,8,DOGEUSDT,invalidated,-0.0703764426,0.01222216453072700975897568344,0.03657826399261307769,-0.01574769273467282578,0.05462874987602628894455568909
momentum v10,replay:6eff77c0,2026-08-26,11,8,ETHUSDT,invalidated,-0.1952385790,0.00798109713670747451253240114,0.02453648021343250929,-0.11389003547021866442,0.0813485435675597133166197610
momentum v10,replay:6eff77c0,2026-08-26,18,15,ETHUSDT,invalidated,-0.1328449233,0.008431471092354645420507292889,0.02535052525982554642,-0.05405244190578623897,0.0787924814245047055693469557
momentum v10,replay:6eff77c0,2026-08-26,19,16,ETHUSDT,invalidated,-0.1735212690,0.008288920632496145542420692085,0.02388515047868165160,-0.08992735113194720969,0.0835939178419329135834250539
momentum v10,replay:6eff77c0,2026-08-26,21,18,DOGEUSDT,expired,0.4250481956,0.01110274074234612990309480124,0.03142186274779190221,0.49239711093954959140,0.0641040620947557893542269867
momentum v10,replay:6eff77c0,2026-08-26,21,18,ETHUSDT,expired,-0.1188759119,0.007665641606387765040458684321,0.02332240945000680835,-0.02889236557403098785,0.0856741258227621970228450738
momentum v10,replay:6eff77c0,2026-08-26,21,18,SOLUSDT,expired,1.0119239816,0.00993518896155485208738014181,0.03050235615783642316,1.0819640451844021,0.066611091979981918469791545
momentum v10,replay:6eff77c0,2026-08-26,22,19,XRPUSDT,invalidated,-0.1348736742,0.01407614289192984930725877469,0.04400371837520797611,-0.08726577210254345547,0.0453362055838733434884797779
momentum v10,replay:6eff77c0,2026-08-27,6,3,SOLUSDT,invalidated,-0.1596142279,0.01307136099494065171586083512,0.03771509929111295502,-0.10672356518560741729,0.0528906627113716716716320186
momentum v10,replay:6eff77c0,2026-08-27,8,5,DOGEUSDT,expired,0.1056398733,0.01111528818118336024934595366,0.03151585601381308152,0.16923113040490024221,0.0635912571309317491577660555
momentum v10,replay:6eff77c0,2026-08-27,8,5,ETHUSDT,expired,-0.2762839931,0.007660865699619196350693994708,0.02161968496371049283,-0.18401514973004663496,0.0922688433321221860195431138
momentum v10,replay:6eff77c0,2026-08-27,8,5,SOLUSDT,expired,0.3644940618,0.01319968261305297773979778731,0.03718200445192386126,0.41866983845340058789,0.0541757766151088072571882605
momentum v10,replay:6eff77c0,2026-08-27,8,5,XRPUSDT,expired,0.0781597640,0.01384629156960746110126164913,0.03824654872828185433,0.13055122734821973184,0.05239146332732268740082005934
momentum v10,replay:6eff77c0,2026-08-27,14,11,DOGEUSDT,invalidated,-0.1240300135,0.01259166735657318314503944502,0.03687367353105347241,-0.06989317466407668898,0.0541368388022108852108451975
momentum v10,replay:6eff77c0,2026-08-27,14,11,SOLUSDT,expired,0.3918578352,0.0146535367273157194620150719,0.04372187898969777718,0.44032656858638876724,0.0461564793346202912187936228
momentum v10,replay:6eff77c0,2026-08-27,14,11,XRPUSDT,invalidated,-0.2836027779,0.01300776009259426092598457791,0.03632945359966750597,-0.22883498552413521552,0.0547899587684933962806824355
momentum v10,replay:6eff77c0,2026-08-27,16,13,DOGEUSDT,invalidated,-0.1802892574,0.01283860264312080557459874807,0.03887740289917718823,-0.12900531398689374813,0.0512839434481985181906342796
momentum v10,replay:6eff77c0,2026-08-27,20,17,SOLUSDT,invalidated,-0.0616957148,0.01678235554289600983362086277,0.04725647573993479222,-0.01941826454519287560,0.04227745022817741960762991453
momentum v10,replay:6eff77c0,2026-08-28,1,22,DOGEUSDT,invalidated,-0.3267727794,0.01078651713446150763329048394,0.03196624716920932824,-0.26450874860945836648,0.0622640307534576949053805806
momentum v10,replay:6eff77c0,2026-08-28,1,22,XRPUSDT,invalidated,-0.3876804000,0.01126192330553510495076523883,0.03257900092708879792,-0.32665455089581838265,0.0610258491106033107903031783
momentum v10,replay:6eff77c0,2026-08-28,11,8,ETHUSDT,invalidated,-0.2127936769,0.007298148659664553468426508254,0.02342420009899050322,-0.12759065099894335659,0.0852030259084346301828906208
momentum v10,replay:6eff77c0,2026-08-28,11,8,XRPUSDT,invalidated,-0.1373765173,0.01061201432944576497625886771,0.03286128763671248539,-0.07662773415125549721,0.0607487831872348599271990057
momentum v10,replay:6eff77c0,2026-08-28,14,11,DOGEUSDT,invalidated,-0.3002566435,0.01005943628316881164799682732,0.02983014030265720380,-0.23348399302640726927,0.0667726504352677494890991774
momentum v10,replay:6eff77c0,2026-08-28,14,11,ETHUSDT,invalidated,-0.1692977199,0.006845508809815524390129649956,0.01994931266758036988,-0.06917291200732706849,0.1001248079064397558723962918
momentum v10,replay:6eff77c0,2026-08-28,15,12,SOLUSDT,invalidated,-0.2496856224,0.01468761403862377982749033063,0.04291307773769981886,-0.20331099210818117028,0.0463746302526042045128269598
momentum v10,replay:6eff77c0,2026-08-28,15,12,XRPUSDT,invalidated,-0.3016578798,0.0115099070980045099436223771,0.03665765453131276117,-0.24737905083029229473,0.0542788289546895640032301480
momentum v10,replay:6eff77c0,2026-08-29,12,9,DOGEUSDT,expired,0.1147620609,0.008147056920297783339245657236,0.02517555433225785558,0.19675296704645454667,0.0795912125440322599929632027
momentum v10,replay:6eff77c0,2026-08-29,14,11,ETHUSDT,expired,0.0483962153,0.005027665657488053680742163321,0.01617425604942652680,0.17590042111725195384,0.12375500233752967717622115437
momentum v10,replay:6eff77c0,2026-08-29,14,11,SOLUSDT,expired,0.0934265681,0.008246121902521369439490126285,0.02511343085926243352,0.17181189573260402622,0.07976267684847459554822463037
momentum v10,replay:6eff77c0,2026-08-29,14,11,XRPUSDT,expired,-0.0596725299,0.008007253899781906979968647991,0.02534368555641179277,0.01981176339810618618,0.07888760684452160264821529881
momentum v10,replay:6eff77c0,2026-08-29,19,16,ETHUSDT,invalidated,-0.2681589542,0.003652431685472340944861614819,0.01201401033589408918,-0.10188833593563211746,0.1662706182181393636282423758
momentum v10,replay:6eff77c0,2026-08-29,19,16,SOLUSDT,invalidated,-0.2891303670,0.006582580074746912127491254035,0.02030872150567167505,-0.19090041659225717636,0.0982299504221207053040213745
momentum v10,replay:6eff77c0,2026-08-30,6,3,XRPUSDT,invalidated,-0.2244434011,0.00505731692937199937767255888,0.01558382764164778228,-0.09627843812331262581,0.1281649629990729807688945661
momentum v10,replay:6eff77c0,2026-08-30,7,4,SOLUSDT,invalidated,-0.1348924102,0.005257153390985919164551040246,0.01552076693193810158,-0.00611618266935232260,0.1287762275710969929641258051
momentum v10,replay:6eff77c0,2026-08-30,12,9,DOGEUSDT,expired,0.4294011471,0.00486278374416079388142054655,0.01407088165263460720,0.57500920014720235524,0.1426271440343045488750981616
momentum v10,replay:6eff77c0,2026-08-30,12,9,ETHUSDT,target,2.0577479602,0.003099339082181303600887536682,0.00861330899545555049,2.2969063104937709,0.234355917832259819080253458
momentum v10,replay:6eff77c0,2026-08-30,12,9,SOLUSDT,expired,0.6833256787,0.005643870151662073712997307313,0.01630025657933521759,0.80719451739328265939,0.1234308815768713862299057292
momentum v10,replay:6eff77c0,2026-08-30,14,11,XRPUSDT,invalidated,-0.5163208720,0.005843897693295404667190697991,0.01693387999057210771,-0.39868385813285630936,0.1176370138664637961717011812
momentum v10,replay:6eff77c0,2026-08-30,16,13,DOGEUSDT,invalidated,-0.4067291652,0.004960234486345241887444717708,0.01548388318341475040,-0.27791790515398003979,0.1288112600918000397155524993
momentum v10,replay:6eff77c0,2026-08-30,16,13,XRPUSDT,invalidated,-0.4418105078,0.005823200635117127725045675454,0.01845073843984322731,-0.33381249367003262722,0.1079980141302905308997341367
momentum v10,replay:6eff77c0,2026-08-30,18,15,DOGEUSDT,invalidated,-0.1096527443,0.00606306122696068131141339944,0.01822846051405301397,0.00000000000000000000,0.1096527442911214305059219088
momentum v10,replay:6eff77c0,2026-08-31,5,2,DOGEUSDT,expired,-0.0469920065,0.01111360621610054906100196134,0.03336959687571478354,0.01445784630572026858,0.05991331162102167961519697623
momentum v10,replay:6eff77c0,2026-08-31,5,2,ETHUSDT,expired,0.0993080449,0.009492347950667569679362202598,0.02910453928965829222,0.16936536322121457883,0.0688459218495932067333499982
momentum v10,replay:6eff77c0,2026-08-31,5,2,SOLUSDT,expired,0.0698669121,0.01175413888944879522295086886,0.03598214087615207679,0.12441770316646610200,0.05567418757406728882005938555
momentum v10,replay:6eff77c0,2026-08-31,11,8,SOLUSDT,invalidated,-0.1719771943,0.0118707836852585586892479329,0.03572534297708523674,-0.11614421256768841897,0.0558329817812781629573846004
momentum v10,replay:6eff77c0,2026-08-31,14,11,ETHUSDT,expired,0.1750036365,0.009980689721936185783053947187,0.03013387013508916591,0.24413500641532245336,0.0665747770710385863662071050
momentum v10,replay:6eff77c0,2026-08-31,18,15,SOLUSDT,invalidated,-0.0805086403,0.01205423052989469070002047371,0.03678124333130987033,-0.02619189083701285133,0.05431674950385105197477908420
momentum v10,replay:6eff77c0,2026-09-01,3,0,DOGEUSDT,expired,-0.1204519493,0.007766440311426561615710578584,0.02256951488124306721,-0.03192189266178467428,0.0885300566432704021575040102
momentum v10,replay:6eff77c0,2026-09-01,3,0,ETHUSDT,invalidated,-0.1663265006,0.006776239946240503721208720431,0.02050628275917394329,-0.06892280574443574549,0.0974036948425312437802158851
momentum v10,replay:6eff77c0,2026-09-01,3,0,SOLUSDT,invalidated,-0.2277074024,0.009068942686376049986554902285,0.02652926859269053952,-0.15251665490259952406,0.0751907474709787419921209379
momentum v10,replay:6eff77c0,2026-09-01,3,0,XRPUSDT,invalidated,-0.1461472083,0.008911477434038067140208418444,0.02597495610792234244,-0.06926538495855730111,0.0768818233122926519906849061
momentum v10,replay:6eff77c0,2026-09-01,6,3,XRPUSDT,invalidated,-0.1654487322,0.00931523855346385170031802164,0.02852859852013049809,-0.09548113708827880396,0.0699675951091626794703240775
momentum v10,replay:6eff77c0,2026-09-01,23,20,ETHUSDT,invalidated,-0.1450971475,0.00778720576050771496841441248,0.02333240223429691509,-0.05945092543554486917,0.0856068697735135684384112684
momentum v10,replay:6eff77c0,2026-09-02,3,0,XRPUSDT,invalidated,-0.1273703104,0.01105327001370564430330502086,0.03249018194196908294,-0.06591606512839997166,0.0614542452293918388853366536
momentum v10,replay:6eff77c0,2026-09-02,13,10,DOGEUSDT,invalidated,-0.5683423562,0.009035283391064718793517729528,0.02646474134808578899,-0.49330861442242597558,0.0750337417559831880470557369
momentum v10,replay:6eff77c0,2026-09-02,13,10,ETHUSDT,invalidated,-0.4499708810,0.008346930376829291143478953159,0.02514292982246034053,-0.37084410997248727403,0.0791267709837346607683171395
momentum v10,replay:6eff77c0,2026-09-02,13,10,SOLUSDT,invalidated,-0.1774236379,0.01021773576907301188695499905,0.02936509504087476150,-0.10946584607339313562,0.0679577918372414336150461708
momentum v10,replay:6eff77c0,2026-09-02,13,10,XRPUSDT,invalidated,-0.3516122088,0.0108717973963449327730393882,0.03187655152203626868,-0.28919691490701694147,0.0624152938971110888775406200
momentum v10,replay:6eff77c0,2026-09-02,20,17,SOLUSDT,invalidated,-0.0609015845,0.009541806317014930570207693514,0.02787586657214477989,0.01081285206141261661,0.07171443656022444949695877243
momentum v10,replay:6eff77c0,2026-09-02,20,17,XRPUSDT,invalidated,-0.1702788443,0.01013518933298344832951146923,0.03043635232387710655,-0.10471203754997044113,0.0655668067828181777488347231
momentum v10,replay:6eff77c0,2026-09-03,0,21,SOLUSDT,invalidated,-0.3150802959,0.009069159312364540407554436385,0.02750015795505257882,-0.24263963220568952395,0.0724406636515775136577939517
momentum v10,replay:6eff77c0,2026-09-03,1,22,DOGEUSDT,expired,0.2750427570,0.008531342073186265138838593705,0.02549116871340610268,0.35380797789178257065,0.0787652208670207933864656495
momentum v10,replay:6eff77c0,2026-09-03,1,22,XRPUSDT,expired,0.1216350365,0.0090790098140215668196456207,0.02652610784995905007,0.19718437870580788063,0.0755493421677785722492925874
momentum v10,replay:6eff77c0,2026-09-03,2,23,ETHUSDT,invalidated,-0.4349253481,0.007577979777833435241427061093,0.02276442315886553839,-0.34746902772199790090,0.0874563204205297043358401696
momentum v10,replay:6eff77c0,2026-09-03,2,23,SOLUSDT,invalidated,-0.2043052239,0.009302240084817013920477601299,0.02822420447929851821,-0.13362013852893804176,0.0706850853506414710303653628
momentum v10,replay:6eff77c0,2026-09-03,7,4,DOGEUSDT,invalidated,-0.1846958017,0.009398805702766676634138183849,0.02767831745184120039,-0.11259296931391214319,0.0721028323714140654911950860
momentum v10,replay:6eff77c0,2026-09-03,7,4,ETHUSDT,invalidated,-0.1223025895,0.008031545368628619315374312014,0.02349322674423573336,-0.03725996876256362927,0.0850426207736448994875436871
momentum v10,replay:6eff77c0,2026-09-03,7,4,SOLUSDT,invalidated,-0.1357734050,0.009978132872908076996924961805,0.02928141244844223057,-0.06757920898356597095,0.0681941960043265773333935536
momentum v10,replay:6eff77c0,2026-09-03,7,4,XRPUSDT,invalidated,-0.0904882610,0.01011568528910861087964654712,0.02933680919832889698,-0.02237777321807165611,0.06811048778873633632255318639
momentum v10,replay:6eff77c0,2026-09-03,8,5,XRPUSDT,invalidated,-0.1220466242,0.009957455687513579987329076755,0.02948997887242153797,-0.05432195203662998363,0.0677246721491179065609394391
momentum v10,replay:6eff77c0,2026-09-03,12,9,ETHUSDT,target,1.8523217397,0.007294030875653940296836617775,0.02240312511820970822,1.9475776637707303,0.091166837806425702593086273
momentum v10,replay:6eff77c0,2026-09-03,12,9,SOLUSDT,expired,1.1724043608,0.009020506805439141081777394558,0.02759670527285372387,1.2485277789611914,0.073677190206054423088329167
momentum v10,replay:6eff77c0,2026-09-03,12,9,XRPUSDT,target,1.8415617296,0.009274908196161717361003204167,0.02878701670310064052,1.91290828307067260577,0.071346553461437598323286965
