symbol,tf,ts,n_linhas,dist_sup,dist_res
BNBUSDT,15m,2026-08-11T06:30:00+00:00,5,0.770471,0.244501
BNBUSDT,15m,2026-08-11T06:45:00+00:00,6,1.100960,0.192960
BNBUSDT,15m,2026-08-11T07:00:00+00:00,5,1.339422,0.869742
BNBUSDT,15m,2026-08-11T07:15:00+00:00,4,1.070116,0.011026
BNBUSDT,15m,2026-08-11T07:30:00+00:00,5,0.226300,1.542369
BNBUSDT,15m,2026-08-11T07:45:00+00:00,6,0.639887,1.952490
BNBUSDT,15m,2026-08-11T08:00:00+00:00,5,1.464262,3.669226
BNBUSDT,15m,2026-08-11T08:15:00+00:00,6,2.285179,4.373251
BNBUSDT,15m,2026-08-11T08:30:00+00:00,6,3.274489,4.878542
BNBUSDT,15m,2026-08-11T08:45:00+00:00,5,2.648726,5.250554
BNBUSDT,15m,2026-08-11T09:00:00+00:00,6,3.333333,4.352859
BNBUSDT,15m,2026-08-11T09:15:00+00:00,6,3.693893,5.849373
BNBUSDT,15m,2026-08-11T09:30:00+00:00,6,3.999919,5.633259
BNBUSDT,15m,2026-08-11T09:45:00+00:00,6,4.208479,5.430516
BNBUSDT,15m,2026-08-11T10:00:00+00:00,6,4.268872,6.278451
BNBUSDT,15m,2026-08-11T10:15:00+00:00,6,4.203786,6.038671
BNBUSDT,15m,2026-08-11T10:30:00+00:00,6,4.873906,5.983029
BNBUSDT,15m,2026-08-11T10:45:00+00:00,6,5.194055,6.696495
BNBUSDT,15m,2026-08-11T11:00:00+00:00,6,4.316149,6.371861
BNBUSDT,15m,2026-08-11T11:15:00+00:00,6,3.913553,6.482286
BNBUSDT,15m,2026-08-11T11:30:00+00:00,6,4.261548,6.433414
BNBUSDT,15m,2026-08-11T11:45:00+00:00,6,4.949821,7.388971
BNBUSDT,15m,2026-08-11T12:00:00+00:00,6,4.135187,9.764596
BNBUSDT,15m,2026-08-11T12:15:00+00:00,6,6.136697,9.173420
BNBUSDT,15m,2026-08-11T12:30:00+00:00,6,5.987784,8.050353
