symbol,tipo,hora_brt,n_min,qv_p10,qv_p50,qv_p90,n_ref,ref_p10,ref_p50,ref_p90
LINKUSDT,perpetual,11,1800,36377.49,100978.38,324136.05,1800,34354.75,81254.86,162318.36
LINKUSDT,perpetual,12,1800,34543.73,106571.09,379594.90,1800,33939.65,84242.27,198680.66
LINKUSDT,perpetual,13,1800,33610.34,94189.53,314652.83,1800,33322.81,72970.25,162645.52
LINKUSDT,perpetual,14,1800,23976.13,68577.20,239135.92,1800,23976.13,53058.78,143161.04
LINKUSDT,perpetual,15,1800,18756.02,60114.18,213988.20,1800,18426.59,44364.05,116406.34
LINKUSDT,perpetual,16,1800,16951.51,48985.63,172933.79,1800,16824.26,36568.68,91097.84
LINKUSDT,perpetual,17,1800,13750.92,46003.29,212033.27,1800,13353.53,36457.45,91335.30
LINKUSDT,perpetual,18,1800,12062.51,48013.08,287910.97,1800,11927.24,34380.61,135997.07
LINKUSDT,perpetual,19,1800,14253.23,49298.56,242718.55,1800,13678.73,35452.48,130640.65
LINKUSDT,perpetual,20,1800,16237.90,56516.31,210892.27,1800,15195.93,40420.34,112825.42
LINKUSDT,perpetual,21,1800,22894.55,70664.30,218192.45,1800,22356.26,50270.91,121882.22
LINKUSDT,perpetual,22,1800,21944.04,69275.90,222709.69,1800,21392.70,52523.87,124888.90
LINKUSDT,perpetual,23,1800,18446.02,64710.89,281381.82,1800,18425.54,49964.08,151204.50
NEARUSDT,perpetual,0,1800,8375.51,55883.22,247767.35,1800,7817.70,42718.92,148986.85
NEARUSDT,perpetual,1,1800,8290.47,51636.08,227184.79,1800,8027.27,35390.04,127626.40
NEARUSDT,perpetual,2,1800,9296.72,54452.11,280156.59,1800,8516.68,37920.09,148118.04
NEARUSDT,perpetual,3,1800,9161.97,56892.40,251102.18,1800,7909.40,38869.17,145523.32
NEARUSDT,perpetual,4,1800,10968.69,59417.68,339349.42,1800,9359.62,37470.81,198378.06
NEARUSDT,perpetual,5,1800,10389.19,66237.51,308463.54,1771,9718.72,44848.81,194421.26
NEARUSDT,perpetual,6,1800,8002.92,55072.23,271878.14,1800,7437.51,36862.13,162569.09
NEARUSDT,perpetual,7,1800,6120.40,52669.34,266597.93,1800,5743.14,36075.08,166222.62
NEARUSDT,perpetual,8,1800,6733.92,52104.91,253371.08,1800,6260.16,36302.62,130139.78
NEARUSDT,perpetual,9,1800,9470.54,63278.36,329858.73,1800,7639.96,42907.90,166199.33
NEARUSDT,perpetual,10,1800,12743.68,75129.29,334493.99,1800,8888.44,50942.63,200757.14
NEARUSDT,perpetual,11,1800,17146.31,92764.40,398601.24,1800,12133.76,68894.70,248023.54
NEARUSDT,perpetual,12,1800,16161.46,86297.62,395948.60,1800,11946.15,68518.29,243134.52
NEARUSDT,perpetual,13,1800,16575.26,75837.24,282614.20,1800,14701.41,54027.40,183827.35
NEARUSDT,perpetual,14,1800,12706.87,67088.42,272325.19,1800,10330.53,52064.09,167579.96
NEARUSDT,perpetual,15,1800,10168.39,56570.24,237306.75,1800,8244.84,43327.31,131244.41
NEARUSDT,perpetual,16,1800,6669.80,46918.51,248570.84,1800,5364.68,34201.66,126622.66
NEARUSDT,perpetual,17,1800,7805.88,48664.15,215735.47,1800,4227.42,33190.96,114283.66
NEARUSDT,perpetual,18,1800,8412.52,47785.49,221736.13,1800,7188.80,31840.64,119846.41
NEARUSDT,perpetual,19,1800,7954.48,58704.59,254612.91,1800,7663.32,39583.93,140331.46
NEARUSDT,perpetual,20,1800,7905.03,50593.98,225218.67,1800,6775.03,36404.28,129989.90
NEARUSDT,perpetual,21,1800,12758.86,73213.77,269803.61,1800,11329.48,53851.88,144389.50
NEARUSDT,perpetual,22,1800,11412.34,59955.33,247653.78,1800,10020.73,44451.09,150208.13
NEARUSDT,perpetual,23,1800,9696.74,60161.42,266231.28,1800,9465.84,41639.66,139873.55
NEARUSDT,spot,0,240,6293.48,19360.64,81582.24,240,6293.48,14192.60,37724.64
NEARUSDT,spot,1,240,7352.07,22833.00,70819.88,240,7352.07,15977.11,30385.58
NEARUSDT,spot,2,240,4353.54,18117.43,64406.74,240,4353.54,13974.67,26486.76
NEARUSDT,spot,3,240,7551.70,22622.78,78308.00,240,7551.70,15226.84,30209.73
NEARUSDT,spot,4,240,9899.49,36832.44,115311.38,240,9899.49,23554.37,54940.82
NEARUSDT,spot,5,188,9479.50,35069.18,103350.21,188,9479.50,29302.05,59960.60
NEARUSDT,spot,6,180,8630.76,34991.48,137144.10,180,8630.76,24327.99,49557.75
NEARUSDT,spot,7,180,8152.87,28694.02,164277.80,180,8152.87,24107.27,119200.54
NEARUSDT,spot,8,180,6980.91,32272.16,178930.18,180,6980.91,19768.05,87966.74
NEARUSDT,spot,9,180,4576.24,43654.15,149457.28,180,4576.24,32612.92,93933.72
NEARUSDT,spot,10,180,14333.52,52639.03,148250.77,180,10723.93,44782.06,84182.89
NEARUSDT,spot,11,180,13404.73,56393.02,151614.05,180,13404.73,35280.16,96121.23
NEARUSDT,spot,12,180,26106.34,80533.82,262854.92,180,24560.78,54451.84,118553.74
NEARUSDT,spot,13,180,13706.91,38977.13,101768.16,180,13706.91,33042.00,67398.84
NEARUSDT,spot,14,180,12117.88,28789.06,77950.61,180,12117.88,25017.74,34145.32
NEARUSDT,spot,15,180,7136.87,24937.49,70521.23,180,7136.87,18733.32,36162.79
NEARUSDT,spot,16,180,6289.60,23535.36,95175.50,180,6289.60,19057.15,40135.78
NEARUSDT,spot,17,215,6479.39,24239.59,94553.84,186,7620.20,20265.78,54960.54
NEARUSDT,spot,18,240,4254.87,17839.09,68460.94,240,4254.87,15892.17,35002.33
NEARUSDT,spot,19,240,7512.48,26470.29,80662.17,240,7512.48,19268.15,49388.27
NEARUSDT,spot,20,240,4055.09,20741.74,64151.06,240,4055.09,14541.10,40841.77
NEARUSDT,spot,21,240,7403.71,26385.88,78105.93,240,7023.87,17262.92,43853.53
NEARUSDT,spot,22,240,5740.98,24677.38,95577.23,240,5740.98,17252.49,50056.83
NEARUSDT,spot,23,240,5769.43,17451.47,51438.21,240,5769.43,14185.49,23449.53
PROMUSDT,perpetual,0,1800,3307.24,20390.09,198968.23,1800,2790.52,13811.01,137148.17
PROMUSDT,perpetual,1,1800,2945.91,18584.15,232578.67,1800,2670.59,13465.65,112673.42
PROMUSDT,perpetual,2,1800,3090.07,21160.89,232024.83,1800,2851.22,14036.90,129893.38
PROMUSDT,perpetual,3,1800,3439.69,23512.35,222905.44,1800,2925.56,17499.84,153817.55
PROMUSDT,perpetual,4,1800,3438.19,21395.36,196557.86,1800,2900.15,17411.52,143748.23
PROMUSDT,perpetual,5,1800,4315.44,27582.32,189129.00,1771,3673.33,17500.77,141783.66
PROMUSDT,perpetual,6,1800,3720.08,25447.76,190655.57,1800,2997.61,19348.51,154988.68
PROMUSDT,perpetual,7,1800,3396.55,26481.43,256809.30,1800,2666.23,18782.83,181413.12
PROMUSDT,perpetual,8,1800,3289.53,24409.67,230047.00,1800,2516.72,18631.14,200306.07
PROMUSDT,perpetual,9,1800,4093.99,23066.47,264388.79,1800,3271.00,16875.03,224337.01
PROMUSDT,perpetual,10,1800,3465.32,24390.67,208148.50,1800,3025.06,17775.47,168026.37
PROMUSDT,perpetual,11,1800,4376.42,27315.14,172416.33,1800,4032.08,18410.41,118925.44
PROMUSDT,perpetual,12,1800,4299.46,29495.77,196819.40,1800,3885.42,19311.97,118932.73
PROMUSDT,perpetual,13,1800,3257.70,26598.58,267440.39,1800,3028.77,18237.22,137633.13
PROMUSDT,perpetual,14,1800,2650.99,17271.44,161289.20,1800,2374.55,12455.97,115176.52
PROMUSDT,perpetual,15,1800,1919.39,14910.85,168924.08,1800,1688.57,10956.23,103861.00
PROMUSDT,perpetual,16,1800,1347.42,13048.36,130832.44,1800,1256.70,9237.10,87742.23
PROMUSDT,perpetual,17,1800,1689.96,11613.13,89925.54,1800,1466.75,8410.62,66669.73
PROMUSDT,perpetual,18,1800,1191.42,9747.23,82505.68,1800,1066.26,6609.52,54107.28
PROMUSDT,perpetual,19,1800,1948.50,11356.89,87133.73,1800,1762.91,7275.99,53342.91
PROMUSDT,perpetual,20,1800,1987.58,12073.18,82498.06,1800,1938.60,8176.88,55878.26
PROMUSDT,perpetual,21,1800,4610.91,25307.78,165193.13,1800,3884.67,15612.45,97465.76
PROMUSDT,perpetual,22,1800,3377.90,18595.25,201830.50,1800,3241.59,11955.62,139588.01
PROMUSDT,perpetual,23,1800,3166.17,17371.08,196744.69,1800,2960.96,10665.73,145942.27
PROMUSDT,spot,0,120,587.10,15474.90,149193.34,120,587.10,1894.90,132315.70
PROMUSDT,spot,1,120,621.54,25028.55,224858.54,120,621.54,3001.28,164542.89
PROMUSDT,spot,2,148,382.06,5241.41,648347.23,120,327.28,2222.19,492961.79
PROMUSDT,spot,3,180,370.76,11549.12,572802.45,179,370.76,2889.96,469645.38
PROMUSDT,spot,4,180,488.08,20462.93,748069.87,180,488.08,9869.34,663741.36
PROMUSDT,spot,5,180,190.06,3916.53,788165.17,180,190.06,2973.26,710394.97
PROMUSDT,spot,6,173,133.43,7591.11,1097204.79,173,133.43,4533.98,931903.99
PROMUSDT,spot,7,120,2320.00,10208.96,41447.37,120,2320.00,9425.54,20111.55
PROMUSDT,spot,8,120,996.37,6469.92,20955.38,120,996.37,4138.65,11064.09
PROMUSDT,spot,9,120,1517.12,12941.24,32326.61,120,1517.12,4407.54,23436.14
PROMUSDT,spot,10,120,1984.01,10568.40,23610.02,120,1984.01,6301.87,15411.29
PROMUSDT,spot,11,120,813.93,9015.30,23257.49,120,813.93,3964.09,16537.71
PROMUSDT,spot,12,120,647.86,9867.24,31907.32,120,647.86,2856.27,17846.07
PROMUSDT,spot,13,120,606.14,11054.46,26024.95,120,606.14,2929.26,19081.00
PROMUSDT,spot,14,120,764.33,10894.48,24002.75,120,764.33,2332.77,19164.30
PROMUSDT,spot,15,120,625.94,8054.10,21499.69,120,625.94,2676.30,16671.37
PROMUSDT,spot,16,120,1350.60,8513.45,18866.07,120,1350.60,4006.26,11747.60
PROMUSDT,spot,17,120,476.44,3926.45,12171.67,120,476.44,2563.97,8556.51
PROMUSDT,spot,18,120,839.57,3349.94,16571.75,120,839.57,2093.34,5848.03
PROMUSDT,spot,19,120,849.86,15790.07,20947.13,120,849.86,5171.77,18807.92
PROMUSDT,spot,20,120,683.15,5590.19,13521.26,120,683.15,2687.41,12835.09
PROMUSDT,spot,21,120,2419.44,10371.20,36377.55,120,2419.44,6615.51,14953.93
PROMUSDT,spot,22,120,1625.83,19928.60,42117.12,120,1625.83,8348.04,29625.62
PROMUSDT,spot,23,120,758.80,13315.16,46679.39,120,758.80,3103.44,40090.61
SAHARAUSDT,perpetual,0,1800,149.30,1131.35,8225.74,1800,148.61,736.91,3929.68
SAHARAUSDT,perpetual,1,1800,146.49,1106.51,10321.16,1800,135.43,669.05,4499.90
SAHARAUSDT,perpetual,2,1800,158.58,1196.87,13150.86,1800,158.33,718.00,6371.73
SAHARAUSDT,perpetual,3,1800,156.01,998.04,7987.64,1800,156.01,637.15,3607.36
SAHARAUSDT,perpetual,4,1800,120.28,987.88,7764.40,1800,120.28,591.63,2540.35
SAHARAUSDT,perpetual,5,1800,159.55,1167.03,7861.48,1771,157.06,749.16,2667.26
SAHARAUSDT,perpetual,6,1800,174.20,1254.20,8485.97,1800,165.08,787.03,3994.85
SAHARAUSDT,perpetual,7,1800,190.96,1319.38,9878.48,1800,190.96,788.26,4839.99
SAHARAUSDT,perpetual,8,1800,161.24,1141.26,6908.54,1800,161.24,682.91,3631.37
SAHARAUSDT,perpetual,9,1800,204.18,1477.74,9759.94,1800,182.40,964.69,3641.13
SAHARAUSDT,perpetual,10,1800,236.79,1497.30,8895.13,1800,215.68,949.78,4552.24
SAHARAUSDT,perpetual,11,1800,273.03,1494.89,8237.05,1800,251.72,971.17,3823.34
SAHARAUSDT,perpetual,12,1800,235.40,1487.71,7522.23,1800,225.03,1011.58,3515.04
SAHARAUSDT,perpetual,13,1800,246.39,1223.40,6919.33,1800,240.80,889.19,3556.10
SAHARAUSDT,perpetual,14,1800,153.96,1018.39,5290.53,1800,153.85,730.00,2404.96
SAHARAUSDT,perpetual,15,1800,109.43,726.08,4043.54,1800,105.10,521.17,1849.45
SAHARAUSDT,perpetual,16,1800,83.77,578.41,3278.61,1800,79.04,398.91,1453.25
SAHARAUSDT,perpetual,17,1800,83.33,706.38,4279.76,1800,80.29,476.28,1559.51
SAHARAUSDT,perpetual,18,1800,87.80,827.66,5980.72,1800,84.92,547.92,1900.67
SAHARAUSDT,perpetual,19,1800,110.17,829.03,6419.17,1800,109.46,516.55,1991.63
SAHARAUSDT,perpetual,20,1800,93.52,792.18,8027.36,1800,90.11,480.53,2741.88
SAHARAUSDT,perpetual,21,1800,269.43,1872.88,14025.10,1800,250.87,956.01,6720.92
SAHARAUSDT,perpetual,22,1800,300.13,1728.91,10493.73,1800,279.77,1133.27,4922.17
SAHARAUSDT,perpetual,23,1800,230.28,1438.45,11127.19,1800,230.28,957.88,4721.69
SAHARAUSDT,spot,0,60,8934.93,62602.75,214297.33,60,8934.93,42216.32,72361.90
SAHARAUSDT,spot,1,60,28775.41,69109.93,153710.13,60,28775.41,67131.35,75654.96
SAHARAUSDT,spot,2,74,21430.35,96763.57,392719.74,60,46929.53,72591.55,162180.14
SAHARAUSDT,spot,3,120,13368.66,97867.47,408297.02,105,13896.83,100445.59,275954.85
SAHARAUSDT,spot,4,120,11743.80,108614.26,438599.85,120,11743.80,67244.65,267738.32
SAHARAUSDT,spot,5,68,4502.67,17711.22,138676.52,68,4502.67,13289.30,138676.52
SAHARAUSDT,spot,6,60,2757.11,6952.40,20374.75,60,2757.11,6620.70,9437.40
SAHARAUSDT,spot,7,60,2315.38,5513.66,19304.96,60,2315.38,5327.32,6635.73
SAHARAUSDT,spot,8,60,3556.45,9825.12,27770.84,60,3556.45,6201.19,13041.05
SAHARAUSDT,spot,9,60,3957.64,11064.49,24436.17,60,3957.64,9854.39,13786.89
SAHARAUSDT,spot,10,60,3428.55,7456.89,14362.31,60,3428.55,6034.50,8827.57
SAHARAUSDT,spot,11,60,6287.98,13113.76,28467.20,60,6287.98,10842.79,16512.46
SAHARAUSDT,spot,12,60,2378.76,10372.70,19335.42,60,2378.76,9743.18,15765.40
SAHARAUSDT,spot,13,60,4039.14,10094.07,30463.11,60,4039.14,9191.91,11751.13
SAHARAUSDT,spot,14,60,1315.53,4288.35,16445.71,60,1315.53,3853.73,7153.21
SAHARAUSDT,spot,15,60,1162.69,2752.93,5346.81,60,1162.69,2614.57,2817.12
SAHARAUSDT,spot,16,60,994.51,4951.40,15354.00,60,994.51,3318.86,7426.07
SAHARAUSDT,spot,17,60,258.83,3926.83,11396.75,60,258.83,3589.07,7470.95
SAHARAUSDT,spot,18,60,626.34,4416.34,15809.01,60,626.34,3332.45,4940.07
SAHARAUSDT,spot,19,60,2100.33,14334.61,78808.01,60,2100.33,9337.11,14867.81
SAHARAUSDT,spot,20,60,1343.67,3942.26,11180.27,60,1343.67,3652.74,8140.00
SAHARAUSDT,spot,21,60,4266.57,9393.62,58931.33,60,3584.03,5980.95,9777.58
SAHARAUSDT,spot,22,60,8160.61,74384.89,176352.74,60,8160.61,29181.00,133992.45
SAHARAUSDT,spot,23,60,14809.26,45630.29,133621.62,60,14809.26,38576.99,117246.83
SOLUSDT,perpetual,0,1800,179616.42,653219.67,2580799.38,1800,167349.40,496917.85,1480904.85
SOLUSDT,perpetual,1,1800,146666.83,581303.27,2314672.16,1800,128277.98,458282.08,1262851.58
SOLUSDT,perpetual,2,1800,155006.23,649617.96,2923603.17,1800,138645.15,490531.71,1397461.66
SOLUSDT,perpetual,3,1800,194851.71,653835.39,2320796.04,1800,173393.50,486663.23,1236906.08
SOLUSDT,perpetual,4,1800,165305.25,668012.53,2306415.27,1800,155713.79,476051.28,1237087.14
SOLUSDT,perpetual,5,1800,191578.60,705391.17,3396160.52,1771,183584.41,533267.82,1765513.54
SOLUSDT,perpetual,6,1800,181070.75,688720.04,2847636.07,1800,167205.64,499405.18,1710665.65
SOLUSDT,perpetual,7,1800,163581.97,653873.61,2485447.72,1800,155113.66,508422.70,1379758.61
SOLUSDT,perpetual,8,1800,160119.05,675432.28,2418797.55,1800,123561.83,513149.87,1258077.78
SOLUSDT,perpetual,9,1800,215199.64,925871.45,3622350.49,1800,172288.79,672713.72,1585666.09
SOLUSDT,perpetual,10,1800,325919.97,1197336.55,4011338.53,1800,280831.06,911800.46,2076453.19
SOLUSDT,perpetual,11,1800,387456.46,1347543.04,5088951.39,1800,330235.92,1068569.89,2648565.05
SOLUSDT,perpetual,12,1800,357015.37,1155667.01,4519146.90,1800,321823.87,909073.29,3044505.98
SOLUSDT,perpetual,13,1800,304932.86,950604.84,3330807.69,1800,290572.23,780842.11,1877759.22
SOLUSDT,perpetual,14,1800,242038.75,781401.08,2581260.57,1800,220739.04,643250.55,1406127.96
SOLUSDT,perpetual,15,1800,186934.37,677199.84,2678852.85,1800,181939.46,517801.68,1374456.94
SOLUSDT,perpetual,16,1800,184177.98,637132.60,2258389.84,1800,170279.54,485708.52,1100162.95
SOLUSDT,perpetual,17,1800,158340.08,536638.46,1955169.57,1800,143734.39,444016.71,936416.03
SOLUSDT,perpetual,18,1800,121415.92,519360.91,2290913.06,1800,110570.26,375912.07,1218360.23
SOLUSDT,perpetual,19,1800,150550.51,626398.93,3024165.67,1800,139945.46,433348.04,1535709.24
SOLUSDT,perpetual,20,1800,140994.58,561173.19,2408399.22,1800,128280.30,387997.73,1272201.20
SOLUSDT,perpetual,21,1800,200911.72,728021.77,3121930.46,1800,170479.02,512003.22,1719411.69
SOLUSDT,perpetual,22,1800,178130.78,767877.80,2437081.36,1800,160835.99,572492.54,1362663.95
SOLUSDT,perpetual,23,1800,169061.01,650661.56,2833953.23,1800,162099.24,487775.81,1757722.55
SOLUSDT,spot,0,240,16635.54,75575.91,338474.70,240,16635.54,55527.80,155676.59
SOLUSDT,spot,1,289,17843.84,61826.42,365964.54,260,17120.23,41940.86,104403.35
SOLUSDT,spot,2,300,20770.01,77035.32,343623.21,300,20770.01,50815.28,109732.00
SOLUSDT,spot,3,300,21861.17,68041.51,252728.42,300,21861.17,52319.22,98040.05
SOLUSDT,spot,4,300,25475.79,83050.64,399602.28,300,25475.79,53187.90,147691.75
SOLUSDT,spot,5,248,21678.82,72249.50,374031.80,248,21678.82,62398.48,139500.18
SOLUSDT,spot,6,240,24628.99,85662.91,349006.47,240,24628.99,56203.65,114093.38
SOLUSDT,spot,7,240,23220.35,61653.45,301366.94,240,23220.35,49076.52,104235.70
SOLUSDT,spot,8,240,25626.94,78281.29,301338.49,240,25626.94,60601.04,89377.59
SOLUSDT,spot,9,240,30013.89,106070.09,592361.82,240,30013.89,74391.55,119566.24
SOLUSDT,spot,10,240,43333.67,129028.72,469392.37,240,43333.67,101292.78,269393.93
SOLUSDT,spot,11,240,44782.47,141944.05,439088.20,240,44782.47,118434.79,183681.66
SOLUSDT,spot,12,240,47696.85,128518.78,588799.42,240,47696.85,96891.96,227323.47
SOLUSDT,spot,13,240,31464.66,88385.40,320638.82,240,31464.66,80967.87,127353.65
SOLUSDT,spot,14,240,25116.64,61578.10,253802.92,240,25116.64,49768.65,84102.21
SOLUSDT,spot,15,240,25882.96,77160.32,215043.55,240,25882.96,57881.19,86078.22
SOLUSDT,spot,16,240,20745.81,56744.79,240130.97,240,20745.81,45749.46,78829.95
SOLUSDT,spot,17,240,15649.40,55121.24,180246.03,240,15649.40,47236.03,86262.69
SOLUSDT,spot,18,240,13587.01,47662.01,199604.93,240,13587.01,33657.74,74237.76
SOLUSDT,spot,19,240,15406.43,55787.77,271539.32,240,15406.43,40234.46,101430.75
SOLUSDT,spot,20,240,14105.39,50277.58,274159.60,240,14105.39,40807.60,76270.85
SOLUSDT,spot,21,240,27689.73,73854.92,269723.43,240,23696.70,49421.33,98495.41
SOLUSDT,spot,22,240,19504.49,65369.15,268659.68,240,19504.49,50301.99,87175.65
SOLUSDT,spot,23,240,20007.47,57417.45,239607.05,240,20007.47,44713.83,89372.26
SUIUSDT,perpetual,0,1800,18898.23,81197.90,373479.25,1800,17803.71,59820.94,197089.65
SUIUSDT,perpetual,1,1800,14751.05,82082.99,379071.37,1800,11514.39,59951.36,154452.49
SUIUSDT,perpetual,2,1800,15339.51,88391.14,448126.72,1800,13171.47,68388.77,214785.67
SUIUSDT,perpetual,3,1800,19786.05,79409.49,335922.52,1800,17591.61,60450.00,154841.50
SUIUSDT,perpetual,4,1800,16185.27,77440.40,352870.32,1800,14161.52,57574.45,162623.52
SUIUSDT,perpetual,5,1800,17408.94,96652.18,422003.16,1771,15010.02,71020.79,241503.34
SUIUSDT,perpetual,6,1800,15932.94,88123.99,399169.42,1800,13187.46,67339.11,217229.93
SUIUSDT,perpetual,7,1800,14811.28,79708.41,361763.12,1800,13300.03,62960.23,177365.59
SUIUSDT,perpetual,8,1800,12647.40,78615.53,299808.58,1800,10324.22,62263.89,157683.99
SUIUSDT,perpetual,9,1800,18407.99,101829.06,412583.59,1800,15367.58,75327.19,189701.79
SUIUSDT,perpetual,10,1800,18715.63,120177.26,477364.46,1800,14744.03,88837.79,274364.54
SUIUSDT,perpetual,11,1800,23885.28,144132.94,494383.08,1800,19157.27,112173.74,270664.30
SUIUSDT,perpetual,12,1800,23865.13,136979.19,569683.89,1800,19779.68,113060.08,325016.48
SUIUSDT,perpetual,13,1800,29135.94,122989.89,398055.03,1800,27036.16,96224.74,224824.10
SUIUSDT,perpetual,14,1800,20230.34,95575.59,331784.75,1800,17621.88,79066.27,186284.58
SUIUSDT,perpetual,15,1800,14351.75,82594.57,340981.64,1800,12928.95,63664.55,167770.59
SUIUSDT,perpetual,16,1800,11922.45,69329.77,248549.98,1800,10292.23,57357.53,137315.11
SUIUSDT,perpetual,17,1800,13062.54,73732.61,305594.66,1800,10211.51,56852.10,151384.07
SUIUSDT,perpetual,18,1800,9846.39,61925.96,322606.42,1800,8225.13,49921.37,148387.61
SUIUSDT,perpetual,19,1800,14752.90,79096.18,355963.48,1800,12190.08,52171.90,162778.13
SUIUSDT,perpetual,20,1800,14916.00,67597.36,286501.56,1800,13222.67,52126.53,147505.34
SUIUSDT,perpetual,21,1800,22402.28,98935.03,328295.22,1800,19942.05,70571.67,173619.45
SUIUSDT,perpetual,22,1800,18222.13,102905.16,371706.05,1800,14349.57,82958.04,194997.84
SUIUSDT,perpetual,23,1800,18970.68,87556.14,445079.76,1800,16350.83,63712.30,245615.95
SUIUSDT,spot,0,240,4726.93,16328.64,82766.65,240,4726.93,12363.13,22264.64
SUIUSDT,spot,1,289,4444.63,17631.88,84001.35,260,4617.42,13537.53,22203.12
SUIUSDT,spot,2,300,4483.50,19788.42,113979.93,300,4483.50,13844.12,33607.10
SUIUSDT,spot,3,300,4024.12,14382.39,71313.98,300,4024.12,10384.84,29050.42
SUIUSDT,spot,4,300,5909.81,19210.19,97348.55,300,5909.81,12157.57,30985.44
SUIUSDT,spot,5,248,9519.92,27545.07,117122.47,248,9423.47,19433.09,48884.70
SUIUSDT,spot,6,240,7515.15,29100.83,113499.59,240,7515.15,19800.82,40695.35
SUIUSDT,spot,7,240,6852.15,26441.69,116849.17,240,6852.15,18170.09,45922.81
SUIUSDT,spot,8,240,8230.68,28245.56,107548.67,240,8230.68,22021.50,32746.32
SUIUSDT,spot,9,240,11558.41,41808.84,179545.51,240,11558.41,23520.44,77934.47
SUIUSDT,spot,10,240,11821.43,46221.56,155048.72,240,11630.29,35247.38,76290.16
SUIUSDT,spot,11,240,11111.64,40225.85,134052.34,240,11111.64,30522.05,75444.83
SUIUSDT,spot,12,240,16635.09,53786.54,164335.59,240,16635.09,35723.03,74133.27
SUIUSDT,spot,13,240,7960.16,26874.56,99733.46,240,7960.16,22182.17,40540.30
SUIUSDT,spot,14,240,5530.91,20174.75,82763.83,240,5530.91,17117.68,28881.07
SUIUSDT,spot,15,240,4676.32,14534.66,56756.38,240,4676.32,11658.62,23433.84
SUIUSDT,spot,16,240,4085.85,17039.58,98931.77,240,4085.85,12470.16,27443.90
SUIUSDT,spot,17,240,8837.22,24313.36,96884.15,240,8837.22,19570.17,33137.23
SUIUSDT,spot,18,240,6250.65,16299.97,59043.97,240,6250.65,12986.24,24172.50
SUIUSDT,spot,19,240,4692.55,22912.71,80196.59,240,4692.55,15254.35,32279.98
SUIUSDT,spot,20,240,3267.95,14645.53,59187.33,240,3267.95,9265.55,25058.36
SUIUSDT,spot,21,240,6561.45,20134.95,84277.14,240,5988.63,14848.58,23642.42
SUIUSDT,spot,22,240,7113.68,22931.58,102951.32,240,7113.68,18569.38,29749.32
SUIUSDT,spot,23,240,4021.95,14934.28,71664.58,240,4021.95,12958.08,29544.81
TAOUSDT,perpetual,0,1800,9421.33,36517.11,163130.94,1800,8944.71,26369.66,82032.03
TAOUSDT,perpetual,1,1800,7898.74,30583.17,143702.74,1800,7319.47,22461.74,63838.99
TAOUSDT,perpetual,2,1800,9318.66,35853.97,157251.09,1800,7800.40,25892.90,74013.65
TAOUSDT,perpetual,3,1800,11327.34,37477.69,149041.01,1800,10235.67,28326.84,78168.88
TAOUSDT,perpetual,4,1800,9386.61,36933.42,163009.46,1800,8369.96,27140.21,92042.72
TAOUSDT,perpetual,5,1800,11411.82,44294.53,202135.30,1771,10109.40,31150.46,119294.60
TAOUSDT,perpetual,6,1800,10831.95,40744.27,161647.08,1800,9435.24,32238.48,93890.95
TAOUSDT,perpetual,7,1800,8559.92,40024.27,187054.49,1800,7682.72,28077.79,93676.36
TAOUSDT,perpetual,8,1800,8084.87,37937.15,186620.13,1800,6889.75,29065.75,91497.76
TAOUSDT,perpetual,9,1800,12539.17,52539.19,229912.56,1800,10126.16,36208.09,118274.31
TAOUSDT,perpetual,10,1800,14272.42,62882.10,237246.87,1800,12904.87,44399.33,131882.31
TAOUSDT,perpetual,11,1800,16437.94,72836.67,287315.10,1800,14203.20,51123.35,148080.59
TAOUSDT,perpetual,12,1800,16694.27,69379.79,312330.25,1800,15371.07,51708.08,176871.58
TAOUSDT,perpetual,13,1800,16282.24,61725.60,240591.16,1800,15276.08,44137.40,142416.27
TAOUSDT,perpetual,14,1800,11287.68,46623.75,202719.42,1800,10618.83,35769.97,99785.70
TAOUSDT,perpetual,15,1800,8237.62,39477.19,178368.10,1800,7583.89,28854.64,99156.88
TAOUSDT,perpetual,16,1800,8668.93,34635.42,165234.94,1800,7244.70,26033.51,75794.27
TAOUSDT,perpetual,17,1800,8310.02,33865.26,175774.78,1800,7281.41,25212.40,96631.47
TAOUSDT,perpetual,18,1800,7442.90,30093.86,153248.47,1800,6543.60,22052.15,84890.28
TAOUSDT,perpetual,19,1800,7714.40,30573.64,152356.15,1800,7182.45,21778.86,77126.41
TAOUSDT,perpetual,20,1800,7835.77,32854.90,141091.07,1800,7380.32,23401.75,69488.84
TAOUSDT,perpetual,21,1800,12711.33,45425.53,149572.24,1800,10801.00,33681.03,82355.82
TAOUSDT,perpetual,22,1800,11249.38,42761.62,165209.34,1800,10542.22,31874.26,83770.89
TAOUSDT,perpetual,23,1800,11394.83,43514.27,220837.29,1800,10717.19,32101.92,104960.59
UNIUSDT,perpetual,0,1800,11348.36,68834.33,291681.72,1800,10060.30,52813.60,175758.40
UNIUSDT,perpetual,1,1800,8647.74,60849.46,288186.03,1800,7712.48,48663.41,170525.67
UNIUSDT,perpetual,2,1800,10395.18,67599.37,314138.82,1800,9153.92,47595.32,176276.01
UNIUSDT,perpetual,3,1800,11642.40,61405.62,251184.08,1800,10932.87,44123.07,137926.37
UNIUSDT,perpetual,4,1800,10905.40,68134.68,342152.18,1800,9616.49,47090.91,195440.08
