symbol,tipo,hora_brt,participacao,d_stop,fonte_d_stop,ref_p10,ref_p50,ref_p90,notional_p10,notional_p50,notional_p90,r_brl_p10,r_brl_p50,r_brl_p90
DASHUSDT,perpetual,11,0.02,0.01724048,medido_no_mercado,1379.02,18865.01,121468.51,27.58,377.30,2429.37,2.43,33.30,214.44
DASHUSDT,perpetual,11,0.05,0.01724048,medido_no_mercado,1379.02,18865.01,121468.51,68.95,943.25,6073.43,6.09,83.26,536.09
DASHUSDT,perpetual,12,0.01,0.01724048,medido_no_mercado,1480.16,18839.49,119682.17,14.80,188.39,1196.82,1.31,16.63,105.64
DASHUSDT,perpetual,12,0.02,0.01724048,medido_no_mercado,1480.16,18839.49,119682.17,29.60,376.79,2393.64,2.61,33.26,211.28
DASHUSDT,perpetual,12,0.05,0.01724048,medido_no_mercado,1480.16,18839.49,119682.17,74.01,941.97,5984.11,6.53,83.15,528.20
DASHUSDT,perpetual,13,0.01,0.01724048,medido_no_mercado,1617.63,21612.89,119425.57,16.18,216.13,1194.26,1.43,19.08,105.41
DASHUSDT,perpetual,13,0.02,0.01724048,medido_no_mercado,1617.63,21612.89,119425.57,32.35,432.26,2388.51,2.86,38.15,210.83
DASHUSDT,perpetual,13,0.05,0.01724048,medido_no_mercado,1617.63,21612.89,119425.57,80.88,1080.64,5971.28,7.14,95.39,527.07
DASHUSDT,perpetual,14,0.01,0.01724048,medido_no_mercado,1234.24,17622.34,108383.45,12.34,176.22,1083.83,1.09,15.55,95.67
DASHUSDT,perpetual,14,0.02,0.01724048,medido_no_mercado,1234.24,17622.34,108383.45,24.68,352.45,2167.67,2.18,31.11,191.34
DASHUSDT,perpetual,14,0.05,0.01724048,medido_no_mercado,1234.24,17622.34,108383.45,61.71,881.12,5419.17,5.45,77.77,478.34
DASHUSDT,perpetual,15,0.01,0.01724048,medido_no_mercado,931.86,12604.26,100620.97,9.32,126.04,1006.21,0.82,11.13,88.82
DASHUSDT,perpetual,15,0.02,0.01724048,medido_no_mercado,931.86,12604.26,100620.97,18.64,252.09,2012.42,1.65,22.25,177.63
DASHUSDT,perpetual,15,0.05,0.01724048,medido_no_mercado,931.86,12604.26,100620.97,46.59,630.21,5031.05,4.11,55.63,444.08
DASHUSDT,perpetual,16,0.01,0.01724048,medido_no_mercado,675.19,9499.47,68811.95,6.75,94.99,688.12,0.60,8.38,60.74
DASHUSDT,perpetual,16,0.02,0.01724048,medido_no_mercado,675.19,9499.47,68811.95,13.50,189.99,1376.24,1.19,16.77,121.48
DASHUSDT,perpetual,16,0.05,0.01724048,medido_no_mercado,675.19,9499.47,68811.95,33.76,474.97,3440.60,2.98,41.92,303.69
DASHUSDT,perpetual,17,0.01,0.01724048,medido_no_mercado,576.68,8596.49,59534.60,5.77,85.96,595.35,0.51,7.59,52.55
DASHUSDT,perpetual,17,0.02,0.01724048,medido_no_mercado,576.68,8596.49,59534.60,11.53,171.93,1190.69,1.02,15.18,105.10
DASHUSDT,perpetual,17,0.05,0.01724048,medido_no_mercado,576.68,8596.49,59534.60,28.83,429.82,2976.73,2.55,37.94,262.75
DASHUSDT,perpetual,18,0.01,0.01724048,medido_no_mercado,798.83,10716.95,67718.04,7.99,107.17,677.18,0.71,9.46,59.77
DASHUSDT,perpetual,18,0.02,0.01724048,medido_no_mercado,798.83,10716.95,67718.04,15.98,214.34,1354.36,1.41,18.92,119.55
DASHUSDT,perpetual,18,0.05,0.01724048,medido_no_mercado,798.83,10716.95,67718.04,39.94,535.85,3385.90,3.53,47.30,298.87
DASHUSDT,perpetual,19,0.01,0.01724048,medido_no_mercado,751.76,9407.15,78449.53,7.52,94.07,784.50,0.66,8.30,69.25
DASHUSDT,perpetual,19,0.02,0.01724048,medido_no_mercado,751.76,9407.15,78449.53,15.04,188.14,1568.99,1.33,16.61,138.49
DASHUSDT,perpetual,19,0.05,0.01724048,medido_no_mercado,751.76,9407.15,78449.53,37.59,470.36,3922.48,3.32,41.52,346.23
DASHUSDT,perpetual,20,0.01,0.01724048,medido_no_mercado,906.14,9152.78,70690.93,9.06,91.53,706.91,0.80,8.08,62.40
DASHUSDT,perpetual,20,0.02,0.01724048,medido_no_mercado,906.14,9152.78,70690.93,18.12,183.06,1413.82,1.60,16.16,124.79
DASHUSDT,perpetual,20,0.05,0.01724048,medido_no_mercado,906.14,9152.78,70690.93,45.31,457.64,3534.55,4.00,40.39,311.99
DASHUSDT,perpetual,21,0.01,0.01724048,medido_no_mercado,1529.90,12899.23,82721.55,15.30,128.99,827.22,1.35,11.39,73.02
DASHUSDT,perpetual,21,0.02,0.01724048,medido_no_mercado,1529.90,12899.23,82721.55,30.60,257.98,1654.43,2.70,22.77,146.03
DASHUSDT,perpetual,21,0.05,0.01724048,medido_no_mercado,1529.90,12899.23,82721.55,76.50,644.96,4136.08,6.75,56.93,365.08
DASHUSDT,perpetual,22,0.01,0.01724048,medido_no_mercado,1361.10,12021.70,86651.91,13.61,120.22,866.52,1.20,10.61,76.49
DASHUSDT,perpetual,22,0.02,0.01724048,medido_no_mercado,1361.10,12021.70,86651.91,27.22,240.43,1733.04,2.40,21.22,152.97
DASHUSDT,perpetual,22,0.05,0.01724048,medido_no_mercado,1361.10,12021.70,86651.91,68.05,601.09,4332.60,6.01,53.06,382.43
DASHUSDT,perpetual,23,0.01,0.01724048,medido_no_mercado,1405.39,14236.08,112618.13,14.05,142.36,1126.18,1.24,12.57,99.41
DASHUSDT,perpetual,23,0.02,0.01724048,medido_no_mercado,1405.39,14236.08,112618.13,28.11,284.72,2252.36,2.48,25.13,198.81
DASHUSDT,perpetual,23,0.05,0.01724048,medido_no_mercado,1405.39,14236.08,112618.13,70.27,711.80,5630.91,6.20,62.83,497.03
DOGEUSDT,perpetual,0,0.01,0.02114179,mediana_da_familia,30827.47,101229.97,346000.18,308.27,1012.30,3460.00,33.37,109.57,374.52
DOGEUSDT,perpetual,0,0.02,0.02114179,mediana_da_familia,30827.47,101229.97,346000.18,616.55,2024.60,6920.00,66.74,219.15,749.03
DOGEUSDT,perpetual,0,0.05,0.02114179,mediana_da_familia,30827.47,101229.97,346000.18,1541.37,5061.50,17300.01,166.84,547.87,1872.58
DOGEUSDT,perpetual,1,0.01,0.02114179,mediana_da_familia,23399.62,88751.34,299061.28,234.00,887.51,2990.61,25.33,96.07,323.71
DOGEUSDT,perpetual,1,0.02,0.02114179,mediana_da_familia,23399.62,88751.34,299061.28,467.99,1775.03,5981.23,50.66,192.13,647.42
DOGEUSDT,perpetual,1,0.05,0.02114179,mediana_da_familia,23399.62,88751.34,299061.28,1169.98,4437.57,14953.06,126.64,480.33,1618.55
DOGEUSDT,perpetual,2,0.01,0.02114179,mediana_da_familia,24418.12,99596.40,292242.01,244.18,995.96,2922.42,26.43,107.80,316.33
DOGEUSDT,perpetual,2,0.02,0.02114179,mediana_da_familia,24418.12,99596.40,292242.01,488.36,1991.93,5844.84,52.86,215.61,632.66
DOGEUSDT,perpetual,2,0.05,0.02114179,mediana_da_familia,24418.12,99596.40,292242.01,1220.91,4979.82,14612.10,132.15,539.02,1581.64
DOGEUSDT,perpetual,3,0.01,0.02114179,mediana_da_familia,29923.28,106678.43,305642.19,299.23,1066.78,3056.42,32.39,115.47,330.83
DOGEUSDT,perpetual,3,0.02,0.02114179,mediana_da_familia,29923.28,106678.43,305642.19,598.47,2133.57,6112.84,64.78,230.94,661.66
DOGEUSDT,perpetual,3,0.05,0.02114179,mediana_da_familia,29923.28,106678.43,305642.19,1496.16,5333.92,15282.11,161.95,577.35,1654.16
DOGEUSDT,perpetual,4,0.01,0.02114179,mediana_da_familia,28818.81,98119.12,335106.90,288.19,981.19,3351.07,31.19,106.21,362.73
DOGEUSDT,perpetual,4,0.02,0.02114179,mediana_da_familia,28818.81,98119.12,335106.90,576.38,1962.38,6702.14,62.39,212.41,725.45
DOGEUSDT,perpetual,4,0.05,0.02114179,mediana_da_familia,28818.81,98119.12,335106.90,1440.94,4905.96,16755.34,155.97,531.03,1813.63
DOGEUSDT,perpetual,5,0.01,0.02114179,mediana_da_familia,34884.70,110206.87,463420.75,348.85,1102.07,4634.21,37.76,119.29,501.61
DOGEUSDT,perpetual,5,0.02,0.02114179,mediana_da_familia,34884.70,110206.87,463420.75,697.69,2204.14,9268.42,75.52,238.58,1003.23
DOGEUSDT,perpetual,5,0.05,0.02114179,mediana_da_familia,34884.70,110206.87,463420.75,1744.24,5510.34,23171.04,188.80,596.45,2508.07
DOGEUSDT,perpetual,6,0.01,0.02114179,mediana_da_familia,27706.60,127049.66,427556.91,277.07,1270.50,4275.57,29.99,137.52,462.80
DOGEUSDT,perpetual,6,0.02,0.02114179,mediana_da_familia,27706.60,127049.66,427556.91,554.13,2540.99,8551.14,59.98,275.04,925.59
DOGEUSDT,perpetual,6,0.05,0.02114179,mediana_da_familia,27706.60,127049.66,427556.91,1385.33,6352.48,21377.85,149.95,687.60,2313.98
DOGEUSDT,perpetual,7,0.01,0.02114179,mediana_da_familia,26107.26,116483.38,392939.43,261.07,1164.83,3929.39,28.26,126.08,425.32
DOGEUSDT,perpetual,7,0.02,0.02114179,mediana_da_familia,26107.26,116483.38,392939.43,522.15,2329.67,7858.79,56.52,252.17,850.65
DOGEUSDT,perpetual,7,0.05,0.02114179,mediana_da_familia,26107.26,116483.38,392939.43,1305.36,5824.17,19646.97,141.29,630.42,2126.62
DOGEUSDT,perpetual,8,0.01,0.02114179,mediana_da_familia,21589.46,104442.04,276658.73,215.89,1044.42,2766.59,23.37,113.05,299.46
DOGEUSDT,perpetual,8,0.02,0.02114179,mediana_da_familia,21589.46,104442.04,276658.73,431.79,2088.84,5533.17,46.74,226.10,598.92
DOGEUSDT,perpetual,8,0.05,0.02114179,mediana_da_familia,21589.46,104442.04,276658.73,1079.47,5222.10,13832.94,116.84,565.25,1497.30
DOGEUSDT,perpetual,9,0.01,0.02114179,mediana_da_familia,31620.74,135083.00,359386.51,316.21,1350.83,3593.87,34.23,146.22,389.01
DOGEUSDT,perpetual,9,0.02,0.02114179,mediana_da_familia,31620.74,135083.00,359386.51,632.41,2701.66,7187.73,68.45,292.43,778.01
DOGEUSDT,perpetual,9,0.05,0.02114179,mediana_da_familia,31620.74,135083.00,359386.51,1581.04,6754.15,17969.33,171.13,731.08,1945.03
DOGEUSDT,perpetual,10,0.01,0.02114179,mediana_da_familia,40283.31,188480.55,512777.55,402.83,1884.81,5127.78,43.60,204.01,555.04
DOGEUSDT,perpetual,10,0.02,0.02114179,mediana_da_familia,40283.31,188480.55,512777.55,805.67,3769.61,10255.55,87.21,408.03,1110.08
DOGEUSDT,perpetual,10,0.05,0.02114179,mediana_da_familia,40283.31,188480.55,512777.55,2014.17,9424.03,25638.88,218.02,1020.07,2775.20
DOGEUSDT,perpetual,11,0.01,0.02114179,mediana_da_familia,50949.78,246621.22,542977.04,509.50,2466.21,5429.77,55.15,266.95,587.73
DOGEUSDT,perpetual,11,0.02,0.02114179,mediana_da_familia,50949.78,246621.22,542977.04,1019.00,4932.42,10859.54,110.30,533.89,1175.46
DOGEUSDT,perpetual,11,0.05,0.02114179,mediana_da_familia,50949.78,246621.22,542977.04,2547.49,12331.06,27148.85,275.74,1334.74,2938.64
DOGEUSDT,perpetual,12,0.01,0.02114179,mediana_da_familia,52898.91,206738.39,625794.19,528.99,2067.38,6257.94,57.26,223.78,677.37
DOGEUSDT,perpetual,12,0.02,0.02114179,mediana_da_familia,52898.91,206738.39,625794.19,1057.98,4134.77,12515.88,114.52,447.55,1354.74
DOGEUSDT,perpetual,12,0.05,0.02114179,mediana_da_familia,52898.91,206738.39,625794.19,2644.95,10336.92,31289.71,286.29,1118.89,3386.85
DOGEUSDT,perpetual,13,0.01,0.02114179,mediana_da_familia,53965.23,171477.32,490096.50,539.65,1714.77,4900.96,58.41,185.61,530.49
DOGEUSDT,perpetual,13,0.02,0.02114179,mediana_da_familia,53965.23,171477.32,490096.50,1079.30,3429.55,9801.93,116.83,371.22,1060.98
DOGEUSDT,perpetual,13,0.05,0.02114179,mediana_da_familia,53965.23,171477.32,490096.50,2698.26,8573.87,24504.82,292.06,928.05,2652.44
DOGEUSDT,perpetual,14,0.01,0.02114179,mediana_da_familia,36113.10,146515.58,445729.89,361.13,1465.16,4457.30,39.09,158.59,482.47
DOGEUSDT,perpetual,14,0.02,0.02114179,mediana_da_familia,36113.10,146515.58,445729.89,722.26,2930.31,8914.60,78.18,317.18,964.93
DOGEUSDT,perpetual,14,0.05,0.02114179,mediana_da_familia,36113.10,146515.58,445729.89,1805.65,7325.78,22286.49,195.45,792.96,2412.33
DOGEUSDT,perpetual,15,0.01,0.02114179,mediana_da_familia,32379.41,127869.79,389206.66,323.79,1278.70,3892.07,35.05,138.41,421.28
DOGEUSDT,perpetual,15,0.02,0.02114179,mediana_da_familia,32379.41,127869.79,389206.66,647.59,2557.40,7784.13,70.10,276.82,842.57
DOGEUSDT,perpetual,15,0.05,0.02114179,mediana_da_familia,32379.41,127869.79,389206.66,1618.97,6393.49,19460.33,175.24,692.04,2106.42
DOGEUSDT,perpetual,16,0.01,0.02114179,mediana_da_familia,26443.62,99288.87,249254.53,264.44,992.89,2492.55,28.62,107.47,269.80
DOGEUSDT,perpetual,16,0.02,0.02114179,mediana_da_familia,26443.62,99288.87,249254.53,528.87,1985.78,4985.09,57.25,214.94,539.59
DOGEUSDT,perpetual,16,0.05,0.02114179,mediana_da_familia,26443.62,99288.87,249254.53,1322.18,4964.44,12462.73,143.12,537.36,1348.99
DOGEUSDT,perpetual,17,0.01,0.02114179,mediana_da_familia,21156.04,95036.27,306957.85,211.56,950.36,3069.58,22.90,102.87,332.26
DOGEUSDT,perpetual,17,0.02,0.02114179,mediana_da_familia,21156.04,95036.27,306957.85,423.12,1900.73,6139.16,45.80,205.74,664.51
DOGEUSDT,perpetual,17,0.05,0.02114179,mediana_da_familia,21156.04,95036.27,306957.85,1057.80,4751.81,15347.89,114.50,514.34,1661.28
DOGEUSDT,perpetual,18,0.01,0.02114179,mediana_da_familia,16940.95,87976.93,339388.01,169.41,879.77,3393.88,18.34,95.23,367.36
DOGEUSDT,perpetual,18,0.02,0.02114179,mediana_da_familia,16940.95,87976.93,339388.01,338.82,1759.54,6787.76,36.67,190.46,734.72
DOGEUSDT,perpetual,18,0.05,0.02114179,mediana_da_familia,16940.95,87976.93,339388.01,847.05,4398.85,16969.40,91.69,476.14,1836.80
DOGEUSDT,perpetual,19,0.01,0.02114179,mediana_da_familia,23026.33,113286.83,392865.62,230.26,1132.87,3928.66,24.92,122.62,425.24
DOGEUSDT,perpetual,19,0.02,0.02114179,mediana_da_familia,23026.33,113286.83,392865.62,460.53,2265.74,7857.31,49.85,245.25,850.49
DOGEUSDT,perpetual,19,0.05,0.02114179,mediana_da_familia,23026.33,113286.83,392865.62,1151.32,5664.34,19643.28,124.62,613.12,2126.22
DOGEUSDT,perpetual,20,0.01,0.02114179,mediana_da_familia,28215.73,95097.11,269924.96,282.16,950.97,2699.25,30.54,102.93,292.17
DOGEUSDT,perpetual,20,0.02,0.02114179,mediana_da_familia,28215.73,95097.11,269924.96,564.31,1901.94,5398.50,61.08,205.87,584.34
DOGEUSDT,perpetual,20,0.05,0.02114179,mediana_da_familia,28215.73,95097.11,269924.96,1410.79,4754.86,13496.25,152.71,514.67,1460.86
DOGEUSDT,perpetual,21,0.01,0.02114179,mediana_da_familia,38863.81,136117.07,349995.13,388.64,1361.17,3499.95,42.07,147.34,378.84
DOGEUSDT,perpetual,21,0.02,0.02114179,mediana_da_familia,38863.81,136117.07,349995.13,777.28,2722.34,6999.90,84.13,294.67,757.68
DOGEUSDT,perpetual,21,0.05,0.02114179,mediana_da_familia,38863.81,136117.07,349995.13,1943.19,6805.85,17499.76,210.33,736.68,1894.20
DOGEUSDT,perpetual,22,0.01,0.02114179,mediana_da_familia,40118.75,133030.70,376731.24,401.19,1330.31,3767.31,43.43,143.99,407.78
DOGEUSDT,perpetual,22,0.02,0.02114179,mediana_da_familia,40118.75,133030.70,376731.24,802.37,2660.61,7534.62,86.85,287.99,815.56
DOGEUSDT,perpetual,22,0.05,0.02114179,mediana_da_familia,40118.75,133030.70,376731.24,2005.94,6651.54,18836.56,217.13,719.97,2038.90
DOGEUSDT,perpetual,23,0.01,0.02114179,mediana_da_familia,36717.44,118311.33,365924.16,367.17,1183.11,3659.24,39.74,128.06,396.08
DOGEUSDT,perpetual,23,0.02,0.02114179,mediana_da_familia,36717.44,118311.33,365924.16,734.35,2366.23,7318.48,79.49,256.12,792.17
DOGEUSDT,perpetual,23,0.05,0.02114179,mediana_da_familia,36717.44,118311.33,365924.16,1835.87,5915.57,18296.21,198.72,640.31,1980.41
DOGEUSDT,spot,0,0.01,0.02114179,mediana_da_familia,4559.00,12475.13,26835.75,45.59,124.75,268.36,4.93,13.50,29.05
DOGEUSDT,spot,0,0.02,0.02114179,mediana_da_familia,4559.00,12475.13,26835.75,91.18,249.50,536.71,9.87,27.01,58.09
DOGEUSDT,spot,0,0.05,0.02114179,mediana_da_familia,4559.00,12475.13,26835.75,227.95,623.76,1341.79,24.67,67.52,145.24
DOGEUSDT,spot,1,0.01,0.02114179,mediana_da_familia,4422.39,12898.78,23620.08,44.22,128.99,236.20,4.79,13.96,25.57
DOGEUSDT,spot,1,0.02,0.02114179,mediana_da_familia,4422.39,12898.78,23620.08,88.45,257.98,472.40,9.57,27.92,51.13
DOGEUSDT,spot,1,0.05,0.02114179,mediana_da_familia,4422.39,12898.78,23620.08,221.12,644.94,1181.00,23.93,69.81,127.83
DOGEUSDT,spot,2,0.01,0.02114179,mediana_da_familia,4052.57,15083.12,32594.45,40.53,150.83,325.94,4.39,16.33,35.28
DOGEUSDT,spot,2,0.02,0.02114179,mediana_da_familia,4052.57,15083.12,32594.45,81.05,301.66,651.89,8.77,32.65,70.56
DOGEUSDT,spot,2,0.05,0.02114179,mediana_da_familia,4052.57,15083.12,32594.45,202.63,754.16,1629.72,21.93,81.63,176.40
DOGEUSDT,spot,3,0.01,0.02114179,mediana_da_familia,3882.08,12299.90,38506.12,38.82,123.00,385.06,4.20,13.31,41.68
DOGEUSDT,spot,3,0.02,0.02114179,mediana_da_familia,3882.08,12299.90,38506.12,77.64,246.00,770.12,8.40,26.63,83.36
DOGEUSDT,spot,3,0.05,0.02114179,mediana_da_familia,3882.08,12299.90,38506.12,194.10,614.99,1925.31,21.01,66.57,208.40
DOGEUSDT,spot,4,0.01,0.02114179,mediana_da_familia,3048.56,12774.79,33053.21,30.49,127.75,330.53,3.30,13.83,35.78
DOGEUSDT,spot,4,0.02,0.02114179,mediana_da_familia,3048.56,12774.79,33053.21,60.97,255.50,661.06,6.60,27.66,71.55
DOGEUSDT,spot,4,0.05,0.02114179,mediana_da_familia,3048.56,12774.79,33053.21,152.43,638.74,1652.66,16.50,69.14,178.89
DOGEUSDT,spot,5,0.01,0.02114179,mediana_da_familia,6402.60,17878.30,33725.88,64.03,178.78,337.26,6.93,19.35,36.51
DOGEUSDT,spot,5,0.02,0.02114179,mediana_da_familia,6402.60,17878.30,33725.88,128.05,357.57,674.52,13.86,38.70,73.01
DOGEUSDT,spot,5,0.05,0.02114179,mediana_da_familia,6402.60,17878.30,33725.88,320.13,893.91,1686.29,34.65,96.76,182.53
DOGEUSDT,spot,6,0.01,0.02114179,mediana_da_familia,6396.21,18340.79,35643.17,63.96,183.41,356.43,6.92,19.85,38.58
DOGEUSDT,spot,6,0.02,0.02114179,mediana_da_familia,6396.21,18340.79,35643.17,127.92,366.82,712.86,13.85,39.70,77.16
DOGEUSDT,spot,6,0.05,0.02114179,mediana_da_familia,6396.21,18340.79,35643.17,319.81,917.04,1782.16,34.62,99.26,192.90
DOGEUSDT,spot,7,0.01,0.02114179,mediana_da_familia,5246.04,15780.07,27385.33,52.46,157.80,273.85,5.68,17.08,29.64
DOGEUSDT,spot,7,0.02,0.02114179,mediana_da_familia,5246.04,15780.07,27385.33,104.92,315.60,547.71,11.36,34.16,59.28
DOGEUSDT,spot,7,0.05,0.02114179,mediana_da_familia,5246.04,15780.07,27385.33,262.30,789.00,1369.27,28.39,85.40,148.21
DOGEUSDT,spot,8,0.01,0.02114179,mediana_da_familia,5364.34,14196.00,26114.63,53.64,141.96,261.15,5.81,15.37,28.27
DOGEUSDT,spot,8,0.02,0.02114179,mediana_da_familia,5364.34,14196.00,26114.63,107.29,283.92,522.29,11.61,30.73,56.53
DOGEUSDT,spot,8,0.05,0.02114179,mediana_da_familia,5364.34,14196.00,26114.63,268.22,709.80,1305.73,29.03,76.83,141.33
DOGEUSDT,spot,9,0.01,0.02114179,mediana_da_familia,6118.99,20880.80,45954.92,61.19,208.81,459.55,6.62,22.60,49.74
DOGEUSDT,spot,9,0.02,0.02114179,mediana_da_familia,6118.99,20880.80,45954.92,122.38,417.62,919.10,13.25,45.20,99.48
DOGEUSDT,spot,9,0.05,0.02114179,mediana_da_familia,6118.99,20880.80,45954.92,305.95,1044.04,2297.75,33.12,113.01,248.71
DOGEUSDT,spot,10,0.01,0.02114179,mediana_da_familia,9685.45,32076.50,83367.06,96.85,320.76,833.67,10.48,34.72,90.24
DOGEUSDT,spot,10,0.02,0.02114179,mediana_da_familia,9685.45,32076.50,83367.06,193.71,641.53,1667.34,20.97,69.44,180.48
DOGEUSDT,spot,10,0.05,0.02114179,mediana_da_familia,9685.45,32076.50,83367.06,484.27,1603.82,4168.35,52.42,173.60,451.19
DOGEUSDT,spot,11,0.01,0.02114179,mediana_da_familia,13214.20,34186.67,58626.89,132.14,341.87,586.27,14.30,37.00,63.46
DOGEUSDT,spot,11,0.02,0.02114179,mediana_da_familia,13214.20,34186.67,58626.89,264.28,683.73,1172.54,28.61,74.01,126.92
DOGEUSDT,spot,11,0.05,0.02114179,mediana_da_familia,13214.20,34186.67,58626.89,660.71,1709.33,2931.34,71.52,185.02,317.29
DOGEUSDT,spot,12,0.01,0.02114179,mediana_da_familia,11155.18,28415.65,74272.68,111.55,284.16,742.73,12.07,30.76,80.39
DOGEUSDT,spot,12,0.02,0.02114179,mediana_da_familia,11155.18,28415.65,74272.68,223.10,568.31,1485.45,24.15,61.52,160.79
DOGEUSDT,spot,12,0.05,0.02114179,mediana_da_familia,11155.18,28415.65,74272.68,557.76,1420.78,3713.63,60.37,153.79,401.97
DOGEUSDT,spot,13,0.01,0.02114179,mediana_da_familia,7229.04,25718.79,52655.39,72.29,257.19,526.55,7.82,27.84,57.00
DOGEUSDT,spot,13,0.02,0.02114179,mediana_da_familia,7229.04,25718.79,52655.39,144.58,514.38,1053.11,15.65,55.68,113.99
DOGEUSDT,spot,13,0.05,0.02114179,mediana_da_familia,7229.04,25718.79,52655.39,361.45,1285.94,2632.77,39.12,139.19,284.98
DOGEUSDT,spot,14,0.01,0.02114179,mediana_da_familia,5355.01,15043.34,26277.74,53.55,150.43,262.78,5.80,16.28,28.44
DOGEUSDT,spot,14,0.02,0.02114179,mediana_da_familia,5355.01,15043.34,26277.74,107.10,300.87,525.55,11.59,32.57,56.89
DOGEUSDT,spot,14,0.05,0.02114179,mediana_da_familia,5355.01,15043.34,26277.74,267.75,752.17,1313.89,28.98,81.42,142.22
DOGEUSDT,spot,15,0.01,0.02114179,mediana_da_familia,3250.55,12730.07,21135.82,32.51,127.30,211.36,3.52,13.78,22.88
DOGEUSDT,spot,15,0.02,0.02114179,mediana_da_familia,3250.55,12730.07,21135.82,65.01,254.60,422.72,7.04,27.56,45.76
DOGEUSDT,spot,15,0.05,0.02114179,mediana_da_familia,3250.55,12730.07,21135.82,162.53,636.50,1056.79,17.59,68.90,114.39
DOGEUSDT,spot,16,0.01,0.02114179,mediana_da_familia,3706.28,11882.57,20749.10,37.06,118.83,207.49,4.01,12.86,22.46
DOGEUSDT,spot,16,0.02,0.02114179,mediana_da_familia,3706.28,11882.57,20749.10,74.13,237.65,414.98,8.02,25.72,44.92
DOGEUSDT,spot,16,0.05,0.02114179,mediana_da_familia,3706.28,11882.57,20749.10,185.31,594.13,1037.45,20.06,64.31,112.30
DOGEUSDT,spot,17,0.01,0.02114179,mediana_da_familia,3464.27,12226.45,43417.59,34.64,122.26,434.18,3.75,13.23,47.00
DOGEUSDT,spot,17,0.02,0.02114179,mediana_da_familia,3464.27,12226.45,43417.59,69.29,244.53,868.35,7.50,26.47,93.99
DOGEUSDT,spot,17,0.05,0.02114179,mediana_da_familia,3464.27,12226.45,43417.59,173.21,611.32,2170.88,18.75,66.17,234.98
DOGEUSDT,spot,18,0.01,0.02114179,mediana_da_familia,2921.61,9364.30,20741.98,29.22,93.64,207.42,3.16,10.14,22.45
DOGEUSDT,spot,18,0.02,0.02114179,mediana_da_familia,2921.61,9364.30,20741.98,58.43,187.29,414.84,6.32,20.27,44.90
DOGEUSDT,spot,18,0.05,0.02114179,mediana_da_familia,2921.61,9364.30,20741.98,146.08,468.22,1037.10,15.81,50.68,112.26
DOGEUSDT,spot,19,0.01,0.02114179,mediana_da_familia,4500.55,10163.07,31757.37,45.01,101.63,317.57,4.87,11.00,34.37
DOGEUSDT,spot,19,0.02,0.02114179,mediana_da_familia,4500.55,10163.07,31757.37,90.01,203.26,635.15,9.74,22.00,68.75
DOGEUSDT,spot,19,0.05,0.02114179,mediana_da_familia,4500.55,10163.07,31757.37,225.03,508.15,1587.87,24.36,55.00,171.87
DOGEUSDT,spot,20,0.01,0.02114179,mediana_da_familia,5405.76,12805.62,25033.63,54.06,128.06,250.34,5.85,13.86,27.10
DOGEUSDT,spot,20,0.02,0.02114179,mediana_da_familia,5405.76,12805.62,25033.63,108.12,256.11,500.67,11.70,27.72,54.19
DOGEUSDT,spot,20,0.05,0.02114179,mediana_da_familia,5405.76,12805.62,25033.63,270.29,640.28,1251.68,29.26,69.31,135.48
DOGEUSDT,spot,21,0.01,0.02114179,mediana_da_familia,6755.09,18119.88,38803.18,67.55,181.20,388.03,7.31,19.61,42.00
DOGEUSDT,spot,21,0.02,0.02114179,mediana_da_familia,6755.09,18119.88,38803.18,135.10,362.40,776.06,14.62,39.23,84.00
DOGEUSDT,spot,21,0.05,0.02114179,mediana_da_familia,6755.09,18119.88,38803.18,337.75,905.99,1940.16,36.56,98.07,210.01
DOGEUSDT,spot,22,0.01,0.02114179,mediana_da_familia,8707.21,20957.45,46368.38,87.07,209.57,463.68,9.42,22.68,50.19
DOGEUSDT,spot,22,0.02,0.02114179,mediana_da_familia,8707.21,20957.45,46368.38,174.14,419.15,927.37,18.85,45.37,100.38
DOGEUSDT,spot,22,0.05,0.02114179,mediana_da_familia,8707.21,20957.45,46368.38,435.36,1047.87,2318.42,47.12,113.42,250.95
DOGEUSDT,spot,23,0.01,0.02114179,mediana_da_familia,4072.99,12791.01,23968.13,40.73,127.91,239.68,4.41,13.85,25.94
DOGEUSDT,spot,23,0.02,0.02114179,mediana_da_familia,4072.99,12791.01,23968.13,81.46,255.82,479.36,8.82,27.69,51.89
DOGEUSDT,spot,23,0.05,0.02114179,mediana_da_familia,4072.99,12791.01,23968.13,203.65,639.55,1198.41,22.04,69.23,129.72
ETHUSDT,perpetual,0,0.01,0.02114179,mediana_da_familia,553626.53,2031206.99,5132084.34,5536.27,20312.07,51320.84,599.25,2198.61,5555.06
ETHUSDT,perpetual,0,0.02,0.02114179,mediana_da_familia,553626.53,2031206.99,5132084.34,11072.53,40624.14,102641.69,1198.51,4397.23,11110.11
ETHUSDT,perpetual,0,0.05,0.02114179,mediana_da_familia,553626.53,2031206.99,5132084.34,27681.33,101560.35,256604.22,2996.27,10993.07,27775.29
ETHUSDT,perpetual,1,0.01,0.02114179,mediana_da_familia,477648.23,1618055.02,3859631.31,4776.48,16180.55,38596.31,517.01,1751.41,4177.73
