symbol,tipo,hora_brt,participacao,d_stop,fonte_d_stop,ref_p10,ref_p50,ref_p90,notional_p10,notional_p50,notional_p90,r_brl_p10,r_brl_p50,r_brl_p90
PROMUSDT,spot,19,0.05,0.01528668,medido_no_perpetuo_gemeo,849.86,5171.77,18807.92,42.49,258.59,940.40,3.33,20.24,73.60
PROMUSDT,spot,20,0.01,0.01528668,medido_no_perpetuo_gemeo,683.15,2687.41,12835.09,6.83,26.87,128.35,0.53,2.10,10.05
PROMUSDT,spot,20,0.02,0.01528668,medido_no_perpetuo_gemeo,683.15,2687.41,12835.09,13.66,53.75,256.70,1.07,4.21,20.09
PROMUSDT,spot,20,0.05,0.01528668,medido_no_perpetuo_gemeo,683.15,2687.41,12835.09,34.16,134.37,641.75,2.67,10.52,50.23
PROMUSDT,spot,21,0.01,0.01528668,medido_no_perpetuo_gemeo,2419.44,6615.51,14953.93,24.19,66.16,149.54,1.89,5.18,11.70
PROMUSDT,spot,21,0.02,0.01528668,medido_no_perpetuo_gemeo,2419.44,6615.51,14953.93,48.39,132.31,299.08,3.79,10.36,23.41
PROMUSDT,spot,21,0.05,0.01528668,medido_no_perpetuo_gemeo,2419.44,6615.51,14953.93,120.97,330.78,747.70,9.47,25.89,58.52
PROMUSDT,spot,22,0.01,0.01528668,medido_no_perpetuo_gemeo,1625.83,8348.04,29625.62,16.26,83.48,296.26,1.27,6.53,23.19
PROMUSDT,spot,22,0.02,0.01528668,medido_no_perpetuo_gemeo,1625.83,8348.04,29625.62,32.52,166.96,592.51,2.54,13.07,46.37
PROMUSDT,spot,22,0.05,0.01528668,medido_no_perpetuo_gemeo,1625.83,8348.04,29625.62,81.29,417.40,1481.28,6.36,32.67,115.93
PROMUSDT,spot,23,0.01,0.01528668,medido_no_perpetuo_gemeo,758.80,3103.44,40090.61,7.59,31.03,400.91,0.59,2.43,31.38
PROMUSDT,spot,23,0.02,0.01528668,medido_no_perpetuo_gemeo,758.80,3103.44,40090.61,15.18,62.07,801.81,1.19,4.86,62.75
PROMUSDT,spot,23,0.05,0.01528668,medido_no_perpetuo_gemeo,758.80,3103.44,40090.61,37.94,155.17,2004.53,2.97,12.14,156.88
SAHARAUSDT,perpetual,0,0.01,0.00914485,medido_no_mercado,148.61,736.91,3929.68,1.49,7.37,39.30,0.07,0.35,1.84
SAHARAUSDT,perpetual,0,0.02,0.00914485,medido_no_mercado,148.61,736.91,3929.68,2.97,14.74,78.59,0.14,0.69,3.68
SAHARAUSDT,perpetual,0,0.05,0.00914485,medido_no_mercado,148.61,736.91,3929.68,7.43,36.85,196.48,0.35,1.73,9.20
SAHARAUSDT,perpetual,1,0.01,0.00914485,medido_no_mercado,135.43,669.05,4499.90,1.35,6.69,45.00,0.06,0.31,2.11
SAHARAUSDT,perpetual,1,0.02,0.00914485,medido_no_mercado,135.43,669.05,4499.90,2.71,13.38,90.00,0.13,0.63,4.21
SAHARAUSDT,perpetual,1,0.05,0.00914485,medido_no_mercado,135.43,669.05,4499.90,6.77,33.45,225.00,0.32,1.57,10.53
SAHARAUSDT,perpetual,2,0.01,0.00914485,medido_no_mercado,158.33,718.00,6371.73,1.58,7.18,63.72,0.07,0.34,2.98
SAHARAUSDT,perpetual,2,0.02,0.00914485,medido_no_mercado,158.33,718.00,6371.73,3.17,14.36,127.43,0.15,0.67,5.97
SAHARAUSDT,perpetual,2,0.05,0.00914485,medido_no_mercado,158.33,718.00,6371.73,7.92,35.90,318.59,0.37,1.68,14.92
SAHARAUSDT,perpetual,3,0.01,0.00914485,medido_no_mercado,156.01,637.15,3607.36,1.56,6.37,36.07,0.07,0.30,1.69
SAHARAUSDT,perpetual,3,0.02,0.00914485,medido_no_mercado,156.01,637.15,3607.36,3.12,12.74,72.15,0.15,0.60,3.38
SAHARAUSDT,perpetual,3,0.05,0.00914485,medido_no_mercado,156.01,637.15,3607.36,7.80,31.86,180.37,0.37,1.49,8.44
SAHARAUSDT,perpetual,4,0.01,0.00914485,medido_no_mercado,120.28,591.63,2540.35,1.20,5.92,25.40,0.06,0.28,1.19
SAHARAUSDT,perpetual,4,0.02,0.00914485,medido_no_mercado,120.28,591.63,2540.35,2.41,11.83,50.81,0.11,0.55,2.38
SAHARAUSDT,perpetual,4,0.05,0.00914485,medido_no_mercado,120.28,591.63,2540.35,6.01,29.58,127.02,0.28,1.39,5.95
SAHARAUSDT,perpetual,5,0.01,0.00914485,medido_no_mercado,157.06,749.16,2667.26,1.57,7.49,26.67,0.07,0.35,1.25
SAHARAUSDT,perpetual,5,0.02,0.00914485,medido_no_mercado,157.06,749.16,2667.26,3.14,14.98,53.35,0.15,0.70,2.50
SAHARAUSDT,perpetual,5,0.05,0.00914485,medido_no_mercado,157.06,749.16,2667.26,7.85,37.46,133.36,0.37,1.75,6.24
SAHARAUSDT,perpetual,6,0.01,0.00914485,medido_no_mercado,165.08,787.03,3994.85,1.65,7.87,39.95,0.08,0.37,1.87
SAHARAUSDT,perpetual,6,0.02,0.00914485,medido_no_mercado,165.08,787.03,3994.85,3.30,15.74,79.90,0.15,0.74,3.74
SAHARAUSDT,perpetual,6,0.05,0.00914485,medido_no_mercado,165.08,787.03,3994.85,8.25,39.35,199.74,0.39,1.84,9.35
SAHARAUSDT,perpetual,7,0.01,0.00914485,medido_no_mercado,190.96,788.26,4839.99,1.91,7.88,48.40,0.09,0.37,2.27
SAHARAUSDT,perpetual,7,0.02,0.00914485,medido_no_mercado,190.96,788.26,4839.99,3.82,15.77,96.80,0.18,0.74,4.53
SAHARAUSDT,perpetual,7,0.05,0.00914485,medido_no_mercado,190.96,788.26,4839.99,9.55,39.41,242.00,0.45,1.85,11.33
SAHARAUSDT,perpetual,8,0.01,0.00914485,medido_no_mercado,161.24,682.91,3631.37,1.61,6.83,36.31,0.08,0.32,1.70
SAHARAUSDT,perpetual,8,0.02,0.00914485,medido_no_mercado,161.24,682.91,3631.37,3.22,13.66,72.63,0.15,0.64,3.40
SAHARAUSDT,perpetual,8,0.05,0.00914485,medido_no_mercado,161.24,682.91,3631.37,8.06,34.15,181.57,0.38,1.60,8.50
SAHARAUSDT,perpetual,9,0.01,0.00914485,medido_no_mercado,182.40,964.69,3641.13,1.82,9.65,36.41,0.09,0.45,1.70
SAHARAUSDT,perpetual,9,0.02,0.00914485,medido_no_mercado,182.40,964.69,3641.13,3.65,19.29,72.82,0.17,0.90,3.41
SAHARAUSDT,perpetual,9,0.05,0.00914485,medido_no_mercado,182.40,964.69,3641.13,9.12,48.23,182.06,0.43,2.26,8.52
SAHARAUSDT,perpetual,10,0.01,0.00914485,medido_no_mercado,215.68,949.78,4552.24,2.16,9.50,45.52,0.10,0.44,2.13
SAHARAUSDT,perpetual,10,0.02,0.00914485,medido_no_mercado,215.68,949.78,4552.24,4.31,19.00,91.04,0.20,0.89,4.26
SAHARAUSDT,perpetual,10,0.05,0.00914485,medido_no_mercado,215.68,949.78,4552.24,10.78,47.49,227.61,0.50,2.22,10.66
SAHARAUSDT,perpetual,11,0.01,0.00914485,medido_no_mercado,251.72,971.17,3823.34,2.52,9.71,38.23,0.12,0.45,1.79
SAHARAUSDT,perpetual,11,0.02,0.00914485,medido_no_mercado,251.72,971.17,3823.34,5.03,19.42,76.47,0.24,0.91,3.58
SAHARAUSDT,perpetual,11,0.05,0.00914485,medido_no_mercado,251.72,971.17,3823.34,12.59,48.56,191.17,0.59,2.27,8.95
SAHARAUSDT,perpetual,12,0.01,0.00914485,medido_no_mercado,225.03,1011.58,3515.04,2.25,10.12,35.15,0.11,0.47,1.65
SAHARAUSDT,perpetual,12,0.02,0.00914485,medido_no_mercado,225.03,1011.58,3515.04,4.50,20.23,70.30,0.21,0.95,3.29
SAHARAUSDT,perpetual,12,0.05,0.00914485,medido_no_mercado,225.03,1011.58,3515.04,11.25,50.58,175.75,0.53,2.37,8.23
SAHARAUSDT,perpetual,13,0.01,0.00914485,medido_no_mercado,240.80,889.19,3556.10,2.41,8.89,35.56,0.11,0.42,1.66
SAHARAUSDT,perpetual,13,0.02,0.00914485,medido_no_mercado,240.80,889.19,3556.10,4.82,17.78,71.12,0.23,0.83,3.33
SAHARAUSDT,perpetual,13,0.05,0.00914485,medido_no_mercado,240.80,889.19,3556.10,12.04,44.46,177.80,0.56,2.08,8.32
SAHARAUSDT,perpetual,14,0.01,0.00914485,medido_no_mercado,153.85,730.00,2404.96,1.54,7.30,24.05,0.07,0.34,1.13
SAHARAUSDT,perpetual,14,0.02,0.00914485,medido_no_mercado,153.85,730.00,2404.96,3.08,14.60,48.10,0.14,0.68,2.25
SAHARAUSDT,perpetual,14,0.05,0.00914485,medido_no_mercado,153.85,730.00,2404.96,7.69,36.50,120.25,0.36,1.71,5.63
SAHARAUSDT,perpetual,15,0.01,0.00914485,medido_no_mercado,105.10,521.17,1849.45,1.05,5.21,18.49,0.05,0.24,0.87
SAHARAUSDT,perpetual,15,0.02,0.00914485,medido_no_mercado,105.10,521.17,1849.45,2.10,10.42,36.99,0.10,0.49,1.73
SAHARAUSDT,perpetual,15,0.05,0.00914485,medido_no_mercado,105.10,521.17,1849.45,5.25,26.06,92.47,0.25,1.22,4.33
SAHARAUSDT,perpetual,16,0.01,0.00914485,medido_no_mercado,79.04,398.91,1453.25,0.79,3.99,14.53,0.04,0.19,0.68
SAHARAUSDT,perpetual,16,0.02,0.00914485,medido_no_mercado,79.04,398.91,1453.25,1.58,7.98,29.06,0.07,0.37,1.36
SAHARAUSDT,perpetual,16,0.05,0.00914485,medido_no_mercado,79.04,398.91,1453.25,3.95,19.95,72.66,0.19,0.93,3.40
SAHARAUSDT,perpetual,17,0.01,0.00914485,medido_no_mercado,80.29,476.28,1559.51,0.80,4.76,15.60,0.04,0.22,0.73
SAHARAUSDT,perpetual,17,0.02,0.00914485,medido_no_mercado,80.29,476.28,1559.51,1.61,9.53,31.19,0.08,0.45,1.46
SAHARAUSDT,perpetual,17,0.05,0.00914485,medido_no_mercado,80.29,476.28,1559.51,4.01,23.81,77.98,0.19,1.11,3.65
SAHARAUSDT,perpetual,18,0.01,0.00914485,medido_no_mercado,84.92,547.92,1900.67,0.85,5.48,19.01,0.04,0.26,0.89
SAHARAUSDT,perpetual,18,0.02,0.00914485,medido_no_mercado,84.92,547.92,1900.67,1.70,10.96,38.01,0.08,0.51,1.78
SAHARAUSDT,perpetual,18,0.05,0.00914485,medido_no_mercado,84.92,547.92,1900.67,4.25,27.40,95.03,0.20,1.28,4.45
SAHARAUSDT,perpetual,19,0.01,0.00914485,medido_no_mercado,109.46,516.55,1991.63,1.09,5.17,19.92,0.05,0.24,0.93
SAHARAUSDT,perpetual,19,0.02,0.00914485,medido_no_mercado,109.46,516.55,1991.63,2.19,10.33,39.83,0.10,0.48,1.86
SAHARAUSDT,perpetual,19,0.05,0.00914485,medido_no_mercado,109.46,516.55,1991.63,5.47,25.83,99.58,0.26,1.21,4.66
SAHARAUSDT,perpetual,20,0.01,0.00914485,medido_no_mercado,90.11,480.53,2741.88,0.90,4.81,27.42,0.04,0.22,1.28
SAHARAUSDT,perpetual,20,0.02,0.00914485,medido_no_mercado,90.11,480.53,2741.88,1.80,9.61,54.84,0.08,0.45,2.57
SAHARAUSDT,perpetual,20,0.05,0.00914485,medido_no_mercado,90.11,480.53,2741.88,4.51,24.03,137.09,0.21,1.12,6.42
SAHARAUSDT,perpetual,21,0.01,0.00914485,medido_no_mercado,250.87,956.01,6720.92,2.51,9.56,67.21,0.12,0.45,3.15
SAHARAUSDT,perpetual,21,0.02,0.00914485,medido_no_mercado,250.87,956.01,6720.92,5.02,19.12,134.42,0.23,0.90,6.29
SAHARAUSDT,perpetual,21,0.05,0.00914485,medido_no_mercado,250.87,956.01,6720.92,12.54,47.80,336.05,0.59,2.24,15.73
SAHARAUSDT,perpetual,22,0.01,0.00914485,medido_no_mercado,279.77,1133.27,4922.17,2.80,11.33,49.22,0.13,0.53,2.30
SAHARAUSDT,perpetual,22,0.02,0.00914485,medido_no_mercado,279.77,1133.27,4922.17,5.60,22.67,98.44,0.26,1.06,4.61
SAHARAUSDT,perpetual,22,0.05,0.00914485,medido_no_mercado,279.77,1133.27,4922.17,13.99,56.66,246.11,0.65,2.65,11.52
SAHARAUSDT,perpetual,23,0.01,0.00914485,medido_no_mercado,230.28,957.88,4721.69,2.30,9.58,47.22,0.11,0.45,2.21
SAHARAUSDT,perpetual,23,0.02,0.00914485,medido_no_mercado,230.28,957.88,4721.69,4.61,19.16,94.43,0.22,0.90,4.42
SAHARAUSDT,perpetual,23,0.05,0.00914485,medido_no_mercado,230.28,957.88,4721.69,11.51,47.89,236.08,0.54,2.24,11.05
SAHARAUSDT,spot,0,0.01,0.00914485,medido_no_perpetuo_gemeo,8934.93,42216.32,72361.90,89.35,422.16,723.62,4.18,19.77,33.88
SAHARAUSDT,spot,0,0.02,0.00914485,medido_no_perpetuo_gemeo,8934.93,42216.32,72361.90,178.70,844.33,1447.24,8.37,39.53,67.76
SAHARAUSDT,spot,0,0.05,0.00914485,medido_no_perpetuo_gemeo,8934.93,42216.32,72361.90,446.75,2110.82,3618.09,20.92,98.83,169.40
SAHARAUSDT,spot,1,0.01,0.00914485,medido_no_perpetuo_gemeo,28775.41,67131.35,75654.96,287.75,671.31,756.55,13.47,31.43,35.42
SAHARAUSDT,spot,1,0.02,0.00914485,medido_no_perpetuo_gemeo,28775.41,67131.35,75654.96,575.51,1342.63,1513.10,26.95,62.86,70.84
SAHARAUSDT,spot,1,0.05,0.00914485,medido_no_perpetuo_gemeo,28775.41,67131.35,75654.96,1438.77,3356.57,3782.75,67.36,157.15,177.11
SAHARAUSDT,spot,2,0.01,0.00914485,medido_no_perpetuo_gemeo,46929.53,72591.55,162180.14,469.30,725.92,1621.80,21.97,33.99,75.93
SAHARAUSDT,spot,2,0.02,0.00914485,medido_no_perpetuo_gemeo,46929.53,72591.55,162180.14,938.59,1451.83,3243.60,43.94,67.97,151.86
SAHARAUSDT,spot,2,0.05,0.00914485,medido_no_perpetuo_gemeo,46929.53,72591.55,162180.14,2346.48,3629.58,8109.01,109.86,169.94,379.66
SAHARAUSDT,spot,3,0.01,0.00914485,medido_no_perpetuo_gemeo,13896.83,100445.59,275954.85,138.97,1004.46,2759.55,6.51,47.03,129.20
SAHARAUSDT,spot,3,0.02,0.00914485,medido_no_perpetuo_gemeo,13896.83,100445.59,275954.85,277.94,2008.91,5519.10,13.01,94.06,258.40
SAHARAUSDT,spot,3,0.05,0.00914485,medido_no_perpetuo_gemeo,13896.83,100445.59,275954.85,694.84,5022.28,13797.74,32.53,235.14,646.01
SAHARAUSDT,spot,4,0.01,0.00914485,medido_no_perpetuo_gemeo,11743.80,67244.65,267738.32,117.44,672.45,2677.38,5.50,31.48,125.35
SAHARAUSDT,spot,4,0.02,0.00914485,medido_no_perpetuo_gemeo,11743.80,67244.65,267738.32,234.88,1344.89,5354.77,11.00,62.97,250.71
SAHARAUSDT,spot,4,0.05,0.00914485,medido_no_perpetuo_gemeo,11743.80,67244.65,267738.32,587.19,3362.23,13386.92,27.49,157.42,626.77
SAHARAUSDT,spot,5,0.01,0.00914485,medido_no_perpetuo_gemeo,4502.67,13289.30,138676.52,45.03,132.89,1386.77,2.11,6.22,64.93
SAHARAUSDT,spot,5,0.02,0.00914485,medido_no_perpetuo_gemeo,4502.67,13289.30,138676.52,90.05,265.79,2773.53,4.22,12.44,129.86
SAHARAUSDT,spot,5,0.05,0.00914485,medido_no_perpetuo_gemeo,4502.67,13289.30,138676.52,225.13,664.46,6933.83,10.54,31.11,324.64
SAHARAUSDT,spot,6,0.01,0.00914485,medido_no_perpetuo_gemeo,2757.11,6620.70,9437.40,27.57,66.21,94.37,1.29,3.10,4.42
SAHARAUSDT,spot,6,0.02,0.00914485,medido_no_perpetuo_gemeo,2757.11,6620.70,9437.40,55.14,132.41,188.75,2.58,6.20,8.84
SAHARAUSDT,spot,6,0.05,0.00914485,medido_no_perpetuo_gemeo,2757.11,6620.70,9437.40,137.86,331.04,471.87,6.45,15.50,22.09
SAHARAUSDT,spot,7,0.01,0.00914485,medido_no_perpetuo_gemeo,2315.38,5327.32,6635.73,23.15,53.27,66.36,1.08,2.49,3.11
SAHARAUSDT,spot,7,0.02,0.00914485,medido_no_perpetuo_gemeo,2315.38,5327.32,6635.73,46.31,106.55,132.71,2.17,4.99,6.21
SAHARAUSDT,spot,7,0.05,0.00914485,medido_no_perpetuo_gemeo,2315.38,5327.32,6635.73,115.77,266.37,331.79,5.42,12.47,15.53
SAHARAUSDT,spot,8,0.01,0.00914485,medido_no_perpetuo_gemeo,3556.45,6201.19,13041.05,35.56,62.01,130.41,1.67,2.90,6.11
SAHARAUSDT,spot,8,0.02,0.00914485,medido_no_perpetuo_gemeo,3556.45,6201.19,13041.05,71.13,124.02,260.82,3.33,5.81,12.21
SAHARAUSDT,spot,8,0.05,0.00914485,medido_no_perpetuo_gemeo,3556.45,6201.19,13041.05,177.82,310.06,652.05,8.33,14.52,30.53
SAHARAUSDT,spot,9,0.01,0.00914485,medido_no_perpetuo_gemeo,3957.64,9854.39,13786.89,39.58,98.54,137.87,1.85,4.61,6.45
SAHARAUSDT,spot,9,0.02,0.00914485,medido_no_perpetuo_gemeo,3957.64,9854.39,13786.89,79.15,197.09,275.74,3.71,9.23,12.91
SAHARAUSDT,spot,9,0.05,0.00914485,medido_no_perpetuo_gemeo,3957.64,9854.39,13786.89,197.88,492.72,689.34,9.26,23.07,32.27
SAHARAUSDT,spot,10,0.01,0.00914485,medido_no_perpetuo_gemeo,3428.55,6034.50,8827.57,34.29,60.35,88.28,1.61,2.83,4.13
SAHARAUSDT,spot,10,0.02,0.00914485,medido_no_perpetuo_gemeo,3428.55,6034.50,8827.57,68.57,120.69,176.55,3.21,5.65,8.27
SAHARAUSDT,spot,10,0.05,0.00914485,medido_no_perpetuo_gemeo,3428.55,6034.50,8827.57,171.43,301.73,441.38,8.03,14.13,20.67
SAHARAUSDT,spot,11,0.01,0.00914485,medido_no_perpetuo_gemeo,6287.98,10842.79,16512.46,62.88,108.43,165.12,2.94,5.08,7.73
SAHARAUSDT,spot,11,0.02,0.00914485,medido_no_perpetuo_gemeo,6287.98,10842.79,16512.46,125.76,216.86,330.25,5.89,10.15,15.46
SAHARAUSDT,spot,11,0.05,0.00914485,medido_no_perpetuo_gemeo,6287.98,10842.79,16512.46,314.40,542.14,825.62,14.72,25.38,38.66
SAHARAUSDT,spot,12,0.01,0.00914485,medido_no_perpetuo_gemeo,2378.76,9743.18,15765.40,23.79,97.43,157.65,1.11,4.56,7.38
SAHARAUSDT,spot,12,0.02,0.00914485,medido_no_perpetuo_gemeo,2378.76,9743.18,15765.40,47.58,194.86,315.31,2.23,9.12,14.76
SAHARAUSDT,spot,12,0.05,0.00914485,medido_no_perpetuo_gemeo,2378.76,9743.18,15765.40,118.94,487.16,788.27,5.57,22.81,36.91
SAHARAUSDT,spot,13,0.01,0.00914485,medido_no_perpetuo_gemeo,4039.14,9191.91,11751.13,40.39,91.92,117.51,1.89,4.30,5.50
SAHARAUSDT,spot,13,0.02,0.00914485,medido_no_perpetuo_gemeo,4039.14,9191.91,11751.13,80.78,183.84,235.02,3.78,8.61,11.00
SAHARAUSDT,spot,13,0.05,0.00914485,medido_no_perpetuo_gemeo,4039.14,9191.91,11751.13,201.96,459.60,587.56,9.46,21.52,27.51
SAHARAUSDT,spot,14,0.01,0.00914485,medido_no_perpetuo_gemeo,1315.53,3853.73,7153.21,13.16,38.54,71.53,0.62,1.80,3.35
SAHARAUSDT,spot,14,0.02,0.00914485,medido_no_perpetuo_gemeo,1315.53,3853.73,7153.21,26.31,77.07,143.06,1.23,3.61,6.70
SAHARAUSDT,spot,14,0.05,0.00914485,medido_no_perpetuo_gemeo,1315.53,3853.73,7153.21,65.78,192.69,357.66,3.08,9.02,16.75
SAHARAUSDT,spot,15,0.01,0.00914485,medido_no_perpetuo_gemeo,1162.69,2614.57,2817.12,11.63,26.15,28.17,0.54,1.22,1.32
SAHARAUSDT,spot,15,0.02,0.00914485,medido_no_perpetuo_gemeo,1162.69,2614.57,2817.12,23.25,52.29,56.34,1.09,2.45,2.64
SAHARAUSDT,spot,15,0.05,0.00914485,medido_no_perpetuo_gemeo,1162.69,2614.57,2817.12,58.13,130.73,140.86,2.72,6.12,6.59
SAHARAUSDT,spot,16,0.01,0.00914485,medido_no_perpetuo_gemeo,994.51,3318.86,7426.07,9.95,33.19,74.26,0.47,1.55,3.48
SAHARAUSDT,spot,16,0.02,0.00914485,medido_no_perpetuo_gemeo,994.51,3318.86,7426.07,19.89,66.38,148.52,0.93,3.11,6.95
SAHARAUSDT,spot,16,0.05,0.00914485,medido_no_perpetuo_gemeo,994.51,3318.86,7426.07,49.73,165.94,371.30,2.33,7.77,17.38
SAHARAUSDT,spot,17,0.01,0.00914485,medido_no_perpetuo_gemeo,258.83,3589.07,7470.95,2.59,35.89,74.71,0.12,1.68,3.50
SAHARAUSDT,spot,17,0.02,0.00914485,medido_no_perpetuo_gemeo,258.83,3589.07,7470.95,5.18,71.78,149.42,0.24,3.36,7.00
SAHARAUSDT,spot,17,0.05,0.00914485,medido_no_perpetuo_gemeo,258.83,3589.07,7470.95,12.94,179.45,373.55,0.61,8.40,17.49
SAHARAUSDT,spot,18,0.01,0.00914485,medido_no_perpetuo_gemeo,626.34,3332.45,4940.07,6.26,33.32,49.40,0.29,1.56,2.31
SAHARAUSDT,spot,18,0.02,0.00914485,medido_no_perpetuo_gemeo,626.34,3332.45,4940.07,12.53,66.65,98.80,0.59,3.12,4.63
SAHARAUSDT,spot,18,0.05,0.00914485,medido_no_perpetuo_gemeo,626.34,3332.45,4940.07,31.32,166.62,247.00,1.47,7.80,11.56
SAHARAUSDT,spot,19,0.01,0.00914485,medido_no_perpetuo_gemeo,2100.33,9337.11,14867.81,21.00,93.37,148.68,0.98,4.37,6.96
SAHARAUSDT,spot,19,0.02,0.00914485,medido_no_perpetuo_gemeo,2100.33,9337.11,14867.81,42.01,186.74,297.36,1.97,8.74,13.92
SAHARAUSDT,spot,19,0.05,0.00914485,medido_no_perpetuo_gemeo,2100.33,9337.11,14867.81,105.02,466.86,743.39,4.92,21.86,34.81
SAHARAUSDT,spot,20,0.01,0.00914485,medido_no_perpetuo_gemeo,1343.67,3652.74,8140.00,13.44,36.53,81.40,0.63,1.71,3.81
SAHARAUSDT,spot,20,0.02,0.00914485,medido_no_perpetuo_gemeo,1343.67,3652.74,8140.00,26.87,73.05,162.80,1.26,3.42,7.62
SAHARAUSDT,spot,20,0.05,0.00914485,medido_no_perpetuo_gemeo,1343.67,3652.74,8140.00,67.18,182.64,407.00,3.15,8.55,19.06
SAHARAUSDT,spot,21,0.01,0.00914485,medido_no_perpetuo_gemeo,3584.03,5980.95,9777.58,35.84,59.81,97.78,1.68,2.80,4.58
SAHARAUSDT,spot,21,0.02,0.00914485,medido_no_perpetuo_gemeo,3584.03,5980.95,9777.58,71.68,119.62,195.55,3.36,5.60,9.16
SAHARAUSDT,spot,21,0.05,0.00914485,medido_no_perpetuo_gemeo,3584.03,5980.95,9777.58,179.20,299.05,488.88,8.39,14.00,22.89
SAHARAUSDT,spot,22,0.01,0.00914485,medido_no_perpetuo_gemeo,8160.61,29181.00,133992.45,81.61,291.81,1339.92,3.82,13.66,62.74
SAHARAUSDT,spot,22,0.02,0.00914485,medido_no_perpetuo_gemeo,8160.61,29181.00,133992.45,163.21,583.62,2679.85,7.64,27.32,125.47
SAHARAUSDT,spot,22,0.05,0.00914485,medido_no_perpetuo_gemeo,8160.61,29181.00,133992.45,408.03,1459.05,6699.62,19.10,68.31,313.68
SAHARAUSDT,spot,23,0.01,0.00914485,medido_no_perpetuo_gemeo,14809.26,38576.99,117246.83,148.09,385.77,1172.47,6.93,18.06,54.89
SAHARAUSDT,spot,23,0.02,0.00914485,medido_no_perpetuo_gemeo,14809.26,38576.99,117246.83,296.19,771.54,2344.94,13.87,36.12,109.79
SAHARAUSDT,spot,23,0.05,0.00914485,medido_no_perpetuo_gemeo,14809.26,38576.99,117246.83,740.46,1928.85,5862.34,34.67,90.31,274.47
SOLUSDT,perpetual,0,0.01,0.02114179,mediana_da_familia,167349.40,496917.85,1480904.85,1673.49,4969.18,14809.05,181.14,537.87,1602.96
SOLUSDT,perpetual,0,0.02,0.02114179,mediana_da_familia,167349.40,496917.85,1480904.85,3346.99,9938.36,29618.10,362.28,1075.75,3205.91
SOLUSDT,perpetual,0,0.05,0.02114179,mediana_da_familia,167349.40,496917.85,1480904.85,8367.47,24845.89,74045.24,905.71,2689.36,8014.79
SOLUSDT,perpetual,1,0.01,0.02114179,mediana_da_familia,128277.98,458282.08,1262851.58,1282.78,4582.82,12628.52,138.85,496.05,1366.93
SOLUSDT,perpetual,1,0.02,0.02114179,mediana_da_familia,128277.98,458282.08,1262851.58,2565.56,9165.64,25257.03,277.70,992.10,2733.86
SOLUSDT,perpetual,1,0.05,0.02114179,mediana_da_familia,128277.98,458282.08,1262851.58,6413.90,22914.10,63142.58,694.25,2480.26,6834.66
SOLUSDT,perpetual,2,0.01,0.02114179,mediana_da_familia,138645.15,490531.71,1397461.66,1386.45,4905.32,13974.62,150.07,530.96,1512.64
SOLUSDT,perpetual,2,0.02,0.02114179,mediana_da_familia,138645.15,490531.71,1397461.66,2772.90,9810.63,27949.23,300.14,1061.92,3025.27
SOLUSDT,perpetual,2,0.05,0.02114179,mediana_da_familia,138645.15,490531.71,1397461.66,6932.26,24526.59,69873.08,750.36,2654.80,7563.18
SOLUSDT,perpetual,3,0.01,0.02114179,mediana_da_familia,173393.50,486663.23,1236906.08,1733.93,4866.63,12369.06,187.68,526.77,1338.85
SOLUSDT,perpetual,3,0.02,0.02114179,mediana_da_familia,173393.50,486663.23,1236906.08,3467.87,9733.26,24738.12,375.37,1053.55,2677.70
SOLUSDT,perpetual,3,0.05,0.02114179,mediana_da_familia,173393.50,486663.23,1236906.08,8669.67,24333.16,61845.30,938.42,2633.86,6694.24
SOLUSDT,perpetual,4,0.01,0.02114179,mediana_da_familia,155713.79,476051.28,1237087.14,1557.14,4760.51,12370.87,168.55,515.29,1339.04
SOLUSDT,perpetual,4,0.02,0.02114179,mediana_da_familia,155713.79,476051.28,1237087.14,3114.28,9521.03,24741.74,337.09,1030.57,2678.09
SOLUSDT,perpetual,4,0.05,0.02114179,mediana_da_familia,155713.79,476051.28,1237087.14,7785.69,23802.56,61854.36,842.74,2576.43,6695.22
SOLUSDT,perpetual,5,0.01,0.02114179,mediana_da_familia,183584.41,533267.82,1765513.54,1835.84,5332.68,17655.14,198.71,577.22,1911.02
SOLUSDT,perpetual,5,0.02,0.02114179,mediana_da_familia,183584.41,533267.82,1765513.54,3671.69,10665.36,35310.27,397.43,1154.44,3822.05
SOLUSDT,perpetual,5,0.05,0.02114179,mediana_da_familia,183584.41,533267.82,1765513.54,9179.22,26663.39,88275.68,993.57,2886.09,9555.11
SOLUSDT,perpetual,6,0.01,0.02114179,mediana_da_familia,167205.64,499405.18,1710665.65,1672.06,4994.05,17106.66,180.99,540.56,1851.65
SOLUSDT,perpetual,6,0.02,0.02114179,mediana_da_familia,167205.64,499405.18,1710665.65,3344.11,9988.10,34213.31,361.97,1081.13,3703.31
SOLUSDT,perpetual,6,0.05,0.02114179,mediana_da_familia,167205.64,499405.18,1710665.65,8360.28,24970.26,85533.28,904.93,2702.82,9258.27
SOLUSDT,perpetual,7,0.01,0.02114179,mediana_da_familia,155113.66,508422.70,1379758.61,1551.14,5084.23,13797.59,167.90,550.33,1493.47
SOLUSDT,perpetual,7,0.02,0.02114179,mediana_da_familia,155113.66,508422.70,1379758.61,3102.27,10168.45,27595.17,335.80,1100.65,2986.95
