symbol,tipo,nos_16,participacao,equity_brl,ref_p50_usdt,adv_usdt,passa_piso_50m,d_stop,fonte_d_stop,n_desfechos,notional_usdt,binding,cap_risk,cap_participacao,cap_moeda,r_brl,apostas_dia,r_medio,fonte_r,teto_brl_dia,esperado_brl_dia,apostas_dia_sinal,r_medio_sinal,teto_brl_dia_sinal,esperado_brl_dia_sinal,impacto_raiz_bps_k0_1,impacto_raiz_bps_k0_3,impacto_raiz_bps_k1_0
ARBUSDT,perpetual,True,0.01,100000,11867.24,141335443.99,True,0.02114179,mediana_da_familia,0,118.67,market_participation,2110.04,118.67,1953.20,12.85,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.92,2.75,9.16
ARBUSDT,perpetual,True,0.01,400000,11867.24,141335443.99,True,0.02114179,mediana_da_familia,0,118.67,market_participation,8440.15,118.67,7812.81,12.85,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.92,2.75,9.16
ARBUSDT,perpetual,True,0.02,100000,11867.24,141335443.99,True,0.02114179,mediana_da_familia,0,237.34,market_participation,2110.04,237.34,1953.20,25.69,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.30,3.89,12.96
ARBUSDT,perpetual,True,0.02,400000,11867.24,141335443.99,True,0.02114179,mediana_da_familia,0,237.34,market_participation,8440.15,237.34,7812.81,25.69,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.30,3.89,12.96
ARBUSDT,perpetual,True,0.05,100000,11867.24,141335443.99,True,0.02114179,mediana_da_familia,0,593.36,market_participation,2110.04,593.36,1953.20,64.23,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.05,6.15,20.49
ARBUSDT,perpetual,True,0.05,400000,11867.24,141335443.99,True,0.02114179,mediana_da_familia,0,593.36,market_participation,8440.15,593.36,7812.81,64.23,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.05,6.15,20.49
ARBUSDT,spot,True,0.01,100000,8102.86,45619207.86,False,0.02114179,mediana_da_familia,0,81.03,market_participation,2110.04,81.03,1953.20,8.77,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.33,4.00,13.33
ARBUSDT,spot,True,0.01,400000,8102.86,45619207.86,False,0.02114179,mediana_da_familia,0,81.03,market_participation,8440.15,81.03,7812.81,8.77,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.33,4.00,13.33
ARBUSDT,spot,True,0.02,100000,8102.86,45619207.86,False,0.02114179,mediana_da_familia,0,162.06,market_participation,2110.04,162.06,1953.20,17.54,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.88,5.65,18.85
ARBUSDT,spot,True,0.02,400000,8102.86,45619207.86,False,0.02114179,mediana_da_familia,0,162.06,market_participation,8440.15,162.06,7812.81,17.54,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.88,5.65,18.85
ARBUSDT,spot,True,0.05,100000,8102.86,45619207.86,False,0.02114179,mediana_da_familia,0,405.14,market_participation,2110.04,405.14,1953.20,43.85,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.98,8.94,29.80
ARBUSDT,spot,True,0.05,400000,8102.86,45619207.86,False,0.02114179,mediana_da_familia,0,405.14,market_participation,8440.15,405.14,7812.81,43.85,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.98,8.94,29.80
BNBUSDT,perpetual,True,0.01,100000,94441.73,387311909.19,True,0.02114179,mediana_da_familia,0,944.42,market_participation,2110.04,944.42,1953.20,102.23,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.56,4.68,15.62
BNBUSDT,perpetual,True,0.01,400000,94441.73,387311909.19,True,0.02114179,mediana_da_familia,0,944.42,market_participation,8440.15,944.42,7812.81,102.23,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.56,4.68,15.62
BNBUSDT,perpetual,True,0.02,100000,94441.73,387311909.19,True,0.02114179,mediana_da_familia,0,1888.83,market_participation,2110.04,1888.83,1953.20,204.45,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.21,6.63,22.08
BNBUSDT,perpetual,True,0.02,400000,94441.73,387311909.19,True,0.02114179,mediana_da_familia,0,1888.83,market_participation,8440.15,1888.83,7812.81,204.45,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.21,6.63,22.08
BNBUSDT,perpetual,True,0.05,100000,94441.73,387311909.19,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,4722.09,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.25,6.74,22.46
BNBUSDT,perpetual,True,0.05,400000,94441.73,387311909.19,True,0.02114179,mediana_da_familia,0,4722.09,market_participation,8440.15,4722.09,7812.81,511.13,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,3.49,10.48,34.92
BNBUSDT,spot,True,0.01,100000,36262.76,116869020.66,True,0.02114179,mediana_da_familia,0,362.63,market_participation,2110.04,362.63,1953.20,39.25,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.76,5.28,17.61
BNBUSDT,spot,True,0.01,400000,36262.76,116869020.66,True,0.02114179,mediana_da_familia,0,362.63,market_participation,8440.15,362.63,7812.81,39.25,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.76,5.28,17.61
BNBUSDT,spot,True,0.02,100000,36262.76,116869020.66,True,0.02114179,mediana_da_familia,0,725.26,market_participation,2110.04,725.26,1953.20,78.50,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.49,7.47,24.91
BNBUSDT,spot,True,0.02,400000,36262.76,116869020.66,True,0.02114179,mediana_da_familia,0,725.26,market_participation,8440.15,725.26,7812.81,78.50,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.49,7.47,24.91
BNBUSDT,spot,True,0.05,100000,36262.76,116869020.66,True,0.02114179,mediana_da_familia,0,1813.14,market_participation,2110.04,1813.14,1953.20,196.26,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,3.94,11.82,39.39
BNBUSDT,spot,True,0.05,400000,36262.76,116869020.66,True,0.02114179,mediana_da_familia,0,1813.14,market_participation,8440.15,1813.14,7812.81,196.26,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,3.94,11.82,39.39
BTCUSDT,perpetual,True,0.01,100000,2738488.06,11508496255.18,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,27384.88,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.41,1.24,4.12
BTCUSDT,perpetual,True,0.01,400000,2738488.06,11508496255.18,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,27384.88,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.82,2.47,8.24
BTCUSDT,perpetual,True,0.02,100000,2738488.06,11508496255.18,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,54769.76,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.41,1.24,4.12
BTCUSDT,perpetual,True,0.02,400000,2738488.06,11508496255.18,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,54769.76,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.82,2.47,8.24
BTCUSDT,perpetual,True,0.05,100000,2738488.06,11508496255.18,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,136924.40,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.41,1.24,4.12
BTCUSDT,perpetual,True,0.05,400000,2738488.06,11508496255.18,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,136924.40,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.82,2.47,8.24
BTCUSDT,spot,True,0.01,100000,323779.25,1150395738.69,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,3237.79,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.30,3.91,13.03
BTCUSDT,spot,True,0.01,400000,323779.25,1150395738.69,True,0.02114179,mediana_da_familia,0,3237.79,market_participation,8440.15,3237.79,7812.81,350.46,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.68,5.03,16.78
BTCUSDT,spot,True,0.02,100000,323779.25,1150395738.69,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,6475.58,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.30,3.91,13.03
BTCUSDT,spot,True,0.02,400000,323779.25,1150395738.69,True,0.02114179,mediana_da_familia,0,6475.58,market_participation,8440.15,6475.58,7812.81,700.93,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.37,7.12,23.73
BTCUSDT,spot,True,0.05,100000,323779.25,1150395738.69,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,16188.96,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.30,3.91,13.03
BTCUSDT,spot,True,0.05,400000,323779.25,1150395738.69,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,16188.96,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.61,7.82,26.06
DASHUSDT,perpetual,True,0.01,100000,12078.54,93926483.28,True,0.01724048,medido_no_mercado,7,120.79,market_participation,2537.88,120.79,1953.20,10.66,0.3333,1.5154,medido_no_mercado,3.55,5.39,0.3333,1.5154,3.55,5.39,1.13,3.40,11.34
DASHUSDT,perpetual,True,0.01,400000,12078.54,93926483.28,True,0.01724048,medido_no_mercado,7,120.79,market_participation,10151.52,120.79,7812.81,10.66,0.3333,1.5154,medido_no_mercado,3.55,5.39,0.3333,1.5154,3.55,5.39,1.13,3.40,11.34
DASHUSDT,perpetual,True,0.02,100000,12078.54,93926483.28,True,0.01724048,medido_no_mercado,7,241.57,market_participation,2537.88,241.57,1953.20,21.32,0.3333,1.5154,medido_no_mercado,7.11,10.77,0.3333,1.5154,7.11,10.77,1.60,4.81,16.04
DASHUSDT,perpetual,True,0.02,400000,12078.54,93926483.28,True,0.01724048,medido_no_mercado,7,241.57,market_participation,10151.52,241.57,7812.81,21.32,0.3333,1.5154,medido_no_mercado,7.11,10.77,0.3333,1.5154,7.11,10.77,1.60,4.81,16.04
DASHUSDT,perpetual,True,0.05,100000,12078.54,93926483.28,True,0.01724048,medido_no_mercado,7,603.93,market_participation,2537.88,603.93,1953.20,53.31,0.3333,1.5154,medido_no_mercado,17.77,26.93,0.3333,1.5154,17.77,26.93,2.54,7.61,25.36
DASHUSDT,perpetual,True,0.05,400000,12078.54,93926483.28,True,0.01724048,medido_no_mercado,7,603.93,market_participation,10151.52,603.93,7812.81,53.31,0.3333,1.5154,medido_no_mercado,17.77,26.93,0.3333,1.5154,17.77,26.93,2.54,7.61,25.36
DOGEUSDT,perpetual,True,0.01,100000,121896.24,488897782.74,True,0.02114179,mediana_da_familia,0,1218.96,market_participation,2110.04,1218.96,1953.20,131.94,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.58,4.74,15.79
DOGEUSDT,perpetual,True,0.01,400000,121896.24,488897782.74,True,0.02114179,mediana_da_familia,0,1218.96,market_participation,8440.15,1218.96,7812.81,131.94,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.58,4.74,15.79
DOGEUSDT,perpetual,True,0.02,100000,121896.24,488897782.74,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,2437.92,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.00,6.00,19.99
DOGEUSDT,perpetual,True,0.02,400000,121896.24,488897782.74,True,0.02114179,mediana_da_familia,0,2437.92,market_participation,8440.15,2437.92,7812.81,263.89,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.23,6.70,22.33
DOGEUSDT,perpetual,True,0.05,100000,121896.24,488897782.74,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,6094.81,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.00,6.00,19.99
DOGEUSDT,perpetual,True,0.05,400000,121896.24,488897782.74,True,0.02114179,mediana_da_familia,0,6094.81,market_participation,8440.15,6094.81,7812.81,659.71,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,3.53,10.59,35.31
DOGEUSDT,spot,True,0.01,100000,15522.84,70721391.22,True,0.02114179,mediana_da_familia,0,155.23,market_participation,2110.04,155.23,1953.20,16.80,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.48,4.44,14.82
DOGEUSDT,spot,True,0.01,400000,15522.84,70721391.22,True,0.02114179,mediana_da_familia,0,155.23,market_participation,8440.15,155.23,7812.81,16.80,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.48,4.44,14.82
DOGEUSDT,spot,True,0.02,100000,15522.84,70721391.22,True,0.02114179,mediana_da_familia,0,310.46,market_participation,2110.04,310.46,1953.20,33.60,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.10,6.29,20.95
DOGEUSDT,spot,True,0.02,400000,15522.84,70721391.22,True,0.02114179,mediana_da_familia,0,310.46,market_participation,8440.15,310.46,7812.81,33.60,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.10,6.29,20.95
DOGEUSDT,spot,True,0.05,100000,15522.84,70721391.22,True,0.02114179,mediana_da_familia,0,776.14,market_participation,2110.04,776.14,1953.20,84.01,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,3.31,9.94,33.13
DOGEUSDT,spot,True,0.05,400000,15522.84,70721391.22,True,0.02114179,mediana_da_familia,0,776.14,market_participation,8440.15,776.14,7812.81,84.01,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,3.31,9.94,33.13
ETHUSDT,perpetual,True,0.01,100000,2125219.21,8810051149.66,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,21252.19,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.47,1.41,4.71
ETHUSDT,perpetual,True,0.01,400000,2125219.21,8810051149.66,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,21252.19,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.94,2.83,9.42
ETHUSDT,perpetual,True,0.02,100000,2125219.21,8810051149.66,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,42504.38,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.47,1.41,4.71
ETHUSDT,perpetual,True,0.02,400000,2125219.21,8810051149.66,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,42504.38,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.94,2.83,9.42
ETHUSDT,perpetual,True,0.05,100000,2125219.21,8810051149.66,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,106260.96,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.47,1.41,4.71
ETHUSDT,perpetual,True,0.05,400000,2125219.21,8810051149.66,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,106260.96,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,0.94,2.83,9.42
ETHUSDT,spot,True,0.01,100000,223694.55,702590491.03,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,2236.95,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.67,5.00,16.67
ETHUSDT,spot,True,0.01,400000,223694.55,702590491.03,True,0.02114179,mediana_da_familia,0,2236.95,market_participation,8440.15,2236.95,7812.81,242.13,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.78,5.35,17.84
ETHUSDT,spot,True,0.02,100000,223694.55,702590491.03,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,4473.89,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.67,5.00,16.67
ETHUSDT,spot,True,0.02,400000,223694.55,702590491.03,True,0.02114179,mediana_da_familia,0,4473.89,market_participation,8440.15,4473.89,7812.81,484.26,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.52,7.57,25.23
ETHUSDT,spot,True,0.05,100000,223694.55,702590491.03,True,0.02114179,mediana_da_familia,0,1953.20,asset_exposure,2110.04,11184.73,1953.20,211.42,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.67,5.00,16.67
ETHUSDT,spot,True,0.05,400000,223694.55,702590491.03,True,0.02114179,mediana_da_familia,0,7812.81,asset_exposure,8440.15,11184.73,7812.81,845.67,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,3.33,10.00,33.35
LINKUSDT,perpetual,True,0.01,100000,49486.96,181130670.96,True,0.02114179,mediana_da_familia,0,494.87,market_participation,2110.04,494.87,1953.20,53.57,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.65,4.96,16.53
LINKUSDT,perpetual,True,0.01,400000,49486.96,181130670.96,True,0.02114179,mediana_da_familia,0,494.87,market_participation,8440.15,494.87,7812.81,53.57,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,1.65,4.96,16.53
LINKUSDT,perpetual,True,0.02,100000,49486.96,181130670.96,True,0.02114179,mediana_da_familia,0,989.74,market_participation,2110.04,989.74,1953.20,107.13,0.0000,-0.0994,familia,0.00,-0.00,0.0000,-0.0994,0.00,-0.00,2.34,7.01,23.38
