versao,dia,mercado,janela,barra,rotulo,r_exf,r_net,atr_pct,risco_pct
mean_reversion v10,2026-07-18,TAOUSDT,J2,2026-07-18T03:45:00Z,SIDEWAYS,0.052341,,0.00826394580874016711937198888,0.013009
mean_reversion v10,2026-07-18,ZECUSDT,J2,2026-07-18T05:30:00Z,SIDEWAYS,-0.457071,,0.01255514683541460304463221873,0.019503
mean_reversion v10,2026-07-18,ARBUSDT,J2,2026-07-18T09:45:00Z,LOW_VOLATILITY,0.383929,,0.01235116129795447738447038813,0.018694
mean_reversion v10,2026-07-18,SAHARAUSDT,J2,2026-07-18T23:15:00Z,LOW_VOLATILITY,0.091586,,0.01069861175174594168406911522,0.014473
mean_reversion v10,2026-07-19,ZECUSDT,J2,2026-07-19T02:00:00Z,LOW_VOLATILITY,0.341264,,0.0107246525525741171346894656,0.016535
mean_reversion v10,2026-07-19,SAHARAUSDT,J2,2026-07-19T04:15:00Z,LOW_VOLATILITY,0.611122,,0.01151004528186473233625586492,0.016741
mean_reversion v10,2026-07-19,ZECUSDT,J2,2026-07-19T11:15:00Z,BTC_BULL,-0.464677,,0.01118027619502942473389084657,0.018239
mean_reversion v10,2026-07-20,PROMUSDT,J2,2026-07-20T03:30:00Z,BTC_BULL,0.901581,,0.04552091594449815969715763676,0.064198
mean_reversion v10,2026-07-20,TAOUSDT,J2,2026-07-20T03:45:00Z,BTC_BULL,-1.100875,,0.00899039130275377893815739594,0.013740
mean_reversion v10,2026-07-20,SUIUSDT,J2,2026-07-20T04:30:00Z,BTC_BULL,-1.117191,,0.00800847111948603332864441225,0.011843
mean_reversion v10,2026-07-20,SAHARAUSDT,J2,2026-07-20T14:15:00Z,BTC_BULL,0.282063,,0.01253612152135007077545138008,0.020505
mean_reversion v10,2026-07-20,SOLUSDT,J2,2026-07-20T14:30:00Z,BTC_BULL,1.264724,,0.008722329099551526794732132965,0.013793
mean_reversion v10,2026-07-20,ARBUSDT,J2,2026-07-20T19:30:00Z,HIGH_VOLATILITY,0.444556,,0.01344134842287590266356628663,0.019615
mean_reversion v10,2026-07-20,NEARUSDT,J2,2026-07-20T19:30:00Z,HIGH_VOLATILITY,0.389862,,0.01176606680706405478532288223,0.015746
mean_reversion v10,2026-07-20,DOGEUSDT,J2,2026-07-20T19:30:00Z,HIGH_VOLATILITY,-0.130559,,0.009095579835521626144426391135,0.013188
mean_reversion v10,2026-07-20,DASHUSDT,J2,2026-07-20T20:15:00Z,HIGH_VOLATILITY,-0.443686,,0.008511022540452909027049748153,0.013066
mean_reversion v10,2026-07-20,SUIUSDT,J2,2026-07-20T22:15:00Z,HIGH_VOLATILITY,-0.199790,,0.009577653359970363948464001625,0.014586
mean_reversion v10,2026-07-20,ETHUSDT,J2,2026-07-20T23:00:00Z,HIGH_VOLATILITY,0.806581,,0.008776739035150295336831251236,0.013486
mean_reversion v10,2026-07-20,LINKUSDT,J2,2026-07-20T23:00:00Z,HIGH_VOLATILITY,0.452865,,0.009774082239122024543766399883,0.015483
mean_reversion v10,2026-07-21,ZECUSDT,J2,2026-07-21T00:00:00Z,HIGH_VOLATILITY,0.688986,,0.01409465612332837069729316414,0.019257
mean_reversion v10,2026-07-21,NEARUSDT,J2,2026-07-21T08:15:00Z,HIGH_VOLATILITY,-1.008384,,0.01205576891885487012837361903,0.019645
mean_reversion v10,2026-07-21,SAHARAUSDT,J2,2026-07-21T08:30:00Z,HIGH_VOLATILITY,0.071197,,0.01185517473482114305922454066,0.018411
mean_reversion v10,2026-07-21,UNIUSDT,J2,2026-07-21T11:00:00Z,BTC_BULL,-0.810858,,0.01143841282205830372073977792,0.017481
mean_reversion v10,2026-07-21,ARBUSDT,J2,2026-07-21T11:00:00Z,BTC_BULL,-0.687402,,0.0113229882239662856785844464,0.017683
mean_reversion v10,2026-07-21,SUIUSDT,J2,2026-07-21T11:45:00Z,BTC_BULL,-0.626225,,0.008104864326202798875793964873,0.012946
mean_reversion v10,2026-07-21,TAOUSDT,J2,2026-07-21T15:45:00Z,BTC_BULL,-0.306460,,0.008733819688161976310570951234,0.013547
mean_reversion v10,2026-07-21,SAHARAUSDT,J2,2026-07-21T16:45:00Z,BTC_BULL,0.077171,,0.01091865554084639850055134562,0.016986
mean_reversion v10,2026-07-22,SAHARAUSDT,J2,2026-07-22T01:30:00Z,BTC_BULL,-0.729405,,0.0107024744844280373853370281,0.017815
mean_reversion v10,2026-07-22,UNIUSDT,J2,2026-07-22T02:45:00Z,BTC_BULL,-0.007064,,0.009240098106580630501131505132,0.014255
mean_reversion v10,2026-07-22,ARBUSDT,J2,2026-07-22T07:45:00Z,BTC_BULL,-0.280044,,0.01073479114604715031462787308,0.016690
mean_reversion v10,2026-07-22,ARBUSDT,J2,2026-07-22T19:00:00Z,BTC_BULL,-0.558379,,0.01259356341462066652868134619,0.020022
mean_reversion v10,2026-07-22,UNIUSDT,J2,2026-07-22T23:00:00Z,BTC_BULL,0.405375,,0.01247268763335405604677052174,0.018519
mean_reversion v10,2026-07-22,ARBUSDT,J2,2026-07-22T23:45:00Z,BTC_BULL,0.040855,,0.01185874228195799831355643802,0.019605
mean_reversion v10,2026-07-23,PROMUSDT,J2,2026-07-23T00:45:00Z,BTC_BULL,1.423761,,0.03892351335238560166385819484,0.061408
mean_reversion v10,2026-07-23,PROMUSDT,J2,2026-07-23T11:15:00Z,BTC_BULL,0.320578,,0.0409457726598011064525984753,0.061382
mean_reversion v10,2026-07-23,NEARUSDT,J2,2026-07-23T15:30:00Z,BTC_BULL,0.526509,,0.009568446561630347777149696341,0.013433
mean_reversion v10,2026-07-24,ZECUSDT,J2,2026-07-24T09:45:00Z,SIDEWAYS,-1.077952,,0.01160508396782621928441574882,0.017729
mean_reversion v10,2026-07-24,NEARUSDT,J2,2026-07-24T10:30:00Z,SIDEWAYS,-1.089738,,0.01022153357540913914613655309,0.015426
mean_reversion v10,2026-07-24,SAHARAUSDT,J2,2026-07-24T10:45:00Z,SIDEWAYS,-1.089338,,0.009868968476445184078098063925,0.015495
mean_reversion v10,2026-07-24,UNIUSDT,J2,2026-07-24T13:45:00Z,SIDEWAYS,0.182821,,0.01116547677407859900720593129,0.017923
mean_reversion v10,2026-07-25,SAHARAUSDT,J2,2026-07-25T06:45:00Z,BTC_BEAR,-0.346420,,0.01776780014595836532073235772,0.027699
mean_reversion v10,2026-07-26,DOGEUSDT,J2,2026-07-26T13:45:00Z,BTC_BEAR,-0.068845,,0.0091477951173947877096815251,0.015152
mean_reversion v10,2026-07-26,ZECUSDT,J2,2026-07-26T14:15:00Z,BTC_BEAR,1.434804,,0.008056170131757009797742087041,0.011808
mean_reversion v10,2026-07-26,UNIUSDT,J2,2026-07-26T20:00:00Z,BTC_BEAR,-0.087451,,0.0113610320668404331270175473,0.019911
mean_reversion v10,2026-07-27,PROMUSDT,J2,2026-07-27T00:45:00Z,LOW_VOLATILITY,-1.029277,,0.03074583214829661815586256619,0.046233
mean_reversion v10,2026-07-27,UNIUSDT,J2,2026-07-27T01:00:00Z,LOW_VOLATILITY,0.694527,,0.01166956035919136824393066205,0.017327
mean_reversion v10,2026-07-27,ZECUSDT,J2,2026-07-27T08:30:00Z,LOW_VOLATILITY,0.080135,,0.009977931195408959824469570472,0.014078
mean_reversion v10,2026-07-27,UNIUSDT,J2,2026-07-27T10:45:00Z,LOW_VOLATILITY,-1.069757,,0.01225738868177511982288529277,0.019783
mean_reversion v10,2026-07-27,NEARUSDT,J2,2026-07-27T12:15:00Z,LOW_VOLATILITY,-1.103491,,0.008175802526535620167085067822,0.013396
mean_reversion v10,2026-07-28,UNIUSDT,J2,2026-07-28T18:30:00Z,BTC_BEAR,0.385083,,0.01418642366565206618629010168,0.021663
mean_reversion v10,2026-07-28,ARBUSDT,J2,2026-07-28T19:30:00Z,BTC_BEAR,0.253930,,0.01015551662636384668579080181,0.017201
mean_reversion v10,2026-07-28,DASHUSDT,J2,2026-07-28T23:15:00Z,BTC_BEAR,-0.488284,,0.01063980488713012196319943134,0.016529
mean_reversion v10,2026-07-28,ETHUSDT,J2,2026-07-28T23:30:00Z,BTC_BEAR,-0.624252,,0.008217504470575502152245762832,0.014362
mean_reversion v10,2026-07-29,ARBUSDT,J2,2026-07-29T02:15:00Z,BTC_BEAR,-1.108550,,0.00897413510845826798476295963,0.012777
mean_reversion v10,2026-07-29,TAOUSDT,J2,2026-07-29T04:30:00Z,BTC_BEAR,0.307725,,0.01231142308783529858086844657,0.018309
mean_reversion v10,2026-07-29,PROMUSDT,J2,2026-07-29T05:00:00Z,BTC_BEAR,-0.481358,,0.03314366997424507033068695112,0.048889
mean_reversion v10,2026-07-29,LINKUSDT,J2,2026-07-29T11:15:00Z,BTC_BEAR,-1.094414,,0.009082010648439052504996565007,0.014670
mean_reversion v10,2026-07-29,ETHUSDT,J2,2026-07-29T12:45:00Z,BTC_BEAR,-0.758507,,0.008819090401094108405589521574,0.014180
mean_reversion v10,2026-07-29,SOLUSDT,J2,2026-07-29T12:45:00Z,BTC_BEAR,-0.798364,,0.008081306996388186660276053794,0.013045
mean_reversion v10,2026-07-29,UNIUSDT,J2,2026-07-29T16:00:00Z,HIGH_VOLATILITY,-0.773975,,0.01424234406383296018795525642,0.021457
mean_reversion v10,2026-07-30,UNIUSDT,J2,2026-07-30T05:30:00Z,HIGH_VOLATILITY,0.286012,,0.0159046565745133896636419467,0.023725
mean_reversion v10,2026-07-30,ARBUSDT,J2,2026-07-30T06:30:00Z,HIGH_VOLATILITY,0.101971,,0.009696361163032009512108848926,0.015167
mean_reversion v10,2026-07-30,ZECUSDT,J2,2026-07-30T15:00:00Z,HIGH_VOLATILITY,-0.269857,,0.0121281892979139738211954562,0.017641
mean_reversion v10,2026-07-30,DASHUSDT,J2,2026-07-30T15:45:00Z,HIGH_VOLATILITY,0.015476,,0.01314211007997603450952317816,0.020626
mean_reversion v10,2026-07-30,SAHARAUSDT,J2,2026-07-30T18:30:00Z,SIDEWAYS,0.026332,,0.0112138900440999329718316286,0.017590
mean_reversion v10,2026-07-30,TAOUSDT,J2,2026-07-30T22:00:00Z,SIDEWAYS,0.844538,,0.008156324392045464861375637321,0.011136
mean_reversion v10,2026-07-30,NEARUSDT,J2,2026-07-30T23:30:00Z,SIDEWAYS,-1.097913,,0.009805373994488017783747106833,0.014152
mean_reversion v10,2026-07-31,UNIUSDT,J2,2026-07-31T03:45:00Z,LOW_VOLATILITY,1.305312,,0.01666914090462095677549584359,0.026772
mean_reversion v10,2026-07-31,TAOUSDT,J2,2026-07-31T07:15:00Z,SIDEWAYS,-1.109239,,0.008644328774711732037504230094,0.012698
mean_reversion v10,2026-07-31,TAOUSDT,J2,2026-07-31T09:45:00Z,SIDEWAYS,-0.178714,,0.008691306363691808184197523373,0.013796
mean_reversion v10,2026-07-31,NEARUSDT,J2,2026-07-31T21:00:00Z,SIDEWAYS,-0.398835,,0.01291836477050313456495908346,0.019966
mean_reversion v10,2026-08-01,ARBUSDT,J2,2026-08-01T06:30:00Z,BTC_BEAR,0.042847,,0.00809530438172779627706495661,0.013090
mean_reversion v10,2026-08-01,NEARUSDT,J2,2026-08-01T06:30:00Z,BTC_BEAR,-0.631013,,0.01101903108060074392060364145,0.018336
mean_reversion v10,2026-08-01,TAOUSDT,J2,2026-08-01T08:15:00Z,BTC_BEAR,-0.586043,,0.009902477429533795793969033304,0.016275
mean_reversion v10,2026-08-01,DASHUSDT,J2,2026-08-01T10:45:00Z,BTC_BEAR,-0.127659,,0.01192792059117526995929793643,0.018146
mean_reversion v10,2026-08-01,ZECUSDT,J2,2026-08-01T11:45:00Z,BTC_BEAR,0.828791,,0.008444967954322603211072820939,0.014052
mean_reversion v10,2026-08-01,SAHARAUSDT,J2,2026-08-01T15:00:00Z,BTC_BEAR,-1.071405,,0.01299925180236589204018855262,0.019332
mean_reversion v10,2026-08-01,ZECUSDT,J2,2026-08-01T18:30:00Z,BTC_BEAR,0.140891,,0.008136704439145160283705897837,0.009162
mean_reversion v10,2026-08-02,PROMUSDT,J2,2026-08-02T05:45:00Z,BTC_BEAR,-1.033822,,0.02951173006853631426609002881,0.040198
mean_reversion v10,2026-08-02,SAHARAUSDT,J2,2026-08-02T07:45:00Z,BTC_BEAR,-0.544080,,0.01820028169561574409101060832,0.026660
mean_reversion v10,2026-08-02,NEARUSDT,J2,2026-08-02T10:45:00Z,BTC_BEAR,-1.093070,,0.009481687738061742046641537374,0.014880
mean_reversion v10,2026-08-02,UNIUSDT,J2,2026-08-02T11:45:00Z,BTC_BEAR,0.157277,,0.01281161297520033872513289403,0.022121
mean_reversion v10,2026-08-02,ARBUSDT,J2,2026-08-02T12:15:00Z,BTC_BEAR,-1.106326,,0.008386849427350716233575414447,0.013042
mean_reversion v10,2026-08-02,NEARUSDT,J2,2026-08-02T14:15:00Z,BTC_BEAR,0.541854,,0.009455557519267644470389041273,0.014791
mean_reversion v10,2026-08-02,ARBUSDT,J2,2026-08-02T15:30:00Z,BTC_BEAR,0.717208,,0.009168365250807621419763889315,0.014354
mean_reversion v10,2026-08-02,ZECUSDT,J2,2026-08-02T17:15:00Z,BTC_BEAR,1.425752,,0.008697244576242647113515401758,0.012858
mean_reversion v10,2026-08-02,UNIUSDT,J2,2026-08-02T18:15:00Z,BTC_BEAR,0.568461,,0.0128021596329171985618780039,0.018774
mean_reversion v10,2026-08-03,ZECUSDT,J2,2026-08-03T00:45:00Z,BTC_BEAR,-1.079512,,0.01082895776026601217813726696,0.017386
mean_reversion v10,2026-08-03,PROMUSDT,J2,2026-08-03T09:30:00Z,SIDEWAYS,0.538349,,0.01940611377213771477749303458,0.030594
mean_reversion v10,2026-08-03,SAHARAUSDT,J2,2026-08-03T13:15:00Z,SIDEWAYS,0.358208,,0.01255337594282964626496326308,0.019939
mean_reversion v10,2026-08-03,ZECUSDT,J2,2026-08-03T19:15:00Z,SIDEWAYS,-0.848344,,0.01111957071328670985233378774,0.017529
mean_reversion v10,2026-08-03,NEARUSDT,J2,2026-08-03T23:00:00Z,SIDEWAYS,1.497491,,0.008169276622916995429572064723,0.011705
mean_reversion v10,2026-08-04,ARBUSDT,J2,2026-08-04T00:45:00Z,SIDEWAYS,1.315504,,0.008050899113924519170504436078,0.012509
mean_reversion v10,2026-08-04,NEARUSDT,J2,2026-08-04T07:00:00Z,SIDEWAYS,-0.402005,,0.008976089710200654986033332577,0.013492
mean_reversion v10,2026-08-04,ARBUSDT,J2,2026-08-04T07:30:00Z,SIDEWAYS,-0.600126,,0.00963250810136233892713271699,0.015417
mean_reversion v10,2026-08-04,SAHARAUSDT,J2,2026-08-04T07:30:00Z,SIDEWAYS,0.000640,,0.01243823104124775143637707844,0.020064
mean_reversion v10,2026-08-04,SAHARAUSDT,J2,2026-08-04T14:30:00Z,SIDEWAYS,0.877266,,0.01221390097257151147030710621,0.019187
mean_reversion v10,2026-08-04,SAHARAUSDT,J2,2026-08-04T23:00:00Z,SIDEWAYS,0.273222,,0.0131341274855563282787012826,0.020166
mean_reversion v10,2026-08-04,TAOUSDT,J2,2026-08-04T23:45:00Z,SIDEWAYS,0.232777,,0.01091132416168987879630677626,0.017039
mean_reversion v10,2026-08-05,TAOUSDT,J2,2026-08-05T07:45:00Z,BTC_BULL,-0.145923,,0.01071400165405992080349036164,0.016836
mean_reversion v10,2026-08-05,UNIUSDT,J2,2026-08-05T09:00:00Z,BTC_BULL,0.835430,,0.01235179452752234488100475633,0.018616
mean_reversion v10,2026-08-05,ZECUSDT,J2,2026-08-05T11:30:00Z,BTC_BULL,0.395633,,0.01122741207231004143556047622,0.017591
mean_reversion v10,2026-08-05,PROMUSDT,J2,2026-08-05T13:00:00Z,BTC_BULL,-1.037508,,0.02220959557811968447329165966,0.036350
mean_reversion v10,2026-08-05,TAOUSDT,J2,2026-08-05T18:45:00Z,BTC_BULL,0.082308,,0.009900082448668055556758381306,0.015185
mean_reversion v10,2026-08-05,SAHARAUSDT,J2,2026-08-05T18:45:00Z,BTC_BULL,0.652363,,0.01739727174419727306484775855,0.027215
mean_reversion v10,2026-08-05,ZECUSDT,J2,2026-08-05T19:45:00Z,BTC_BULL,-0.758465,,0.01147599004634056945246968036,0.017982
mean_reversion v10,2026-08-05,UNIUSDT,J2,2026-08-05T21:15:00Z,BTC_BULL,0.008579,,0.01647929192920071086058271875,0.024676
mean_reversion v10,2026-08-06,SAHARAUSDT,J2,2026-08-06T01:30:00Z,BTC_BULL,-0.568117,,0.0172128741310465101506812771,0.025504
mean_reversion v10,2026-08-06,TAOUSDT,J2,2026-08-06T01:45:00Z,BTC_BULL,0.060749,,0.00860683484877979942760016457,0.013987
mean_reversion v10,2026-08-06,NEARUSDT,J2,2026-08-06T08:30:00Z,BTC_BULL,-1.109073,,0.00805924807318700847990130861,0.012717
mean_reversion v10,2026-08-06,NEARUSDT,J2,2026-08-06T09:45:00Z,BTC_BULL,0.717833,,0.008094380880861677283518127162,0.012936
mean_reversion v10,2026-08-06,PROMUSDT,J2,2026-08-06T21:15:00Z,BTC_BULL,1.001863,,0.0162533186998309088473746179,0.023909
mean_reversion v10,2026-08-07,DASHUSDT,J2,2026-08-07T02:15:00Z,BTC_BULL,-0.322392,,0.009125122903900648559250893825,0.016203
mean_reversion v10,2026-08-07,ZECUSDT,J2,2026-08-07T05:00:00Z,BTC_BULL,-0.006804,,0.009944110367119880484141706235,0.017536
mean_reversion v10,2026-08-07,PROMUSDT,J2,2026-08-07T05:15:00Z,BTC_BULL,-1.057138,,0.01570814276091241193838504094,0.024077
mean_reversion v10,2026-08-07,UNIUSDT,J2,2026-08-07T14:30:00Z,BTC_BULL,0.359945,,0.01265976864301819218862759448,0.019480
mean_reversion v10,2026-08-07,ZECUSDT,J2,2026-08-07T23:00:00Z,BTC_BULL,-0.439719,,0.009857184792973663196059950657,0.015512
mean_reversion v10,2026-08-08,TAOUSDT,J2,2026-08-08T00:15:00Z,BTC_BULL,1.209044,,0.008372634316277542867886336318,0.013581
mean_reversion v10,2026-08-08,ARBUSDT,J2,2026-08-08T01:00:00Z,BTC_BULL,0.178337,,0.008363152689805956809204711992,0.013766
mean_reversion v10,2026-08-08,PROMUSDT,J2,2026-08-08T02:00:00Z,BTC_BULL,-0.752331,,0.02032383626375996995188774084,0.031067
mean_reversion v10,2026-08-08,SAHARAUSDT,J2,2026-08-08T14:30:00Z,BTC_BULL,-0.378908,,0.01132613340048349238871805011,0.017671
mean_reversion v10,2026-08-08,SAHARAUSDT,J2,2026-08-08T19:15:00Z,BTC_BULL,-0.078765,-0.081829,0.01125113265837784578420149598,0.016401
mean_reversion v10,2026-08-09,DASHUSDT,J2,2026-08-09T03:30:00Z,BTC_BULL,-0.279255,-0.279255,0.008883122938372279383880836918,0.013933
mean_reversion v10,2026-08-09,ZECUSDT,J2,2026-08-09T16:45:00Z,BTC_BULL,-0.562332,-0.562332,0.008423531599320258211964538239,0.013763
mean_reversion v10,2026-08-09,PROMUSDT,J2,2026-08-09T17:30:00Z,BTC_BULL,-1.048636,-1.050392,0.01870097735055528113766020886,0.028201
mean_reversion v10,2026-08-09,TAOUSDT,J2,2026-08-09T17:45:00Z,BTC_BULL,-0.254662,-0.257007,0.01368522422772719279193146555,0.021284
mean_reversion v10,2026-08-09,PROMUSDT,J2,2026-08-09T21:00:00Z,BTC_BULL,-0.610194,-0.611753,0.0220981597865433199335685832,0.031419
mean_reversion v10,2026-08-09,UNIUSDT,J2,2026-08-09T23:45:00Z,BTC_BULL,1.184405,1.177840,0.009153182122524704263676916908,0.015192
mean_reversion v10,2026-08-10,ARBUSDT,J2,2026-08-10T10:45:00Z,LOW_VOLATILITY,0.542209,0.542209,0.0104258979601317346263410905,0.016011
mean_reversion v10,2026-08-10,NEARUSDT,J2,2026-08-10T10:45:00Z,LOW_VOLATILITY,-0.011225,-0.011225,0.01044698122102814601936210667,0.016251
mean_reversion v10,2026-08-10,SAHARAUSDT,J2,2026-08-10T15:30:00Z,SIDEWAYS,-0.570464,-0.573478,0.01000929819726922727959689279,0.016632
mean_reversion v10,2026-08-10,NEARUSDT,J2,2026-08-10T15:30:00Z,SIDEWAYS,-1.083850,-1.089834,0.01054656944424443847333513515,0.016497
mean_reversion v10,2026-08-10,LINKUSDT,J2,2026-08-10T18:45:00Z,SIDEWAYS,0.591035,0.591035,0.008107077017871233959591309396,0.011216
mean_reversion v10,2026-08-11,ARBUSDT,J2,2026-08-11T04:45:00Z,SIDEWAYS,-0.378404,-0.379431,0.01019520874144598799662836424,0.015804
mean_reversion v10,2026-08-11,LINKUSDT,J2,2026-08-11T16:00:00Z,SIDEWAYS,0.544351,0.544351,0.009482930296720469133741621592,0.012856
mean_reversion v10,2026-08-12,LINKUSDT,J2,2026-08-12T03:30:00Z,BTC_BEAR,-0.063579,-0.063579,0.008955929805774149551876844135,0.013463
mean_reversion v10,2026-08-12,ARBUSDT,J2,2026-08-12T05:15:00Z,BTC_BEAR,-1.089466,-1.089466,0.01001889521848453737276461525,0.015473
mean_reversion v10,2026-08-12,TAOUSDT,J2,2026-08-12T05:45:00Z,BTC_BEAR,0.116440,0.113084,0.009625452026133144363700951992,0.014855
mean_reversion v10,2026-08-12,DOGEUSDT,J2,2026-08-12T07:15:00Z,BTC_BEAR,-0.013844,-0.021168,0.008067381393327405116862825977,0.013640
mean_reversion v10,2026-08-12,NEARUSDT,J2,2026-08-12T07:30:00Z,BTC_BEAR,0.064479,0.058284,0.0132415591048574525284683426,0.016209
mean_reversion v10,2026-08-12,ZECUSDT,J2,2026-08-12T16:00:00Z,BTC_BEAR,1.212025,1.212025,0.01080244023372454439736768339,0.017643
mean_reversion v10,2026-08-13,ZECUSDT,J3,2026-08-13T02:30:00Z,BTC_BEAR,1.726068,1.726068,0.01144938943451567245322161686,0.015308
mean_reversion v10,2026-08-13,NEARUSDT,J3,2026-08-13T09:30:00Z,BTC_BEAR,-0.366543,-0.366543,0.009754081484484238060354310588,0.015310
mean_reversion v10,2026-08-13,TAOUSDT,J3,2026-08-13T10:45:00Z,BTC_BEAR,0.730580,0.726959,0.008100626680165067746188143663,0.013790
mean_reversion v10,2026-08-13,ZECUSDT,J3,2026-08-13T10:45:00Z,BTC_BEAR,0.057961,0.057961,0.00996026925906133001894532724,0.015779
mean_reversion v10,2026-08-13,SAHARAUSDT,J3,2026-08-13T16:45:00Z,BTC_BEAR,-0.022694,-0.026165,0.01000310665490524399344687916,0.014432
mean_reversion v10,2026-08-14,TAOUSDT,J3,2026-08-14T01:15:00Z,BTC_BEAR,-0.638501,-0.642472,0.008020921063330694118467217784,0.012568
mean_reversion v10,2026-08-14,SAHARAUSDT,J3,2026-08-14T01:30:00Z,BTC_BEAR,-0.238070,-0.241427,0.008866646555732575184757684388,0.014850
mean_reversion v10,2026-08-14,PROMUSDT,J3,2026-08-14T15:45:00Z,BTC_BEAR,-1.017201,-1.008840,0.04772761566248397268173540895,0.076905
mean_reversion v10,2026-08-15,NEARUSDT,J3,2026-08-15T05:00:00Z,BTC_BEAR,-0.391669,-0.398575,0.009629948940274121360102666951,0.014435
mean_reversion v10,2026-08-15,ZECUSDT,J3,2026-08-15T05:45:00Z,BTC_BEAR,-0.554997,-0.561317,0.009260148977744940222028618432,0.015746
mean_reversion v10,2026-08-15,TAOUSDT,J3,2026-08-15T05:45:00Z,BTC_BEAR,-0.643848,-0.647386,0.008696024137867788696835353342,0.014044
mean_reversion v10,2026-08-15,LINKUSDT,J3,2026-08-15T07:00:00Z,BTC_BEAR,-1.077617,-1.083196,0.01314706493593142121984791953,0.017805
mean_reversion v10,2026-08-15,UNIUSDT,J3,2026-08-15T08:15:00Z,BTC_BEAR,-0.007236,-0.007236,0.01369760794412789731981534563,0.021660
mean_reversion v10,2026-08-15,NEARUSDT,J3,2026-08-15T13:45:00Z,BTC_BEAR,-0.058201,-0.065695,0.008492502340171292526182816375,0.013346
mean_reversion v10,2026-08-15,UNIUSDT,J3,2026-08-15T15:30:00Z,BTC_BEAR,-0.286209,-0.288579,0.009263767226151849126168953971,0.014504
mean_reversion v10,2026-08-15,SAHARAUSDT,J3,2026-08-15T16:00:00Z,BTC_BEAR,-0.256757,-0.260392,0.008423672085878398883588841657,0.013731
mean_reversion v10,2026-08-15,LINKUSDT,J3,2026-08-15T23:00:00Z,BTC_BEAR,-0.374353,-0.378355,0.01198285860777525085033310272,0.017945
mean_reversion v10,2026-08-16,LINKUSDT,J3,2026-08-16T03:45:00Z,BTC_BEAR,-0.672243,-0.672243,0.009344492279591564586386413271,0.015094
mean_reversion v10,2026-08-17,ARBUSDT,J3,2026-08-17T09:00:00Z,SIDEWAYS,0.191953,0.191953,0.008495259096745417508213307157,0.013996
mean_reversion v10,2026-08-17,NEARUSDT,J3,2026-08-17T16:30:00Z,SIDEWAYS,-1.097714,-1.097714,0.0086196556664421701223850756,0.014180
mean_reversion v10,2026-08-17,UNIUSDT,J3,2026-08-17T16:45:00Z,SIDEWAYS,0.151166,0.151166,0.008779259249936651096267565071,0.012970
mean_reversion v10,2026-08-17,ZECUSDT,J3,2026-08-17T17:30:00Z,SIDEWAYS,1.395740,1.395740,0.009526350405089307907223491962,0.014358
mean_reversion v10,2026-08-17,LINKUSDT,J3,2026-08-17T19:30:00Z,SIDEWAYS,0.320220,0.320220,0.008587968362496384431637533604,0.012538
mean_reversion v10,2026-08-17,ZECUSDT,J3,2026-08-17T22:45:00Z,SIDEWAYS,-0.460944,-0.466968,0.01088962251786680779470712554,0.016638
mean_reversion v10,2026-08-18,SAHARAUSDT,J3,2026-08-18T20:30:00Z,BTC_BULL,-0.740118,-0.743887,0.008251844024217768151503786379,0.013268
mean_reversion v10,2026-08-19,SUIUSDT,J3,2026-08-19T00:30:00Z,BTC_BULL,0.447542,0.447542,0.009904494994968173646266583938,0.015789
mean_reversion v10,2026-08-19,ZECUSDT,J3,2026-08-19T00:45:00Z,BTC_BULL,-0.246287,-0.246287,0.009691992533670999326807988472,0.014694
mean_reversion v10,2026-08-19,PROMUSDT,J3,2026-08-19T06:15:00Z,BTC_BULL,1.371818,1.430386,0.02794691286539368066604959342,0.043405
mean_reversion v10,2026-08-19,PROMUSDT,J3,2026-08-19T14:00:00Z,BTC_BULL,-0.307073,-0.272297,0.02720938964633893465934800683,0.040906
mean_reversion v10,2026-08-19,LINKUSDT,J3,2026-08-19T14:15:00Z,BTC_BULL,1.513306,1.513306,0.009356418197742565866413885823,0.013382
mean_reversion v10,2026-08-20,ZECUSDT,J3,2026-08-20T01:30:00Z,HIGH_VOLATILITY,-0.481038,-0.481038,0.01709149982810805659808610864,0.027580
mean_reversion v10,2026-08-20,ARBUSDT,J3,2026-08-20T02:45:00Z,HIGH_VOLATILITY,0.194564,0.194564,0.01843246006113234959185085115,0.028336
mean_reversion v10,2026-08-20,UNIUSDT,J3,2026-08-20T03:30:00Z,HIGH_VOLATILITY,0.174255,0.174255,0.01806115255280062381672041642,0.028551
mean_reversion v10,2026-08-20,LINKUSDT,J3,2026-08-20T03:30:00Z,HIGH_VOLATILITY,0.294926,0.294926,0.01554264398283040937656725362,0.024063
mean_reversion v10,2026-08-20,SOLUSDT,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,0.617756,0.617756,0.0125761032316587893318875288,0.021012
mean_reversion v10,2026-08-20,DOGEUSDT,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,0.046501,0.046501,0.01182050603225984564079860239,0.020038
mean_reversion v10,2026-08-20,NEARUSDT,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,0.162451,0.162451,0.01425859477787262031792851516,0.023345
mean_reversion v10,2026-08-20,SUIUSDT,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,-0.085259,-0.085259,0.01339993413361759285076562463,0.021772
