versao,dia,mercado,original,janela,r_exf,r_net,r_bruto,risco_pct,atr_pct
v10,2026-06-17,ETHUSDT,t,J1,-0.120311,,0.013008,0.014994,0.009210
v10,2026-06-17,PROMUSDT,f,J1,0.628087,,0.720466,0.021807,0.014073
v10,2026-06-17,DASHUSDT,f,J1,-1.080547,,-0.965067,0.017165,0.011866
v10,2026-06-17,LINKUSDT,f,J1,-1.088396,,-0.961704,0.015658,0.010282
v10,2026-06-17,SUIUSDT,f,J1,-1.074697,,-0.967572,0.018492,0.012580
v10,2026-06-17,ARBUSDT,f,J1,-1.069060,,-0.969987,0.019980,0.013850
v10,2026-06-17,ZECUSDT,f,J1,-1.050367,,-0.977995,0.027250,0.018224
v10,2026-06-17,NEARUSDT,f,J1,-1.049235,,-0.978480,0.027865,0.018598
v10,2026-06-17,TAOUSDT,f,J1,-1.056967,,-0.975168,0.024147,0.016114
v10,2026-06-18,PROMUSDT,f,J1,0.262346,,0.326707,0.031214,0.019805
v10,2026-06-18,NEARUSDT,f,J1,0.116541,,0.175492,0.034007,0.023323
v10,2026-06-19,LINKUSDT,f,J1,-0.364595,,-0.230136,0.014840,0.010229
v10,2026-06-19,UNIUSDT,f,J1,-0.210739,,-0.149609,0.032618,0.022183
v10,2026-06-19,ARBUSDT,f,J1,-1.066273,,-0.971181,0.020807,0.015176
v10,2026-06-19,SOLUSDT,t,J1,0.443310,,0.579002,0.014793,0.009735
v10,2026-06-19,ZECUSDT,f,J1,1.211548,,1.279910,0.029796,0.017836
v10,2026-06-20,NEARUSDT,f,J1,-0.630195,,-0.541154,0.022313,0.014128
v10,2026-06-20,TAOUSDT,f,J1,0.556114,,0.654837,0.020382,0.013330
v10,2026-06-20,ARBUSDT,f,J1,-1.085785,,-0.962822,0.016129,0.010726
v10,2026-06-20,ZECUSDT,f,J1,1.255920,,1.339582,0.024280,0.014819
v10,2026-06-20,DASHUSDT,f,J1,-0.080114,,0.000000,0.024949,0.014961
v10,2026-06-20,UNIUSDT,f,J1,-0.053929,,0.054164,0.018501,0.011776
v10,2026-06-20,SOLUSDT,t,J1,1.223950,,1.364251,0.014386,0.008872
v10,2026-06-20,PROMUSDT,f,J1,0.308769,,0.363258,0.036929,0.023135
v10,2026-06-21,SAHARAUSDT,f,J1,1.434280,,1.568392,0.015080,0.010089
v10,2026-06-21,PROMUSDT,f,J1,0.598406,,0.664526,0.030537,0.020517
v10,2026-06-21,ARBUSDT,f,J1,-0.465662,,-0.323400,0.014018,0.009579
v10,2026-06-21,NEARUSDT,f,J1,1.281896,,1.387178,0.019239,0.013636
v10,2026-06-21,SOLUSDT,t,J1,0.659324,,0.797315,0.014569,0.008689
v10,2026-06-21,TAOUSDT,f,J1,-0.306333,,-0.213147,0.021401,0.014147
v10,2026-06-21,SAHARAUSDT,f,J1,0.052230,,0.152942,0.019877,0.012315
v10,2026-06-21,SOLUSDT,t,J1,0.766133,,0.902987,0.014702,0.009298
v10,2026-06-21,TAOUSDT,f,J1,0.413520,,0.506183,0.021689,0.013867
v10,2026-06-22,SOLUSDT,t,J1,0.696259,,0.823548,0.015805,0.010214
v10,2026-06-22,ETHUSDT,t,J1,-0.306055,,-0.151120,0.012888,0.008811
v10,2026-06-22,XRPUSDT,t,J1,-0.478554,,-0.340461,0.014439,0.009461
v10,2026-06-22,ZECUSDT,f,J1,-0.140706,,-0.050248,0.022084,0.014870
v10,2026-06-22,LINKUSDT,f,J1,-0.476068,,-0.335707,0.014206,0.009973
v10,2026-06-22,ARBUSDT,f,J1,-0.519156,,-0.412446,0.018659,0.012808
v10,2026-06-22,SUIUSDT,f,J1,0.246911,,0.341982,0.021100,0.013626
v10,2026-06-22,UNIUSDT,f,J1,-0.566852,,-0.481271,0.023225,0.014664
v10,2026-06-23,DASHUSDT,f,J1,-1.067403,,-0.970697,0.020463,0.012021
v10,2026-06-24,PROMUSDT,f,J1,-0.005048,,0.103012,0.018515,0.011928
v10,2026-06-24,SUIUSDT,f,J1,0.067623,,0.163275,0.020932,0.013504
v10,2026-06-24,TAOUSDT,f,J1,1.289651,,1.394553,0.019310,0.012122
v10,2026-06-24,NEARUSDT,f,J1,-0.103005,,0.000000,0.019405,0.012103
v10,2026-06-24,UNIUSDT,f,J1,-0.133473,,-0.034189,0.020125,0.011881
v10,2026-06-24,SOLUSDT,t,J1,0.009998,,0.135719,0.015916,0.009446
v10,2026-06-24,DOGEUSDT,t,J1,0.039897,,0.189717,0.013358,0.008070
v10,2026-06-24,DASHUSDT,f,J1,-0.110094,,-0.032582,0.025776,0.016453
v10,2026-06-24,SAHARAUSDT,f,J1,1.477839,,1.528453,0.040721,0.027290
v10,2026-06-24,SOLUSDT,t,J1,0.287299,,0.446418,0.012597,0.008193
v10,2026-06-24,TAOUSDT,f,J1,-1.078830,,-0.965802,0.017534,0.011427
v10,2026-06-24,SAHARAUSDT,f,J1,-1.024556,,-0.989052,0.054774,0.039942
v10,2026-06-24,SOLUSDT,t,J1,-1.130005,,-0.943879,0.010685,0.008678
v10,2026-06-24,ZECUSDT,f,J1,-1.074269,,-0.967756,0.018597,0.014322
v10,2026-06-24,PROMUSDT,f,J1,-1.061479,,-0.973235,0.022404,0.014545
v10,2026-06-24,PROMUSDT,f,J1,1.574346,,1.659461,0.023950,0.016600
v10,2026-06-25,PROMUSDT,f,J1,0.026716,,0.097149,0.028418,0.018557
v10,2026-06-25,NEARUSDT,f,J1,0.377292,,0.463802,0.023229,0.015088
v10,2026-06-25,ZECUSDT,f,J1,0.168585,,0.232925,0.031179,0.020038
v10,2026-06-25,NEARUSDT,f,J1,-1.066358,,-0.971145,0.020781,0.014097
v10,2026-06-25,DOGEUSDT,t,J1,-1.078090,,-0.966119,0.017698,0.011560
v10,2026-06-25,BNBUSDT,f,J1,-1.109180,,-0.952800,0.012704,0.008219
v10,2026-06-25,LINKUSDT,f,J1,-1.078704,,-0.965856,0.017562,0.011556
v10,2026-06-25,XRPUSDT,t,J1,-1.093423,,-0.959551,0.014824,0.009428
v10,2026-06-25,ARBUSDT,f,J1,-1.063569,,-0.972340,0.021679,0.014061
v10,2026-06-25,SOLUSDT,t,J1,-1.065395,,-0.971557,0.021082,0.013375
v10,2026-06-25,PROMUSDT,f,J1,-1.061513,,-0.973220,0.022392,0.015121
v10,2026-06-25,DASHUSDT,f,J1,-1.046202,,-0.979779,0.029655,0.019587
v10,2026-06-25,UNIUSDT,f,J1,-1.051033,,-0.977710,0.026902,0.017545
v10,2026-06-25,ETHUSDT,t,J1,-1.077022,,-0.966576,0.017941,0.011564
v10,2026-06-25,SUIUSDT,f,J1,-1.066114,,-0.971249,0.020857,0.013513
v10,2026-06-25,TAOUSDT,f,J1,-1.066432,,-0.971113,0.020758,0.013586
v10,2026-06-25,ZECUSDT,f,J1,-1.041921,,-0.981613,0.032613,0.018750
v10,2026-06-25,BTCUSDT,f,J1,-1.096138,,-0.958387,0.014410,0.008844
v10,2026-06-26,BNBUSDT,f,J1,0.083524,,0.214914,0.015238,0.009553
v10,2026-06-26,DASHUSDT,f,J1,0.177243,,0.233347,0.035776,0.021353
v10,2026-06-26,ZECUSDT,f,J1,0.268007,,0.327676,0.033683,0.020259
v10,2026-06-26,ZECUSDT,f,J1,-1.038746,,-0.982973,0.035217,0.023045
v10,2026-06-26,BTCUSDT,f,J1,-1.064107,,-0.972109,0.021499,0.013211
v10,2026-06-26,PROMUSDT,f,J1,1.028821,,1.128043,0.020376,0.013793
v10,2026-06-26,SOLUSDT,t,J1,1.324099,,1.394125,0.029124,0.018461
v10,2026-06-26,ETHUSDT,t,J1,0.083489,,0.179896,0.020772,0.013539
v10,2026-06-26,UNIUSDT,f,J1,-0.407001,,-0.334023,0.027264,0.018000
v10,2026-06-26,XRPUSDT,t,J1,0.233070,,0.340972,0.018583,0.012727
v10,2026-06-26,LINKUSDT,f,J1,0.171872,,0.271156,0.020187,0.013236
v10,2026-06-26,ARBUSDT,f,J1,0.329160,,0.411408,0.024424,0.016658
v10,2026-06-26,NEARUSDT,f,J1,0.143101,,0.212288,0.028979,0.021257
v10,2026-06-26,TAOUSDT,f,J1,-0.112282,,-0.032026,0.024896,0.015827
v10,2026-06-26,SOLUSDT,t,J1,-0.372600,,-0.299538,0.027246,0.017889
v10,2026-06-26,PROMUSDT,f,J1,0.198385,,0.314232,0.017301,0.011713
v10,2026-06-26,SUIUSDT,f,J1,0.584790,,0.668508,0.024067,0.015378
v10,2026-06-26,DASHUSDT,f,J1,-0.110442,,-0.046612,0.031291,0.019898
v10,2026-06-27,ZECUSDT,f,J1,-0.402699,,-0.338429,0.030938,0.020431
v10,2026-06-27,UNIUSDT,f,J1,0.016068,,0.099803,0.023899,0.015986
v10,2026-06-27,DASHUSDT,f,J1,-0.257904,,-0.173706,0.023690,0.015481
v10,2026-06-27,PROMUSDT,f,J1,0.176257,,0.315759,0.014361,0.009758
v10,2026-06-27,ZECUSDT,f,J1,-0.174831,,-0.103495,0.027979,0.016774
v10,2026-06-27,NEARUSDT,f,J1,-0.131233,,-0.059606,0.027882,0.016289
v10,2026-06-27,DOGEUSDT,t,J1,0.164228,,0.302749,0.014461,0.009135
v10,2026-06-27,XRPUSDT,t,J1,0.238834,,0.375994,0.014613,0.009398
v10,2026-06-27,SUIUSDT,f,J1,0.436043,,0.538289,0.019652,0.011840
v10,2026-06-27,ARBUSDT,f,J1,0.559674,,0.663072,0.019456,0.012138
v10,2026-06-27,LINKUSDT,f,J1,0.673600,,0.802714,0.015578,0.008708
v10,2026-06-27,PROMUSDT,f,J1,-1.121750,,-0.947415,0.011403,0.008370
v10,2026-06-27,ARBUSDT,f,J1,-1.091945,,-0.960183,0.015060,0.010440
v10,2026-06-27,TAOUSDT,f,J1,-1.116048,,-0.949858,0.011959,0.008407
v10,2026-06-27,SOLUSDT,t,J1,-1.104801,,-0.954676,0.013230,0.008742
v10,2026-06-27,NEARUSDT,f,J1,0.597630,,0.679299,0.024680,0.015460
v10,2026-06-27,UNIUSDT,f,J1,-0.476089,,-0.363705,0.017728,0.011288
v10,2026-06-28,NEARUSDT,f,J1,-1.053820,,-0.976516,0.025534,0.016808
v10,2026-06-28,NEARUSDT,f,J1,0.163842,,0.237453,0.027242,0.016772
v10,2026-06-28,ARBUSDT,f,J1,-0.810484,,-0.674733,0.014651,0.009510
v10,2026-06-28,SOLUSDT,t,J1,-1.092814,,-0.959811,0.014921,0.009186
v10,2026-06-29,DASHUSDT,f,J1,0.420910,,0.521345,0.020005,0.012662
v10,2026-06-29,ETHUSDT,t,J1,0.018312,,0.155919,0.014542,0.009131
v10,2026-06-29,NEARUSDT,f,J1,0.055921,,0.144251,0.022666,0.015640
v10,2026-06-29,SUIUSDT,f,J1,0.273415,,0.390593,0.017115,0.011824
v10,2026-06-29,LINKUSDT,f,J1,1.532942,,1.663169,0.015547,0.010873
v10,2026-06-29,ARBUSDT,f,J1,1.582595,,1.680219,0.020833,0.014711
v10,2026-06-29,DASHUSDT,f,J1,1.545476,,1.648375,0.019741,0.013769
v10,2026-06-29,XRPUSDT,t,J1,0.827387,,0.939350,0.018003,0.010740
v10,2026-06-29,PROMUSDT,f,J1,-0.013759,,0.107496,0.016499,0.010606
v10,2026-06-29,LINKUSDT,f,J1,-1.084762,,-0.963261,0.016322,0.010543
v10,2026-06-29,XRPUSDT,t,J1,-0.683104,,-0.565942,0.016978,0.010767
v10,2026-06-29,SOLUSDT,t,J1,-0.461488,,-0.379138,0.024161,0.015761
v10,2026-06-29,DOGEUSDT,t,J1,-1.085624,,-0.962892,0.016159,0.010652
v10,2026-06-29,SUIUSDT,f,J1,-0.523356,,-0.415875,0.018525,0.011864
v10,2026-06-29,ETHUSDT,t,J1,-0.916000,,-0.798533,0.016901,0.010463
v10,2026-06-29,ARBUSDT,f,J1,-0.394708,,-0.310079,0.023532,0.014604
v10,2026-06-30,NEARUSDT,f,J1,0.392970,,0.472372,0.025324,0.016612
v10,2026-06-30,ZECUSDT,f,J1,-0.289685,,-0.216496,0.027229,0.017740
v10,2026-06-30,DASHUSDT,f,J1,0.257430,,0.366472,0.018392,0.011891
v10,2026-06-30,SUIUSDT,f,J1,-1.081389,,-0.964706,0.016990,0.010154
v10,2026-07-01,DOGEUSDT,t,J1,-1.093307,,-0.959600,0.014843,0.009409
v10,2026-07-01,SOLUSDT,t,J1,1.089302,,1.213685,0.016228,0.009392
v10,2026-07-01,DOGEUSDT,t,J1,0.663132,,0.787434,0.016183,0.009409
v10,2026-07-01,ETHUSDT,t,J1,-0.290491,,-0.135427,0.012879,0.008431
v10,2026-07-01,UNIUSDT,f,J1,-1.086919,,-0.962337,0.015921,0.011050
v10,2026-07-01,XRPUSDT,t,J1,-0.309071,,-0.151476,0.012671,0.008242
v10,2026-07-01,SUIUSDT,f,J1,-0.085333,,0.023454,0.018378,0.011953
v10,2026-07-01,SOLUSDT,t,J1,0.277891,,0.381270,0.019406,0.012369
v10,2026-07-01,ZECUSDT,f,J1,-0.410960,,-0.334968,0.026187,0.017590
v10,2026-07-01,ARBUSDT,f,J1,0.319164,,0.424986,0.018965,0.011995
v10,2026-07-01,SOLUSDT,t,J1,1.628482,,1.752006,0.016414,0.011833
v10,2026-07-01,PROMUSDT,f,J1,0.696403,,0.815906,0.016841,0.010775
v10,2026-07-01,ZECUSDT,f,J1,0.932066,,1.013754,0.024776,0.016295
v10,2026-07-01,SAHARAUSDT,f,J1,-0.328879,,-0.244338,0.023575,0.015267
v10,2026-07-01,DASHUSDT,f,J1,1.376771,,1.492277,0.017531,0.011495
v10,2026-07-01,DOGEUSDT,t,J1,-0.724622,,-0.585541,0.014311,0.009598
v10,2026-07-01,UNIUSDT,f,J1,1.537442,,1.652513,0.017623,0.012295
v10,2026-07-01,TAOUSDT,f,J1,-0.230690,,-0.131683,0.020162,0.013940
v10,2026-07-01,ETHUSDT,t,J1,-0.475841,,-0.312610,0.012222,0.009555
v10,2026-07-01,BTCUSDT,f,J1,1.394321,,1.562172,0.012020,0.008048
v10,2026-07-01,SUIUSDT,f,J1,0.223032,,0.341983,0.016852,0.011766
v10,2026-07-01,SOLUSDT,t,J1,0.056961,,0.158776,0.019662,0.012693
v10,2026-07-01,XRPUSDT,t,J1,-0.959670,,-0.803220,0.012711,0.008052
v10,2026-07-01,ARBUSDT,f,J1,-0.664107,,-0.571639,0.021484,0.013327
v10,2026-07-02,LINKUSDT,f,J1,1.362372,,1.486524,0.016295,0.010644
v10,2026-07-02,SAHARAUSDT,f,J1,1.198576,,1.277267,0.025820,0.015380
v10,2026-07-02,ETHUSDT,t,J1,1.332684,,1.464680,0.015313,0.009909
v10,2026-07-02,BTCUSDT,f,J1,1.282581,,1.432327,0.013477,0.008587
v10,2026-07-02,TAOUSDT,f,J1,0.695067,,0.792518,0.020679,0.013904
v10,2026-07-02,PROMUSDT,f,J1,-0.306160,,-0.197332,0.018333,0.012410
v10,2026-07-02,XRPUSDT,t,J1,1.190379,,1.334477,0.014001,0.008572
v10,2026-07-02,UNIUSDT,f,J1,1.345233,,1.452419,0.018904,0.012210
v10,2026-07-02,DASHUSDT,f,J1,0.751977,,0.859439,0.018750,0.012082
v10,2026-07-02,LINKUSDT,f,J1,1.306849,,1.440504,0.015118,0.009674
v10,2026-07-02,ETHUSDT,t,J1,1.352209,,1.487394,0.014950,0.009752
v10,2026-07-02,SAHARAUSDT,f,J1,0.030738,,0.103960,0.027336,0.015337
v10,2026-07-02,ARBUSDT,f,J1,0.242501,,0.331582,0.022522,0.013693
v10,2026-07-02,SOLUSDT,t,J1,0.094776,,0.180546,0.023353,0.014369
v10,2026-07-02,NEARUSDT,f,J1,0.646092,,0.728691,0.024414,0.016567
v10,2026-07-02,SUIUSDT,f,J1,-0.212017,,-0.110296,0.019629,0.012374
v10,2026-07-02,ZECUSDT,f,J1,-0.494216,,-0.424808,0.028623,0.018086
v10,2026-07-02,TAOUSDT,f,J1,-0.058927,,0.023564,0.024237,0.015555
v10,2026-07-02,LINKUSDT,f,J1,-0.061426,,0.050592,0.017852,0.010804
v10,2026-07-02,XRPUSDT,t,J1,-0.016369,,0.114385,0.015300,0.009526
v10,2026-07-02,DOGEUSDT,t,J1,-0.181506,,-0.052272,0.015460,0.009736
v10,2026-07-02,SUIUSDT,f,J1,-0.539949,,-0.426433,0.017542,0.011096
v10,2026-07-02,ZECUSDT,f,J1,-0.240562,,-0.170811,0.028586,0.018178
v10,2026-07-02,DASHUSDT,f,J1,0.345605,,0.449110,0.019395,0.012538
v10,2026-07-02,UNIUSDT,f,J1,-0.079116,,-0.010704,0.029213,0.019015
v10,2026-07-02,NEARUSDT,f,J1,0.743988,,0.839883,0.021028,0.014644
v10,2026-07-02,SOLUSDT,t,J1,0.135613,,0.246071,0.018136,0.011679
v10,2026-07-02,TAOUSDT,f,J1,1.078303,,1.178131,0.020262,0.013469
v10,2026-07-03,SAHARAUSDT,f,J1,1.326256,,1.446528,0.016821,0.010790
v10,2026-07-03,TAOUSDT,f,J1,-0.277794,,-0.173942,0.019214,0.011596
v10,2026-07-03,ZECUSDT,f,J1,0.666350,,0.744993,0.025659,0.017229
v10,2026-07-03,NEARUSDT,f,J1,0.107978,,0.196443,0.022645,0.015028
v10,2026-07-03,DASHUSDT,f,J1,0.171464,,0.275316,0.019298,0.012080
v10,2026-07-03,UNIUSDT,f,J1,-0.694174,,-0.590977,0.019258,0.012648
v10,2026-07-03,DASHUSDT,f,J1,-0.319085,,-0.211354,0.018517,0.011723
v10,2026-07-04,ZECUSDT,f,J1,0.261305,,0.337261,0.026433,0.016942
v10,2026-07-04,NEARUSDT,f,J1,-0.495846,,-0.409380,0.023008,0.014022
v10,2026-07-04,SAHARAUSDT,f,J1,-0.397789,,-0.291705,0.018790,0.010935
v10,2026-07-04,SUIUSDT,f,J1,-0.296263,,-0.171946,0.016056,0.010483
v10,2026-07-04,SOLUSDT,t,J1,1.339806,,1.501278,0.012495,0.008176
v10,2026-07-04,DOGEUSDT,t,J1,0.182889,,0.326604,0.013940,0.008984
v10,2026-07-04,ARBUSDT,f,J1,-1.022806,,-0.875666,0.013504,0.009232
v10,2026-07-04,ZECUSDT,f,J1,0.441412,,0.527307,0.023414,0.014887
v10,2026-07-04,DOGEUSDT,t,J1,-1.103266,,-0.955334,0.013425,0.008593
v10,2026-07-04,SUIUSDT,f,J1,-1.090038,,-0.961001,0.015376,0.009827
v10,2026-07-04,ARBUSDT,f,J1,-0.686355,,-0.550201,0.014621,0.009388
v10,2026-07-04,XRPUSDT,t,J1,-0.708088,,-0.582170,0.015801,0.010094
v10,2026-07-04,DASHUSDT,f,J1,-1.088879,,-0.961497,0.015574,0.010177
v10,2026-07-04,UNIUSDT,f,J1,-1.098537,,-0.957360,0.014063,0.009185
v10,2026-07-04,SAHARAUSDT,f,J1,-1.093548,,-0.959497,0.014805,0.010074
v10,2026-07-04,ZECUSDT,f,J1,-1.071537,,-0.968926,0.019297,0.012094
v10,2026-07-04,TAOUSDT,f,J1,-1.093163,,-0.959662,0.014865,0.009089
v10,2026-07-04,PROMUSDT,f,J1,-0.538142,,-0.418218,0.016609,0.009529
v10,2026-07-05,NEARUSDT,f,J1,-0.413238,,-0.303912,0.018232,0.013021
v10,2026-07-05,SUIUSDT,f,J1,0.198429,,0.349260,0.013283,0.008184
v10,2026-07-06,NEARUSDT,f,J1,-0.643435,,-0.560682,0.023991,0.014296
v10,2026-07-06,DASHUSDT,f,J1,-1.096400,,-0.958275,0.014371,0.009187
v10,2026-07-06,UNIUSDT,f,J1,-1.085471,,-0.962957,0.016188,0.009710
v10,2026-07-06,LINKUSDT,f,J1,-0.498945,,-0.336374,0.012270,0.008032
v10,2026-07-06,DOGEUSDT,t,J1,-0.574428,,-0.427762,0.013589,0.009001
v10,2026-07-06,TAOUSDT,f,J1,-1.088309,,-0.961741,0.015673,0.010037
v10,2026-07-06,ARBUSDT,f,J1,-1.084453,,-0.963393,0.016380,0.010411
v10,2026-07-06,UNIUSDT,f,J1,-1.021816,,-0.919813,0.019420,0.012527
v10,2026-07-07,DOGEUSDT,t,J1,-1.092474,,-0.959957,0.014975,0.009589
v10,2026-07-07,TAOUSDT,f,J1,-1.069232,,-0.969914,0.019931,0.011963
v10,2026-07-07,SUIUSDT,f,J1,-1.080018,,-0.965293,0.017277,0.010495
v10,2026-07-07,ARBUSDT,f,J1,-1.077983,,-0.966165,0.017722,0.011241
v10,2026-07-07,LINKUSDT,f,J1,-1.092418,,-0.959981,0.014984,0.009121
v10,2026-07-07,XRPUSDT,t,J1,-1.089847,,-0.961082,0.015408,0.009303
v10,2026-07-07,ETHUSDT,t,J1,-1.093112,,-0.959683,0.014873,0.009108
v10,2026-07-07,PROMUSDT,f,J1,1.606110,,1.750064,0.014056,0.010145
v10,2026-07-07,DASHUSDT,f,J1,0.130441,,0.244852,0.017508,0.011000
v10,2026-07-07,SOLUSDT,t,J1,-0.352876,,-0.225938,0.015718,0.009645
v10,2026-07-07,NEARUSDT,f,J1,-1.052561,,-0.977055,0.026134,0.016255
v10,2026-07-07,SAHARAUSDT,f,J1,-0.536219,,-0.423972,0.017740,0.012050
v10,2026-07-07,DASHUSDT,f,J1,0.219384,,0.322839,0.019381,0.011736
v10,2026-07-07,UNIUSDT,f,J1,1.170198,,1.279748,0.018461,0.010997
v10,2026-07-07,ETHUSDT,t,J1,-0.274280,,-0.152748,0.016426,0.009722
v10,2026-07-07,PROMUSDT,f,J1,1.393380,,1.467366,0.027562,0.017986
v10,2026-07-07,ZECUSDT,f,J1,-1.045378,,-0.980133,0.030182,0.019192
v10,2026-07-07,DASHUSDT,f,J1,-0.158850,,-0.083859,0.026624,0.015906
v10,2026-07-07,UNIUSDT,f,J1,-0.150880,,-0.057997,0.021506,0.014010
v10,2026-07-07,ZECUSDT,f,J1,0.021442,,0.089797,0.029280,0.019842
v10,2026-07-08,PROMUSDT,f,J1,-1.044568,,-0.980479,0.030718,0.020635
v10,2026-07-08,DASHUSDT,f,J1,-1.054353,,-0.976287,0.025288,0.015180
v10,2026-07-08,UNIUSDT,f,J1,1.454040,,1.522830,0.029715,0.019112
v10,2026-07-08,DOGEUSDT,t,J1,0.058795,,0.189458,0.015320,0.009258
v10,2026-07-09,DOGEUSDT,t,J1,0.876800,,1.038849,0.012414,0.008429
v10,2026-07-09,DASHUSDT,f,J1,0.207646,,0.314901,0.018691,0.011679
v10,2026-07-09,UNIUSDT,f,J1,1.228984,,1.290031,0.033449,0.020106
v10,2026-07-09,PROMUSDT,f,J1,1.314029,,1.389317,0.027048,0.017013
v10,2026-07-09,DASHUSDT,f,J1,-0.608713,,-0.474538,0.014844,0.010069
v10,2026-07-09,NEARUSDT,f,J1,0.151875,,0.264130,0.017848,0.012147
v10,2026-07-09,SOLUSDT,t,J1,-0.365717,,-0.205632,0.012470,0.008330
v10,2026-07-09,SUIUSDT,f,J1,-0.381178,,-0.241870,0.014323,0.009581
v10,2026-07-09,SAHARAUSDT,f,J1,-0.879301,,-0.803681,0.026155,0.017684
v10,2026-07-09,TAOUSDT,f,J1,0.552040,,0.683049,0.015337,0.009750
v10,2026-07-09,ZECUSDT,f,J1,-0.186989,,-0.091909,0.021002,0.012853
v10,2026-07-09,UNIUSDT,f,J1,0.546086,,0.643417,0.020673,0.016354
v10,2026-07-09,NEARUSDT,f,J1,0.394812,,0.494654,0.020119,0.012678
v10,2026-07-09,ARBUSDT,f,J1,0.601790,,0.646449,0.045414,0.024429
v10,2026-07-09,DASHUSDT,f,J1,1.446015,,1.596893,0.013390,0.009115
v10,2026-07-09,ZECUSDT,f,J1,0.831015,,0.919895,0.022724,0.015764
v10,2026-07-09,NEARUSDT,f,J1,0.718588,,0.829151,0.018215,0.011385
v10,2026-07-10,TAOUSDT,f,J1,0.286637,,0.394622,0.018578,0.010969
v10,2026-07-10,NEARUSDT,f,J1,0.464248,,0.601403,0.014637,0.010406
v10,2026-07-10,PROMUSDT,f,J1,-0.293527,,-0.207049,0.023058,0.015438
v10,2026-07-10,DASHUSDT,f,J1,-0.736259,,-0.617063,0.016683,0.010110
v10,2026-07-10,NEARUSDT,f,J1,-1.100110,,-0.956686,0.013844,0.009851
v10,2026-07-10,ARBUSDT,f,J1,-1.038925,,-0.982897,0.035060,0.022787
v10,2026-07-10,TAOUSDT,f,J1,-1.084565,,-0.963345,0.016359,0.010322
v10,2026-07-10,PROMUSDT,f,J1,0.508906,,0.603326,0.021305,0.013768
v10,2026-07-10,SAHARAUSDT,f,J1,-0.069785,,0.065403,0.014792,0.010045
v10,2026-07-10,UNIUSDT,f,J1,-0.111110,,-0.045970,0.030663,0.018199
v10,2026-07-10,LINKUSDT,f,J1,-0.070922,,0.072369,0.013956,0.008007
v10,2026-07-10,ZECUSDT,f,J1,0.251852,,0.322587,0.028387,0.018161
v10,2026-07-10,SUIUSDT,f,J1,0.580871,,0.714056,0.015089,0.009768
v10,2026-07-10,UNIUSDT,f,J1,-0.555154,,-0.475808,0.025041,0.016640
v10,2026-07-10,ZECUSDT,f,J1,0.348483,,0.427395,0.025467,0.014956
v10,2026-07-11,SUIUSDT,f,J1,0.200040,,0.338827,0.014437,0.009011
v10,2026-07-11,PROMUSDT,f,J1,-0.130668,,-0.037196,0.021375,0.014309
v10,2026-07-11,SUIUSDT,f,J1,0.374870,,0.517247,0.014090,0.008801
v10,2026-07-11,PROMUSDT,f,J1,-1.079939,,-0.965327,0.017294,0.011111
v10,2026-07-11,NEARUSDT,f,J1,-1.106873,,-0.953789,0.012976,0.008200
v10,2026-07-11,PROMUSDT,f,J1,-0.721332,,-0.602384,0.016719,0.011183
v10,2026-07-12,ARBUSDT,f,J2,1.261276,,1.322756,0.033226,0.020474
v10,2026-07-12,UNIUSDT,f,J2,-0.213532,,-0.136846,0.026018,0.016928
v10,2026-07-12,ZECUSDT,f,J2,0.844287,,0.947881,0.019473,0.015142
v10,2026-07-12,SUIUSDT,f,J2,-0.338735,,-0.181525,0.012699,0.008324
v10,2026-07-12,TAOUSDT,f,J2,-1.112935,,-0.951192,0.012286,0.008438
v10,2026-07-12,DASHUSDT,f,J2,0.091764,,0.217879,0.015876,0.010563
v10,2026-07-12,NEARUSDT,f,J2,-0.209845,,-0.092647,0.017041,0.010939
v10,2026-07-12,ZECUSDT,f,J2,-0.705231,,-0.625525,0.024882,0.014681
v10,2026-07-12,UNIUSDT,f,J2,-1.070230,,-0.969486,0.019651,0.012419
v10,2026-07-14,NEARUSDT,f,J2,0.949164,,1.035451,0.023446,0.015811
v10,2026-07-14,ZECUSDT,f,J2,1.313164,,1.413612,0.020183,0.012776
v10,2026-07-14,ARBUSDT,f,J2,-0.030024,,0.057462,0.022862,0.014155
v10,2026-07-14,LINKUSDT,f,J2,0.231279,,0.370396,0.014406,0.009754
v10,2026-07-14,TAOUSDT,f,J2,-0.182511,,-0.064492,0.016927,0.011579
v10,2026-07-14,DASHUSDT,f,J2,0.315579,,0.439474,0.016190,0.009564
v10,2026-07-14,NEARUSDT,f,J2,-0.398835,,-0.309483,0.022293,0.014149
v10,2026-07-14,ZECUSDT,f,J2,1.339878,,1.422187,0.024711,0.015756
v10,2026-07-14,UNIUSDT,f,J2,-0.035694,,0.077026,0.017744,0.012888
v10,2026-07-14,NEARUSDT,f,J2,0.132556,,0.239318,0.018764,0.012400
v10,2026-07-15,ETHUSDT,t,J2,0.369451,,0.529111,0.012561,0.008035
v10,2026-07-15,SUIUSDT,f,J2,-1.107698,,-0.953435,0.012878,0.008624
v10,2026-07-15,SAHARAUSDT,f,J2,-0.598977,,-0.472220,0.015710,0.010016
v10,2026-07-15,LINKUSDT,f,J2,0.952302,,1.104494,0.013229,0.008230
v10,2026-07-15,SUIUSDT,f,J2,0.181926,,0.319249,0.014589,0.009245
