versao,dia,mercado,original,janela,r_exf,r_net,r_bruto,risco_pct,atr_pct
v1,2026-08-20,ZECUSDT,f,J3,-1.119635,-1.119635,-0.948321,0.011603,0.009790
v1,2026-08-20,ARBUSDT,f,J3,0.450106,0.450106,0.613907,0.012248,0.011656
v1,2026-08-20,UNIUSDT,f,J3,1.087600,1.087600,1.280231,0.010446,0.009298
v1,2026-08-20,LINKUSDT,f,J3,1.138408,1.138408,1.388213,0.008046,0.007451
v1,2026-08-20,ZECUSDT,f,J3,0.667083,0.667083,0.854146,0.010734,0.007745
v1,2026-08-20,SUIUSDT,f,J3,-0.220394,-0.220394,0.016939,0.008423,0.006835
v1,2026-08-20,XRPUSDT,t,J3,0.606204,0.606204,0.826185,0.009121,0.006440
v1,2026-08-20,TAOUSDT,f,J3,0.738800,0.733430,0.955310,0.009273,0.007029
v1,2026-08-20,DOGEUSDT,t,J3,0.109382,0.109382,0.344361,0.008519,0.006333
v1,2026-08-20,NEARUSDT,f,J3,0.889605,0.889605,1.100799,0.009514,0.007769
v1,2026-08-20,DASHUSDT,f,J3,0.975593,0.975593,1.261264,0.007028,0.006122
v1,2026-08-20,ARBUSDT,f,J3,1.348332,1.348332,1.601240,0.007954,0.008035
v1,2026-08-20,ETHUSDT,t,J3,1.322876,1.322876,1.602915,0.007179,0.007234
v1,2026-08-20,TAOUSDT,f,J3,1.156533,1.156533,1.375743,0.009176,0.008486
v1,2026-08-20,DASHUSDT,f,J3,1.192628,1.192628,1.482823,0.006923,0.006638
v1,2026-08-20,UNIUSDT,f,J3,-1.161744,-1.161744,-0.930282,0.008601,0.008546
v1,2026-08-20,LINKUSDT,f,J3,0.974303,0.974303,1.266045,0.006881,0.006003
v1,2026-08-20,UNIUSDT,f,J3,0.915049,0.915049,1.101050,0.010810,0.008863
v1,2026-08-20,PROMUSDT,f,J3,-1.081369,-1.084297,-0.964714,0.016994,0.016887
v1,2026-08-20,XRPUSDT,t,J3,1.675353,1.675353,1.803892,0.015771,0.017419
v1,2026-08-20,SUIUSDT,f,J3,1.189243,1.189243,1.403994,0.009369,0.008774
v1,2026-08-20,TAOUSDT,f,J3,1.321983,1.321983,1.563876,0.008317,0.008290
v1,2026-08-20,PROMUSDT,f,J3,1.121203,1.121203,1.262390,0.014285,0.012708
v1,2026-08-20,ETHUSDT,t,J3,1.261653,1.261653,1.593891,0.006045,0.006032
v1,2026-08-20,LINKUSDT,f,J3,-1.200881,-1.200881,-0.913517,0.006934,0.006244
v1,2026-08-20,LINKUSDT,f,J3,-1.230564,-1.230564,-0.900801,0.006045,0.006013
v1,2026-08-21,ZECUSDT,f,J3,1.675270,1.675270,1.912765,0.008484,0.009634
v1,2026-08-21,ETHUSDT,t,J3,1.005248,1.005248,1.204092,0.010113,0.008689
v1,2026-08-21,SOLUSDT,t,J3,1.064981,1.064981,1.256613,0.010499,0.009249
v1,2026-08-21,LINKUSDT,f,J3,1.517569,1.517569,1.704037,0.010818,0.011454
v1,2026-08-21,DOGEUSDT,t,J3,1.605363,1.605363,1.817062,0.009523,0.010481
v1,2026-08-21,NEARUSDT,f,J3,1.084799,1.084799,1.235068,0.013412,0.011770
v1,2026-08-21,XRPUSDT,t,J3,-1.097821,-1.097821,-0.957666,0.014165,0.013146
v1,2026-08-21,DASHUSDT,f,J3,-1.176808,-1.176808,-0.923829,0.007872,0.009560
v1,2026-08-21,ARBUSDT,f,J3,-1.144863,-1.144863,-0.937514,0.009596,0.011252
v1,2026-08-21,NEARUSDT,f,J3,-1.155231,-1.155231,-0.933073,0.008960,0.009418
v1,2026-08-21,TAOUSDT,f,J3,-1.140538,-1.140538,-0.939367,0.009890,0.010344
v1,2026-08-21,SUIUSDT,f,J3,1.264404,1.264404,1.427327,0.012377,0.011784
v1,2026-08-21,ARBUSDT,f,J3,1.414044,1.414044,1.573791,0.012637,0.012768
v1,2026-08-21,SAHARAUSDT,f,J3,1.162190,1.157363,1.356994,0.010333,0.009510
v1,2026-08-21,TAOUSDT,f,J3,1.455259,1.455259,1.649550,0.010376,0.010752
v1,2026-08-21,NEARUSDT,f,J3,1.333333,1.333333,1.545960,0.009469,0.009404
v1,2026-08-21,XRPUSDT,t,J3,1.688355,1.688355,1.877797,0.010657,0.012011
v1,2026-08-21,SOLUSDT,t,J3,2.133435,2.133435,2.576902,0.004534,0.006236
v1,2026-08-22,PROMUSDT,f,J3,-1.079822,-1.079822,-0.965377,0.017319,0.017831
v1,2026-08-22,LINKUSDT,f,J3,-1.045961,-1.045961,-0.979883,0.029807,0.026486
v1,2026-08-22,NEARUSDT,f,J3,-1.034499,-1.034499,-0.984793,0.039431,0.033775
v1,2026-08-22,SAHARAUSDT,f,J3,-1.048612,-1.048612,-0.978747,0.028214,0.026521
v1,2026-08-22,SUIUSDT,f,J3,0.490204,0.486430,0.564141,0.027241,0.038803
v1,2026-08-22,ETHUSDT,t,J3,-1.188015,-1.188015,-0.919028,0.007406,0.010509
v1,2026-08-22,BTCUSDT,f,J3,0.030260,0.001670,0.600753,0.003507,0.006370
v1,2026-08-22,DOGEUSDT,t,J3,0.927279,0.922482,1.020790,0.021611,0.035645
v1,2026-08-22,UNIUSDT,f,J3,1.152864,1.148170,1.245951,0.021764,0.027594
v1,2026-08-22,LINKUSDT,f,J3,-1.048642,-1.052160,-0.978734,0.028197,0.027860
v1,2026-08-22,ZECUSDT,f,J3,-0.082840,-0.085533,-0.033115,0.040170,0.035367
v1,2026-08-22,TAOUSDT,f,J3,-1.048588,-1.050342,-0.978757,0.028228,0.024310
v1,2026-08-22,XRPUSDT,t,J3,-1.049887,-1.049887,-0.978201,0.027508,0.031164
v1,2026-08-22,DOGEUSDT,t,J3,0.845709,0.845709,0.949258,0.019481,0.020979
v1,2026-08-22,SOLUSDT,t,J3,0.896862,0.896862,1.030185,0.015109,0.014625
v1,2026-08-22,XRPUSDT,t,J3,0.122939,0.122939,0.197831,0.026760,0.028288
v1,2026-08-22,DASHUSDT,f,J3,-0.045112,-0.045112,0.027291,0.027617,0.028011
v1,2026-08-22,BNBUSDT,f,J3,0.534187,0.534187,0.743940,0.009563,0.009529
v1,2026-08-22,UNIUSDT,f,J3,1.374942,1.374942,1.484297,0.018529,0.018180
v1,2026-08-22,ZECUSDT,f,J3,0.535346,0.535346,0.621983,0.023238,0.023076
v1,2026-08-22,DASHUSDT,f,J3,1.603203,1.597943,1.709283,0.019151,0.020486
v1,2026-08-22,ZECUSDT,f,J3,-1.136141,-1.136141,-0.941251,0.010207,0.017033
v1,2026-08-23,UNIUSDT,f,J3,-1.107539,-1.107539,-0.953503,0.012896,0.012070
v1,2026-08-23,PROMUSDT,f,J3,-1.090853,-1.090853,-0.960651,0.015239,0.015734
v1,2026-08-23,SAHARAUSDT,f,J3,1.073171,1.073171,1.367959,0.006812,0.006216
v1,2026-08-23,XRPUSDT,t,J3,1.222386,1.222386,1.403922,0.011096,0.010437
v1,2026-08-23,ARBUSDT,f,J3,1.139366,1.139366,1.369121,0.008752,0.008059
v1,2026-08-23,PROMUSDT,f,J3,1.138635,,1.295019,0.012888,0.011606
v1,2026-08-23,UNIUSDT,f,J3,-1.081622,-1.087470,-0.964606,0.016942,0.012022
v1,2026-08-23,DASHUSDT,f,J3,-1.068021,-1.072931,-0.970432,0.020280,0.012965
v1,2026-08-24,TAOUSDT,f,J3,-1.106564,-1.106564,-0.953921,0.013013,0.012586
v1,2026-08-24,PROMUSDT,f,J3,-1.081416,-1.081416,-0.964694,0.016984,0.017108
v1,2026-08-24,UNIUSDT,f,J3,-1.113704,-1.113704,-0.950862,0.012203,0.011611
v1,2026-08-24,SOLUSDT,t,J3,1.380014,1.380014,1.684164,0.006608,0.006854
v1,2026-08-24,LINKUSDT,f,J3,-1.184314,-1.184314,-0.920614,0.007553,0.007566
v1,2026-08-24,ZECUSDT,f,J3,-1.129108,-1.129108,-0.944263,0.010758,0.013814
v1,2026-08-24,ARBUSDT,f,J3,-1.187509,-1.187509,-0.919245,0.007425,0.007917
v1,2026-08-24,DASHUSDT,f,J3,-1.102804,-1.102804,-0.955532,0.013485,0.013597
v1,2026-08-24,ZECUSDT,f,J3,1.415796,1.415796,1.553667,0.014663,0.014737
v1,2026-08-24,NEARUSDT,f,J3,1.095911,1.095911,1.198881,0.019640,0.017079
v1,2026-08-24,TAOUSDT,f,J3,0.105947,0.102855,0.230717,0.016050,0.013148
v1,2026-08-24,NEARUSDT,f,J3,-1.091464,-1.091464,-0.960390,0.015139,0.015050
v1,2026-08-24,PROMUSDT,f,J3,1.344833,1.344833,1.394534,0.041377,0.039470
v1,2026-08-24,ETHUSDT,t,J3,-1.287647,-1.287647,-0.876347,0.004849,0.007567
v1,2026-08-24,ETHUSDT,t,J3,0.165038,0.165038,0.386370,0.009047,0.007460
v1,2026-08-24,TAOUSDT,f,J3,1.123764,1.120262,1.263740,0.014410,0.012829
v1,2026-08-24,PROMUSDT,f,J3,1.334523,1.332245,1.427448,0.021845,0.020990
v1,2026-08-25,TAOUSDT,f,J3,0.887581,0.887581,1.067018,0.011206,0.009045
v1,2026-08-25,UNIUSDT,f,J3,0.848312,0.848312,1.054857,0.009727,0.007770
v1,2026-08-25,XRPUSDT,t,J3,-1.148203,-1.148203,-0.936083,0.009382,0.007600
v1,2026-08-25,PROMUSDT,f,J3,-1.028096,-1.019522,-0.987536,0.048109,0.044787
v1,2026-08-25,SOLUSDT,t,J3,-1.130659,-1.130659,-0.943599,0.010632,0.009347
v1,2026-08-25,DASHUSDT,f,J3,-1.089318,-1.089318,-0.961309,0.015498,0.013738
v1,2026-08-25,PROMUSDT,f,J3,1.459743,1.461299,1.507742,0.042992,0.042890
v1,2026-08-25,DOGEUSDT,t,J3,-1.182057,-1.182057,-0.921580,0.007647,0.006724
v1,2026-08-25,ZECUSDT,f,J3,-1.120107,-1.120107,-0.948119,0.011558,0.010321
v1,2026-08-25,SOLUSDT,t,J3,-1.160049,-1.160049,-0.931009,0.008692,0.008296
v1,2026-08-25,ZECUSDT,f,J3,-1.116424,-1.116424,-0.949697,0.011921,0.010293
v1,2026-08-25,ZECUSDT,f,J3,1.164110,1.164110,1.341630,0.011345,0.010397
v1,2026-08-25,UNIUSDT,f,J3,0.853040,0.853040,1.026756,0.011575,0.009166
v1,2026-08-25,PROMUSDT,f,J3,0.663099,0.663955,0.724013,0.033208,0.032628
v1,2026-08-25,UNIUSDT,f,J3,-1.129690,-1.129690,-0.944014,0.010711,0.011030
v1,2026-08-26,TAOUSDT,f,J3,-1.146000,-1.146000,-0.937027,0.009522,0.008628
v1,2026-08-27,DASHUSDT,f,J3,-1.168221,-1.168221,-0.927508,0.008272,0.007162
v1,2026-08-27,ARBUSDT,f,J3,-1.243663,-1.243663,-0.895190,0.005721,0.006005
v1,2026-08-27,SUIUSDT,f,J3,-1.264711,-1.264711,-0.886173,0.005268,0.006134
v1,2026-08-27,NEARUSDT,f,J3,1.264945,1.264945,1.567483,0.006641,0.006581
v1,2026-08-27,DASHUSDT,f,J3,1.107816,1.107816,1.378716,0.007416,0.006821
v1,2026-08-27,UNIUSDT,f,J3,1.140024,1.140024,1.388714,0.008082,0.007487
v1,2026-08-27,TAOUSDT,f,J3,1.140972,1.140972,1.338972,0.010164,0.009277
v1,2026-08-27,ARBUSDT,f,J3,-1.154107,-1.154107,-0.933554,0.009024,0.008211
v1,2026-08-27,ZECUSDT,f,J3,1.150754,1.150754,1.329414,0.011272,0.010273
v1,2026-08-27,DOGEUSDT,t,J3,-1.169599,-1.169599,-0.926918,0.008205,0.006592
v1,2026-08-27,TAOUSDT,f,J3,-1.121271,-1.121271,-0.947621,0.011448,0.011439
v1,2026-08-27,TAOUSDT,f,J3,-1.130637,-1.130637,-0.943609,0.010634,0.010983
v1,2026-08-27,XRPUSDT,t,J3,0.857887,0.857887,1.055066,0.010191,0.008155
v1,2026-08-27,NEARUSDT,f,J3,0.779299,0.779299,0.957312,0.011289,0.008622
v1,2026-08-27,DOGEUSDT,t,J3,1.328238,1.328238,1.613457,0.007048,0.007127
v1,2026-08-27,ARBUSDT,f,J3,1.442746,1.442746,1.709057,0.007554,0.007943
v1,2026-08-27,TAOUSDT,f,J3,-1.125048,-1.129528,-0.946003,0.011105,0.010749
v1,2026-08-27,SUIUSDT,f,J3,0.651134,0.651134,0.878447,0.008827,0.009386
v1,2026-08-27,PROMUSDT,f,J3,1.050195,1.049028,1.096904,0.043822,0.036785
v1,2026-08-27,ZECUSDT,f,J3,0.909657,0.903273,1.093468,0.010939,0.008939
v1,2026-08-28,SUIUSDT,f,J3,-1.209134,-1.209134,-0.909981,0.006661,0.008524
v1,2026-08-28,SOLUSDT,t,J3,-1.214810,-1.214810,-0.907550,0.006486,0.007191
v1,2026-08-28,XRPUSDT,t,J3,-1.218985,-1.218985,-0.905761,0.006363,0.006738
v1,2026-08-28,ARBUSDT,f,J3,-1.186564,-1.186564,-0.919650,0.007463,0.008296
v1,2026-08-28,UNIUSDT,f,J3,0.861718,0.861718,1.098576,0.008478,0.011098
v1,2026-08-28,ZECUSDT,f,J3,1.286577,1.286577,1.425233,0.014565,0.013899
v1,2026-08-28,PROMUSDT,f,J3,1.331985,1.331985,1.419077,0.023331,0.022358
v1,2026-08-29,PROMUSDT,f,J3,-1.102295,-1.102295,-0.955750,0.013551,0.014134
v1,2026-08-29,PROMUSDT,f,J3,1.813892,1.813892,1.970891,0.012893,0.015049
v1,2026-08-29,ZECUSDT,f,J3,-1.176762,-1.176762,-0.923849,0.007874,0.006819
v1,2026-08-29,PROMUSDT,f,J3,-1.067237,-1.067237,-0.970768,0.020513,0.019925
v1,2026-08-29,DASHUSDT,f,J3,1.222429,1.210099,1.469566,0.008136,0.007800
v1,2026-08-29,DASHUSDT,f,J3,-1.160518,-1.160518,-0.930808,0.008666,0.009742
v1,2026-08-29,DASHUSDT,f,J3,1.164413,1.154809,1.356138,0.010500,0.009664
v1,2026-08-30,ZECUSDT,f,J3,-1.226508,-1.226508,-0.902538,0.006153,0.006046
v1,2026-08-30,UNIUSDT,f,J3,0.999266,0.999266,1.182608,0.010973,0.009355
v1,2026-08-30,PROMUSDT,f,J3,2.094649,2.094649,2.167904,0.028118,0.035134
v1,2026-08-30,UNIUSDT,f,J3,-1.096628,-1.096628,-0.958178,0.014338,0.011880
v1,2026-08-30,NEARUSDT,f,J3,-1.230922,-1.230922,-0.900647,0.006035,0.007554
v1,2026-08-30,SUIUSDT,f,J3,-1.177238,-1.177238,-0.923645,0.007853,0.007392
v1,2026-08-30,ZECUSDT,f,J3,0.997877,0.997877,1.184541,0.010776,0.009191
v1,2026-08-30,ARBUSDT,f,J3,0.905020,0.905020,1.124919,0.009136,0.007538
v1,2026-08-30,NEARUSDT,f,J3,-1.134478,-1.134478,-0.941963,0.010332,0.009209
v1,2026-08-30,ARBUSDT,f,J3,-1.192868,-1.192868,-0.916949,0.007220,0.007635
v1,2026-08-31,UNIUSDT,f,J3,1.055737,1.055737,1.187325,0.015328,0.013200
v1,2026-08-31,UNIUSDT,f,J3,-1.123861,-1.123861,-0.946511,0.011211,0.013502
v1,2026-08-31,SAHARAUSDT,f,J3,-1.178462,-1.178462,-0.923121,0.007800,0.006373
v1,2026-08-31,DASHUSDT,f,J3,-1.078823,-1.078823,-0.965805,0.017536,0.014993
v1,2026-08-31,DASHUSDT,f,J3,1.402064,1.394145,1.561387,0.012670,0.012740
v1,2026-08-31,UNIUSDT,f,J3,0.810959,0.801903,1.031704,0.009097,0.007167
v1,2026-09-01,NEARUSDT,f,J3,-1.169364,-1.169364,-0.927018,0.008216,0.007621
v1,2026-09-01,NEARUSDT,f,J3,-1.155418,-1.155418,-0.932992,0.008949,0.007840
v1,2026-09-01,SAHARAUSDT,f,J3,-1.146027,-1.146027,-0.937015,0.009520,0.006789
v1,2026-09-01,ARBUSDT,f,J3,1.338017,1.338017,1.423348,0.023821,0.022873
v1,2026-09-01,NEARUSDT,f,J3,1.000299,1.000299,1.238821,0.008424,0.007312
v1,2026-09-01,ARBUSDT,f,J3,-1.065281,-1.070057,-0.971606,0.021119,0.021881
v1,2026-09-01,UNIUSDT,f,J3,1.102499,1.102499,1.236014,0.015110,0.013299
v1,2026-09-01,SUIUSDT,f,J3,0.753326,0.753326,0.989364,0.008504,0.006540
v1,2026-09-01,NEARUSDT,f,J3,-1.113122,-1.113122,-0.951112,0.012266,0.011170
v1,2026-09-01,NEARUSDT,f,J3,-1.109383,-1.109383,-0.952714,0.012681,0.011080
v1,2026-09-01,UNIUSDT,f,J3,1.450134,1.450134,1.591977,0.014252,0.014532
v1,2026-09-02,UNIUSDT,f,J3,-1.102882,-1.102882,-0.955498,0.013475,0.015523
v1,2026-09-02,ARBUSDT,f,J3,-1.097127,-1.097127,-0.957963,0.014265,0.017678
v1,2026-09-02,ARBUSDT,f,J3,-1.077504,-1.077504,-0.966370,0.017831,0.018882
v1,2026-09-03,PROMUSDT,f,J3,-1.050896,-1.050896,-0.977768,0.026972,0.026389
v1,2026-09-03,ARBUSDT,f,J3,1.681097,1.681097,1.807672,0.016020,0.017721
v1,2026-09-03,ARBUSDT,f,J3,-1.066339,-1.071139,-0.971153,0.020787,0.019013
v1,2026-09-03,ARBUSDT,f,J3,1.666257,1.666257,1.795126,0.015729,0.017318
v1,2026-09-03,DOGEUSDT,t,J3,-1.171735,-1.171735,-0.926002,0.008104,0.006949
v1,2026-09-03,NEARUSDT,f,J3,-1.469497,-1.469497,-0.798445,0.002975,0.007426
v1,2026-09-03,SAHARAUSDT,f,J3,-1.210839,-1.218443,-0.909251,0.006608,0.007224
v1,2026-09-03,DOGEUSDT,t,J3,-1.162126,-1.173816,-0.930119,0.008581,0.006737
v1,2026-09-03,SUIUSDT,f,J3,-1.142782,-1.153090,-0.938406,0.009735,0.007869
v1,2026-09-03,TAOUSDT,f,J3,-1.152782,-1.158260,-0.934122,0.009102,0.007014
v1,2026-09-03,XRPUSDT,t,J3,-1.137282,-1.147139,-0.940762,0.010123,0.007753
v1,2026-09-03,NEARUSDT,f,J3,-1.171256,-1.183539,-0.926208,0.008126,0.007531
v1,2026-09-03,PROMUSDT,f,J3,0.748350,0.745978,0.843433,0.021210,0.015490
v1,2026-09-04,NEARUSDT,f,J3,1.660077,1.660077,1.996255,0.005981,0.006922
v1,2026-09-04,ARBUSDT,f,J3,-0.518307,-0.518307,-0.428070,0.022046,0.023033
v1,2026-09-04,UNIUSDT,f,J3,0.992655,0.992655,1.119714,0.015871,0.013252
v1,2026-09-04,NEARUSDT,f,J3,-1.165827,-1.165827,-0.928533,0.008390,0.006252
v1,2026-09-04,PROMUSDT,f,J3,-1.055394,-1.055394,-0.975842,0.024821,0.025535
v1,2026-09-04,UNIUSDT,f,J3,1.352601,1.352601,1.525434,0.011668,0.011548
v1,2026-09-04,DASHUSDT,f,J3,1.262001,1.262001,1.343697,0.024875,0.023122
v1,2026-09-04,SAHARAUSDT,f,J3,0.979196,0.979196,1.240618,0.007682,0.006652
v1,2026-09-05,NEARUSDT,f,J3,1.059553,1.059553,1.200064,0.014348,0.012411
v1,2026-09-05,SAHARAUSDT,f,J3,-1.182817,-1.189369,-0.921255,0.007615,0.007342
v1,2026-09-05,UNIUSDT,f,J3,0.966682,0.963573,1.184322,0.009234,0.007839
v1,2026-09-05,DASHUSDT,f,J3,0.391245,0.391245,0.452181,0.033047,0.028691
v1,2026-09-05,UNIUSDT,f,J3,0.581880,0.581880,0.771583,0.010579,0.007281
v1,2026-09-05,TAOUSDT,f,J3,-1.193042,-1.199961,-0.916875,0.007214,0.007249
v1,2026-09-05,NEARUSDT,f,J3,-1.138648,-1.138648,-0.940176,0.010023,0.009880
v1,2026-09-05,ARBUSDT,f,J3,1.241958,1.232661,1.432667,0.010560,0.010041
v1,2026-09-05,PROMUSDT,f,J3,1.303480,1.303480,1.439458,0.014857,0.014266
v1,2026-09-05,PROMUSDT,f,J3,-1.113691,-1.117797,-0.950868,0.012205,0.013514
v1,2026-09-05,DASHUSDT,f,J3,-1.085176,-1.085176,-0.963083,0.016243,0.016530
v1,2026-09-05,DOGEUSDT,t,J3,-1.184616,-1.184616,-0.920484,0.007541,0.008158
v1,2026-09-05,SUIUSDT,f,J3,-1.187988,-1.187988,-0.919040,0.007407,0.006935
v1,2026-09-06,SUIUSDT,f,J3,1.045059,1.045059,1.328651,0.007081,0.006361
v1,2026-09-06,DOGEUSDT,t,J3,1.124529,1.124529,1.383904,0.007748,0.007152
v1,2026-09-06,NEARUSDT,f,J3,0.568814,0.568814,0.724411,0.012906,0.008699
v1,2026-09-06,UNIUSDT,f,J3,-1.093924,-1.093924,-0.959336,0.014746,0.014155
v1,2026-09-06,SAHARAUSDT,f,J3,1.057456,1.050505,1.337470,0.007172,0.006471
v1,2026-09-06,DASHUSDT,f,J3,-0.423151,-0.423151,-0.366617,0.035128,0.033275
v1,2026-09-06,DOGEUSDT,t,J3,-1.166806,-1.166806,-0.928114,0.008342,0.007084
v1,2026-09-06,ARBUSDT,f,J3,-1.082923,-1.082923,-0.964048,0.016679,0.021224
v1,2026-09-06,LINKUSDT,f,J3,-1.283680,-1.283680,-0.878047,0.004917,0.006603
v1,2026-09-06,ARBUSDT,f,J3,-1.070107,-1.070107,-0.969539,0.019685,0.022204
v1,2026-09-06,SOLUSDT,t,J3,0.832782,0.822057,1.098512,0.007553,0.006109
v1,2026-09-06,ARBUSDT,f,J3,-1.059063,-1.063356,-0.974270,0.023305,0.022614
v1,2026-09-06,PROMUSDT,f,J3,1.585771,1.585771,1.721114,0.014959,0.016024
v1,2026-09-07,NEARUSDT,f,J3,-1.133551,-1.133551,-0.942360,0.010403,0.011452
v1,2026-09-07,TAOUSDT,f,J3,1.267926,1.267926,1.439596,0.011742,0.011224
v1,2026-09-07,LINKUSDT,f,J3,0.935927,0.935927,1.114066,0.011291,0.009327
v1,2026-09-07,TAOUSDT,f,J3,-1.154543,-1.154543,-0.933367,0.008999,0.010887
v1,2026-09-07,TAOUSDT,f,J3,1.312677,1.308347,1.487641,0.011522,0.011229
v1,2026-09-07,LINKUSDT,f,J3,0.998286,0.998286,1.216773,0.009200,0.007928
v1,2026-09-08,UNIUSDT,f,J3,1.533736,1.533736,1.748760,0.009372,0.010058
v1,2026-09-08,ARBUSDT,f,J3,1.268472,1.268472,1.396399,0.015797,0.014916
v1,2026-09-08,PROMUSDT,f,J3,-1.100330,-1.100330,-0.956592,0.013814,0.016186
v1,2026-09-08,SAHARAUSDT,f,J3,-1.157525,-1.157525,-0.932090,0.008830,0.008131
v1,2026-09-08,SAHARAUSDT,f,J3,0.955828,0.950433,1.173083,0.009250,0.007812
v1,2026-09-08,PROMUSDT,f,J3,1.360953,1.357606,1.497011,0.014854,0.014600
v1,2026-09-08,TAOUSDT,f,J3,-0.013221,-0.017898,0.173682,0.010704,0.009458
v1,2026-09-08,NEARUSDT,f,J3,-1.158944,-1.158944,-0.931482,0.008752,0.011124
v1,2026-09-08,XRPUSDT,t,J3,0.128980,0.128010,0.418667,0.006910,0.006314
v1,2026-09-09,NEARUSDT,f,J3,-1.153394,-1.153394,-0.933860,0.009066,0.009336
v1,2026-09-09,SAHARAUSDT,f,J3,1.321531,1.314879,1.588163,0.007541,0.007567
v1,2026-09-09,DASHUSDT,f,J3,1.515413,1.515413,1.694284,0.011281,0.011911
v1,2026-09-09,DASHUSDT,f,J3,-1.141145,-1.141145,-0.939107,0.009847,0.011716
v1,2026-09-09,DASHUSDT,f,J3,2.496390,2.501291,2.693917,0.010259,0.014849
v1,2026-09-09,TAOUSDT,f,J3,0.013485,0.014052,0.148420,0.014829,0.012292
v1,2026-09-09,NEARUSDT,f,J3,-1.104596,-1.104596,-0.954764,0.013256,0.014237
v1,2026-09-09,SAHARAUSDT,f,J3,0.952112,0.952112,1.081859,0.015535,0.012733
v10,2026-06-12,ARBUSDT,f,J1,0.144467,,0.236894,0.021681,0.013751
v10,2026-06-13,PROMUSDT,f,J1,-0.367741,,-0.257270,0.018051,0.011502
v10,2026-06-13,ARBUSDT,f,J1,-0.488244,,-0.370652,0.016944,0.009699
v10,2026-06-13,ZECUSDT,f,J1,-0.023348,,0.068343,0.021816,0.013283
v10,2026-06-13,DASHUSDT,f,J1,-0.203376,,-0.084592,0.016815,0.009621
v10,2026-06-13,SUIUSDT,f,J1,-0.559833,,-0.434316,0.015870,0.008484
v10,2026-06-13,TAOUSDT,f,J1,0.662710,,0.713226,0.040134,0.028392
v10,2026-06-13,NEARUSDT,f,J1,0.309886,,0.387842,0.025768,0.017708
v10,2026-06-13,SUIUSDT,f,J1,0.123803,,0.272952,0.013426,0.008543
v10,2026-06-14,NEARUSDT,f,J1,-0.195113,,-0.127629,0.029563,0.018709
v10,2026-06-14,SAHARAUSDT,f,J1,0.051621,,0.132431,0.024775,0.016925
v10,2026-06-14,DASHUSDT,f,J1,0.014089,,0.127795,0.017599,0.012076
v10,2026-06-14,TAOUSDT,f,J1,-0.013356,,0.032163,0.043942,0.030522
v10,2026-06-15,TAOUSDT,f,J1,0.530364,,0.572045,0.048622,0.033686
v10,2026-06-15,SOLUSDT,t,J1,1.333457,,1.485338,0.013290,0.008615
v10,2026-06-15,SUIUSDT,f,J1,1.258447,,1.367110,0.018629,0.011613
v10,2026-06-15,SAHARAUSDT,f,J1,1.323608,,1.400538,0.026464,0.016561
v10,2026-06-15,DASHUSDT,f,J1,-0.665156,,-0.599399,0.030122,0.020638
v10,2026-06-15,DOGEUSDT,t,J1,-0.755892,,-0.620899,0.014739,0.009382
v10,2026-06-15,ZECUSDT,f,J1,-0.449408,,-0.397676,0.038342,0.024994
v10,2026-06-15,SUIUSDT,f,J1,-0.755870,,-0.671856,0.023603,0.014923
v10,2026-06-15,ARBUSDT,f,J1,-1.078706,,-0.965855,0.017562,0.012738
v10,2026-06-15,UNIUSDT,f,J1,1.445421,,1.548760,0.019636,0.013141
v10,2026-06-15,PROMUSDT,f,J1,1.182237,,1.268992,0.023381,0.014021
v10,2026-06-15,LINKUSDT,f,J1,-1.074201,,-0.967785,0.018614,0.012177
v10,2026-06-15,SAHARAUSDT,f,J1,-0.435242,,-0.370641,0.030764,0.020324
v10,2026-06-15,SOLUSDT,t,J1,-1.081077,,-0.964839,0.017054,0.011326
v10,2026-06-15,NEARUSDT,f,J1,-1.040239,,-0.982334,0.033942,0.021676
v10,2026-06-15,ETHUSDT,t,J1,-1.095980,,-0.958455,0.014434,0.009393
v10,2026-06-15,XRPUSDT,t,J1,-0.928929,,-0.823602,0.018830,0.012979
v10,2026-06-15,LINKUSDT,f,J1,-1.088784,,-0.961538,0.015590,0.010545
v10,2026-06-15,ETHUSDT,t,J1,-1.103174,,-0.955373,0.013437,0.009188
v10,2026-06-15,ZECUSDT,f,J1,-0.128622,,-0.066593,0.032189,0.022112
v10,2026-06-15,SOLUSDT,t,J1,-0.753492,,-0.637839,0.017188,0.011080
v10,2026-06-16,PROMUSDT,f,J1,0.841681,,0.919646,0.025943,0.017755
v10,2026-06-16,PROMUSDT,f,J1,-1.044539,,-0.980492,0.030737,0.020033
v10,2026-06-16,TAOUSDT,f,J1,-1.047809,,-0.979091,0.028678,0.018112
v10,2026-06-16,LINKUSDT,f,J1,-1.087220,,-0.962208,0.015867,0.010702
v10,2026-06-16,ARBUSDT,f,J1,-1.077978,,-0.966167,0.017723,0.011967
v10,2026-06-16,DOGEUSDT,t,J1,-1.104126,,-0.954966,0.013315,0.008858
v10,2026-06-16,SUIUSDT,f,J1,-1.074129,,-0.967816,0.018631,0.012236
v10,2026-06-16,SOLUSDT,t,J1,-1.088218,,-0.961780,0.015689,0.010506
v10,2026-06-16,UNIUSDT,f,J1,1.330638,,1.379297,0.042276,0.026316
v10,2026-06-16,ETHUSDT,t,J1,0.259489,,0.366028,0.018826,0.010724
