versao,dia,mercado,original,janela,barra,rotulo,r_exf,r_net,r_bruto,risco_pct
mean_reversion v10,2026-08-27,ARBUSDT,f,J3,2026-08-27T10:45:00Z,SIDEWAYS,0.505537,0.505537,0.591271,0.023476
mean_reversion v10,2026-08-27,ETHUSDT,t,J3,2026-08-27T13:15:00Z,SIDEWAYS,0.666815,0.666115,0.795822,0.015590
mean_reversion v10,2026-08-27,DOGEUSDT,t,J3,2026-08-27T13:15:00Z,SIDEWAYS,0.935623,0.932333,1.030474,0.021304
mean_reversion v10,2026-08-27,TAOUSDT,f,J3,2026-08-27T16:00:00Z,SIDEWAYS,-0.760333,-0.761999,-0.693092,0.029423
mean_reversion v10,2026-08-27,XRPUSDT,t,J3,2026-08-27T18:30:00Z,SIDEWAYS,0.091622,0.091622,0.182777,0.021971
mean_reversion v10,2026-08-27,NEARUSDT,f,J3,2026-08-27T18:30:00Z,SIDEWAYS,0.844115,0.844115,0.923516,0.025469
mean_reversion v10,2026-08-27,ETHUSDT,t,J3,2026-08-27T18:45:00Z,SIDEWAYS,0.281744,0.281744,0.419321,0.014573
mean_reversion v10,2026-08-27,ARBUSDT,f,J3,2026-08-27T18:45:00Z,SIDEWAYS,0.340896,0.340896,0.429980,0.022546
mean_reversion v10,2026-08-27,SUIUSDT,f,J3,2026-08-27T18:45:00Z,SIDEWAYS,0.251279,0.251279,0.339001,0.022874
mean_reversion v10,2026-08-27,DOGEUSDT,t,J3,2026-08-27T18:45:00Z,SIDEWAYS,0.348302,0.348302,0.452439,0.019278
mean_reversion v10,2026-08-27,ZECUSDT,f,J3,2026-08-27T22:00:00Z,SIDEWAYS,-0.465044,-0.467503,-0.395044,0.028394
mean_reversion v10,2026-08-28,XRPUSDT,t,J3,2026-08-28T02:45:00Z,SIDEWAYS,-0.418948,-0.418948,-0.305584,0.017584
mean_reversion v10,2026-08-28,DOGEUSDT,t,J3,2026-08-28T02:45:00Z,SIDEWAYS,0.039630,0.039630,0.168574,0.015522
mean_reversion v10,2026-08-28,LINKUSDT,f,J3,2026-08-28T02:45:00Z,SIDEWAYS,0.315366,0.315366,0.438066,0.016348
mean_reversion v10,2026-08-28,SUIUSDT,f,J3,2026-08-28T02:45:00Z,SIDEWAYS,-0.191915,-0.191915,-0.094973,0.020598
mean_reversion v10,2026-08-28,ARBUSDT,f,J3,2026-08-28T02:45:00Z,SIDEWAYS,-0.076820,-0.076820,0.015308,0.021700
mean_reversion v10,2026-08-28,SOLUSDT,t,J3,2026-08-28T02:45:00Z,SIDEWAYS,0.187286,0.187286,0.275366,0.022764
mean_reversion v10,2026-08-28,ETHUSDT,t,J3,2026-08-28T02:45:00Z,SIDEWAYS,0.055689,0.055689,0.214999,0.012564
mean_reversion v10,2026-08-28,UNIUSDT,f,J3,2026-08-28T03:00:00Z,SIDEWAYS,0.306629,0.306629,0.390912,0.023826
mean_reversion v10,2026-08-28,ZECUSDT,f,J3,2026-08-28T16:30:00Z,BTC_BULL,0.033152,0.033152,0.106512,0.027286
mean_reversion v10,2026-08-28,PROMUSDT,f,J3,2026-08-28T16:30:00Z,BTC_BULL,-0.028784,-0.029439,-0.002591,0.076303
mean_reversion v10,2026-08-29,PROMUSDT,f,J3,2026-08-29T02:15:00Z,SIDEWAYS,-0.323720,-0.324694,-0.285639,0.052097
mean_reversion v10,2026-08-29,ZECUSDT,f,J3,2026-08-29T04:15:00Z,SIDEWAYS,-0.462687,-0.466622,-0.383771,0.025206
mean_reversion v10,2026-08-29,DASHUSDT,f,J3,2026-08-29T06:30:00Z,SIDEWAYS,0.615775,0.611328,0.705090,0.022557
mean_reversion v10,2026-08-29,DASHUSDT,f,J3,2026-08-29T20:15:00Z,LOW_VOLATILITY,-0.084897,-0.089118,0.000000,0.023544
mean_reversion v10,2026-08-29,TAOUSDT,f,J3,2026-08-29T20:45:00Z,LOW_VOLATILITY,-0.327263,-0.330900,-0.182027,0.013745
mean_reversion v10,2026-08-30,NEARUSDT,f,J3,2026-08-30T02:00:00Z,LOW_VOLATILITY,1.390633,1.390633,1.531560,0.014339
mean_reversion v10,2026-08-30,ZECUSDT,f,J3,2026-08-30T02:30:00Z,LOW_VOLATILITY,0.060490,0.060490,0.168384,0.018555
mean_reversion v10,2026-08-30,SAHARAUSDT,f,J3,2026-08-30T07:30:00Z,BTC_BEAR,1.351630,1.347967,1.499493,0.013656
mean_reversion v10,2026-08-30,UNIUSDT,f,J3,2026-08-30T09:45:00Z,BTC_BEAR,1.296355,1.296355,1.371485,0.027099
mean_reversion v10,2026-08-30,NEARUSDT,f,J3,2026-08-30T09:45:00Z,BTC_BEAR,-0.118503,-0.118503,0.000000,0.016867
mean_reversion v10,2026-08-30,SAHARAUSDT,f,J3,2026-08-30T20:00:00Z,SIDEWAYS,-1.094187,-1.094187,-0.959223,0.014705
mean_reversion v10,2026-08-30,UNIUSDT,f,J3,2026-08-30T21:00:00Z,SIDEWAYS,-1.037347,-1.037347,-0.983573,0.036503
mean_reversion v10,2026-08-30,NEARUSDT,f,J3,2026-08-30T21:00:00Z,SIDEWAYS,-1.079588,-1.079588,-0.965477,0.017369
mean_reversion v10,2026-08-30,ZECUSDT,f,J3,2026-08-30T21:15:00Z,SIDEWAYS,-1.063394,-1.063394,-0.972415,0.021738
mean_reversion v10,2026-08-30,SUIUSDT,f,J3,2026-08-30T21:15:00Z,SIDEWAYS,-1.084194,-1.084194,-0.963504,0.016430
mean_reversion v10,2026-08-30,ARBUSDT,f,J3,2026-08-30T21:15:00Z,SIDEWAYS,-1.074416,-1.074416,-0.967693,0.018561
mean_reversion v10,2026-08-30,LINKUSDT,f,J3,2026-08-30T21:15:00Z,SIDEWAYS,-1.101715,-1.101715,-0.955998,0.013628
mean_reversion v10,2026-08-31,UNIUSDT,f,J3,2026-08-31T00:00:00Z,BTC_BEAR,-0.548330,-0.548330,-0.497721,0.039111
mean_reversion v10,2026-08-31,SAHARAUSDT,f,J3,2026-08-31T09:45:00Z,SIDEWAYS,-1.056698,-1.058743,-0.975283,0.024260
mean_reversion v10,2026-08-31,DASHUSDT,f,J3,2026-08-31T21:30:00Z,HIGH_VOLATILITY,-0.221913,-0.224124,-0.177365,0.044690
mean_reversion v10,2026-08-31,ZECUSDT,f,J3,2026-08-31T22:30:00Z,SIDEWAYS,-0.062896,-0.063912,0.003934,0.029911
mean_reversion v10,2026-08-31,SAHARAUSDT,f,J3,2026-08-31T22:45:00Z,SIDEWAYS,1.362539,1.360193,1.457792,0.021310
mean_reversion v10,2026-08-31,XRPUSDT,t,J3,2026-08-31T22:45:00Z,SIDEWAYS,-0.511720,-0.516703,-0.395827,0.017188
mean_reversion v10,2026-08-31,DOGEUSDT,t,J3,2026-08-31T23:00:00Z,SIDEWAYS,-0.217585,-0.226349,-0.042328,0.011402
mean_reversion v10,2026-08-31,SOLUSDT,t,J3,2026-08-31T23:15:00Z,SIDEWAYS,0.123867,0.121561,0.249425,0.015951
mean_reversion v10,2026-08-31,UNIUSDT,f,J3,2026-08-31T23:30:00Z,SIDEWAYS,0.420348,0.417509,0.489715,0.029020
mean_reversion v10,2026-08-31,LINKUSDT,f,J3,2026-08-31T23:30:00Z,SIDEWAYS,0.324485,0.319691,0.448561,0.016168
mean_reversion v10,2026-09-01,NEARUSDT,f,J3,2026-09-01T08:00:00Z,SIDEWAYS,0.781404,0.781404,0.857872,0.026436
mean_reversion v10,2026-09-01,SAHARAUSDT,f,J3,2026-09-01T08:45:00Z,SIDEWAYS,-0.723591,-0.726033,-0.627088,0.020579
mean_reversion v10,2026-09-01,SUIUSDT,f,J3,2026-09-01T08:45:00Z,SIDEWAYS,0.169830,0.169830,0.279065,0.018345
mean_reversion v10,2026-09-01,LINKUSDT,f,J3,2026-09-01T08:45:00Z,SIDEWAYS,0.060517,0.060517,0.194322,0.014960
mean_reversion v10,2026-09-01,ZECUSDT,f,J3,2026-09-01T08:45:00Z,SIDEWAYS,0.040882,0.040882,0.121720,0.024763
mean_reversion v10,2026-09-01,ARBUSDT,f,J3,2026-09-01T09:15:00Z,SIDEWAYS,0.151340,0.151340,0.186146,0.057736
mean_reversion v10,2026-09-01,ARBUSDT,f,J3,2026-09-01T15:15:00Z,SIDEWAYS,-0.437267,-0.438817,-0.406962,0.065083
mean_reversion v10,2026-09-01,LINKUSDT,f,J3,2026-09-01T16:30:00Z,SIDEWAYS,-1.100104,-1.100104,-0.956688,0.013845
mean_reversion v10,2026-09-01,UNIUSDT,f,J3,2026-09-01T16:45:00Z,SIDEWAYS,0.003043,0.003043,0.054833,0.038636
mean_reversion v10,2026-09-01,SUIUSDT,f,J3,2026-09-01T16:45:00Z,SIDEWAYS,-1.070781,-1.070781,-0.969250,0.019501
mean_reversion v10,2026-09-01,NEARUSDT,f,J3,2026-09-01T17:00:00Z,SIDEWAYS,-1.044067,-1.044067,-0.980694,0.031060
mean_reversion v10,2026-09-02,SAHARAUSDT,f,J3,2026-09-02T09:30:00Z,BTC_BEAR,0.076723,0.073901,0.189909,0.017689
mean_reversion v10,2026-09-02,UNIUSDT,f,J3,2026-09-02T10:45:00Z,BTC_BEAR,-1.035368,-1.035368,-0.984421,0.038489
mean_reversion v10,2026-09-02,ARBUSDT,f,J3,2026-09-02T11:00:00Z,BTC_BEAR,0.990246,0.990246,1.037167,0.043561
mean_reversion v10,2026-09-02,DOGEUSDT,t,J3,2026-09-02T19:45:00Z,BTC_BEAR,0.076909,0.076909,0.219716,0.014018
mean_reversion v10,2026-09-03,PROMUSDT,f,J3,2026-09-03T06:45:00Z,BTC_BEAR,-1.017561,-1.018209,-0.992049,0.075414
mean_reversion v10,2026-09-03,LINKUSDT,f,J3,2026-09-03T09:45:00Z,BTC_BEAR,1.135036,1.135036,1.256981,0.016562
mean_reversion v10,2026-09-03,SOLUSDT,t,J3,2026-09-03T09:45:00Z,BTC_BEAR,0.747648,0.747648,0.874869,0.015820
mean_reversion v10,2026-09-03,ARBUSDT,f,J3,2026-09-03T14:15:00Z,SIDEWAYS,0.206572,0.204667,0.245144,0.052153
mean_reversion v10,2026-09-03,DOGEUSDT,t,J3,2026-09-03T20:45:00Z,HIGH_VOLATILITY,-0.724996,-0.729869,-0.627125,0.020293
mean_reversion v10,2026-09-03,NEARUSDT,f,J3,2026-09-03T22:00:00Z,HIGH_VOLATILITY,-1.075764,-1.081213,-0.967115,0.018235
mean_reversion v10,2026-09-03,SAHARAUSDT,f,J3,2026-09-03T22:00:00Z,HIGH_VOLATILITY,-0.477298,-0.479085,-0.406614,0.028116
mean_reversion v10,2026-09-03,ZECUSDT,f,J3,2026-09-03T22:15:00Z,HIGH_VOLATILITY,-0.277070,-0.280381,-0.211419,0.030348
mean_reversion v10,2026-09-03,XRPUSDT,t,J3,2026-09-03T22:45:00Z,HIGH_VOLATILITY,-0.505938,-0.510616,-0.412648,0.021331
mean_reversion v10,2026-09-03,SUIUSDT,f,J3,2026-09-03T22:45:00Z,HIGH_VOLATILITY,-0.449710,-0.453517,-0.374260,0.026361
mean_reversion v10,2026-09-03,TAOUSDT,f,J3,2026-09-03T22:45:00Z,HIGH_VOLATILITY,0.067447,0.064886,0.170281,0.019469
mean_reversion v10,2026-09-03,ETHUSDT,t,J3,2026-09-03T22:45:00Z,HIGH_VOLATILITY,-0.127566,-0.133973,0.006436,0.014917
mean_reversion v10,2026-09-03,SOLUSDT,t,J3,2026-09-03T22:45:00Z,HIGH_VOLATILITY,-0.501070,-0.506743,-0.387728,0.017575
mean_reversion v10,2026-09-03,PROMUSDT,f,J3,2026-09-03T23:45:00Z,HIGH_VOLATILITY,0.513432,0.512708,0.542771,0.069413
mean_reversion v10,2026-09-04,NEARUSDT,f,J3,2026-09-04T02:00:00Z,HIGH_VOLATILITY,-0.480857,-0.480857,-0.382421,0.020227
mean_reversion v10,2026-09-04,ARBUSDT,f,J3,2026-09-04T02:00:00Z,HIGH_VOLATILITY,-0.184717,-0.184717,-0.152558,0.061860
mean_reversion v10,2026-09-04,UNIUSDT,f,J3,2026-09-04T02:15:00Z,HIGH_VOLATILITY,-0.117119,-0.117119,-0.068826,0.041330
mean_reversion v10,2026-09-04,DOGEUSDT,t,J3,2026-09-04T02:45:00Z,HIGH_VOLATILITY,-0.039891,-0.039891,0.068789,0.018403
mean_reversion v10,2026-09-04,PROMUSDT,f,J3,2026-09-04T09:30:00Z,HIGH_VOLATILITY,-1.020089,-1.020089,-0.990966,0.066374
mean_reversion v10,2026-09-04,UNIUSDT,f,J3,2026-09-04T10:30:00Z,HIGH_VOLATILITY,0.017016,0.017016,0.064992,0.041720
mean_reversion v10,2026-09-04,DASHUSDT,f,J3,2026-09-04T13:30:00Z,HIGH_VOLATILITY,1.403009,1.401306,1.436889,0.061608
mean_reversion v10,2026-09-04,ZECUSDT,f,J3,2026-09-04T13:30:00Z,HIGH_VOLATILITY,1.256920,1.257209,1.304107,0.043563
mean_reversion v10,2026-09-04,SAHARAUSDT,f,J3,2026-09-04T20:45:00Z,HIGH_VOLATILITY,0.746520,0.744528,0.826006,0.025411
mean_reversion v10,2026-09-05,ZECUSDT,f,J3,2026-09-05T02:15:00Z,BTC_BULL,-0.090904,-0.090904,-0.038048,0.037789
mean_reversion v10,2026-09-05,NEARUSDT,f,J3,2026-09-05T05:30:00Z,BTC_BULL,0.072213,0.069773,0.120630,0.041387
mean_reversion v10,2026-09-05,ZECUSDT,f,J3,2026-09-05T07:00:00Z,BTC_BULL,-0.203499,-0.203044,-0.149260,0.036751
mean_reversion v10,2026-09-05,SAHARAUSDT,f,J3,2026-09-05T07:45:00Z,BTC_BULL,-0.434488,-0.436321,-0.361408,0.027216
mean_reversion v10,2026-09-05,UNIUSDT,f,J3,2026-09-05T07:45:00Z,BTC_BULL,0.266932,0.265991,0.332734,0.030530
mean_reversion v10,2026-09-05,DASHUSDT,f,J3,2026-09-05T08:15:00Z,BTC_BULL,0.166701,0.166701,0.192665,0.077560
mean_reversion v10,2026-09-05,UNIUSDT,f,J3,2026-09-05T13:45:00Z,BTC_BULL,1.163348,1.159838,1.233662,0.028934
mean_reversion v10,2026-09-05,TAOUSDT,f,J3,2026-09-05T14:00:00Z,BTC_BULL,-0.198348,-0.200636,-0.106821,0.021813
mean_reversion v10,2026-09-05,NEARUSDT,f,J3,2026-09-05T14:30:00Z,BTC_BULL,0.271784,0.269275,0.322811,0.039421
mean_reversion v10,2026-09-05,ARBUSDT,f,J3,2026-09-05T15:45:00Z,BTC_BULL,1.417286,1.414343,1.478684,0.033358
mean_reversion v10,2026-09-05,PROMUSDT,f,J3,2026-09-05T16:00:00Z,BTC_BULL,-0.131359,-0.132605,-0.081479,0.040007
mean_reversion v10,2026-09-05,DASHUSDT,f,J3,2026-09-05T19:45:00Z,BTC_BULL,-0.514214,-0.514214,-0.484249,0.065645
mean_reversion v10,2026-09-05,TAOUSDT,f,J3,2026-09-05T20:15:00Z,BTC_BULL,0.581665,0.580184,0.676764,0.021169
mean_reversion v10,2026-09-05,PROMUSDT,f,J3,2026-09-05T20:30:00Z,BTC_BULL,-0.773554,-0.774917,-0.718787,0.036023
mean_reversion v10,2026-09-05,BNBUSDT,f,J3,2026-09-05T20:45:00Z,BTC_BULL,-0.431553,-0.435210,-0.287352,0.013834
mean_reversion v10,2026-09-05,SUIUSDT,f,J3,2026-09-05T23:00:00Z,BTC_BULL,-0.131638,-0.136404,-0.035973,0.020886
mean_reversion v10,2026-09-05,DOGEUSDT,t,J3,2026-09-05T23:00:00Z,BTC_BULL,0.377614,0.372841,0.473901,0.020861
mean_reversion v10,2026-09-06,BNBUSDT,f,J3,2026-09-06T02:00:00Z,BTC_BULL,-0.482720,-0.482720,-0.343222,0.014293
mean_reversion v10,2026-09-06,NEARUSDT,f,J3,2026-09-06T04:45:00Z,BTC_BULL,1.130571,1.130571,1.193056,0.032611
mean_reversion v10,2026-09-06,UNIUSDT,f,J3,2026-09-06T05:00:00Z,LOW_VOLATILITY,-0.688758,-0.691326,-0.637011,0.038157
mean_reversion v10,2026-09-06,SAHARAUSDT,f,J3,2026-09-06T07:30:00Z,LOW_VOLATILITY,0.047552,0.044464,0.171524,0.016145
mean_reversion v10,2026-09-06,DASHUSDT,f,J3,2026-09-06T08:30:00Z,LOW_VOLATILITY,-0.204657,-0.204657,-0.177314,0.072631
mean_reversion v10,2026-09-06,SOLUSDT,t,J3,2026-09-06T08:45:00Z,LOW_VOLATILITY,1.257063,1.257063,1.412418,0.012984
mean_reversion v10,2026-09-06,DOGEUSDT,t,J3,2026-09-06T09:45:00Z,LOW_VOLATILITY,-0.233886,-0.233886,-0.146331,0.022791
mean_reversion v10,2026-09-06,ARBUSDT,f,J3,2026-09-06T14:30:00Z,LOW_VOLATILITY,-0.350348,-0.351773,-0.321946,0.069587
mean_reversion v10,2026-09-06,SOLUSDT,t,J3,2026-09-06T14:45:00Z,LOW_VOLATILITY,-1.118715,-1.118715,-0.948716,0.011692
mean_reversion v10,2026-09-06,ZECUSDT,f,J3,2026-09-06T14:45:00Z,LOW_VOLATILITY,1.516673,1.516030,1.573280,0.036319
mean_reversion v10,2026-09-06,LINKUSDT,f,J3,2026-09-06T14:45:00Z,LOW_VOLATILITY,1.108071,1.101215,1.246108,0.014612
mean_reversion v10,2026-09-06,SAHARAUSDT,f,J3,2026-09-06T14:45:00Z,LOW_VOLATILITY,0.002820,-0.000526,0.136340,0.014985
mean_reversion v10,2026-09-06,SOLUSDT,t,J3,2026-09-06T16:15:00Z,LOW_VOLATILITY,-0.328072,-0.328072,-0.197663,0.015304
mean_reversion v10,2026-09-06,PROMUSDT,f,J3,2026-09-06T18:00:00Z,LOW_VOLATILITY,0.709221,0.708012,0.757028,0.042482
mean_reversion v10,2026-09-06,SOLUSDT,t,J3,2026-09-06T22:30:00Z,LOW_VOLATILITY,0.098862,0.095429,0.239246,0.014262
mean_reversion v10,2026-09-07,NEARUSDT,f,J3,2026-09-07T01:00:00Z,SIDEWAYS,0.201235,0.201235,0.252043,0.039537
mean_reversion v10,2026-09-07,ZECUSDT,f,J3,2026-09-07T01:00:00Z,SIDEWAYS,0.015894,0.015894,0.063244,0.042270
mean_reversion v10,2026-09-07,TAOUSDT,f,J3,2026-09-07T01:30:00Z,SIDEWAYS,1.408735,1.408735,1.476484,0.030160
mean_reversion v10,2026-09-07,DOGEUSDT,t,J3,2026-09-07T02:15:00Z,SIDEWAYS,0.143841,0.143841,0.262006,0.016953
mean_reversion v10,2026-09-07,LINKUSDT,f,J3,2026-09-07T03:45:00Z,SIDEWAYS,1.275091,1.275091,1.346738,0.028432
mean_reversion v10,2026-09-07,TAOUSDT,f,J3,2026-09-07T07:00:00Z,SIDEWAYS,-0.210600,-0.212051,-0.151967,0.034002
mean_reversion v10,2026-09-07,ZECUSDT,f,J3,2026-09-07T07:45:00Z,SIDEWAYS,0.272998,0.273343,0.327640,0.036801
mean_reversion v10,2026-09-07,LINKUSDT,f,J3,2026-09-07T12:00:00Z,SIDEWAYS,-0.848250,-0.850586,-0.784789,0.031112
mean_reversion v10,2026-09-08,UNIUSDT,f,J3,2026-09-08T11:30:00Z,SIDEWAYS,-0.709432,-0.709432,-0.637881,0.027688
mean_reversion v10,2026-09-08,ARBUSDT,f,J3,2026-09-08T13:45:00Z,SIDEWAYS,-0.216335,-0.218019,-0.167545,0.040827
mean_reversion v10,2026-09-08,PROMUSDT,f,J3,2026-09-08T17:45:00Z,SIDEWAYS,-0.397030,-0.398315,-0.344583,0.037862
mean_reversion v10,2026-09-08,SAHARAUSDT,f,J3,2026-09-08T18:15:00Z,SIDEWAYS,0.315037,0.312951,0.399646,0.023736
mean_reversion v10,2026-09-08,TAOUSDT,f,J3,2026-09-08T20:00:00Z,SIDEWAYS,-0.005252,-0.007110,0.068995,0.026946
mean_reversion v10,2026-09-08,NEARUSDT,f,J3,2026-09-08T20:15:00Z,SIDEWAYS,0.061194,0.061185,0.127340,0.030276
mean_reversion v10,2026-09-08,XRPUSDT,t,J3,2026-09-08T20:45:00Z,SIDEWAYS,0.055841,0.055421,0.181259,0.015960
mean_reversion v10,2026-09-09,NEARUSDT,f,J3,2026-09-09T02:45:00Z,SIDEWAYS,1.312179,1.312179,1.380124,0.030028
mean_reversion v10,2026-09-09,DOGEUSDT,t,J3,2026-09-09T03:45:00Z,BTC_BEAR,0.618246,0.618246,0.743527,0.016050
mean_reversion v10,2026-09-09,SAHARAUSDT,f,J3,2026-09-09T10:15:00Z,SIDEWAYS,0.772195,0.770216,0.851927,0.025340
mean_reversion v10,2026-09-09,SOLUSDT,t,J3,2026-09-09T11:00:00Z,BTC_BEAR,0.109411,0.109411,0.269201,0.012530
mean_reversion v10,2026-09-09,DASHUSDT,f,J3,2026-09-09T11:15:00Z,BTC_BEAR,-0.764298,-0.764298,-0.703908,0.032717
mean_reversion v10,2026-09-09,TAOUSDT,f,J3,2026-09-09T15:30:00Z,SIDEWAYS,0.006329,0.006595,0.069657,0.031597
mean_reversion v10,2026-09-09,ZECUSDT,f,J3,2026-09-09T19:30:00Z,BTC_BEAR,-1.044295,-1.044295,-0.980596,0.030903
mean_reversion v10,2026-09-09,NEARUSDT,f,J3,2026-09-09T20:00:00Z,BTC_BEAR,-0.278704,-0.281268,-0.227160,0.038608
mean_reversion v10,2026-09-09,SAHARAUSDT,f,J3,2026-09-09T20:15:00Z,BTC_BEAR,1.246844,1.246844,1.307412,0.033729
mean_reversion v15,2026-06-21,SOLUSDT,t,J1,2026-06-21T06:00:00Z,LOW_VOLATILITY,0.659324,0.657761,0.797315,0.014569
mean_reversion v15,2026-06-21,TAOUSDT,f,J1,2026-06-21T08:45:00Z,LOW_VOLATILITY,-0.306333,-0.308637,-0.213147,0.021401
mean_reversion v15,2026-06-21,SAHARAUSDT,f,J1,2026-06-21T11:45:00Z,LOW_VOLATILITY,0.052230,0.083919,0.152942,0.019877
mean_reversion v15,2026-06-21,SOLUSDT,t,J1,2026-06-21T12:30:00Z,LOW_VOLATILITY,0.766133,0.765620,0.902987,0.014702
mean_reversion v15,2026-06-21,TAOUSDT,f,J1,2026-06-21T21:30:00Z,LOW_VOLATILITY,0.413520,0.411250,0.506183,0.021689
mean_reversion v15,2026-06-22,SOLUSDT,t,J1,2026-06-22T09:45:00Z,SIDEWAYS,0.696259,0.696259,0.823548,0.015805
mean_reversion v15,2026-06-23,DASHUSDT,f,J1,2026-06-23T06:45:00Z,SIDEWAYS,-1.067403,-1.069716,-0.970697,0.020463
mean_reversion v15,2026-06-28,NEARUSDT,f,J1,2026-06-28T04:45:00Z,LOW_VOLATILITY,-1.053820,-1.053820,-0.976516,0.025534
mean_reversion v15,2026-06-28,NEARUSDT,f,J1,2026-06-28T06:30:00Z,LOW_VOLATILITY,0.163842,0.164887,0.237453,0.027242
mean_reversion v15,2026-06-28,ARBUSDT,f,J1,2026-06-28T13:30:00Z,LOW_VOLATILITY,-0.810484,-0.817318,-0.674733,0.014651
mean_reversion v15,2026-06-28,SOLUSDT,t,J1,2026-06-28T17:00:00Z,LOW_VOLATILITY,-1.092814,-1.092814,-0.959811,0.014921
mean_reversion v15,2026-06-29,ETHUSDT,t,J1,2026-06-29T08:45:00Z,SIDEWAYS,0.018312,0.018312,0.155919,0.014542
mean_reversion v15,2026-06-29,DASHUSDT,f,J1,2026-06-29T08:45:00Z,SIDEWAYS,0.420910,0.420910,0.521345,0.020005
mean_reversion v15,2026-06-29,SUIUSDT,f,J1,2026-06-29T11:30:00Z,SIDEWAYS,0.273415,0.273415,0.390593,0.017115
mean_reversion v15,2026-06-29,NEARUSDT,f,J1,2026-06-29T11:30:00Z,SIDEWAYS,0.055921,0.055921,0.144251,0.022666
mean_reversion v15,2026-07-01,ETHUSDT,t,J1,2026-07-01T23:45:00Z,SIDEWAYS,0.668653,0.667403,0.797299,0.015634
mean_reversion v15,2026-07-01,XRPUSDT,t,J1,2026-07-01T23:45:00Z,SIDEWAYS,0.650808,0.651926,0.797805,0.013672
mean_reversion v15,2026-07-08,DOGEUSDT,t,J1,2026-07-08T21:30:00Z,SIDEWAYS,0.058795,0.054312,0.189458,0.015320
mean_reversion v15,2026-07-09,DOGEUSDT,t,J1,2026-07-09T03:00:00Z,SIDEWAYS,0.876800,0.876800,1.038849,0.012414
mean_reversion v15,2026-07-09,DASHUSDT,f,J1,2026-07-09T03:30:00Z,SIDEWAYS,0.207646,0.207646,0.314901,0.018691
mean_reversion v15,2026-07-09,PROMUSDT,f,J1,2026-07-09T04:30:00Z,SIDEWAYS,1.314029,1.314029,1.389317,0.027048
mean_reversion v15,2026-07-09,UNIUSDT,f,J1,2026-07-09T04:30:00Z,SIDEWAYS,1.228984,1.228984,1.290031,0.033449
mean_reversion v15,2026-07-09,DASHUSDT,f,J1,2026-07-09T09:15:00Z,SIDEWAYS,-0.608713,-0.608713,-0.474538,0.014844
mean_reversion v15,2026-07-09,NEARUSDT,f,J1,2026-07-09T09:30:00Z,SIDEWAYS,0.151875,0.151875,0.264130,0.017848
mean_reversion v15,2026-07-09,SUIUSDT,f,J1,2026-07-09T10:45:00Z,SIDEWAYS,-0.381178,-0.381178,-0.241870,0.014323
mean_reversion v15,2026-07-09,SOLUSDT,t,J1,2026-07-09T10:45:00Z,SIDEWAYS,-0.365717,-0.365717,-0.205632,0.012470
mean_reversion v15,2026-07-09,SAHARAUSDT,f,J1,2026-07-09T11:30:00Z,SIDEWAYS,-0.879301,-0.881212,-0.803681,0.026155
mean_reversion v15,2026-07-09,TAOUSDT,f,J1,2026-07-09T11:45:00Z,SIDEWAYS,0.552040,0.548772,0.683049,0.015337
mean_reversion v15,2026-07-09,ZECUSDT,f,J1,2026-07-09T12:30:00Z,SIDEWAYS,-0.186989,-0.188621,-0.091909,0.021002
mean_reversion v15,2026-07-09,UNIUSDT,f,J1,2026-07-09T12:45:00Z,SIDEWAYS,0.546086,0.545763,0.643417,0.020673
mean_reversion v15,2026-07-09,NEARUSDT,f,J1,2026-07-09T17:00:00Z,SIDEWAYS,0.394812,0.394812,0.494654,0.020119
mean_reversion v15,2026-07-09,ARBUSDT,f,J1,2026-07-09T22:45:00Z,SIDEWAYS,0.601790,0.599631,0.646449,0.045414
mean_reversion v15,2026-07-09,DASHUSDT,f,J1,2026-07-09T23:15:00Z,SIDEWAYS,1.446015,1.442674,1.596893,0.013390
mean_reversion v15,2026-07-09,ZECUSDT,f,J1,2026-07-09T23:30:00Z,SIDEWAYS,0.831015,0.826605,0.919895,0.022724
mean_reversion v15,2026-07-09,NEARUSDT,f,J1,2026-07-09T23:45:00Z,SIDEWAYS,0.718588,0.713103,0.829151,0.018215
mean_reversion v15,2026-07-10,TAOUSDT,f,J1,2026-07-10T06:45:00Z,SIDEWAYS,0.286637,0.283967,0.394622,0.018578
mean_reversion v15,2026-07-10,NEARUSDT,f,J1,2026-07-10T07:15:00Z,SIDEWAYS,0.464248,0.457417,0.601403,0.014637
mean_reversion v15,2026-07-10,PROMUSDT,f,J1,2026-07-10T09:45:00Z,SIDEWAYS,-0.293527,-0.295694,-0.207049,0.023058
mean_reversion v15,2026-07-10,DASHUSDT,f,J1,2026-07-10T11:45:00Z,SIDEWAYS,-0.736259,-0.736259,-0.617063,0.016683
mean_reversion v15,2026-07-10,NEARUSDT,f,J1,2026-07-10T12:30:00Z,SIDEWAYS,-1.100110,-1.100110,-0.956686,0.013844
mean_reversion v15,2026-07-10,ARBUSDT,f,J1,2026-07-10T12:45:00Z,SIDEWAYS,-1.038925,-1.038925,-0.982897,0.035060
mean_reversion v15,2026-07-12,TAOUSDT,f,J2,2026-07-12T20:45:00Z,LOW_VOLATILITY,-1.112935,-1.112935,-0.951192,0.012286
mean_reversion v15,2026-07-12,DASHUSDT,f,J2,2026-07-12T21:45:00Z,LOW_VOLATILITY,0.091764,0.086505,0.217879,0.015876
