versao,dia,mercado,original,janela,barra,rotulo,r_exf,r_net,r_bruto,risco_pct
mean_reversion v16,2026-09-08,PROMUSDT,f,J3,2026-09-08T17:45:00Z,SIDEWAYS,-0.397030,-0.398315,-0.344583,0.037862
mean_reversion v16,2026-09-08,SAHARAUSDT,f,J3,2026-09-08T18:15:00Z,SIDEWAYS,0.315037,0.312951,0.399646,0.023736
mean_reversion v16,2026-09-08,TAOUSDT,f,J3,2026-09-08T20:00:00Z,SIDEWAYS,-0.005252,-0.007110,0.068995,0.026946
mean_reversion v16,2026-09-08,NEARUSDT,f,J3,2026-09-08T20:15:00Z,SIDEWAYS,0.061194,0.061185,0.127340,0.030276
mean_reversion v16,2026-09-08,XRPUSDT,t,J3,2026-09-08T20:45:00Z,SIDEWAYS,0.055841,0.055421,0.181259,0.015960
mean_reversion v16,2026-09-09,NEARUSDT,f,J3,2026-09-09T02:45:00Z,SIDEWAYS,1.312179,1.312179,1.380124,0.030028
mean_reversion v16,2026-09-09,SAHARAUSDT,f,J3,2026-09-09T10:15:00Z,SIDEWAYS,0.772195,0.770216,0.851927,0.025340
mean_reversion v16,2026-09-09,DASHUSDT,f,J3,2026-09-09T13:30:00Z,SIDEWAYS,-1.042209,-1.042209,-0.981490,0.032395
mean_reversion v16,2026-09-09,TAOUSDT,f,J3,2026-09-09T15:30:00Z,SIDEWAYS,0.006329,0.006595,0.069657,0.031597
mean_reversion v17,2026-06-22,ETHUSDT,t,J1,2026-06-22T16:15:00Z,HIGH_VOLATILITY,-0.306055,-0.306055,-0.151120,0.012888
mean_reversion v17,2026-06-22,ZECUSDT,f,J1,2026-06-22T16:15:00Z,HIGH_VOLATILITY,-0.140706,-0.140706,-0.050248,0.022084
mean_reversion v17,2026-06-22,XRPUSDT,t,J1,2026-06-22T16:15:00Z,HIGH_VOLATILITY,-0.478554,-0.478554,-0.340461,0.014439
mean_reversion v17,2026-06-22,ARBUSDT,f,J1,2026-06-22T16:15:00Z,HIGH_VOLATILITY,-0.519156,-0.519156,-0.412446,0.018659
mean_reversion v17,2026-06-22,LINKUSDT,f,J1,2026-06-22T16:15:00Z,HIGH_VOLATILITY,-0.476068,-0.476068,-0.335707,0.014206
mean_reversion v17,2026-06-22,SUIUSDT,f,J1,2026-06-22T16:30:00Z,HIGH_VOLATILITY,0.246911,0.246911,0.341982,0.021100
mean_reversion v17,2026-06-22,UNIUSDT,f,J1,2026-06-22T17:00:00Z,HIGH_VOLATILITY,-0.566852,-0.566852,-0.481271,0.023225
mean_reversion v17,2026-06-24,PROMUSDT,f,J1,2026-06-24T17:00:00Z,HIGH_VOLATILITY,0.487315,0.485408,0.563615,0.026392
mean_reversion v17,2026-06-25,PROMUSDT,f,J1,2026-06-25T01:00:00Z,HIGH_VOLATILITY,0.026716,0.024964,0.097149,0.028418
mean_reversion v17,2026-06-25,NEARUSDT,f,J1,2026-06-25T02:30:00Z,HIGH_VOLATILITY,0.377292,0.377292,0.463802,0.023229
mean_reversion v17,2026-06-25,ZECUSDT,f,J1,2026-06-25T03:00:00Z,HIGH_VOLATILITY,0.168585,0.168585,0.232925,0.031179
mean_reversion v17,2026-06-25,NEARUSDT,f,J1,2026-06-25T09:30:00Z,HIGH_VOLATILITY,-1.066358,-1.066358,-0.971145,0.020781
mean_reversion v17,2026-06-25,LINKUSDT,f,J1,2026-06-25T09:45:00Z,HIGH_VOLATILITY,-1.078704,-1.078704,-0.965856,0.017562
mean_reversion v17,2026-06-25,DOGEUSDT,t,J1,2026-06-25T09:45:00Z,HIGH_VOLATILITY,-1.078090,-1.078090,-0.966119,0.017698
mean_reversion v17,2026-06-25,BNBUSDT,f,J1,2026-06-25T09:45:00Z,HIGH_VOLATILITY,-1.109180,-1.109180,-0.952800,0.012704
mean_reversion v17,2026-06-25,XRPUSDT,t,J1,2026-06-25T10:00:00Z,HIGH_VOLATILITY,-1.093423,-1.093423,-0.959551,0.014824
mean_reversion v17,2026-06-25,ARBUSDT,f,J1,2026-06-25T10:00:00Z,HIGH_VOLATILITY,-1.063569,-1.063569,-0.972340,0.021679
mean_reversion v17,2026-06-25,PROMUSDT,f,J1,2026-06-25T10:15:00Z,HIGH_VOLATILITY,-1.061513,-1.063766,-0.973220,0.022392
mean_reversion v17,2026-06-25,SOLUSDT,t,J1,2026-06-25T10:15:00Z,HIGH_VOLATILITY,-1.065395,-1.065395,-0.971557,0.021082
mean_reversion v17,2026-06-25,DASHUSDT,f,J1,2026-06-25T10:45:00Z,HIGH_VOLATILITY,-1.046202,-1.046202,-0.979779,0.029655
mean_reversion v17,2026-06-25,ETHUSDT,t,J1,2026-06-25T11:00:00Z,HIGH_VOLATILITY,-1.077022,-1.077022,-0.966576,0.017941
mean_reversion v17,2026-06-25,SUIUSDT,f,J1,2026-06-25T11:00:00Z,HIGH_VOLATILITY,-1.066114,-1.066114,-0.971249,0.020857
mean_reversion v17,2026-06-25,UNIUSDT,f,J1,2026-06-25T11:00:00Z,HIGH_VOLATILITY,-1.051033,-1.051033,-0.977710,0.026902
mean_reversion v17,2026-06-25,TAOUSDT,f,J1,2026-06-25T11:15:00Z,HIGH_VOLATILITY,-1.066432,-1.068835,-0.971113,0.020758
mean_reversion v17,2026-06-25,BTCUSDT,f,J1,2026-06-25T11:15:00Z,HIGH_VOLATILITY,-1.096138,-1.096138,-0.958387,0.014410
mean_reversion v17,2026-06-25,ZECUSDT,f,J1,2026-06-25T11:15:00Z,HIGH_VOLATILITY,-1.041921,-1.041921,-0.981613,0.032613
mean_reversion v17,2026-06-26,BNBUSDT,f,J1,2026-06-26T01:45:00Z,HIGH_VOLATILITY,0.083524,0.083524,0.214914,0.015238
mean_reversion v17,2026-06-26,ZECUSDT,f,J1,2026-06-26T02:30:00Z,HIGH_VOLATILITY,0.268007,0.268007,0.327676,0.033683
mean_reversion v17,2026-06-26,DASHUSDT,f,J1,2026-06-26T02:30:00Z,HIGH_VOLATILITY,0.177243,0.177243,0.233347,0.035776
mean_reversion v17,2026-06-26,ZECUSDT,f,J1,2026-06-26T08:45:00Z,HIGH_VOLATILITY,-1.038746,-1.038746,-0.982973,0.035217
mean_reversion v17,2026-06-26,BTCUSDT,f,J1,2026-06-26T10:15:00Z,HIGH_VOLATILITY,-1.064107,-1.064107,-0.972109,0.021499
mean_reversion v17,2026-06-26,SOLUSDT,t,J1,2026-06-26T12:00:00Z,HIGH_VOLATILITY,1.324099,1.324099,1.394125,0.029124
mean_reversion v17,2026-06-26,PROMUSDT,f,J1,2026-06-26T12:00:00Z,HIGH_VOLATILITY,1.028821,1.026324,1.128043,0.020376
mean_reversion v17,2026-06-26,ETHUSDT,t,J1,2026-06-26T21:00:00Z,HIGH_VOLATILITY,0.083489,0.082615,0.179896,0.020772
mean_reversion v17,2026-06-26,LINKUSDT,f,J1,2026-06-26T21:15:00Z,HIGH_VOLATILITY,0.171872,0.168901,0.271156,0.020187
mean_reversion v17,2026-06-26,UNIUSDT,f,J1,2026-06-26T21:15:00Z,HIGH_VOLATILITY,-0.407001,-0.409661,-0.334023,0.027264
mean_reversion v17,2026-06-26,ARBUSDT,f,J1,2026-06-26T21:15:00Z,HIGH_VOLATILITY,0.329160,0.325860,0.411408,0.024424
mean_reversion v17,2026-06-26,XRPUSDT,t,J1,2026-06-26T21:15:00Z,HIGH_VOLATILITY,0.233070,0.239151,0.340972,0.018583
mean_reversion v17,2026-06-26,NEARUSDT,f,J1,2026-06-26T21:15:00Z,HIGH_VOLATILITY,0.143101,0.139622,0.212288,0.028979
mean_reversion v17,2026-06-26,TAOUSDT,f,J1,2026-06-26T21:30:00Z,HIGH_VOLATILITY,-0.112282,-0.114301,-0.032026,0.024896
mean_reversion v17,2026-06-26,SOLUSDT,t,J1,2026-06-26T21:30:00Z,HIGH_VOLATILITY,-0.372600,-0.376249,-0.299538,0.027246
mean_reversion v17,2026-06-26,PROMUSDT,f,J1,2026-06-26T22:15:00Z,HIGH_VOLATILITY,0.198385,0.195494,0.314232,0.017301
mean_reversion v17,2026-06-26,SUIUSDT,f,J1,2026-06-26T22:15:00Z,HIGH_VOLATILITY,0.584790,0.580804,0.668508,0.024067
mean_reversion v17,2026-06-26,DASHUSDT,f,J1,2026-06-26T22:45:00Z,HIGH_VOLATILITY,-0.110442,-0.113632,-0.046612,0.031291
mean_reversion v17,2026-06-27,ZECUSDT,f,J1,2026-06-27T01:45:00Z,HIGH_VOLATILITY,-0.402699,-0.402699,-0.338429,0.030938
mean_reversion v17,2026-06-27,UNIUSDT,f,J1,2026-06-27T02:00:00Z,HIGH_VOLATILITY,0.016068,0.016068,0.099803,0.023899
mean_reversion v17,2026-06-27,DASHUSDT,f,J1,2026-06-27T03:45:00Z,HIGH_VOLATILITY,-0.257904,-0.257904,-0.173706,0.023690
mean_reversion v17,2026-06-27,PROMUSDT,f,J1,2026-06-27T05:15:00Z,HIGH_VOLATILITY,0.176257,0.172764,0.315759,0.014361
mean_reversion v17,2026-06-27,ZECUSDT,f,J1,2026-06-27T06:30:00Z,HIGH_VOLATILITY,-0.174831,-0.178407,-0.103495,0.027979
mean_reversion v17,2026-06-27,NEARUSDT,f,J1,2026-06-27T06:30:00Z,HIGH_VOLATILITY,-0.131233,-0.134834,-0.059606,0.027882
mean_reversion v17,2026-07-02,TAOUSDT,f,J1,2026-07-02T00:00:00Z,HIGH_VOLATILITY,1.030013,1.027776,1.118233,0.022948
mean_reversion v17,2026-07-02,LINKUSDT,f,J1,2026-07-02T00:15:00Z,HIGH_VOLATILITY,1.362372,1.362372,1.486524,0.016295
mean_reversion v17,2026-07-02,ETHUSDT,t,J1,2026-07-02T00:15:00Z,HIGH_VOLATILITY,1.028066,1.028066,1.155046,0.015886
mean_reversion v17,2026-07-02,SAHARAUSDT,f,J1,2026-07-02T00:45:00Z,HIGH_VOLATILITY,1.198576,1.198576,1.277267,0.025820
mean_reversion v17,2026-07-02,BTCUSDT,f,J1,2026-07-02T01:00:00Z,HIGH_VOLATILITY,1.282581,1.282581,1.432327,0.013477
mean_reversion v17,2026-07-02,TAOUSDT,f,J1,2026-07-02T06:00:00Z,HIGH_VOLATILITY,0.695067,0.695487,0.792518,0.020679
mean_reversion v17,2026-07-02,PROMUSDT,f,J1,2026-07-02T06:45:00Z,HIGH_VOLATILITY,-0.306160,-0.308564,-0.197332,0.018333
mean_reversion v17,2026-07-02,XRPUSDT,t,J1,2026-07-02T07:15:00Z,HIGH_VOLATILITY,1.190379,1.188597,1.334477,0.014001
mean_reversion v17,2026-07-02,UNIUSDT,f,J1,2026-07-02T07:15:00Z,HIGH_VOLATILITY,1.345233,1.343960,1.452419,0.018904
mean_reversion v17,2026-07-02,DASHUSDT,f,J1,2026-07-02T07:15:00Z,HIGH_VOLATILITY,0.751977,0.746630,0.859439,0.018750
mean_reversion v17,2026-07-02,LINKUSDT,f,J1,2026-07-02T07:30:00Z,HIGH_VOLATILITY,1.306849,1.305970,1.440504,0.015118
mean_reversion v17,2026-07-02,ETHUSDT,t,J1,2026-07-02T07:45:00Z,HIGH_VOLATILITY,1.352209,1.348856,1.487394,0.014950
mean_reversion v17,2026-07-02,SAHARAUSDT,f,J1,2026-07-02T09:30:00Z,HIGH_VOLATILITY,0.030738,0.032061,0.103960,0.027336
mean_reversion v17,2026-07-02,ARBUSDT,f,J1,2026-07-02T14:45:00Z,HIGH_VOLATILITY,0.242501,0.244993,0.331582,0.022522
mean_reversion v17,2026-07-02,NEARUSDT,f,J1,2026-07-02T15:00:00Z,HIGH_VOLATILITY,0.646092,0.642303,0.728691,0.024414
mean_reversion v17,2026-07-02,SOLUSDT,t,J1,2026-07-02T15:00:00Z,HIGH_VOLATILITY,0.094776,0.091968,0.180546,0.023353
mean_reversion v17,2026-07-02,SUIUSDT,f,J1,2026-07-02T15:15:00Z,HIGH_VOLATILITY,-0.212017,-0.213877,-0.110296,0.019629
mean_reversion v17,2026-07-02,ZECUSDT,f,J1,2026-07-02T16:00:00Z,HIGH_VOLATILITY,-0.494216,-0.494216,-0.424808,0.028623
mean_reversion v17,2026-07-02,TAOUSDT,f,J1,2026-07-02T16:45:00Z,HIGH_VOLATILITY,-0.058927,-0.057921,0.023564,0.024237
mean_reversion v17,2026-07-02,LINKUSDT,f,J1,2026-07-02T19:45:00Z,HIGH_VOLATILITY,-0.061426,-0.061426,0.050592,0.017852
mean_reversion v17,2026-07-02,XRPUSDT,t,J1,2026-07-02T19:45:00Z,HIGH_VOLATILITY,-0.016369,-0.016369,0.114385,0.015300
mean_reversion v17,2026-07-02,DOGEUSDT,t,J1,2026-07-02T20:15:00Z,HIGH_VOLATILITY,-0.181506,-0.184551,-0.052272,0.015460
mean_reversion v17,2026-07-02,ZECUSDT,f,J1,2026-07-02T20:45:00Z,HIGH_VOLATILITY,-0.240562,-0.240324,-0.170811,0.028586
mean_reversion v17,2026-07-02,SUIUSDT,f,J1,2026-07-02T20:45:00Z,HIGH_VOLATILITY,-0.539949,-0.545649,-0.426433,0.017542
mean_reversion v17,2026-07-02,DASHUSDT,f,J1,2026-07-02T21:00:00Z,HIGH_VOLATILITY,0.345605,0.340432,0.449110,0.019395
mean_reversion v17,2026-07-02,UNIUSDT,f,J1,2026-07-02T21:30:00Z,HIGH_VOLATILITY,-0.079116,-0.082519,-0.010704,0.029213
mean_reversion v17,2026-07-02,NEARUSDT,f,J1,2026-07-02T22:00:00Z,HIGH_VOLATILITY,0.743988,0.739188,0.839883,0.021028
mean_reversion v17,2026-07-02,SOLUSDT,t,J1,2026-07-02T22:30:00Z,HIGH_VOLATILITY,0.135613,0.134339,0.246071,0.018136
mean_reversion v17,2026-07-02,TAOUSDT,f,J1,2026-07-02T22:45:00Z,HIGH_VOLATILITY,1.078303,1.076788,1.178131,0.020262
mean_reversion v17,2026-07-06,UNIUSDT,f,J1,2026-07-06T23:30:00Z,HIGH_VOLATILITY,-1.021816,-1.026948,-0.919813,0.019420
mean_reversion v17,2026-07-07,DOGEUSDT,t,J1,2026-07-07T00:00:00Z,HIGH_VOLATILITY,-1.092474,-1.092474,-0.959957,0.014975
mean_reversion v17,2026-07-07,ARBUSDT,f,J1,2026-07-07T01:45:00Z,HIGH_VOLATILITY,-1.077983,-1.077983,-0.966165,0.017722
mean_reversion v17,2026-07-07,ETHUSDT,t,J1,2026-07-07T01:45:00Z,HIGH_VOLATILITY,-1.093112,-1.093112,-0.959683,0.014873
mean_reversion v17,2026-07-07,XRPUSDT,t,J1,2026-07-07T01:45:00Z,HIGH_VOLATILITY,-1.089847,-1.089847,-0.961082,0.015408
mean_reversion v17,2026-07-07,TAOUSDT,f,J1,2026-07-07T01:45:00Z,HIGH_VOLATILITY,-1.069232,-1.071698,-0.969914,0.019931
mean_reversion v17,2026-07-07,LINKUSDT,f,J1,2026-07-07T01:45:00Z,HIGH_VOLATILITY,-1.092418,-1.092418,-0.959981,0.014984
mean_reversion v17,2026-07-07,SUIUSDT,f,J1,2026-07-07T01:45:00Z,HIGH_VOLATILITY,-1.080018,-1.080018,-0.965293,0.017277
mean_reversion v17,2026-07-07,PROMUSDT,f,J1,2026-07-07T02:15:00Z,HIGH_VOLATILITY,1.606110,1.602548,1.750064,0.014056
mean_reversion v17,2026-07-07,SOLUSDT,t,J1,2026-07-07T02:45:00Z,HIGH_VOLATILITY,-0.352876,-0.352876,-0.225938,0.015718
mean_reversion v17,2026-07-07,DASHUSDT,f,J1,2026-07-07T02:45:00Z,HIGH_VOLATILITY,0.130441,0.130441,0.244852,0.017508
mean_reversion v17,2026-07-07,NEARUSDT,f,J1,2026-07-07T02:45:00Z,HIGH_VOLATILITY,-1.052561,-1.052561,-0.977055,0.026134
mean_reversion v17,2026-07-07,SAHARAUSDT,f,J1,2026-07-07T03:00:00Z,HIGH_VOLATILITY,-0.536219,-0.536548,-0.423972,0.017740
mean_reversion v17,2026-07-07,DASHUSDT,f,J1,2026-07-07T11:30:00Z,HIGH_VOLATILITY,0.219384,0.219384,0.322839,0.019381
mean_reversion v17,2026-07-07,UNIUSDT,f,J1,2026-07-07T13:45:00Z,HIGH_VOLATILITY,1.170198,1.170198,1.279748,0.018461
mean_reversion v17,2026-07-20,DOGEUSDT,t,J2,2026-07-20T19:30:00Z,HIGH_VOLATILITY,-0.130559,-0.130559,0.021021,0.013188
mean_reversion v17,2026-07-20,ARBUSDT,f,J2,2026-07-20T19:30:00Z,HIGH_VOLATILITY,0.444556,0.444556,0.547006,0.019615
mean_reversion v17,2026-07-20,NEARUSDT,f,J2,2026-07-20T19:30:00Z,HIGH_VOLATILITY,0.389862,0.389862,0.517316,0.015746
mean_reversion v17,2026-07-20,DASHUSDT,f,J2,2026-07-20T20:15:00Z,HIGH_VOLATILITY,-0.443686,-0.451333,-0.291001,0.013066
mean_reversion v17,2026-07-20,SUIUSDT,f,J2,2026-07-20T22:15:00Z,HIGH_VOLATILITY,-0.199790,-0.204837,-0.062813,0.014586
mean_reversion v17,2026-07-20,LINKUSDT,f,J2,2026-07-20T23:00:00Z,HIGH_VOLATILITY,0.452865,0.448800,0.582545,0.015483
mean_reversion v17,2026-07-20,ETHUSDT,t,J2,2026-07-20T23:00:00Z,HIGH_VOLATILITY,0.806581,0.804656,0.955748,0.013486
mean_reversion v17,2026-07-21,ZECUSDT,f,J2,2026-07-21T00:00:00Z,HIGH_VOLATILITY,0.688986,0.688986,0.793576,0.019257
mean_reversion v17,2026-07-21,NEARUSDT,f,J2,2026-07-21T08:15:00Z,HIGH_VOLATILITY,-1.008384,-1.008384,-0.907545,0.019645
mean_reversion v17,2026-07-21,SAHARAUSDT,f,J2,2026-07-21T08:30:00Z,HIGH_VOLATILITY,0.071197,0.068479,0.179943,0.018411
mean_reversion v17,2026-07-29,UNIUSDT,f,J2,2026-07-29T16:00:00Z,HIGH_VOLATILITY,-0.773975,-0.773975,-0.681502,0.021457
mean_reversion v17,2026-07-30,UNIUSDT,f,J2,2026-07-30T05:30:00Z,HIGH_VOLATILITY,0.286012,0.282792,0.370633,0.023725
mean_reversion v17,2026-07-30,ARBUSDT,f,J2,2026-07-30T06:30:00Z,HIGH_VOLATILITY,0.101971,0.096503,0.233992,0.015167
mean_reversion v17,2026-07-30,ZECUSDT,f,J2,2026-07-30T15:00:00Z,HIGH_VOLATILITY,-0.269857,-0.265381,-0.156712,0.017641
mean_reversion v17,2026-07-30,DASHUSDT,f,J2,2026-07-30T15:45:00Z,HIGH_VOLATILITY,0.015476,0.013811,0.112496,0.020626
mean_reversion v17,2026-08-20,ZECUSDT,f,J3,2026-08-20T01:30:00Z,HIGH_VOLATILITY,-0.481038,-0.481038,-0.408973,0.027580
mean_reversion v17,2026-08-20,ARBUSDT,f,J3,2026-08-20T02:45:00Z,HIGH_VOLATILITY,0.194564,0.194564,0.265369,0.028336
mean_reversion v17,2026-08-20,LINKUSDT,f,J3,2026-08-20T03:30:00Z,HIGH_VOLATILITY,0.294926,0.294926,0.378370,0.024063
mean_reversion v17,2026-08-20,UNIUSDT,f,J3,2026-08-20T03:30:00Z,HIGH_VOLATILITY,0.174255,0.174255,0.244507,0.028551
mean_reversion v17,2026-08-20,DOGEUSDT,t,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,0.046501,0.046501,0.146398,0.020038
mean_reversion v17,2026-08-20,TAOUSDT,f,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,-0.328652,-0.330889,-0.239112,0.022264
mean_reversion v17,2026-08-20,NEARUSDT,f,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,0.162451,0.162451,0.248319,0.023345
mean_reversion v17,2026-08-20,SOLUSDT,t,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,0.617756,0.617756,0.713597,0.021012
mean_reversion v17,2026-08-20,XRPUSDT,t,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,0.611054,0.611054,0.702256,0.022086
mean_reversion v17,2026-08-20,SUIUSDT,f,J3,2026-08-20T03:45:00Z,HIGH_VOLATILITY,-0.085259,-0.085259,0.006553,0.021772
mean_reversion v17,2026-08-20,SAHARAUSDT,f,J3,2026-08-20T06:15:00Z,HIGH_VOLATILITY,1.636069,1.633032,1.757453,0.016709
mean_reversion v17,2026-08-20,LINKUSDT,f,J3,2026-08-20T12:45:00Z,HIGH_VOLATILITY,0.748361,0.747190,0.834365,0.023468
mean_reversion v17,2026-08-20,DASHUSDT,f,J3,2026-08-20T12:45:00Z,HIGH_VOLATILITY,1.097364,1.092575,1.193123,0.021137
mean_reversion v17,2026-08-20,SAHARAUSDT,f,J3,2026-08-20T12:45:00Z,HIGH_VOLATILITY,1.300911,1.298455,1.398376,0.020806
mean_reversion v17,2026-08-20,ARBUSDT,f,J3,2026-08-20T13:00:00Z,HIGH_VOLATILITY,1.085818,1.082372,1.154667,0.029527
mean_reversion v17,2026-08-20,BNBUSDT,f,J3,2026-08-20T13:45:00Z,HIGH_VOLATILITY,1.307687,1.307687,1.444405,0.014776
mean_reversion v17,2026-08-20,TAOUSDT,f,J3,2026-08-20T13:45:00Z,HIGH_VOLATILITY,1.034177,1.032169,1.114387,0.025270
mean_reversion v17,2026-08-20,ETHUSDT,t,J3,2026-08-20T13:45:00Z,HIGH_VOLATILITY,1.102464,1.098563,1.179878,0.026219
mean_reversion v17,2026-08-20,BTCUSDT,f,J3,2026-08-20T13:45:00Z,HIGH_VOLATILITY,0.765095,0.759637,0.880493,0.017454
mean_reversion v17,2026-08-20,SOLUSDT,t,J3,2026-08-20T13:45:00Z,HIGH_VOLATILITY,0.359534,0.354516,0.459600,0.020067
mean_reversion v17,2026-08-20,UNIUSDT,f,J3,2026-08-20T14:00:00Z,HIGH_VOLATILITY,0.874615,0.871119,0.944978,0.028794
mean_reversion v17,2026-08-20,PROMUSDT,f,J3,2026-08-20T18:30:00Z,HIGH_VOLATILITY,0.321717,0.320661,0.364510,0.047109
mean_reversion v17,2026-08-20,XRPUSDT,t,J3,2026-08-20T19:30:00Z,HIGH_VOLATILITY,0.888031,0.888031,0.942474,0.037360
mean_reversion v17,2026-08-20,SUIUSDT,f,J3,2026-08-20T19:45:00Z,HIGH_VOLATILITY,0.173083,0.173083,0.248682,0.026527
mean_reversion v17,2026-08-20,SAHARAUSDT,f,J3,2026-08-20T20:15:00Z,HIGH_VOLATILITY,1.278218,1.278218,1.385244,0.018921
mean_reversion v17,2026-08-20,TAOUSDT,f,J3,2026-08-20T20:15:00Z,HIGH_VOLATILITY,1.437756,1.437756,1.521981,0.024168
mean_reversion v17,2026-08-20,LINKUSDT,f,J3,2026-08-20T21:00:00Z,HIGH_VOLATILITY,0.528051,0.526052,0.633855,0.019005
mean_reversion v17,2026-08-20,ETHUSDT,t,J3,2026-08-20T21:00:00Z,HIGH_VOLATILITY,0.439997,0.435151,0.547404,0.018705
mean_reversion v17,2026-08-21,ZECUSDT,f,J3,2026-08-21T00:00:00Z,HIGH_VOLATILITY,0.109810,0.109810,0.180351,0.028408
mean_reversion v17,2026-08-21,SOLUSDT,t,J3,2026-08-21T11:45:00Z,HIGH_VOLATILITY,0.451813,0.451813,0.542464,0.022182
mean_reversion v17,2026-08-21,ETHUSDT,t,J3,2026-08-21T11:45:00Z,HIGH_VOLATILITY,0.367720,0.367720,0.457194,0.022454
mean_reversion v17,2026-08-21,DOGEUSDT,t,J3,2026-08-21T12:00:00Z,HIGH_VOLATILITY,0.402893,0.399351,0.473435,0.028526
mean_reversion v17,2026-08-21,LINKUSDT,f,J3,2026-08-21T12:00:00Z,HIGH_VOLATILITY,0.828000,0.824291,0.901392,0.027573
mean_reversion v17,2026-08-21,NEARUSDT,f,J3,2026-08-21T13:45:00Z,HIGH_VOLATILITY,0.090130,0.086855,0.155248,0.030768
mean_reversion v17,2026-08-21,XRPUSDT,t,J3,2026-08-21T18:00:00Z,HIGH_VOLATILITY,0.267601,0.267601,0.319435,0.038801
mean_reversion v17,2026-08-21,TAOUSDT,f,J3,2026-08-21T19:00:00Z,HIGH_VOLATILITY,0.916576,0.914882,0.985950,0.029227
mean_reversion v17,2026-08-21,DASHUSDT,f,J3,2026-08-21T19:00:00Z,HIGH_VOLATILITY,1.608723,1.608723,1.687566,0.025906
mean_reversion v17,2026-08-21,BNBUSDT,f,J3,2026-08-21T19:00:00Z,HIGH_VOLATILITY,1.479600,1.479600,1.617475,0.014669
mean_reversion v17,2026-08-21,NEARUSDT,f,J3,2026-08-21T19:00:00Z,HIGH_VOLATILITY,1.489897,1.489897,1.561691,0.028460
mean_reversion v17,2026-08-21,ARBUSDT,f,J3,2026-08-21T19:00:00Z,HIGH_VOLATILITY,-1.048786,-1.048786,-0.978672,0.028116
mean_reversion v17,2026-08-21,SUIUSDT,f,J3,2026-08-21T19:15:00Z,HIGH_VOLATILITY,1.409094,1.409094,1.472245,0.032407
mean_reversion v17,2026-08-21,ARBUSDT,f,J3,2026-08-21T19:30:00Z,HIGH_VOLATILITY,1.462973,1.462973,1.531041,0.030040
mean_reversion v17,2026-08-21,SAHARAUSDT,f,J3,2026-08-21T19:45:00Z,HIGH_VOLATILITY,1.364235,1.362308,1.442908,0.025881
mean_reversion v17,2026-08-21,SOLUSDT,t,J3,2026-08-21T20:00:00Z,HIGH_VOLATILITY,1.649414,1.649414,1.755962,0.019074
mean_reversion v17,2026-08-22,PROMUSDT,f,J3,2026-08-22T04:45:00Z,HIGH_VOLATILITY,-1.020262,-1.020262,-0.990892,0.065835
mean_reversion v17,2026-08-22,NEARUSDT,f,J3,2026-08-22T05:15:00Z,HIGH_VOLATILITY,-1.031088,-1.031088,-0.986254,0.043623
mean_reversion v17,2026-08-22,SAHARAUSDT,f,J3,2026-08-22T05:15:00Z,HIGH_VOLATILITY,-1.040729,-1.040729,-0.982124,0.033545
mean_reversion v17,2026-08-22,LINKUSDT,f,J3,2026-08-22T05:15:00Z,HIGH_VOLATILITY,-1.036542,-1.036542,-0.983918,0.037286
mean_reversion v17,2026-08-22,DOGEUSDT,t,J3,2026-08-22T05:30:00Z,HIGH_VOLATILITY,0.719240,0.715518,0.791770,0.027862
mean_reversion v17,2026-08-22,SUIUSDT,f,J3,2026-08-22T05:30:00Z,HIGH_VOLATILITY,0.414003,0.410816,0.476447,0.032256
mean_reversion v17,2026-08-22,BTCUSDT,f,J3,2026-08-22T05:30:00Z,HIGH_VOLATILITY,0.006870,0.000379,0.136393,0.015448
mean_reversion v17,2026-08-22,ETHUSDT,t,J3,2026-08-22T05:30:00Z,HIGH_VOLATILITY,-0.202298,-0.207674,-0.095035,0.018618
mean_reversion v17,2026-08-22,UNIUSDT,f,J3,2026-08-22T05:30:00Z,HIGH_VOLATILITY,0.777952,0.774784,0.840767,0.032252
mean_reversion v17,2026-08-22,LINKUSDT,f,J3,2026-08-22T06:00:00Z,HIGH_VOLATILITY,-0.400861,-0.402662,-0.364929,0.055068
mean_reversion v17,2026-08-22,TAOUSDT,f,J3,2026-08-22T06:45:00Z,HIGH_VOLATILITY,-0.508447,-0.509322,-0.473612,0.056610
mean_reversion v17,2026-08-22,ZECUSDT,f,J3,2026-08-22T06:45:00Z,HIGH_VOLATILITY,-0.042514,-0.043896,-0.016995,0.078273
mean_reversion v17,2026-08-22,XRPUSDT,t,J3,2026-08-22T08:45:00Z,HIGH_VOLATILITY,0.043852,0.043852,0.073471,0.067653
mean_reversion v17,2026-08-22,BNBUSDT,f,J3,2026-08-22T10:30:00Z,HIGH_VOLATILITY,0.209583,0.209583,0.291878,0.024375
mean_reversion v17,2026-08-22,SOLUSDT,t,J3,2026-08-22T10:30:00Z,HIGH_VOLATILITY,0.341715,0.341715,0.392512,0.039655
mean_reversion v17,2026-08-22,DOGEUSDT,t,J3,2026-08-22T10:30:00Z,HIGH_VOLATILITY,0.298713,0.298713,0.335287,0.055155
