versao,mercado,dia,hora_utc,emitted_at,resultado,r_net,r_exf,p_entry,exit_base,risk,atr_pct
mean_reversion v10,UNIUSDT,2026-08-15,15,2026-08-15 15:30:02+00,expired,-0.2885793091,-0.2862087063803327349916163693,3.24894820000000,3.2400000000,0.0471229609,0.009263767226151849126168953971
mean_reversion v10,SAHARAUSDT,2026-08-15,16,2026-08-15 16:00:02+00,expired,-0.2603919562,-0.2567572471960653560461391353,0.00785270880000,0.0078360000,0.0001078217,0.008423672085878398883588841657
mean_reversion v10,LINKUSDT,2026-08-15,23,2026-08-15 23:00:02+00,expired,-0.3783552798,-0.3743530144376117818032385644,9.52671260000000,9.4760000000,0.1709536409,0.01198285860777525085033310272
mean_reversion v10,LINKUSDT,2026-08-16,3,2026-08-16 03:45:02+00,expired,-0.6722428891,-0.6722428890922606923357251626,9.44066100000000,9.3580000000,0.14249763,0.009344492279591564586386413271
mean_reversion v10,ARBUSDT,2026-08-17,9,2026-08-17 09:00:02+00,expired,0.1919528835,0.1919528835286227393557819212,0.07462474800000,0.0749300000,0.0010444755,0.008495259096745417508213307157
mean_reversion v10,NEARUSDT,2026-08-17,16,2026-08-17 16:30:02+00,stop,-1.0977136156,-1.097713615631637280180708551,1.63598100000000,1.6127827176,0.0231982824,0.0086196556664421701223850756
mean_reversion v10,UNIUSDT,2026-08-17,16,2026-08-17 16:45:02+00,expired,0.1511660092,0.1511660091967042403535277382,3.27996680000000,3.2910000000,0.0425426533,0.008779259249936651096267565071
mean_reversion v10,ZECUSDT,2026-08-17,17,2026-08-17 17:30:02+00,target,1.3957399620,1.395739962044806108445406770,509.36543600000000,520.2971341204,7.3135254136,0.009526350405089307907223491962
mean_reversion v10,LINKUSDT,2026-08-17,19,2026-08-17 19:30:02+00,expired,0.3202203460,0.3202203460197203978149236802,9.46867780000000,9.5200000000,0.1187214184,0.008587968362496384431637533604
mean_reversion v10,ZECUSDT,2026-08-17,22,2026-08-17 22:45:02+00,expired,-0.4669680941,-0.4609443785105569692372987609,512.67742200000000,509.4600000000,8.5299460883,0.01088962251786680779470712554
mean_reversion v10,SAHARAUSDT,2026-08-18,20,2026-08-18 20:30:02+00,expired,-0.7438870147,-0.7401178440882199183225586054,0.00728036560000,0.0072190000,0.0000965995,0.008251844024217768151503786379
mean_reversion v10,SUIUSDT,2026-08-19,0,2026-08-19 00:30:02+00,expired,0.4475421025,0.4475421024530851923135892501,0.65018988000000,0.6557000000,0.0102660764,0.009904494994968173646266583938
mean_reversion v10,ZECUSDT,2026-08-19,0,2026-08-19 00:45:02+00,expired,-0.2462872044,-0.2462872044019551992343021660,505.59317400000000,504.4700000000,7.4293758023,0.009691992533670999326807988472
mean_reversion v10,PROMUSDT,2026-08-19,6,2026-08-19 06:15:02+00,target,1.4303861386,1.371817701891448223872975133,1.92015140000000,2.0372904997,0.0833450665,0.02794691286539368066604959342
mean_reversion v10,PROMUSDT,2026-08-19,14,2026-08-19 14:00:02+00,expired,-0.2722965613,-0.3070730985880402938016326006,1.98619100000000,1.9640000000,0.0812477718,0.02720938964633893465934800683
mean_reversion v10,LINKUSDT,2026-08-19,14,2026-08-19 14:15:02+00,target,1.5133064410,1.513306441022990364149193365,9.68180560000000,9.8916354248,0.1295625498,0.009356418197742565866413885823
mean_reversion v10,ZECUSDT,2026-08-20,1,2026-08-20 01:30:02+00,expired,-0.4810375340,-0.4810375340068415622761101761,560.31598800000000,553.6600000000,15.4533502924,0.01709149982810805659808610864
mean_reversion v10,ARBUSDT,2026-08-20,2,2026-08-20 02:45:02+00,expired,0.1945640763,0.1945640762539749118169472291,0.08777263200000,0.0883800000,0.0024870992,0.01843246006113234959185085115
mean_reversion v10,LINKUSDT,2026-08-20,3,2026-08-20 03:30:02+00,expired,0.2949258377,0.2949258377129578398763823127,10.43425680000000,10.5230000000,0.2510767567,0.01554264398283040937656725362
mean_reversion v10,UNIUSDT,2026-08-20,3,2026-08-20 03:30:02+00,expired,0.1742553268,0.1742553267819253297231786014,3.58114740000000,3.6040000000,0.1022465501,0.01806115255280062381672041642
mean_reversion v10,XRPUSDT,2026-08-20,3,2026-08-20 03:45:02+00,expired,0.6110538303,0.6110538302865767812769641804,1.09605724000000,1.1124000000,0.0242076939,0.01289078183545222858396624522
mean_reversion v10,NEARUSDT,2026-08-20,3,2026-08-20 03:45:02+00,expired,0.1624505932,0.1624505931670658495770685284,1.72503440000000,1.7340000000,0.0402707203,0.01425859477787262031792851516
mean_reversion v10,SUIUSDT,2026-08-20,3,2026-08-20 03:45:02+00,expired,-0.0852588783,-0.08525887832379639817764468396,0.70092030000000,0.7006000000,0.0152605805,0.01339993413361759285076562463
mean_reversion v10,TAOUSDT,2026-08-20,3,2026-08-20 03:45:02+00,expired,-0.3308886597,-0.3286519789935280762891775659,204.75277800000000,203.5400000000,4.5585310826,0.0133520882887605502712276706
mean_reversion v10,SOLUSDT,2026-08-20,3,2026-08-20 03:45:02+00,expired,0.6177561195,0.6177561195350627306228903766,84.70079000000000,85.9200000000,1.7797157649,0.0125761032316587893318875288
mean_reversion v10,DOGEUSDT,2026-08-20,3,2026-08-20 03:45:02+00,expired,0.0465012697,0.04650126973391152441401324154,0.07499497000000,0.0751700000,0.0015027558,0.01182050603225984564079860239
mean_reversion v10,SAHARAUSDT,2026-08-20,6,2026-08-20 06:15:02+00,target,1.6330320297,1.636069011267454375237841763,0.00769061160000,0.0079118315,0.0001284993,0.01217314147839305587139769538
mean_reversion v10,DASHUSDT,2026-08-20,12,2026-08-20 12:45:02+00,expired,1.0925753227,1.097364017189528287278804992,32.11926000000000,32.9100000000,0.6788906714,0.01340411990945720491929818363
mean_reversion v10,SAHARAUSDT,2026-08-20,12,2026-08-20 12:45:02+00,expired,1.2984553153,1.300911136521136521136521137,0.00776765780000,0.0079890000,0.000161616,0.01351629604558699956470314693
mean_reversion v10,LINKUSDT,2026-08-20,12,2026-08-20 12:45:02+00,expired,0.7471901355,0.7483611728058354096491215444,10.57133900000000,10.7720000000,0.2480928413,0.01493004666858975770927767905
mean_reversion v10,ARBUSDT,2026-08-20,13,2026-08-20 13:00:02+00,expired,1.0823715164,1.085818196933820654064889198,0.08799276400000,0.0909400000,0.002598152,0.01973778785981446191418832464
mean_reversion v10,SOLUSDT,2026-08-20,13,2026-08-20 13:45:02+00,expired,0.3545157320,0.3595336732651262886268714133,86.74201400000000,87.4900000000,1.7406441692,0.0134683528181666880583836319
mean_reversion v10,TAOUSDT,2026-08-20,13,2026-08-20 13:45:02+00,expired,1.0321687998,1.034176506698435601867869932,207.73456600000000,213.4600000000,5.2495211106,0.01621856370124777740185832708
mean_reversion v10,ETHUSDT,2026-08-20,13,2026-08-20 13:45:02+00,expired,1.0985634638,1.102464379058328391860571343,2273.76344000000000,2342.7400000000,59.6163269581,0.01739566438474004476616074711
mean_reversion v10,BNBUSDT,2026-08-20,13,2026-08-20 13:45:02+00,target,1.3076873275,1.307687327474508860632083594,641.09442600000000,654.3925515111,9.4727936741,0.00943481217533874483724515936
mean_reversion v10,BTCUSDT,2026-08-20,13,2026-08-20 13:45:02+00,expired,0.7596366317,0.7650948929133934599544202064,71634.85514000000000,72692.8000000000,1250.3227679031,0.0116675089464453967843183312
mean_reversion v10,UNIUSDT,2026-08-20,14,2026-08-20 14:00:02+00,expired,0.8711191535,0.8746151187494728794871982656,3.67520380000000,3.7730000000,0.105822575,0.01915986848246547762197058201
mean_reversion v10,PROMUSDT,2026-08-20,18,2026-08-20 18:30:02+00,expired,0.3206610111,0.3217170500553507623929144584,2.03822220000000,2.0720000000,0.0960191833,0.03126023274822327347562969227
mean_reversion v10,XRPUSDT,2026-08-20,19,2026-08-20 19:30:02+00,expired,0.8880306293,0.8880306293186615588490489359,1.22973740000000,1.2723000000,0.045942909,0.02603406219722001088435023498
mean_reversion v10,SUIUSDT,2026-08-20,19,2026-08-20 19:45:02+00,expired,0.1730828417,0.1730828417361981117294328172,0.72763632000000,0.7320000000,0.0193017466,0.01734751868240566764818051185
mean_reversion v10,SAHARAUSDT,2026-08-20,20,2026-08-20 20:15:02+00,target,1.2782178534,1.278217853407166316457414958,0.00786271480000,0.0080640802,0.0001487682,0.01190019884188499268995988122
mean_reversion v10,TAOUSDT,2026-08-20,20,2026-08-20 20:15:02+00,target,1.4377562089,1.437756208920775053384819742,209.68573600000000,217.2730011842,5.0677367894,0.0161359242276230172258949674
mean_reversion v10,ETHUSDT,2026-08-20,21,2026-08-20 21:00:02+00,expired,0.4351506354,0.4399966997421622889074004011,2317.57971400000000,2339.9200000000,43.3500880947,0.01246154317985121562427707677
mean_reversion v10,LINKUSDT,2026-08-20,21,2026-08-20 21:00:02+00,expired,0.5260518964,0.5280508066397885776969436705,10.62537140000000,10.7470000000,0.20193896,0.01221620895575814933831662288
mean_reversion v10,ZECUSDT,2026-08-21,0,2026-08-21 00:00:02+00,expired,0.1098100569,0.1098100569490249701186789488,567.98058400000000,570.5500000000,16.1352315774,0.01968984193555744933160248867
mean_reversion v10,ETHUSDT,2026-08-21,11,2026-08-21 11:45:02+00,expired,0.3677197927,0.3677197926856547746013469788,2376.80522800000000,2399.7800000000,53.3690224088,0.01390659055753287866868200641
mean_reversion v10,SOLUSDT,2026-08-21,11,2026-08-21 11:45:02+00,expired,0.4518129659,0.4518129658855569878065855245,90.58431800000000,91.6200000000,2.0093497313,0.01381017148558029851477423235
mean_reversion v10,DOGEUSDT,2026-08-21,12,2026-08-21 12:00:02+00,expired,0.3993507958,0.4028933428606501413034546218,0.08292972800000,0.0840000000,0.0023656888,0.01964390456986448734224512957
mean_reversion v10,LINKUSDT,2026-08-21,12,2026-08-21 12:00:02+00,expired,0.8242914377,0.8279997005047425324993298480,11.26575540000000,11.5390000000,0.3106306283,0.01879861783714420508618181685
mean_reversion v10,NEARUSDT,2026-08-21,13,2026-08-21 13:45:02+00,expired,0.0868549174,0.09013031677505435084414820932,1.88412980000000,1.8920000000,0.0579716387,0.01929352284607293736971915447
mean_reversion v10,XRPUSDT,2026-08-21,18,2026-08-21 18:00:02+00,expired,0.2676012644,0.2676012643501461903115425507,1.38773214000000,1.4041000000,0.0538450525,0.02520518043487785731846926415
mean_reversion v10,TAOUSDT,2026-08-21,19,2026-08-21 19:00:02+00,expired,0.9148817663,0.9165762785654791475550515697,226.60588200000000,233.0000000000,6.6230511406,0.01978200973515114779116014073
mean_reversion v10,DASHUSDT,2026-08-21,19,2026-08-21 19:00:02+00,target,1.6087234811,1.608723481074171043595531417,34.73082600000000,36.2283727501,0.8997411667,0.01837530261063125239582270615
mean_reversion v10,ARBUSDT,2026-08-21,19,2026-08-21 19:00:02+00,stop,-1.0487860286,-1.048786028592990407713529002,0.09675802000000,0.0940376050,0.002720415,0.01982662702908202363757613575
mean_reversion v10,NEARUSDT,2026-08-21,19,2026-08-21 19:00:02+00,target,1.4898965371,1.489896537123110712428618138,1.88312920000000,1.9656958181,0.0535930787,0.01927242700656967724077434941
mean_reversion v10,BNBUSDT,2026-08-21,19,2026-08-21 19:00:02+00,target,1.4795999445,1.479599944453528957754996997,676.77582200000000,692.4279226901,9.9277704601,0.01007458346634929736153140954
mean_reversion v10,SUIUSDT,2026-08-21,19,2026-08-21 19:15:02+00,target,1.4090944606,1.409094460618980341455401081,0.80068012000000,0.8384010786,0.0259475058,0.02123078301164765340196450136
mean_reversion v10,ARBUSDT,2026-08-21,19,2026-08-21 19:30:02+00,target,1.4629730321,1.462973032108569710110231918,0.09552728200000,0.0998635926,0.002869677,0.01982662702908202363757613575
mean_reversion v10,SAHARAUSDT,2026-08-21,19,2026-08-21 19:45:02+00,target,1.3623081974,1.364235371770905050416597602,0.00864818580000,0.0089659590,0.0002238251,0.01663705023630766468448772025
mean_reversion v10,SOLUSDT,2026-08-21,20,2026-08-21 20:00:02+00,target,1.6494139660,1.649413965960856369567357995,90.80445000000000,93.7913191941,1.7319961294,0.01383425776473171619065808507
mean_reversion v10,PROMUSDT,2026-08-22,4,2026-08-22 04:45:02+00,stop,-1.0202619420,-1.020261941998817032273703000,2.67660500000000,2.5003912324,0.1762137676,0.04426386731931843935899778273
mean_reversion v10,SAHARAUSDT,2026-08-22,5,2026-08-22 05:15:02+00,stop,-1.0407285985,-1.040728598500937814630180160,0.00877025900000,0.0084760644,0.0002941946,0.01976374737667352748961686196
mean_reversion v10,LINKUSDT,2026-08-22,5,2026-08-22 05:15:02+00,stop,-1.0365418887,-1.036541888666176391657568251,11.73703800000000,11.2994164012,0.4376215988,0.02114356513754578713354099845
mean_reversion v10,NEARUSDT,2026-08-22,5,2026-08-22 05:15:02+00,stop,-1.0310881963,-1.031088196307144750043876194,1.90314120000000,1.8201212376,0.0830199624,0.0225184092585421373668715595
mean_reversion v10,DOGEUSDT,2026-08-22,5,2026-08-22 05:30:02+00,expired,0.7155182612,0.7192395818316855379265797748,0.08975382000000,0.0916800000,0.0025007251,0.0257449458677495536119042175
mean_reversion v10,BTCUSDT,2026-08-22,5,2026-08-22 05:30:02+00,expired,0.0003790850,0.006870055196411622997668877625,77075.01728000000000,77191.2000000000,1190.6802408622,0.01200512883343526417047936023
mean_reversion v10,SUIUSDT,2026-08-22,5,2026-08-22 05:30:02+00,expired,0.4108157212,0.4140031123003067011976824223,0.83940334000000,0.8518000000,0.0270754078,0.02623756333142960995191952068
mean_reversion v10,UNIUSDT,2026-08-22,5,2026-08-22 05:30:02+00,expired,0.7747844560,0.7779519610793098818703579111,4.09345460000000,4.2020000000,0.132022325,0.02358302831728453945011066932
mean_reversion v10,ETHUSDT,2026-08-22,5,2026-08-22 05:30:02+00,expired,-0.2076740534,-0.2022983701083001244903406330,2430.23726800000000,2424.4800000000,45.246340972,0.01402057721449223522442664638
mean_reversion v10,LINKUSDT,2026-08-22,6,2026-08-22 06:00:02+00,expired,-0.4026624167,-0.4008610550129092721071904870,11.84310160000000,11.5980000000,0.652181233,0.03649405259651999715468569856
mean_reversion v10,TAOUSDT,2026-08-22,6,2026-08-22 06:45:02+00,expired,-0.5093216826,-0.5084469592425813692126558814,231.24866600000000,224.9100000000,13.0908866048,0.03483329926472116535262251926
mean_reversion v10,ZECUSDT,2026-08-22,6,2026-08-22 06:45:02+00,expired,-0.0438962888,-0.04251417335605346102775974610,796.85782800000000,795.3200000000,62.3721466296,0.04909122275983165515305844684
mean_reversion v10,XRPUSDT,2026-08-22,8,2026-08-22 08:45:02+00,expired,0.0438523547,0.04385235468167927482174402140,1.50890480000000,1.5155000000,0.1020812185,0.04595225482027951477633718027
mean_reversion v10,BNBUSDT,2026-08-22,10,2026-08-22 10:30:02+00,expired,0.2095834555,0.2095834555216608440722833650,690.14383800000000,694.6400000000,16.8220872665,0.01603750998059527657144188369
mean_reversion v10,DOGEUSDT,2026-08-22,10,2026-08-22 10:30:02+00,expired,0.2987125612,0.2987125612173535896136223019,0.08922350200000,0.0908200000,0.0049211536,0.03713400598338279560534566817
mean_reversion v10,SOLUSDT,2026-08-22,10,2026-08-22 10:30:02+00,expired,0.3417148949,0.3417148949342676708515034793,92.51547600000000,93.9000000000,3.6686734005,0.02572106201308816784165217792
mean_reversion v10,UNIUSDT,2026-08-22,10,2026-08-22 10:45:02+00,expired,0.6791661040,0.6791661039812940945937131925,4.10846360000000,4.2530000000,0.2041342088,0.03233933442032717445342851843
mean_reversion v10,ZECUSDT,2026-08-22,11,2026-08-22 11:30:02+00,expired,0.1813076713,0.1813076712808397529310414592,783.19963800000000,794.0500000000,53.7386126465,0.04522933563365150478467660557
mean_reversion v10,ZECUSDT,2026-08-22,21,2026-08-22 21:45:02+00,expired,0.0307524523,0.03259677067839496364504150042,800.59006600000000,803.1300000000,43.4632233597,0.03917496332851785217775494218
mean_reversion v10,DASHUSDT,2026-08-22,21,2026-08-22 21:45:02+00,expired,0.4399075623,0.4413044339292775652651655485,40.75443800000000,42.1100000000,2.9393775169,0.04633618808607617985719342228
mean_reversion v10,UNIUSDT,2026-08-23,2,2026-08-23 02:30:02+00,stop,-1.0296280871,-1.029628087126959557772008469,4.21953020000000,4.0266883862,0.1928418138,0.02954992800330798303638095825
mean_reversion v10,PROMUSDT,2026-08-23,10,2026-08-23 10:30:02+00,target,1.4934757682,1.494748510314896739759278206,2.72163200000000,2.8821947845,0.1047618563,0.02586010144252667157706552554
mean_reversion v10,XRPUSDT,2026-08-23,20,2026-08-23 20:15:02+00,expired,0.1468051557,0.1498871782807062692325142502,1.50009952000000,1.5096000000,0.0493117729,0.02151226863387160362674650872
mean_reversion v10,ARBUSDT,2026-08-23,20,2026-08-23 20:15:02+00,expired,-0.4158405376,-0.4123358376276255721423629688,0.10164094800000,0.1005900000,0.0028912603,0.01852604405840821444608194443
mean_reversion v10,SOLUSDT,2026-08-23,20,2026-08-23 20:15:02+00,expired,-0.0619579791,-0.05772606121306911187252032742,95.11703600000000,95.1200000000,2.2551336929,0.01534537971070747810542957486
mean_reversion v10,SAHARAUSDT,2026-08-23,20,2026-08-23 20:15:02+00,expired,-0.4073236987,-0.4054621993604893646600861949,0.00856113360000,0.0084800000,0.0002294567,0.01745637474719930317338543083
mean_reversion v10,PROMUSDT,2026-08-23,23,2026-08-23 23:00:02+00,stop,-1.0288959850,-1.027862054883486240767388918,2.86972080000000,2.7305431217,0.1391776783,0.03150892726102369986810085627
mean_reversion v10,UNIUSDT,2026-08-23,23,2026-08-23 23:30:02+00,expired,-0.7984112254,-0.7961313382747562898001293419,4.56573780000000,4.4140000000,0.1984308721,0.02568048997211059708767563889
mean_reversion v10,DASHUSDT,2026-08-23,23,2026-08-23 23:30:02+00,expired,-0.6708164445,-0.6688386096581489004294319226,42.57553000000000,41.2000000000,2.1436416847,0.0288459437420647560091562248
mean_reversion v10,TAOUSDT,2026-08-24,0,2026-08-24 00:15:02+00,stop,-1.0475575939,-1.047557593938771928069339244,239.13339400000000,232.2399096473,6.8934843527,0.01903825924972247042819183327
mean_reversion v10,PROMUSDT,2026-08-24,0,2026-08-24 00:30:02+00,target,1.4751668810,1.475166881035924069743930711,2.75665300000000,2.9498634388,0.1282286259,0.02978355938996883610423958791
mean_reversion v10,LINKUSDT,2026-08-24,0,2026-08-24 00:30:02+00,expired,0.1385053921,0.1385053921367582892807487002,11.44086040000000,11.4900000000,0.2388066842,0.01380035716679487845142078508
mean_reversion v10,ZECUSDT,2026-08-24,0,2026-08-24 00:30:02+00,expired,-0.1485089816,-0.1485089815654625112683198223,838.19261400000000,834.7100000000,31.3274030039,0.02649266830181377390102033598
mean_reversion v10,ARBUSDT,2026-08-24,1,2026-08-24 01:00:02+00,stop,-1.0584819432,-1.058481943223220020945842999,0.10074040800000,0.0983697228,0.0023706852,0.01658919610941613742575080214
mean_reversion v10,NEARUSDT,2026-08-24,2,2026-08-24 02:15:02+00,expired,0.0382358720,0.03823587196001527440215672679,1.99419580000000,2.0000000000,0.0786434708,0.02481759447451567031707417091
mean_reversion v10,TAOUSDT,2026-08-24,2,2026-08-24 02:15:02+00,expired,0.0460113712,0.04739477513393934667958231139,234.95088600000000,235.6800000000,8.4294145857,0.02221799766213082542352023908
mean_reversion v10,BNBUSDT,2026-08-24,3,2026-08-24 03:45:02+00,expired,0.0242882843,0.02428828430418731081259388441,698.22868600000000,699.4500000000,9.9941350554,0.008512422141124761059347202334
mean_reversion v10,ETHUSDT,2026-08-24,3,2026-08-24 03:45:02+00,expired,0.2142285776,0.2142285776450575584889770791,2439.36274000000000,2453.1200000000,48.2147795889,0.01187617250591331896328797389
mean_reversion v10,NEARUSDT,2026-08-24,8,2026-08-24 08:45:02+00,expired,0.5079117519,0.5079117518572657875297710598,1.96217660000000,2.0050000000,0.0788207999,0.02612330175440958542806266999
mean_reversion v10,ETHUSDT,2026-08-24,17,2026-08-24 17:15:02+00,expired,0.2153579152,0.2153579152348624885072092355,2468.73035000000000,2481.1200000000,41.4270045244,0.01296893309713890333328410881
mean_reversion v10,TAOUSDT,2026-08-24,19,2026-08-24 19:30:02+00,expired,0.1005821536,0.1019363853865194666134513092,239.52362800000000,240.7700000000,8.9256680051,0.02368840822264160991139921454
mean_reversion v10,BTCUSDT,2026-08-24,20,2026-08-24 20:00:02+00,expired,0.0519519228,0.05580297608832575983644882108,78754.62444000000000,78931.6000000000,1192.7868094821,0.009767396340152632785224162636
mean_reversion v10,BNBUSDT,2026-08-24,23,2026-08-24 23:15:02+00,target,1.2414291187,1.241429118671623566776740878,702.32114000000000,715.4355553652,9.7615102434,0.008691791332722388518783709023
mean_reversion v10,TAOUSDT,2026-08-25,0,2026-08-25 00:45:02+00,expired,0.0936405307,0.09511106312105335536267323687,240.35412600000000,241.4700000000,8.1832783365,0.02121002557800463239002859465
mean_reversion v10,XRPUSDT,2026-08-25,7,2026-08-25 07:00:02+00,expired,-0.5707931551,-0.5672942641060207070617493644,1.50540270000000,1.4834000000,0.0424610411,0.0176386242948040586325381511
mean_reversion v10,BNBUSDT,2026-08-25,7,2026-08-25 07:00:02+00,stop,-1.0986364177,-1.098636417697938257836140463,714.15823800000000,704.1252343429,10.0330036571,0.008759416638263737576330090954
mean_reversion v10,UNIUSDT,2026-08-25,7,2026-08-25 07:00:02+00,expired,-0.1344196620,-0.1312258505258036609143677901,4.37262200000000,4.3610000000,0.135118211,0.01932419966572321985023801804
