signal_id,versao,versao_num,coorte,symbol,base_asset,bar_utc,entry_utc,exit_utc,dia_br,hora_br,motivo,r_net,r_exf,p_entry,entry_base,risk,risco_pct,mae,mae_bar_utc,min_notional,step_size,fee_bps,spread_bps,slippage_bps,vol_min_anterior,vol_mediana_30,barras_30,vol_24h,barras_24h
9f7d6a04-f286-5d73-b828-8df7f0edf679,mean_reversion v10,v10,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T16:01:00Z,2026-08-21,9,expired,0.3993507958,0.4028933428606501413034546218,0.08292972800000,0.082880000000,0.0023656888,0.02854354,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
471c229a-e347-521d-a89d-347beb6001b1,mean_reversion v12,v12,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T16:01:00Z,2026-08-21,9,expired,0.3993507958,0.4028933428606501413034546218,0.08292972800000,0.082880000000,0.0023656888,0.02854354,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
04540102-8a20-502a-a52f-856760cdc123,mean_reversion v2,v2,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T13:51:00Z,2026-08-21,9,target,1.6053631043,1.605363104278594366353404927,0.08292972800000,0.082880000000,0.0007897762,0.00952915,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
48ece813-7084-5968-9f6e-25f8bbd5e282,mean_reversion v3,v3,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T13:51:00Z,2026-08-21,9,target,1.6053631043,1.605363104278594366353404927,0.08292972800000,0.082880000000,0.0007897762,0.00952915,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
dc50d3c5-fac5-5621-9cad-417b3cf1d6e3,mean_reversion v4,v4,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T16:01:00Z,2026-08-21,9,expired,0.7713418300,0.7781842221952427673311314506,0.08292972800000,0.082880000000,0.0012248003,0.01477800,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
cffd9dda-d3c8-5ced-82ae-3d7718dbe14e,mean_reversion v5,v5,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T16:01:00Z,2026-08-21,9,expired,0.5691805138,0.5742295804303153996290209976,0.08292972800000,0.082880000000,0.0016598244,0.02002684,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
8bc38f21-847d-50c8-a908-f5cb9a86a293,mean_reversion v6,v6,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T16:01:00Z,2026-08-21,9,expired,0.7713418300,0.7781842221952427673311314506,0.08292972800000,0.082880000000,0.0012248003,0.01477800,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
b417a6dd-0797-566a-9b48-41aa9e154c1c,mean_reversion v7,v7,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T16:01:00Z,2026-08-21,9,expired,0.5691805138,0.5742295804303153996290209976,0.08292972800000,0.082880000000,0.0016598244,0.02002684,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
575f9601-7fdf-53d3-981c-e2eaf52724ec,mean_reversion v8,v8,replay,DOGEUSDT,DOGE,2026-08-21T12:00:00Z,2026-08-21T12:01:00Z,2026-08-21T16:01:00Z,2026-08-21,9,expired,0.7713418300,0.7781842221952427673311314506,0.08292972800000,0.082880000000,0.0012248003,0.01477800,0.000289728,2026-08-21T12:02:00Z,5.0000000000,1.0000000000,4,2,5,890647.8942600000,596625.48229,30,979247254.7810300000,1440
f3718273-f515-50e3-96d1-d2126a08409d,mean_reversion v12,v12,replay,ETHUSDT,ETH,2026-08-21T12:30:00Z,2026-08-21T12:31:00Z,2026-08-21T16:31:00Z,2026-08-21,9,expired,0.3887338019,0.3932992171450402007144840709,2376.22488000000000,2374.800000000000,52.4156041887,0.02207159,9.09488,2026-08-21T13:35:00Z,20.0000000000,0.0010000000,4,2,5,4181793.1742600000,6350719.902575,30,20851225745.7767600000,1440
6c103848-3f39-5584-843b-b1b1a0f3e78f,mean_reversion v1,v1,replay,XRPUSDT,XRP,2026-08-21T18:00:00Z,2026-08-21T18:01:00Z,2026-08-21T18:48:00Z,2026-08-21,15,stop,-1.0978207788,-1.097820778795743651244963610,1.38773214000000,1.386900000000,0.0196567633,0.01417317,,2026-08-21T18:46:00Z,5.0000000000,0.1000000000,4,2,5,1105398.5646600000,1359678.3108899998,30,3260734426.8094200000,1440
3d827237-52f1-5525-808a-3989ae2a0c68,mean_reversion v10,v10,replay,XRPUSDT,XRP,2026-08-21T18:00:00Z,2026-08-21T18:01:00Z,2026-08-21T22:01:00Z,2026-08-21,15,expired,0.2676012644,0.2676012643501461903115425507,1.38773214000000,1.386900000000,0.0538450525,0.03882403,0.02613214,2026-08-21T19:03:00Z,5.0000000000,0.1000000000,4,2,5,1105398.5646600000,1359678.3108899998,30,3260734426.8094200000,1440
2218f67d-167e-560e-b6b4-1744c0f6a7ee,mean_reversion v2,v2,replay,XRPUSDT,XRP,2026-08-21T18:00:00Z,2026-08-21T18:01:00Z,2026-08-21T18:48:00Z,2026-08-21,15,stop,-1.0978207788,-1.097820778795743651244963610,1.38773214000000,1.386900000000,0.0196567633,0.01417317,,2026-08-21T18:46:00Z,5.0000000000,0.1000000000,4,2,5,1105398.5646600000,1359678.3108899998,30,3260734426.8094200000,1440
3b363cae-d5d9-53d5-9fb8-5451634101ca,mean_reversion v3,v3,replay,XRPUSDT,XRP,2026-08-21T18:00:00Z,2026-08-21T18:01:00Z,2026-08-21T18:48:00Z,2026-08-21,15,stop,-1.0978207788,-1.097820778795743651244963610,1.38773214000000,1.386900000000,0.0196567633,0.01417317,,2026-08-21T18:46:00Z,5.0000000000,0.1000000000,4,2,5,1105398.5646600000,1359678.3108899998,30,3260734426.8094200000,1440
797623aa-c598-5bcc-85e0-97e36fd1119e,mean_reversion v4,v4,replay,XRPUSDT,XRP,2026-08-21T18:00:00Z,2026-08-21T18:01:00Z,2026-08-21T22:01:00Z,2026-08-21,15,expired,0.5008504489,0.5008504488934732868540264155,1.38773214000000,1.386900000000,0.028769075,0.02074344,0.02613214,2026-08-21T19:03:00Z,5.0000000000,0.1000000000,4,2,5,1105398.5646600000,1359678.3108899998,30,3260734426.8094200000,1440
76875601-365e-5250-b814-0fb680364b86,mean_reversion v5,v5,replay,XRPUSDT,XRP,2026-08-21T18:00:00Z,2026-08-21T18:01:00Z,2026-08-21T22:01:00Z,2026-08-21,15,expired,0.3803716121,0.3803716121089094132871329127,1.38773214000000,1.386900000000,0.0378813867,0.02731371,0.02613214,2026-08-21T19:03:00Z,5.0000000000,0.1000000000,4,2,5,1105398.5646600000,1359678.3108899998,30,3260734426.8094200000,1440
